unit_id,ProductTiter,DissolvedOxygen,do_ChelatorDosing
0,-15.358552737893701,73.45526296540878,0.0
1,-15.31070084669554,58.53243750038425,0.0
2,-13.930999462777166,63.904698807419805,0.0
3,-26.50557133714466,63.30340168206772,0.0
4,-18.742146096849705,63.49626957003873,0.0
5,-11.709148512021557,66.97686377675917,0.0
6,-8.606695195033218,75.12284941433353,0.0
7,-24.85118777327904,82.76337465329243,0.0
8,23.89647982931265,76.24717444602541,0.0
9,-2.612318592096069,76.04287670330258,0.0
10,-28.02966428996201,61.288853671881796,0.0
11,3.10555075489344,92.29341713953282,0.0
12,-8.522958651888143,72.22205249691304,0.0
13,13.270693566003391,84.68561845901249,0.0
14,6.981491472072217,63.84693867769342,0.0
15,-24.141952599184634,54.42765120170801,0.0
16,-24.43136636876509,67.61287700188262,0.0
17,-18.905085754541414,65.95684467652694,0.0
18,-13.374716686924703,72.19956341653467,0.0
19,2.365365047506705,63.501887645905484,0.0
20,-12.828612873259576,76.54388125227909,0.0
21,-21.512254311829658,58.60259452290816,0.0
22,10.751285434758636,85.26411429096369,0.0
23,-14.796198649920928,79.09504428463678,0.0
24,1.6687081249406495,74.40854848594915,0.0
25,-7.925667055432801,83.9719070875073,0.0
26,1.620033176609394,63.65920123859238,0.0
27,-23.178766289766205,61.82253406537914,0.0
28,-3.8938001053844147,78.55384824091075,0.0
29,-13.68724263280305,72.20018586058868,0.0
30,4.988793772906605,85.43492019138168,0.0
31,-6.682725125778573,84.90771316863326,0.0
32,-9.803911743032884,79.9686252838767,0.0
33,-5.281823337591176,86.23999301730498,0.0
34,-13.356781496359103,74.80586137079965,0.0
35,-4.802377842179543,93.59064559973106,0.0
36,-15.805839404277295,63.5443021718801,0.0
37,-19.289395089016224,82.862333822603,0.0
38,-22.210213077007733,74.31238870021389,0.0
39,31.263113757780676,100.49181885756973,0.0
40,-8.823233513243835,76.33728457011337,0.0
41,8.07996003967353,65.58784302361916,0.0
42,-10.754971527882628,78.32707064465228,0.0
43,-16.151127961407617,68.03307864425074,0.0
44,-13.150363533823445,69.85343640235703,0.0
45,-7.1166248092213,69.87941972753144,0.0
46,-8.54131496244233,66.67268387960145,0.0
47,-37.369517109684594,44.867854655622125,0.0
48,-2.433161328114456,89.90849183879747,0.0
49,-18.822964781580897,63.562291311852015,0.0
50,-14.400916161381396,59.34094016634574,0.0
51,-8.19079504817076,61.71866680531879,0.0
52,-16.017257620744626,81.7696775235612,0.0
53,-9.130591910365649,84.8039611365584,0.0
54,-4.2930179504379,86.55247504024388,0.0
55,-17.65013591777456,84.88544608209568,0.0
56,-7.500516943906952,97.89979350130571,0.0
57,-5.295402293226422,82.77056624935611,0.0
58,1.3588931737192627,96.78000952650133,0.0
59,-12.114310151538286,77.41599516927974,0.0
60,0.4074634704057928,76.9255872670094,0.0
61,-2.9463159608655083,74.62946271887617,0.0
62,-29.69542276324352,55.4830232029923,0.0
63,-7.781013784480299,93.4006749694235,0.0
64,-12.20332606115166,74.32285443464555,0.0
65,-10.522379794824696,76.6259574760675,0.0
66,-11.220785641334786,80.97548837621521,0.0
67,9.592572256785052,97.54793178364432,0.0
68,-16.299668098210883,68.8839051949768,0.0
69,0.7100115426085765,75.1977781745446,0.0
70,-19.06860627621203,73.50537387402989,0.0
71,-6.621824129087712,70.39581788815069,0.0
