unit_id,ProductTiter,DissolvedOxygen,Temperature
0,-15.384725376892145,84.45696686026722,56.51395115146185
1,-6.973981218538483,87.60303280324769,48.80507517614099
2,16.883395338863494,84.44536385312335,68.07712159279899
3,3.105035620680585,72.84667505074378,27.72249275401073
4,9.201820604488537,89.09058633503815,56.83396043061869
5,-4.662228429604981,83.28531488365296,38.30448054933903
6,-15.629914895836162,80.51616537500124,59.34337878061037
7,-11.418264366033341,83.23607175477503,61.92915602801796
8,-3.1604081941270032,88.6819387448431,64.4324182245363
9,-9.36663946071319,85.94554247447904,18.497703465669865
10,-14.920605719124598,68.88124694907293,53.476421134290085
11,-22.777207260426742,74.16975783654783,46.3735545317765
12,-15.253607538949769,68.82854964092597,42.08822784554078
13,-8.194995849883519,74.18147673512124,38.74443626141551
14,-15.726290376431251,80.12603977649538,76.99233200077106
15,-18.196688472950544,74.77527420435592,54.09995759982987
16,-18.812345985513435,74.48970582147152,35.29967096198377
17,-4.906943947512859,80.89368152986991,66.06351925343701
18,-12.098024644114094,60.46371797189763,59.33015244400299
19,8.602304140453402,86.83903527956774,54.51688692163358
20,-5.383198866623449,76.39237500734001,72.6015070387311
21,-9.62907052229297,85.59247345821271,53.247392432713575
22,-31.494505334662918,45.98777755978065,26.519407793386833
23,-20.11408104282292,77.88134578509019,60.20795068322434
24,14.048248837827998,94.86161801998416,50.924012987832356
25,-1.234115814571406,86.50523401316595,37.60621375867305
26,-30.40366040619718,55.04604979150841,59.9011684437838
27,-7.736708142977559,74.75822857640513,67.08632622877627
28,-7.934711752355115,80.58647208734656,52.624230344332815
29,10.844756729548267,76.40587970927169,45.85745148391458
30,-15.317349144290358,79.2218024026911,42.29781113909543
31,-20.205230743255395,54.626290084309126,35.292468542339684
32,-7.073591545346598,86.89002924576457,61.81033074923702
33,-27.531322576441298,57.31758223924696,47.10618903363183
34,-6.449502721174158,72.94020249502101,59.981823324459825
35,19.854090715363764,83.69935862797726,52.21308502641231
36,-10.512245701709945,62.759895178675,54.12129539669956
37,-25.14669778770937,67.30097945835601,51.755009699815055
38,-1.0683005552635918,86.31525578197643,64.86067722042071
39,-20.9344705853073,81.99398688958499,44.050520373712025
40,-11.433823361712601,82.81459508724754,65.15962161493177
41,-19.936646658491792,65.46666317570204,63.00859585384591
42,-6.271396300162996,56.69279563155195,27.428893009147483
43,-4.228039337297303,77.39300048783404,45.26214994602417
44,-9.756530710034403,83.43219328399407,53.6944678538801
45,-8.008264418374166,80.04770542583648,56.05104660613078
46,-16.76024527427602,77.12033584964584,74.67093717418014
47,-17.947025152942754,58.569454697154015,45.61287240835446
48,-14.787654983686632,79.25018950146318,37.37528318224369
49,-11.707587537755572,63.59135209278407,45.642207136426386
50,-11.143228649364712,74.27353058802737,40.77848521724347
51,-8.091934451466798,100.0788032786024,43.948258535037795
52,-10.04117652340926,68.16395819312166,50.50108625023573
53,-19.024598379290836,52.90234093794577,50.75901818354263
54,-9.426623162992506,99.07227965105874,22.84640465783129
55,-1.7274816422935237,69.02435120544868,46.076234987527485
56,-12.518114153880234,65.12957001747932,47.358122788961765
57,-6.975010412696706,80.71411227422095,58.23529979893832
58,-1.4759212299077937,91.2768892442658,40.594347944781404
59,24.361022794123176,76.04662115246003,50.3710871729208
60,-13.875497494733612,70.1801114575689,50.04570308976306
61,1.864316051099581,67.55827500252518,42.20559595701824
62,-30.706098876942303,58.81578604432237,57.6878807939244
63,-7.303563146941432,82.02564973447161,58.36045747770132
64,-0.4106859461169372,79.02492976487913,43.911242103222385
65,-4.417458983463345,94.34974416378918,39.02568395749447
66,-0.7325975974628516,74.3389212506527,75.69311061711855
67,-10.427714401779856,97.64450299931976,43.964326454764596
68,-26.893245594523112,61.79054984639477,45.30450719827594
69,-10.362076361761194,73.85290792132226,30.988648701842116
70,5.104429994579904,74.67800516006186,58.063569085361664
71,-0.10447054583962245,77.28717627830957,22.051513289864655
72,-13.160740702609235,79.6924408691158,50.64213161745175
73,-4.862237413188417,79.18970403396659,57.644778129047516
74,2.3060015358530737,90.9754256301437,69.48603880591833
75,-16.407324558129606,84.56406606354899,55.07006317128612
