unit_id,ProductTiter,DissolvedOxygen,Temperature,pH,Osmolality
0,-13.24624240509958,76.58690495675363,65.0612224258883,55.03840566801145,36.92935121381943
1,-6.908030303962437,52.78832641166384,47.92226948348396,38.753474613499094,43.34086450732583
2,-6.168677775948083,67.65522902262671,43.4064335174798,64.02327619047367,60.278601714039276
3,-18.75541959402513,65.10559471340378,59.168645286885635,59.555928473053946,51.20808047987235
4,-25.385198771612238,64.74002326836695,47.84190210458319,40.395784280703204,61.523727981822894
5,-16.63312909406895,80.49983227613957,54.166440164466,50.45396702184687,54.459471125683876
6,-18.03344300882454,83.71425321713703,43.97859722253453,46.04948739149191,38.93424808026759
7,-16.339932728215274,84.60247506101395,57.962785683454214,27.952075779114836,34.1981712654815
8,-3.4596068030168317,93.00622682621716,45.99803261055854,60.022802917288885,56.08423855004265
9,-22.0072320399241,51.764326339878025,43.168559295201106,51.26233066314441,56.70254372721612
10,-20.96521974517421,70.2527593141505,58.33000836536058,62.98441669527824,52.04638194414154
11,-15.26731986481645,71.81404046665142,30.1881374685719,11.942975672929363,63.05826935164863
12,3.9338664504696883,77.68511845952568,62.102347508031436,63.880572109166984,53.39119417528734
13,-2.8271902499381163,86.33250108107859,33.596136304290155,43.6770862617635,38.369589626124416
14,-0.8994263010708217,86.31531768416184,51.528029555657945,26.83860738541436,39.965709909482705
15,9.360869187709506,58.37891440549484,38.49575208493003,61.641434931730764,43.894523259270485
16,-22.1784851875001,66.40043011491697,31.071959742337853,40.10366170245054,44.233950811093884
17,-9.60145408705169,66.7465248437596,40.25906657124714,51.22513465208689,67.00454601147085
18,0.8614259965480295,73.78922871048813,74.95753755116507,66.85545383543116,30.14605205692007
19,-0.7870167429743793,63.43680559968927,47.16115473954318,53.342068811952544,61.10311181764263
20,26.738308477652183,92.69084136271853,69.02065764849185,74.82668339836488,51.065258233646574
21,-28.66207524159388,49.90354898741838,43.78569640462231,40.125712856349395,41.388502296097315
22,3.9529394788674943,78.15892111568905,41.6002308578913,43.2853899547952,62.71359072345797
23,-13.558706984510954,93.95000977186331,66.93095273130041,58.65348215384438,63.28756585990982
24,15.10510756924631,73.00730019277718,62.99198819593915,57.39299078845081,58.47637390222493
25,-12.532183235867155,57.1829693953083,45.17753155299701,55.527831459226306,48.32402244660271
26,1.3081980377772089,76.08494843993687,70.35023043102272,37.37334802392134,57.2656842081233
27,-20.938632444406032,72.44208521770538,39.95134943650292,42.12605167876765,64.67861327193918
28,-9.16491994845998,79.5603616205297,63.22971749458039,69.13382655226,56.29412513374607
29,-5.0356121849699305,72.31389839539528,51.01994407146799,41.19054396147627,43.41535922261119
30,-15.32657419201398,88.34921012877744,38.861460530915245,38.90780105993142,65.6253372336602
31,-21.15722747494087,62.50852164086392,36.75384079991917,41.927978932320336,53.70797230912696
32,-17.15888243267269,66.18817652430579,24.744298588514006,61.93004129694058,42.0404637656532
33,4.940311730304231,70.91145435671584,45.37410384366499,45.32552137891816,46.136944348175675
34,-12.06392454753772,61.59733821720693,51.60087164490387,43.215258849685384,49.21153034679141
35,2.101111497131054,77.25977094345822,19.256325015669404,49.7491346247499,66.1183350512021
36,-4.232633649219336,64.51905756572401,62.85677449766516,57.38786698311469,62.10926969087545
37,7.633004121910662,71.37936390988456,59.31346440504798,41.02050714576457,50.09259738889908
38,-11.427580290025679,71.43687135668581,60.02346294355212,42.11852639559085,24.889339458010824
39,-1.893195091498968,82.85793102553104,37.23701170359351,40.46786688916756,51.759210063672406
40,-22.984049839929572,58.61860416279742,46.57995322220096,52.23770646148258,51.8351975548535
41,-11.162720576369999,73.67936576376198,59.4578180380808,38.4650008174293,70.13782368023142
42,-21.963740704637246,70.66023762039599,53.58433663371067,54.0608532560747,19.088617035243637
43,-5.620293113093546,76.88224881199892,59.70742179787844,58.86249915509726,49.91059099126996
44,-9.685440945398422,74.74913561616216,63.49369106387264,50.22362947829643,66.76904803454762
45,-5.16567413928246,62.2264524131131,42.03350927432416,61.092696337183106,43.78795472816907
46,18.746657689684245,91.96545618924576,79.65953430569085,55.19966965554762,41.17691237901022
47,1.8213314910720526,84.2899220432859,35.028240378968675,42.25811328218302,33.43480816198012
48,-18.812144219767053,68.3833113126771,50.296144093249225,54.27225620873721,55.82875855134481
49,-17.04210065467513,72.187321189902,42.769657924296084,52.85963487341289,35.98021085114853
50,-0.5562239285425061,87.95370705416201,56.0058508404789,18.671978583430064,38.72457708595701
51,-14.850034973887198,89.47459122856681,55.058183950593666,47.53681412154655,67.18600194237034
52,-12.732926174384238,80.1751961999928,64.09805038399631,60.22572614317478,65.54766574194919
53,-20.166792554765646,57.468973737932494,58.33625314520695,71.22624015404601,63.394898530044955
54,-8.423839574359594,65.73138348374738,57.9579698978953,33.34520318409393,52.81842107667455
55,-8.519092943259533,84.48566455333115,52.60722916206789,45.47464214598378,62.28180312557198
56,-8.827943941656802,86.02927072387214,42.40726644929222,47.37152359880229,34.20362994278227
57,-17.598842809551954,77.17444697426788,44.96965310310911,50.50471443790876,58.583858335637736
58,24.190238028837094,88.92076295475329,41.22476091809442,46.236967053146145,59.7004480679923
59,4.394723465117028,92.49554045540233,44.20131563295436,40.7577960793922,59.18736127526261
60,-6.634941917018832,58.47646687611554,29.93616124790569,40.86810122792978,82.04428887073617
61,-20.362117119541484,58.14116840917441,45.917561293063045,65.30625622760192,40.65132663177665
62,-9.814192433989838,77.147251256542,51.17226503463527,44.428013477122285,66.12083082281077
63,-14.917813758672928,76.95894533796968,49.58191548248821,51.10610162820846,27.738993253788216
64,6.61511986361973,78.42555100939151,65.45705729100244,74.06642779356497,30.679448805988255
65,-2.3528584314154948,77.67531334696136,34.72092934833077,49.79881825995151,38.07722856957594
66,-11.731584143525492,90.11192868151107,58.70077352765822,41.50850851052011,40.47542303183451
67,-5.4510395029813985,87.52606001288461,52.33230317917566,56.99332760926322,37.93784691754767
68,-10.338512546577986,63.001113203875796,35.53268938359793,44.883100779944755,43.758435761638964
69,-11.23962821733744,76.95656078781357,46.415931489752936,50.01140165171058,46.688316550748404
