unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,Temperature,AntifoamLevel
0,17.144288524541828,46.22586709541585,70.86959496687474,27.25323665243836,61.89010267548692
1,52.803452605619434,8.488786061590357,58.13808864593413,36.546984711057036,46.24342829697338
2,28.120991916670693,33.627346116973264,71.06138039576726,24.835968283385657,66.98354054872138
3,19.370940681578507,23.357866115955098,54.94458780543747,31.320020682699408,60.89386031746687
4,33.48051826012919,49.59764749349964,56.800568582233595,22.883293609802678,46.48909287754835
5,10.623939333447307,57.743905488234006,37.69153898377499,41.67618815359583,47.9892698602729
6,8.738894937030102,64.53623325202844,39.21294107759828,27.790909236127817,45.988984129280944
7,5.745777097175127,49.666980058312554,49.17408404848084,41.375752985667766,24.471957185050154
8,13.124224974132439,61.53570384979591,52.09451850749885,45.10778535835207,44.8094002674443
9,48.74611062995527,6.997939289009208,51.92781799224429,45.569132855667256,52.606636490805634
10,21.956142158985475,43.328951264884736,51.75011431522927,38.15850951390182,51.36102808584583
11,21.820342962741307,41.85216909963649,59.80308944988595,38.986747811186476,7.031441978271515
12,31.461225288547755,51.7599368089478,71.87842287652231,31.96885018623483,66.50048833228453
13,8.653626660740944,31.5443264132599,39.64246190157559,38.50268410020982,39.90464831606999
14,21.737488275867086,56.30640189789417,55.4672061978033,45.70065381722335,23.626866703959518
15,43.0608501232072,11.960964940189406,71.62392756884826,41.92612179683293,67.03549833633485
16,18.83739901481782,32.17534750065201,57.53826790064958,36.87539396819257,45.85314402176993
17,33.759274117106,31.252374468275715,52.03662497893909,38.52259094876918,48.09799598170539
18,35.633129486980636,46.39291220322677,63.23423331390033,37.15776215985408,71.65072838463779
19,40.08777667824704,20.523631641489878,64.41000703252536,36.4286672254265,48.26062641673484
20,32.167655469195445,58.25727830084617,68.48335688063258,41.47094793191277,76.78766792062038
21,40.629880118669,2.169893747273896,47.1097809449141,40.38755856023061,45.10587125898368
22,24.58579358009907,58.04811740151348,77.47037320832813,33.14124847534525,43.66671848551296
23,7.692639737127865,82.5750329089831,53.57810614601674,30.696968327950145,57.67181981884299
24,29.468754343208747,28.955786968047143,82.34489492098896,33.63630279968189,58.769525355764415
25,33.203753128463184,12.240287118945606,66.99280504128484,37.053042418621054,48.46950932994771
26,22.642226656187475,23.09310015094782,55.535854820052734,30.67934079693329,37.94935073196007
27,20.280483130686633,48.65594154629138,47.510023980321584,35.5672724664989,47.14899541734531
28,22.733494393021445,55.88999655067313,56.69663207808414,39.60698415130464,62.85805949656371
29,26.28593812340704,30.51267844134076,48.5726548853128,44.95903629830764,39.93908446183349
30,8.075292348277388,66.75072821013653,48.53244278705495,39.9004689449793,29.948597176813944
31,29.008827346315858,28.538083869947563,58.755802796965625,28.09979571026546,45.34661254427407
32,19.140158674648006,24.51722013871412,51.11441378062786,44.033649325265806,61.38385617224671
33,35.421648862961604,26.156106203456076,39.46427282005808,28.066515969355148,40.64257587734855
34,48.282181171068196,29.457012155547645,63.098902286230576,43.17920283163409,39.84420451993073
35,26.294820123185726,45.70237627449465,64.8258357035307,30.665774502594722,52.269274002478475
36,36.37104289523323,23.181926339946113,59.878412519978156,37.095897451750105,52.01902219538857
37,31.171273109876935,33.07111806471778,79.82865903791136,30.831342731444654,44.69483525081044
38,32.27658756183172,48.30486279225671,51.57788003490132,27.856647577925777,47.44886795963972
39,18.957797819288086,41.072776450306854,46.66380411481094,38.802761571271766,37.90971840966315
40,33.21698607967191,22.22581177242632,48.05151183879543,36.24200833397485,54.913758278053834
41,24.240457989458008,51.20075867705157,78.08088598972064,37.81644799770038,39.19445004422454
42,7.852432510666596,29.77923562472101,47.465897991548246,35.5077906529715,54.74359945876422
43,23.80483918228105,46.251233035803665,58.8050337792268,33.85293871220258,56.01418187184782
44,26.8300945452435,55.19718879614236,60.02890174421972,40.86143586964236,54.859547460736046
45,44.38118525148681,25.702393212747584,67.8597521984721,42.511845747193135,68.95419279540364
46,26.23542291681733,54.55499384552922,63.143004739757764,52.07407140032297,55.32279300659507
47,14.175155579543977,24.768976319333536,52.209691033727516,42.508299599153524,44.26506673119547
48,19.346238494388086,31.424354795515868,46.27139814107407,43.128957548512815,56.85257685037628
49,14.240101508743562,29.470246266624002,56.7796347258715,40.47906993573808,58.4966971562109
50,18.510782423840645,61.89901638570282,53.973843003620935,41.463703390683484,23.57306177515177
51,-0.5413695158088663,55.288223285567554,35.33884270202622,42.288870383478454,52.152698725057256
52,14.742191215029019,49.970857710923156,51.745658163213726,35.31698514723976,55.942123812761736
53,18.160810004523398,-6.072958447111418,41.08477436855139,26.34201247116276,75.65270401176606
54,30.700606486442283,23.456145796108114,62.35066895946281,41.04750090595076,43.786071171250384
55,13.534970701035856,52.05924856642986,57.123235334721,40.578683317049986,36.13153601522481
56,10.456713302362271,44.19669836026722,56.18976184952186,38.1095569148674,49.122106030971814
57,15.133992509028992,53.88843595982146,35.89634570321513,41.53985412957175,48.55670384849759
58,26.006847641962334,52.85692970817185,37.26252386354042,32.08298706661958,44.66467619172616
59,16.850081373455627,57.727522092019626,56.88464278616944,29.7336351865314,49.29679988621173
60,55.31039445057803,23.688476275468798,58.49897983259605,38.363691287315326,44.62405956864296
61,50.320478950020444,32.99332822435414,55.42307220753644,37.42733525749787,65.91532052428663
62,19.714022044331,44.351388408288784,51.45949775538216,36.553568063981054,48.73700971779507
63,17.207252893771223,50.31269221719905,69.02682413997557,42.31671148262963,51.1685865707582
64,24.837494451232736,33.90673768921881,70.46802536935334,27.223339590782135,69.11911702582255
65,23.50634340120351,46.548495462269756,69.43172497808952,45.49614258452722,51.81730305076843
66,1.8854556793094166,43.869498496730635,46.46583998979803,41.52562154736564,37.69723965428906
67,7.2543917517955805,26.18679453343654,52.090711949219944,44.12537037832929,54.82922010024258
68,38.03767572314874,26.745956269935732,53.29607832003558,37.39994382958782,41.695451220953686
69,10.28503318325302,19.987692805620018,49.92090205446802,40.28429158661369,47.387224070614415
70,18.65589784979526,59.64250105088746,57.35232980990259,29.337390991787444,44.014368395400126
71,28.59515542786918,61.67755638536061,53.58857935624221,42.23188327773572,53.36161315857302
72,19.719197294560534,41.869626460931016,42.270834755919246,33.022849551795794,53.2330974011167
73,3.17362121268513,64.43022875403318,32.19814979866508,43.9585448854034,41.11127127028767
74,25.186709922239707,40.88564738412606,63.01832175924504,36.53911041772759,58.24517285347419
75,14.134846418426942,39.47381838752279,48.86873412969226,32.57609997936173,22.02038355624062
76,19.86405814605677,58.84308068695133,55.539568623444794,41.217317007226626,47.67134921474936
77,51.710130098044765,15.430246352647464,35.1703461294441,36.99299630034975,45.81995915176519
78,27.908623962597385,25.605055539161157,69.22375945791977,39.06836616004028,35.0157783632508
79,35.48835040455576,32.83509773865143,77.53706512585543,37.061260009155774,67.2474956398479
80,7.22301657592943,39.39615118208752,39.36419913720157,28.978180665900293,4.0821690959405945
81,25.143618898057227,57.045042316730346,48.1066891816261,25.54623017873731,18.234056714688087
82,37.39584746221847,31.812285371965537,57.13373712947573,28.46151041369142,39.87556555513403
83,35.25459311385143,47.7771324390279,57.34842056424554,37.79553040510816,51.58443412206265
84,24.778207412310515,29.267319915728706,48.850018935614884,22.380652286014637,41.62657454739995
85,43.04272010557894,42.35348314627864,57.36796927415378,29.153445706192638,57.61274879044385
86,34.598255654432435,15.749729671422665,58.89649991380062,39.33486060907795,32.68984807888499
87,40.77923519849693,49.19895935487639,53.48994020953823,33.43107502165743,56.97519204622837
88,17.384155769691425,30.446413996028056,51.07768042982215,32.57543662152922,51.102621157669745
89,14.352558097532874,21.914035906436954,44.84188627759274,33.23261354606336,34.99425268929722
90,19.10333785695783,75.27573015747092,64.56141980202133,35.85056499759744,53.335428437599354
91,36.27599434500243,31.995224380490118,47.969912928161044,45.09529256835224,62.023186152659434
92,19.404142034499674,68.99989121709247,53.980896331208854,34.73102201204892,50.117035476332546
93,30.964299906001656,26.137210964020998,46.60686469652432,29.832619535490323,60.99647597086518
94,25.067845024075893,50.2920231100254,55.82190348989121,34.8766098677184,45.32452165588524
95,45.03297387324235,32.87942661380053,61.64207954737103,26.21384151587878,67.01602170379856
96,27.733314249927904,32.27548055601174,76.6384150382341,43.38921302011669,61.46356590714923
97,42.431604723238586,18.946970149699666,78.46781867156359,42.79160509987865,23.13511555664197
98,12.907190554672304,38.50440048745328,52.290298645599364,46.4177512966866,69.66067911587936
99,12.809577928454672,69.49505173252216,39.221630903095566,30.866555009152187,45.82528047125055
100,42.41200833000968,32.803789071159656,57.346206051616534,43.95630967889348,39.9055592286148
101,21.28153262168976,43.5352417336183,63.515631230773295,37.31436160986014,45.69740614657605
102,42.31476903686985,28.68638469319939,68.6773135015187,22.835206656021114,53.32590941478941
103,34.87164894753148,17.449583952270878,50.66240093907229,34.54279733150168,35.18416539602637
104,35.69820653312287,39.13681830239934,70.38723162534262,31.717297970082075,50.00028576515205
105,20.134653865998015,47.76418379728777,72.63855506905675,28.093887339029216,41.39763159905604
106,15.523526503322563,45.69144560003936,56.40036808238652,32.635547792331934,48.60358395673318
107,20.43514056355725,42.78491597574395,49.42305833519073,33.39347029484785,44.26981443904579
108,12.874616174152381,60.16077436334518,57.416488927072564,42.15863101924536,50.57592011335862
109,14.94177509026433,40.72064129113287,50.694287369206734,38.47763178975497,33.102724135336445
110,40.156997822221214,46.4898391775743,70.72010918032983,33.1747356445432,53.76485562419831
111,41.58519854651253,34.38191033098856,70.18953077714092,39.91053905266196,59.55554569580471
112,19.141159865499816,23.15865881664377,55.86417009764856,35.948831305246344,59.449425502344425
113,37.56255521361851,12.62352770482035,68.8953276314542,35.752768755502935,67.70477766550452
114,25.019673486351646,66.29592426782087,64.76463890572552,46.31373969892172,35.59567262747757
115,44.49930544505232,0.5264002444618008,58.1632909946424,42.31429388346888,59.956842427044485
116,34.83338650627394,38.83143208047309,52.467444601473055,40.00689577243354,40.27419810782359
117,24.033497952660095,45.567896900221434,36.28730081436622,21.79339618639419,48.951837750656125
118,31.28123663844155,25.760312282456244,62.666174672339714,35.3424721735513,47.10146135174693
119,20.193976720050657,58.75416331511138,51.69755294105312,26.51196601518487,54.80651454300316
120,50.2226765112325,40.97758357012212,68.70712933520694,51.66355994766256,65.34914093415651
121,25.76029637968453,25.550127736057654,67.68526662712641,38.152945920262184,43.424553998744166
122,19.68531240821588,30.99362244921854,56.20227499698697,41.462119667241325,15.25738908672648
123,29.789149872179888,10.41241388483395,51.78383281440368,29.93648801053084,37.048063591403555
124,62.70259854405284,20.46809229260338,40.179215318368506,27.900491901564592,46.52677928240786
125,27.566615951811137,24.284043929340346,47.30538452320606,43.21461814002518,51.85161959956563
126,37.8144234966349,-8.103939070914564,58.25504528696921,37.161430368355624,71.70553635586006
127,23.152650456713758,60.568007323203354,68.38245098331166,43.938897717365634,49.40757025149102
128,21.37498290099123,32.97943541707515,44.24089070852462,31.337039748491243,39.68820229705179
129,42.957869158463275,16.813870568139247,47.25348973731521,40.21456624715987,45.49345132686713
130,19.06701414639254,20.04527521878902,38.355016627070555,40.56490584420316,59.68222991274804
131,18.00475762431183,58.69208780399026,65.16619489326442,31.848097341844184,56.31887923283075
132,21.10051333366981,50.27180877376844,42.85536432244892,34.55233606259242,43.70951190904214
133,17.0828772425683,63.76626611106019,62.147513127201066,38.59475550382118,28.15714345576523
134,9.466758324008884,45.90428982279659,40.5827560364003,36.19267899790014,57.51889814022744
135,12.025859908863652,43.038306932995255,47.51127862998465,38.55104238046408,55.459427265974
136,17.75520571619452,58.39133800127011,40.70909706388769,45.89598142937719,50.19521859348914
137,7.611357034317681,75.23203300852643,46.38401382524168,30.300337515957946,47.15435972240373
138,25.547067131218352,52.87777794379106,44.68901123749733,31.10389077125651,47.86546808126091
139,35.747836350694385,39.10642709822614,40.232691415166386,34.06570447274848,57.196685109283266
140,26.65060299230478,42.9455775787308,69.11423414911182,38.47408597554443,56.437790065924396
141,7.711766454660335,60.38542571360935,54.44319267943357,40.13405347036418,59.325141184831544
142,32.24901546361425,39.96923331356062,53.078427840037975,31.49504527527944,38.215506247681276
143,17.03768061153485,15.817354672118121,61.83073786931931,29.434869322952395,35.21535253425557
144,27.123364553253126,55.39155403679348,69.36507417897963,32.294755289037866,53.741226769694954
145,22.561520020498833,31.482713909627957,58.082006576821065,30.09668106320629,36.95724083835006
146,23.154475124329913,48.42099394392129,54.521305162073816,25.08061045506882,58.86224797719021
147,35.50995939081251,48.28215281636599,81.40364809249314,30.34105129655304,55.69381883190153
148,21.71197312842267,40.49879246821888,69.63091045128114,45.416504208439555,59.09230591960241
149,24.418232259325727,45.01310733931078,66.45749883622581,53.3872057026532,78.0334889115428
150,26.466493519109775,28.87079943469562,56.87906887183256,38.91984959374429,57.95713918918862
151,6.448228223098801,50.63579896257109,51.219485363292286,40.7878894950934,58.679970916921064
152,16.389869614187322,36.310115487060884,59.31455842461468,36.10070986714084,53.12027048354072
153,11.345025819788372,63.105467655491445,40.11386546734663,45.00412399593807,26.825683944833656
154,11.824967446126346,47.99863170262904,46.65290059893817,34.76920759451389,52.70389547310968
155,39.279601351262784,30.801770324342524,69.71493398998433,32.8171705779648,45.02488148812689
156,36.6280864385782,29.973093226636234,55.188084705296774,37.59638456454473,18.411076009314808
157,32.73691183509093,35.784009806345736,45.433784280764606,32.759919097573686,66.50220886689048
158,39.02287255278241,35.05472837148796,60.83791457283195,35.51012255633653,45.57965479995153
159,30.903963772654553,11.485366067490006,43.33547727639711,35.669296458369004,47.70881923295836
160,27.023710373495238,45.893697168357605,32.5551592180279,40.77283876482843,68.14643419758642
161,41.641867152054246,29.26346317420588,57.859870109231885,47.70749565302032,42.801382696779804
162,14.270282116048277,45.95339766139469,48.47510090786887,26.201923547115406,65.84070051321413
163,20.51174582294784,93.68180511324664,76.13814963013648,43.11567190697729,76.68936317211337
164,17.5653851119643,40.026095162749186,65.0166507952439,38.72752408175224,72.8454810497772
165,8.345405187588101,77.92606331088815,49.2800547776215,32.95436840818628,65.49178129507914
166,46.89516707101213,-6.055615889382523,64.90962815801768,41.97119404765137,55.38167955416356
167,43.83450888475421,20.028513604284537,49.97397859708398,38.92930836023673,29.16395975668192
168,4.1593023903014,84.1205312487644,57.17055078849174,38.14337056932371,42.9386635705899
169,18.01820188928808,46.61761681612887,59.73019025127557,31.6181829641837,40.64850112392107
170,12.222102379999741,40.35391492158079,49.67017962476197,32.88663638826069,45.00000246120533
171,25.67361728118713,58.73806146743408,59.11762060848036,32.04486669826402,63.93856156687427
172,21.476246154372024,37.03554193405225,38.98540312629926,29.621788179016512,57.268312028157695
173,38.89276973603167,61.73947889012065,72.6215765973136,37.77871846691389,73.45816034880414
174,19.48296209184963,42.8312998390121,57.96975781454573,37.765255402384106,34.49673060374861
175,25.06883646588973,48.04296812075471,61.49661670532523,33.6908887948644,38.101887786816214
176,25.44886724538322,46.46879183701269,53.46353385393823,43.54197799377343,33.660699574456984
177,14.520591553334416,40.10079590650315,39.83343854748676,35.30349629289965,42.93683833989281
178,21.06281920774257,43.14559916031574,65.3874711990245,30.451996759959773,70.07727004192687
179,2.6186814553684723,52.01333782676784,49.066685103633745,31.53669392425486,71.7229560534335
180,29.6379342521425,49.336981204943555,59.652961941451736,41.274941517061606,40.53485835721853
181,22.816076413428018,33.040357277681785,65.14741054450657,31.428482947241434,29.55289452766939
182,48.823897086442585,33.63621888625598,62.87230508017623,48.21215969493213,59.92596968629942
183,16.109116013801327,20.774148401174525,52.551338667035864,44.56785061651156,72.7436401016568
184,10.781418512551731,34.34810933365251,42.53374500335224,50.39411285197745,79.8829065809357
185,29.74550176458844,63.987280972696986,60.6028732717116,35.85603931049224,57.27437690878318
186,36.87734603683601,31.29588134372587,63.933964668840396,26.125688535429013,71.45332301335817
187,48.878900225164706,7.78548311434578,70.42020725248928,52.48154493305791,40.95716466127534
188,46.05696118119493,30.944499252955783,76.7486257388934,33.75115617035527,39.96135926757222
189,47.180224007615806,43.70136809571071,67.49284172589238,25.705599996090157,59.02381724531909
190,16.704185414091263,39.753768908523426,46.62601028515135,36.974420693521836,33.8057347943016
191,24.953171704510996,19.748210558754334,62.907639116766205,39.89379445722145,56.82584194946309
192,15.945617295042087,63.394794779947965,64.60590962348635,32.695312321538744,41.98668998698797
193,32.52414233357701,50.511104732415305,57.8189461141861,43.765497720021315,58.99065406138209
