unit_id,CropYield,EC_Salinity,PARLight,do_iron_fertigation
0,19.57880054601781,42.05566394656437,49.611152620928436,60.0
1,15.986739409939421,54.96764740201771,43.28838635411972,60.0
2,19.09291980274633,49.1746697396081,51.18163712914798,60.0
3,20.10660178493656,57.713024497880824,54.57605262234468,60.0
4,21.00276751811993,61.92208919171197,41.39798129925565,60.0
5,22.752175267671657,81.00261931903428,49.115098201941734,60.0
6,22.048122402589833,31.55584261738893,23.70963826094383,60.0
7,20.312567494235026,25.374512198055946,79.40146299903628,60.0
8,23.92513064676703,44.839408618507974,37.70833132698056,60.0
9,18.043644153153693,47.107215574606684,40.735608019238,60.0
10,15.837490155678278,54.96950715984682,46.18285510123902,60.0
11,18.12338371939361,58.35638952287834,68.82681694696429,60.0
12,19.751152181854426,39.958570670731675,55.62598421889676,60.0
13,26.794315022676198,48.96318378781107,53.80345089311408,60.0
14,26.61648685921649,28.332906008911987,60.843200480535295,60.0
15,15.185396432553201,51.05667136969486,36.09034228207499,60.0
16,15.039079861635031,44.97367037668454,24.838634937224512,60.0
17,21.127595581634207,57.12631175218786,78.42784354447859,60.0
18,22.772922842776428,48.510819271249396,44.107719775692935,60.0
19,15.499236026927097,19.054993372230363,47.491679377423075,60.0
20,25.291302940011768,68.09547315010799,44.02054108720862,60.0
21,17.22866383957771,60.73017696473239,50.77977562556726,60.0
22,16.912383212086333,65.44909869053261,34.43126398065324,60.0
23,23.920074079196873,42.87759883668812,62.18993567166433,60.0
24,13.027468381469522,49.30585579187634,50.55180585418647,60.0
25,17.310414505391165,41.74449636892267,48.51802791903824,60.0
26,22.627110337138483,55.83521434650578,49.73277098581324,60.0
27,14.592536274492621,48.89806330230543,45.03557344635185,60.0
28,18.75457195244448,26.28258500578189,47.0486023327729,60.0
29,20.363671918943542,45.49256586661092,53.92004573811717,60.0
30,20.389736062369845,63.06883675499446,56.15244668588493,60.0
31,18.446670329974186,55.58205116717662,43.787599469220034,60.0
32,24.84963238786107,61.071278083781394,45.05300937427391,60.0
33,27.126596323464955,44.56400215538109,35.08816448594192,60.0
34,23.457043819815304,24.816973424618034,55.077855752536934,60.0
35,14.562981192308314,32.30661184918408,51.57538911666356,60.0
36,27.183750382380843,53.350655553881694,44.50840671755716,60.0
37,17.99741075286181,35.69219384265339,29.338670813290022,60.0
38,20.165569651898526,58.40376009011638,58.56757005713399,60.0
39,21.637524246929086,43.0404897513527,50.18606702058254,60.0
40,22.831497985949426,54.09884848017665,42.00261223953641,60.0
41,18.266571526454616,47.783293650291355,55.13566836620844,60.0
42,21.22392279335193,47.82082139923148,37.15843931156325,60.0
43,20.225326397106727,36.8897313794397,17.01449044740766,60.0
44,22.399596766040222,50.8635476369343,54.66070805218613,60.0
45,19.888869857749313,41.8556241643874,51.05804264222189,60.0
46,21.222953569073123,21.784806300349956,28.99163817157933,60.0
47,18.198959793882548,50.519383812177196,34.00577011889141,60.0
48,22.938628260794733,31.36554777815183,67.66112405913475,60.0
49,17.696126031110005,44.48621018874628,23.602793252989336,60.0
50,16.598693098777566,65.86565071898463,32.10017518136276,60.0
51,20.385978996955107,62.745160223800596,42.347170471445104,60.0
52,20.811333549846672,67.23877573608846,58.11450114174996,60.0
53,22.112394394453236,36.66718308768639,33.945599214640566,60.0
54,17.94687889262942,50.78591617656524,49.398853942361676,60.0
55,13.918130043838921,57.24833086174833,50.18104177914765,60.0
56,15.042260724532476,36.91466418979589,40.942774289674986,60.0
57,22.426929410019525,57.13444816994137,38.569610006218355,60.0
58,25.167018051026186,46.746995559471586,66.97370227943861,60.0
59,17.898000728038607,58.30237951991882,63.47487684077226,60.0
60,23.14216092122484,48.36434346779868,22.656777564192364,60.0
61,27.480477626428648,58.92458161542404,43.248637679570685,60.0
62,24.068641995440164,70.34331383555514,47.595437963878325,60.0
63,22.139369194787623,57.22308316130176,69.68113501428223,60.0
64,21.492596335974483,33.1045864547718,30.69563090093875,60.0
65,18.988334405474014,58.60710069921793,47.4989853838811,60.0
66,24.92726228838283,35.17543804751076,48.633741549669786,60.0
67,19.32094573188263,39.77244387917826,28.987326837237404,60.0
68,19.847504638520657,59.173151445336956,51.85049211261051,60.0
69,19.592043771917922,54.11467291976863,70.11924859135807,60.0
70,17.20851020955012,74.79559125524541,44.69786461767917,60.0
71,23.255675098644993,56.817092155049224,31.542688416705563,60.0
72,22.17499300838659,67.73292666887261,61.547091159457516,60.0
73,21.740854400915925,65.55856257153116,46.20431265300221,60.0
74,17.562804242445523,76.27390588655601,50.77814320586846,60.0
75,22.605379411623506,39.502791041453804,49.14799556762436,60.0
76,14.591884508888965,68.5510291957621,44.810155493092246,60.0
77,20.714668667576053,47.825272972015256,55.40623637447405,60.0
78,24.062173093804656,30.51016176942756,47.19969618524709,60.0
79,21.267573254098476,56.53685640681141,71.72399432562118,60.0
80,17.931026551483612,48.21264728484757,47.40736607132146,60.0
81,18.917829132449878,67.29730610606177,71.68414501473126,60.0
82,17.059555113972458,65.28406828093578,46.09583885683095,60.0
83,18.95775282261824,28.44391842023186,46.186294694193954,60.0
84,21.623562473529155,34.9119176572216,51.42123661524307,60.0
85,22.71886651142928,41.66068852536147,50.15222924803305,60.0
86,18.06547571645324,62.67689000946419,56.68645481801086,60.0
87,20.40904789808342,51.40004824150731,64.79331494753285,60.0
88,18.073321821316483,52.32747265987409,66.1809220406595,60.0
89,22.303782877815962,55.736232171460074,71.83976202675237,60.0
90,16.07711861838075,40.069630083234024,32.20550897866745,60.0
91,20.187810722863638,37.345804097317334,53.81261323073377,60.0
92,19.429280827310464,56.190852407341296,51.75740419161833,60.0
93,16.79939326173977,49.56402929450133,47.756114879425596,60.0
94,19.620111647416817,53.18758554611831,38.81099049984229,60.0
95,14.300858097587128,61.61243863776412,46.07631856693046,60.0
96,15.563962274381737,45.10303502552526,51.15629881433003,60.0
97,15.805142536076275,47.012497432105555,66.21144667335551,60.0
98,14.464942320392353,56.75104151282689,53.95955825809003,60.0
99,24.296723435855036,56.54946406887013,37.88292135219781,60.0
100,22.299610495745902,50.291344398368274,54.01423465134965,60.0
101,18.815361188352878,43.646571380818465,36.30358340257471,60.0
102,13.776734639834416,33.07805670213122,40.70390480355615,60.0
103,19.745467872473654,48.719999367977934,44.26154115077601,60.0
104,20.453423172468476,59.86276990697699,42.81227674295972,60.0
105,19.849676378045547,55.419251078593774,46.851013255130326,60.0
106,19.382674652024043,38.93009467098602,56.37442264056211,60.0
107,18.230996869782356,58.72800369219863,60.77100277705703,60.0
108,13.976133737350454,37.74553510969821,47.56626884854024,60.0
109,25.38314959214641,55.3335149173083,65.1425304156714,60.0
110,21.73869215394235,56.341676397673474,30.49134784387302,60.0
111,18.850054663533605,62.206715233932,47.02924508593388,60.0
112,18.919742318134336,42.60677775618022,54.26220206627074,60.0
113,16.537714983469854,49.42409429343816,62.89603942695903,60.0
114,20.316581524870674,69.82904324707465,53.79052541747126,60.0
115,20.045523605989874,44.2629366393979,55.82287978271508,60.0
116,20.114030019322346,30.49945622021932,67.76279241320623,60.0
117,22.23398425496322,36.092160951046274,40.806300870834825,60.0
118,28.301290684887043,31.780287751340396,53.2489233607565,60.0
119,14.905444536925176,44.582386972596396,45.26739983146123,60.0
120,19.35766408475829,38.671289963679136,47.52965135538569,60.0
121,21.027793621669883,54.279176756158186,44.69763305070362,60.0
122,24.48303042114818,51.25070086070442,74.24357669497961,60.0
123,15.447610486270214,37.196956629017336,44.73939479916117,60.0
124,25.701856762448553,43.761758032041016,37.42945440514906,60.0
125,25.540318261194656,62.038215093672314,43.69850596563102,60.0
126,24.64532973926588,29.80356512862514,72.01372615508521,60.0
127,25.05393679835965,39.77765442184801,59.80545924261133,60.0
128,28.492387789792033,47.955842715348844,33.94112449500012,60.0
129,17.838196009391826,51.294430773112,35.84061488416164,60.0
130,26.734607903255938,49.72618409843281,52.54551072189646,60.0
131,20.252430720171695,51.944923324038655,46.69178499689358,60.0
132,15.313573821556432,44.71257115484419,48.12052291877208,60.0
