unit_id,JobThroughput,RackInletTemp,GpuTemp,CpuClock,InterfaceErrorCounter
0,0.32263724857025267,67.87168808333934,68.19160371719613,43.76286167814856,45.87320837898161
1,11.695177647433983,60.24379389296641,43.27513059207113,58.91266201552375,46.261069709327735
2,6.119684110892251,41.56512244216587,47.22804630448486,51.04743175223696,78.7904919267835
3,-2.6938436333067735,69.68758846169999,62.87125017961951,37.07471234086356,68.55391195568544
4,21.589501387777467,47.964846749837925,39.339634376125645,54.59712144412946,37.80186126865056
5,14.231978720533379,51.967155471152736,33.12108658366411,46.20610384630445,58.63146369357153
6,12.655236811753674,55.84392265050256,50.12157960488822,56.02314404797395,63.29745168464611
7,21.47764218704057,54.34329225963259,38.298243423605754,51.05988237396143,63.5907015862267
8,8.80415860009643,51.28471087754955,33.480113979007314,48.511429106170944,72.8486984364034
9,5.491291128311821,66.69862033941119,53.01943248510736,58.19913265243125,51.34394856196989
10,11.769419839618042,49.905461993512546,31.75187267501525,37.96394353634469,60.22935064434416
11,16.725996648463955,77.02999509578255,38.95998281322935,60.96095957690162,44.07153709230611
12,17.658242464375945,55.524262003546625,41.45811572471361,68.62871880479689,40.16842960036133
13,19.179901075740496,48.61633868164845,50.2892154082664,49.839239319059644,48.80261453453455
14,3.639767368435627,61.91687686409966,59.70864811734221,69.71344658319799,73.76498931422846
15,17.113114441760658,65.54221236205692,55.47141786304382,52.86819808420643,36.66657603472468
16,21.057052887016347,73.69207582225206,39.898357458459344,42.96353566444971,58.03900103450047
17,13.068162420902992,49.42682679756145,52.12466906053091,41.42915981998395,49.93195212341746
18,39.62615223487417,67.64739285555076,31.272267779663476,55.380199362897514,31.790856793985622
19,9.703808564135564,47.29698572412395,56.97417650355444,55.94374810242293,69.84182436410556
20,13.952269244778794,50.64149507309586,42.34828778635093,61.868689955381214,49.27664287032492
21,11.529468855853079,53.25539205142135,42.779993310188516,28.970318312045702,61.294292915531074
22,52.222028452308415,55.446286020440695,50.937429182820686,52.116030262222566,20.090608111607718
23,17.623163262915607,70.0106527553718,41.8272348316699,55.36019004506489,35.71286844742897
24,7.310179418064231,50.7557007068435,56.71691178096553,46.36342253629762,39.2930777750524
25,-1.1615839060266344,53.11022370080929,44.76358306401648,40.68233546806807,61.931522367414324
26,41.1326694592382,64.1428228824254,46.66954688558974,43.597318875794976,-10.456677990365886
27,18.263208890836943,50.014769916986445,42.71747067027459,40.993449365867725,38.19693880172233
28,2.222200634804865,62.61795791336178,61.69089194085394,60.78920825621542,56.73670593975626
29,21.719430058589587,34.88376221473046,52.46564955426,37.89928753547905,14.186661447411772
30,21.996999979677444,57.57175971393616,45.53996821169478,39.82661455290528,32.554915715968804
31,41.69965775941388,49.190672841001714,40.4068622334152,49.05280108349152,20.99728495207657
32,9.032706063512627,50.70657315057915,75.77886833032159,58.87227161190859,72.24719662994832
33,52.62691341833571,47.901083842328575,48.01322805790985,71.10569270896589,4.2366542438566
34,39.56835872660195,50.631677141974805,38.66527531010358,38.61982788662732,18.00928750711732
35,18.42180539758736,35.46099450598155,56.71833790370342,58.07249735810839,51.70797684863123
36,33.073298747042,44.176779423144374,68.12179355938707,53.943643119997496,70.45376171014001
37,36.62941255482454,61.29925692069754,59.204548660079176,56.107636598531656,22.120907995780918
38,2.085074880069611,60.755742501940574,47.36640528718522,42.500541295419396,47.089209499975475
39,1.6619454226436732,76.64453815281769,61.7357275401344,45.15071968395024,-6.830276548293774
40,-2.5960178635417464,61.30239638573383,54.28417386256266,44.69487360887396,43.6126630728302
41,7.213515265109776,73.7745946028264,41.03083745046489,45.81212860982007,45.88706816551654
42,41.63303938553269,45.92680108299487,51.35761371119176,53.43563872930157,15.556361035767777
43,18.650638683005194,49.418643600543525,36.030633964458076,41.064091152901554,48.97468327829464
44,27.247959126561973,60.131498093995596,33.670887502663795,49.29707139556279,27.729117658044892
45,12.021533609421068,65.80469333579771,47.36707955185229,68.44974217040316,60.14647592939243
46,35.60113146927044,59.06780663574812,42.64488479318498,60.86403067690716,21.78750897486582
47,32.50888821704574,50.00346608212576,45.545238429280715,41.376054756531694,55.36745957642926
48,12.384309356812164,62.928359502713775,50.07344883455213,40.6289450516921,34.07129313720323
49,35.59415519589866,51.02163175757067,56.65950887571993,59.21534338293865,23.608850558189772
50,2.1340583449065997,69.05297821156606,55.619695967590296,58.573436821164776,55.86982475226785
51,11.642315190322051,71.22084622113594,35.73216720797791,45.2460098114233,18.28395302299791
52,10.346058484695199,55.67628121527923,65.60469791525333,47.440816592244865,47.35135242291008
53,47.94746391638804,44.791835518549455,52.30079270237493,38.994923337415266,23.07937060681814
54,6.0832702488624575,62.62082979245921,24.363904665191516,55.217983321454284,55.87961983758487
55,16.248681842224517,64.69921152694157,34.97149962170535,46.705051544941995,49.9125056491266
56,11.127067873045506,63.68146126590707,41.66876279199116,56.31417019700988,74.91976457503372
57,23.91245058568837,52.53262491056948,55.39448264991716,59.41822385300127,55.52384886380353
58,-0.6672431915392458,67.32442699233361,38.577305038382846,52.75280804163275,69.39076544788172
59,22.683453940758877,25.542661998153218,41.667991606241046,43.39976983764373,41.573039021943714
60,27.64428788607137,52.7588546690473,46.8499320331844,61.10534298915413,43.54089120427374
61,6.15358007373993,75.1345017146738,51.08817057837218,43.86640089261946,55.504695824466566
62,54.153536996218605,56.206731709838785,57.78001374850888,54.641987937296655,31.846282701194447
63,20.08103076030344,57.3064983086967,38.53177072351694,65.79927160154281,42.04204978538658
64,-3.0408793148711397,69.9314416220481,62.01491834211175,55.68736612668977,53.995921266532086
65,8.440728813960177,47.34632798383375,66.21330798700507,39.456206236574815,27.929463159219395
66,11.351708726499558,44.37750389229109,60.37651570020955,51.15911430734167,67.6432282520177
67,12.378495858229073,64.02545906468367,61.31823759480014,60.33856942683691,33.11444808467534
68,44.45980946399807,59.254085169242245,25.32506696967136,51.83578385202009,31.02908690855297
69,1.2987940575669148,48.691279611925694,44.7240201329302,49.82832147871856,54.199584543226514
70,11.387520951282715,38.922635401546756,61.00048253860125,35.45938152181824,75.9140235976777
71,8.92933074825288,55.145907339909314,46.76696338557951,47.14477306986176,36.13714957172731
72,21.989787715996616,53.80489993318246,28.044782134083157,63.740794119312895,35.709408124164554
73,0.8327084362994372,60.088680344323315,71.23133415147842,49.095420721899536,63.95424012017395
74,9.714391432727108,47.51687261276547,32.36763283984784,52.12228482208591,70.93728369619002
75,4.41878372827718,59.68748334005504,51.80949288769416,57.529541838917794,37.29952918822916
76,11.555784585472816,61.4834046558037,59.1164588946036,48.6811906160658,72.22473939276345
77,-0.5785304918971177,57.29047781789655,64.1667737906754,58.75486112749306,73.93511306887393
78,14.2820191620198,55.038317476087755,51.745915798025685,37.06620320908478,32.80467775271832
79,18.493234579070744,54.66945715588258,36.556155499599505,59.312543627154604,2.56618459242474
80,48.66842251051487,60.43069674416597,49.59479986680853,42.30800791533342,9.359547187612277
81,26.743450736297845,51.76952539017732,61.63218122697838,45.56414976114709,51.028579574887615
82,9.004529761765788,52.75220874911399,49.97268278693814,45.37046732740765,38.4794753910586
83,50.0282846059882,66.72880936045868,22.35019167442919,49.174711945751945,4.211958708926735
84,4.720872203699888,61.23859589764941,34.9176243741943,43.05060673786874,49.26130518267939
85,8.859310029946878,70.25179286684164,56.807488021975836,50.69082405144142,56.74066860464665
86,19.90177774732885,51.563404543577775,41.83094799843719,45.416142040113115,63.90607807922655
87,16.100569512010512,57.21208984700286,44.36272252199568,51.75020072578977,58.99549143873186
88,6.686276812807848,59.035675494533585,51.179164680621916,51.18455319403206,44.277468916828965
89,14.072397750363049,71.29751102243534,76.16557641691679,62.52597205458439,56.609958843576706
90,43.57475905677549,48.59851934693967,54.50931546912027,46.37017519188153,1.5926151550243723
