unit_id,JobThroughput,RackInletTemp,InterfaceErrorCounter,GpuTemp,do_cooling_setpoint_controller
0,20.801205595219734,47.02811449821783,54.95627820506639,63.390083390736294,60.0
1,27.58166743045492,50.44736901532999,63.553654562566386,54.332253751933706,60.0
2,26.425245819729216,54.32236088537111,43.86432833316155,37.60580941962523,60.0
3,18.12429863783956,48.33518134056914,61.58175766043742,43.89549844672959,60.0
4,8.825738188282578,72.81369141915293,78.30891009921082,37.586284042010185,60.0
5,0.3153524219671928,74.8016295123794,47.52612115998551,65.18743502646885,60.0
6,26.9259469087553,56.401197878799046,59.9052377680548,50.85875780061807,60.0
7,30.577951238516597,54.42966429154237,41.0966083487679,54.86264861824325,60.0
8,11.6549161862379,58.58724716171811,73.16059592180358,60.94035764559487,60.0
9,46.61789010663996,43.734551303728,13.988244971714842,55.795201023363425,60.0
10,3.0101106014494428,51.779077721968925,40.81632842330673,50.02469880163421,60.0
11,43.88008865845197,41.2660692837419,41.42579305123171,49.51982333739582,60.0
12,12.780328165198302,58.97541816939441,51.580168104409154,44.65911383378397,60.0
13,14.680052921550557,44.357976955168326,50.32019052758138,59.60461648434138,60.0
14,12.128742349292128,59.28409156190527,62.18361669841457,64.68354949218897,60.0
15,16.974226000751564,55.5233853566858,71.39771462297605,50.246204473144566,60.0
16,26.24624775872101,51.3667808095913,12.490560766977922,36.25797433298176,60.0
17,3.6151471472667054,62.54128049416877,62.26926003422071,38.539274110938095,60.0
18,10.008572517331373,63.66267283610058,36.1958970159137,31.081179291949944,60.0
19,26.693290441599835,56.92043243898235,64.09947220188272,39.37667026257921,60.0
20,27.03926691653801,54.93563420125382,25.621600939053938,36.02370189844404,60.0
21,36.0646604208099,59.75334376094571,18.547525502448522,44.48838031272696,60.0
22,68.48893648378304,29.720556388313266,22.21286712232789,36.64258303834686,60.0
23,-3.0493353981368827,58.1987697110747,52.03331174121685,55.307922106927016,60.0
24,13.185774438069355,67.99492614967014,58.723526136982684,46.995625259777675,60.0
25,7.90835749119053,65.69259321427967,58.23831142014907,49.17106416224712,60.0
26,6.353311599268134,67.19637048268105,19.488929794754007,65.54580236466876,60.0
27,30.307619963760377,33.39697458844969,32.00883917371165,52.71376300338383,60.0
28,10.533258545527108,67.86689783566698,48.38953701457665,77.56999772036313,60.0
29,11.597584363294104,60.81993106083768,38.37209109172838,48.6668942019179,60.0
30,51.47391849240693,52.8152115550453,18.2046649453907,44.230596793162135,60.0
31,35.626519075128755,60.542658074211445,29.9722509778781,52.04377476935149,60.0
32,5.378438082050238,71.85974801776413,59.86312899848819,40.936046427902774,60.0
33,19.731597962492057,60.41920095185422,51.35408045654965,32.20886962400225,60.0
34,55.99401913161496,54.99864083223664,12.124832887577377,62.63344486998991,60.0
35,50.85632638675672,60.372971672948474,20.46148658150843,46.018896979044975,60.0
36,22.87550744574547,44.606686381969304,30.967137651219637,50.70205430125767,60.0
37,18.900208421798787,65.80507296224033,41.74385840809187,60.90753372014273,60.0
38,15.470781144409694,61.47522577667675,26.676834266064077,20.547509413981217,60.0
39,23.165942119320782,43.71163405230642,63.03508651415875,42.1898977172491,60.0
40,22.839030236965332,43.96550102919775,56.955492411470985,47.75319478967661,60.0
41,26.575294306596014,60.89083862848444,71.69043485774564,46.18382499022224,60.0
42,23.559038446670478,45.82716887979047,39.74703006080272,50.180248786919094,60.0
43,12.611671496685805,71.99564019603235,37.060975517536654,53.34865683310957,60.0
44,16.094609674769792,55.055601298400404,43.15651561244731,59.12373794537763,60.0
45,33.54523400866195,44.765583666371995,53.92473531323323,44.50101069517801,60.0
46,18.66244368090857,48.98529673949046,62.60015255900836,52.99469574399633,60.0
47,12.490722327412334,49.37219085926927,43.63465781164467,36.607152012022425,60.0
48,3.957436048387449,57.888488933672825,77.6270601250868,58.96097335485199,60.0
49,11.572151310481226,62.56374648064204,25.825004571012943,42.674819264065725,60.0
50,25.90023276339389,48.010025351524305,45.18673696715693,47.80195380929574,60.0
51,23.897407273641285,69.11416577040862,39.5490947350392,44.45944620523925,60.0
52,42.31074617999226,43.663707064824564,5.5170383660362425,59.423626980541364,60.0
53,20.909878893625795,62.322787555550214,34.353675662343484,55.00697940098839,60.0
54,-2.3357925810862965,75.73244300493768,58.1458136702912,52.32608033700561,60.0
55,8.483533327947136,83.67049768748016,35.92547349964992,59.18714364982997,60.0
56,19.43191975428502,37.4741260574807,61.850250100621636,62.80138124309265,60.0
57,32.69297986642869,37.74760062985696,59.53292550495479,50.18242289555341,60.0
58,9.047961216846941,46.67201453079656,46.32075297177206,49.902711929797825,60.0
59,11.467119476445031,66.26287632672131,49.487570085913354,40.55266599304361,60.0
60,36.798080909974686,47.555323505558675,29.90973639025342,30.647806395530047,60.0
61,32.683347079191805,61.980011920089794,40.660965914499876,42.59528040373119,60.0
62,15.524983674924417,49.7611267662375,43.137528288842496,39.521400088517794,60.0
63,35.447523761193274,59.35183815066493,17.399048191864914,28.427470000321165,60.0
64,20.33866132805109,50.333473103499095,74.30208146164131,23.873884856152706,60.0
65,11.486237752622127,78.65575115855842,22.90418046920808,52.02047192094969,60.0
66,11.91086990204471,46.08002488202401,44.80727858999944,59.06683736885637,60.0
67,18.859989153836793,52.27930280790338,48.96329254814813,50.0664858790665,60.0
68,15.394926135266147,48.20622263859172,43.17399767478007,61.389428640280194,60.0
69,14.447678366136254,58.69529043997198,50.02444654825794,45.689522367741134,60.0
70,1.5564436564028181,70.59269460204449,48.49942968161749,41.51387108874002,60.0
71,13.60160079702804,54.980207932381724,52.28979709392952,60.14306201898258,60.0
72,47.67351515895348,49.25683542922726,43.17837953706116,41.16100001965936,60.0
73,26.8699331780358,64.7945569006196,40.91447602880568,61.43787820682486,60.0
74,32.600385894521835,55.112001226823494,75.07142718938373,32.227702529834524,60.0
75,23.497470978835988,49.447862000124275,31.652582892881384,55.37009725580971,60.0
76,20.069614331214066,37.401318501416085,53.85410386188583,40.447251261297005,60.0
77,-2.186979658173966,49.140694888675746,75.43267486859719,69.38489198451772,60.0
78,13.550405011213844,44.56454601851966,52.50236982148172,57.17793026683739,60.0
79,23.322124357391573,45.165229230330894,35.052283945185884,32.20042469423954,60.0
80,30.708593089465815,50.93093550261492,47.91168712556554,57.38060547596782,60.0
81,19.523030729991333,63.65665687265179,53.31298166460565,46.62248078126077,60.0
82,26.149131945624433,54.2681699932387,39.050590515999566,58.82857457406339,60.0
83,28.592616822727393,61.969550482654256,40.58033224447388,69.04793805603457,60.0
84,11.104554208533916,48.44617774113431,81.49889081635526,60.172223525120884,60.0
85,32.86551636022346,43.81574896603531,24.96270190427662,32.4676503325334,60.0
86,12.680721743155095,69.19297563540923,29.17141564829037,65.38794472318288,60.0
87,16.438732983649338,55.386313538923254,49.05237632163916,71.7863156430155,60.0
88,35.83263678144144,45.558667031494274,31.870542988577114,37.37158674244031,60.0
89,17.928850183781336,57.99211974546857,22.39582520434733,75.96881204163039,60.0
90,33.354032798817954,47.160278929429396,28.82059254826731,45.48643596061166,60.0
91,18.762792889014626,51.34107016064973,51.24526701757804,56.21022842441392,60.0
92,11.181226398054852,46.59598892045268,36.97103122389485,45.729780726988196,60.0
93,54.73160546615656,57.80664647309995,3.328683614573084,51.39575380543433,60.0
94,3.6812024865433526,76.9215384720661,53.066132108422465,45.07001771139648,60.0
95,19.04482960389454,67.43498614325304,37.019131593778475,62.02804982142687,60.0
96,6.689128692180116,57.86048285315467,60.178101083977744,49.50819667280255,60.0
97,35.62582220315032,68.46013711802401,41.36733373601993,55.89449997259454,60.0
98,36.94552733888566,51.00080648463171,64.38044018098142,25.132900320325994,60.0
99,30.39309081873926,34.7871529327341,50.94161065122634,76.73972532560848,60.0
100,15.617119593970326,58.27659925854365,16.83129304141658,38.14765764154941,60.0
101,4.710945679989536,58.21564877836175,25.594657690729804,43.34835177399747,60.0
102,35.51575061356732,81.07269544237143,21.89119842951455,69.4234723370948,60.0
103,17.441088102264086,68.07613000156354,24.42668998361959,49.96849078046004,60.0
104,23.042700379013414,44.41395698932981,54.64554627293529,39.267450608792416,60.0
105,12.983753470529813,66.78081420799464,49.15670667551086,39.26495990945317,60.0
106,16.093550010998392,44.1058630057299,35.0314271823421,60.10864180545443,60.0
107,17.559552227486858,39.829138767492566,47.007214369042444,38.73176642829892,60.0
108,7.394181161890954,71.64849143599037,43.22470248657969,55.943042046828026,60.0
109,30.21650406163522,34.34445047426177,78.23938266798854,54.162758322619396,60.0
110,14.708821844652382,64.88057319624895,42.33041321222565,33.678079117510826,60.0
111,21.275900988704073,47.080760012705035,34.45760529310911,44.00619471993714,60.0
112,15.445685535263603,52.79622161637675,42.037636135352294,67.8975919399078,60.0
113,21.292802433079295,41.11651491433307,20.06504517028778,64.43383677880955,60.0
114,5.436981691683055,40.503199367966545,50.79666047046221,62.417988593701885,60.0
115,33.194302162763464,34.20701872768522,45.70166480218536,36.01943795241742,60.0
