unit_id,WaterClarityScore,TurbidityNTU,BackwashRate
0,-10.241465088706702,10.392940010258435,45.31693034695266
1,-25.860116244989467,55.748804787824945,68.81443938277377
2,-13.947566795418957,43.288573752192846,34.28219249526727
3,-3.524923864100253,35.74723725784868,15.47803402541696
4,-22.899681285208686,46.134336678771916,47.540740723518674
5,-22.033850574578008,59.20941844238486,58.882548067654625
6,-13.742204883107616,42.73041554980804,57.14607746082321
7,-23.34254296722101,70.6472134823781,38.676668196815974
8,-9.171940176067324,45.974953482661014,32.779891004045865
9,-9.81202793866702,52.688622333060906,52.46294510114974
10,-20.038307723049332,49.093586761928655,61.62009798585069
11,-6.00892965867237,37.08795588388783,55.0570165746316
12,12.806413259307575,51.28649783698269,52.393062373594645
13,-12.934981950011238,52.563752301067396,52.597112061361
14,-10.665250756572776,41.10759524564713,56.203357149932835
15,-20.341255488570138,35.0037701845019,34.19446252056375
16,-3.5843333893463343,38.903127645049416,46.829561026847834
17,12.062337343467167,12.948813034979644,30.38019859769021
18,-16.73812361592225,65.08284212595547,44.56666513191693
19,14.958945762933098,8.279809236363818,43.711049847934675
20,3.547005913038569,33.467372348690226,68.02044734335783
21,-5.846751760440937,56.30512667748438,56.45905098939597
22,-9.337032814013117,29.17768357909984,30.963620329073184
23,-3.497546109568963,69.28396687240162,55.68754436551381
24,10.375470730664869,61.89631831913235,48.9005184191643
25,-19.65484269707088,71.41568801268546,41.98460711072647
26,-14.9670626004058,25.60149728957279,74.57877013952061
27,-16.582343160359656,87.53246577776197,56.071166173518684
28,-18.284884676298656,51.541838542507165,40.807500101074034
29,-12.024642387485635,54.6722313773784,59.29113126086923
30,11.759257489088172,29.70670399041739,58.49539124513852
31,-11.826611172679486,33.92602938714885,50.108379564143696
32,-7.890853250071471,70.13127134683272,54.57565062350194
33,1.7543127067809525,47.06671916975372,47.078972209664734
34,-27.13621152197015,45.39180602564249,46.99084556244278
35,-24.69965175499464,63.01555620367448,59.27403315571423
36,-2.950088249234465,31.298769630790446,56.944439888482634
37,-21.07040443514843,35.633381143350036,70.07893718816322
38,-26.785423879698296,48.02837804067751,70.91992217038707
39,10.048032491013279,32.94591011355749,34.16937855560697
40,-26.59452126170491,62.90504249066485,38.62864926341823
41,-15.654048144167788,45.00140620290471,48.03085632792825
42,-9.390729772478517,21.341056834777397,46.88970843266563
43,18.762650044532876,13.024113981149052,37.80558196452563
44,-19.397210886527553,58.52101577885068,53.25960198630673
45,-7.956079258791108,45.141454879438925,51.90935240820786
46,10.588326240762033,34.24501688317409,55.377891423028665
47,-9.59590016034241,40.787760055510496,60.25584085432565
48,11.878397764508874,25.839913870415142,61.809944453621846
49,-11.929942671741273,72.57719989373823,52.55411850247262
50,5.890672813357787,45.50611499487775,49.95217222128044
51,9.09894961190065,29.513907350746432,36.92766094121662
52,-5.8623156496826425,34.494868619279075,76.6835089548253
53,-5.328001681146176,25.5798563304427,52.80810332969748
54,3.7622366281750432,34.94648148410901,63.09086006009453
55,-5.070184964724566,46.67161286886897,52.877151951960755
56,-14.75442952088392,51.28376234004239,47.05520002790446
57,-17.710094657491453,58.924498879191745,49.85756859601063
58,-19.65898285300412,48.42717591179981,53.80314745883372
59,11.350620521253997,26.520262004639733,41.61812632007347
60,-17.49023279429834,54.62988988467783,37.251898659014174
61,-3.9823113460542796,31.57869390554254,62.881317403332076
62,-13.518323842069377,43.1466305361725,33.51554097804103
63,-11.678144721234553,71.13380451326881,29.30464573146531
64,-17.25763346971008,75.94497244171552,44.713304106489176
65,-6.316206555801516,49.385847729290155,56.78934424307499
66,-27.611249488172042,35.94022872394182,54.90241140948613
67,-16.621237308371526,73.22020750412577,56.73907681551837
68,22.651050512503947,20.310720699229115,45.17367484389077
69,-1.27119267313874,48.98202615231682,61.39557749861805
70,-23.02912493193614,44.13259719460087,65.14747635712806
71,-13.13189284032641,62.71542420831845,43.57436939174645
72,-6.366653877899332,63.973301588405434,47.616895162209275
73,-6.834204647000767,46.97422016212738,43.0819801151782
74,-14.74797280614407,58.37967577705665,67.85155110331372
75,-17.074006606953827,53.08615299540735,49.82910159245102
76,-12.285547881529167,28.726769943734727,38.67526208027063
77,-2.0337015318141995,33.84888534195093,40.949441216986926
78,8.566791079291752,49.978312895921874,66.31024143619305
79,-3.0786056646575815,25.48829776121211,57.898805847458775
80,11.571523650526757,-5.090066689652867,46.08522300924714
81,-7.855306950973295,25.17492884405225,59.15978802311103
82,6.8079199760782245,38.75493629105857,64.93114522533838
83,-20.93204537630707,51.16942689901626,49.59143181686308
84,-33.200345967753066,56.847590655199255,49.29903187295549
85,26.6580485127091,26.397569387469343,36.61802680610512
86,8.836473455664231,37.14091564724845,50.408190679546536
87,-19.168435361221484,49.786132558880766,64.97759441250044
88,-19.99549683072643,39.0669804926732,47.715450987073794
89,2.541607020090932,33.7618385911454,29.279376299443904
90,-1.3055021579823851,24.10209128690181,67.27287812721782
91,-18.15405973114016,30.254669159783685,44.871386919579756
92,-15.861255575681644,40.45236760504252,57.97732040508345
93,-25.85683165552148,33.14672005575069,69.27922457809161
94,-16.519729139176263,63.62647017056533,64.4453841224648
95,-8.443327176718523,58.463453539828684,44.89829172327963
96,-21.950879794505028,68.29810290561599,57.13346701053689
97,-4.585171078615405,39.343742762974564,68.96570873146447
98,-0.981264049392619,38.47193173713057,33.526470822149804
99,-14.802734898989447,63.34680628123463,27.54454373578245
100,-23.008062559914283,57.15322780446903,60.161238859673524
101,-0.7462803733512096,30.22785023297738,53.56108282534747
102,-7.917637577883837,41.64349298312581,58.772505218417805
103,-2.0365343924678077,60.8057201695041,60.14639539859838
104,-14.26444080632561,49.34106395978959,63.857985272631794
105,-16.34160993345312,70.26180941037349,63.162642695870765
106,-23.579415030058538,41.73452527420757,70.0634610717402
107,-10.122139499289297,56.932929810852514,58.19860562215107
108,-22.246267851087623,51.696824839476726,56.52232777709532
109,-24.02167880989628,39.18629946302725,61.819584918168744
110,-15.800394452598388,36.15254362899813,48.92026043582498
111,7.199887579343666,34.83788108448932,77.25518638334823
112,-15.758549757772922,50.49056845276846,42.7048597364119
113,-16.915673800149506,62.36308005429922,48.61253125595085
114,-21.793412549215873,43.228254601540556,49.292159573103376
115,-0.40053022483914236,24.539210911470988,67.49669590339471
116,3.0908027561448073,48.19416018883946,38.68152122763802
