unit_id,WaterClarityScore,TurbidityNTU,BackwashRate,do_set_FluorideLevel
0,25.078828364135354,29.618660667261288,41.374188953409536,50.0
1,-4.959907068317237,46.290664230706156,64.86114910330596,50.0
2,-13.454798100447853,52.63557596126938,63.69430791640871,50.0
3,-1.8209487230623473,28.88957121703224,55.03957556338619,50.0
4,-14.122061632454852,80.12044179364734,47.69094803785758,50.0
5,10.266778259704186,39.18052805273301,57.23274702212556,50.0
6,-16.895769705650217,25.071980122461255,46.03712666616579,50.0
7,-10.679319765790826,43.92485372169488,35.92687811648502,50.0
8,5.746102107068802,44.67979104459107,59.16966182224491,50.0
9,-21.51487845730744,60.5548686607986,63.719482421095464,50.0
10,9.577953544979911,27.433492491621593,36.14520745399127,50.0
11,9.796508389832722,29.271857575210667,44.419081521150815,50.0
12,-18.178356114558913,69.1380417414871,50.21644653774057,50.0
13,24.204336101855535,-13.338707401627214,41.16493317954212,50.0
14,-19.327453750968854,35.08024859247325,27.70877312404313,50.0
15,-29.64893309559466,45.39283120278534,46.29477129546455,50.0
16,-19.129166641752036,37.25264652318294,60.2890160989682,50.0
17,3.9790223109042557,25.657657646630632,23.550043138595754,50.0
18,-29.43492122967552,82.54501120365504,62.89280837107156,50.0
19,8.527873333741356,21.553082610778652,46.062889591295296,50.0
20,-16.16017621452137,48.68539040591335,70.49375463034319,50.0
21,-23.733764723750834,60.279074897299395,24.61161240222859,50.0
22,28.088248224679823,7.274437660396189,58.82447499404664,50.0
23,-7.455942833591293,37.37624762947633,53.508502023137545,50.0
24,2.1872120648695335,51.262066415890516,61.151097348433375,50.0
25,-16.626114609770802,43.23980605060649,56.49456844477533,50.0
26,-10.891439504834242,54.79516115156784,39.82369919530299,50.0
27,-0.23112689205765768,48.47552609613397,60.082592412351424,50.0
28,-11.376240601233015,50.872787571041464,49.13180450558902,50.0
29,-10.802403444704687,56.144845929987355,60.40325231087286,50.0
30,-2.8981630426477167,53.083547569466724,37.28349169686006,50.0
31,20.01890963824612,26.096878895129816,50.391567589158555,50.0
32,-14.55869137025179,60.07670805183741,59.54449013456086,50.0
33,-16.962598876285693,56.37057180681511,48.48741596683394,50.0
34,6.294851545594047,31.540547851856385,59.902580918010116,50.0
35,-20.312650773583936,18.78284392114338,56.01651484224995,50.0
36,-32.43922257592912,61.558542342667,25.890953231580724,50.0
37,5.0155123352660445,20.581956655877494,49.64672671317178,50.0
38,-11.973300834705281,68.46797008351675,48.87807235866548,50.0
39,6.907573305168137,41.590355422432076,45.03407485230944,50.0
40,-4.311611970410402,34.28320328513443,28.066587611550215,50.0
41,-7.043045833436972,68.20954567853059,64.94863945148445,50.0
42,2.084627068374424,22.57659336651314,50.61285118987608,50.0
43,3.8140139193857845,13.291371266566745,52.371089530331524,50.0
44,-27.835697959510643,52.25913719505339,25.842115127134846,50.0
45,-11.619355707660157,34.20821441458756,60.654253940478036,50.0
46,13.214436851645608,60.01839816851631,53.03816851504884,50.0
47,18.731171950550557,49.44920448317662,41.62960016439699,50.0
48,-30.523572390166596,62.28481193374779,43.18139329968274,50.0
49,9.065898716037227,29.547008899071752,41.4273910532317,50.0
50,-5.345871403763679,40.788759924806975,49.61139168941273,50.0
