unit_id,WaterClarityScore,TurbidityNTU,do_LineFlushRate
0,10.420668473705767,21.27953424964224,25.0
1,-15.468018717491237,30.94081950061429,25.0
2,13.286687725235499,9.709159046378096,25.0
3,0.03503254279805956,8.57477077072883,25.0
4,-9.48055833047453,54.28892410060549,25.0
5,-10.21902789529998,59.3275361279475,25.0
6,-10.426184604429066,65.77453644758191,25.0
7,-2.4453803829867216,38.3728286334211,25.0
8,5.2869917256539205,53.03143392429114,25.0
9,-18.207257586158327,30.31986668929345,25.0
10,-13.780258455647775,47.73711003389627,25.0
11,-2.0800055573588745,33.37279437256059,25.0
12,12.87668001809124,36.13446620804832,25.0
13,0.8639293738578253,28.09295431340001,25.0
14,6.97588197107255,49.31011367303898,25.0
15,17.009789380456155,-9.63712791191839,25.0
16,-3.665806515781444,18.993936636142912,25.0
17,-9.29184055301283,41.00023321552785,25.0
18,8.098142356673037,39.117310081625774,25.0
19,4.079605820137663,14.665436720767085,25.0
20,36.11720690912118,27.265298288633797,25.0
21,-22.442839091189054,23.890248764348776,25.0
22,21.71453190075829,24.205160783446097,25.0
23,-0.5888327314067158,74.62322384661312,25.0
24,21.827650533081965,-1.9735071141572469,25.0
25,6.2153503215778905,-4.3898453344345825,25.0
26,4.525083558205615,15.24777753093155,25.0
27,-10.872715845621043,47.9882458450985,25.0
28,0.6508708482623877,48.67183715258464,25.0
29,-5.416421213387305,33.3654085504786,25.0
30,-1.1654212508324746,56.040275959327765,25.0
31,-9.021940324850702,29.669091573675455,25.0
32,-5.027512428334619,19.724720224802297,25.0
33,-2.5794708800791497,35.86509301580823,25.0
34,-2.2457798351361724,38.53387051056833,25.0
35,10.091014899636548,27.730405034780066,25.0
36,8.744050914552679,14.148106922080839,25.0
37,18.63692859544492,7.650355545561522,25.0
38,-7.149477731920256,54.43708589097649,25.0
39,7.891105961229846,27.766721955565732,25.0
40,-12.355572496547497,31.40624773543422,25.0
41,8.389660376477629,31.584919501956726,25.0
42,-9.71327770008601,23.01782709869288,25.0
43,10.050020979099513,28.199079376233204,25.0
44,9.947947119135264,37.66328574752079,25.0
45,1.8729840757114693,26.17416858226546,25.0
46,17.4412860412242,39.631918588717376,25.0
47,6.6968078689022,11.103316037439313,25.0
48,-8.278195946728214,30.791812769274298,25.0
49,-7.70348476640269,24.48970522805348,25.0
50,0.7069424196833385,55.81023849116925,25.0
51,-8.999810036271896,53.324502951406544,25.0
52,-2.8948937158909995,43.738515142692336,25.0
53,-13.018195499045538,-3.688305569575867,25.0
54,-1.7509574922029396,19.723664460860896,25.0
55,4.495690383715207,34.71448633225064,25.0
56,6.285289647298971,24.76569035362708,25.0
57,-9.50118154319511,55.18233135467742,25.0
58,-5.235348840528109,68.87304918708506,25.0
59,8.63736922945969,44.801889845386974,25.0
60,-3.6832706206924897,38.582570269440986,25.0
61,-6.6171258603329175,47.97546332747883,25.0
62,1.9691911736387766,35.74576340550001,25.0
63,5.067351263441803,33.07914114327884,25.0
64,23.38451756295576,3.81283452033243,25.0
65,15.447855478605124,21.761802208950108,25.0
66,1.564900723814017,31.460902948206837,25.0
67,4.896417909271033,12.19094986164204,25.0
68,-4.407603643104209,30.489759677115885,25.0
69,0.4636950339881385,7.167821432859498,25.0
70,1.4493394724241266,46.50772997123326,25.0
71,2.0972857909354605,56.741453037074365,25.0
72,-12.439331105347117,48.63838126328199,25.0
73,-17.329301767402775,65.04079881638641,25.0
