unit_id,ConversionEfficiency,EffluentByproduct,ReactorPressure,do_InletTemperature
0,23.1732536585463,8.452345022683808,78.77783020446729,75.0
1,24.159210505843056,9.247459689814733,76.6751083557206,75.0
2,17.51284534396046,9.982994418698436,67.48077664285819,75.0
3,23.269757190694552,8.688759256530723,82.77110995811209,75.0
4,16.810562827743013,12.424970542127612,81.4962663584068,75.0
5,18.832445149302057,10.701530367817725,84.99843968806438,75.0
6,19.09147989536894,12.003458298764341,71.91100074034676,75.0
7,22.090041150165206,11.634407949079195,67.92336531067738,75.0
8,14.243637947845345,11.967778901897063,79.25063794310313,75.0
9,14.304081137462113,9.665635108074548,55.10096924529621,75.0
10,28.846943616023484,19.78877140312085,86.99619248594435,75.0
11,13.695916458257836,9.385118132868591,62.43019001067981,75.0
12,19.21025527574578,9.426730257060274,78.82508518840879,75.0
13,21.63500383882956,8.943155421480569,84.65397947493082,75.0
14,21.748532182524567,9.492668140192118,84.87108649147756,75.0
15,20.624513574725494,10.166643592945508,87.17392441037852,75.0
16,17.36477838893875,9.722554197414508,60.68087676741123,75.0
17,20.4136935326797,9.568459043073092,86.61675196821723,75.0
18,23.365205646429864,10.24432566302583,84.74846214302713,75.0
19,19.79564213189938,13.266731103293754,73.05582380664403,75.0
20,17.633028956542905,10.142774298975889,63.638037830299865,75.0
21,25.414324179020138,10.32695151532561,61.134979682060965,75.0
22,12.630877656164959,10.316723159191149,51.997479092978814,75.0
23,23.892463109788896,13.765753008091316,108.03671429031215,75.0
24,14.226272588897348,11.131631380243952,76.13388232373846,75.0
25,25.422336703970846,9.812566229671905,90.59596635819082,75.0
26,12.341724358997691,9.58359089957412,67.71711398177986,75.0
27,21.451722102524684,10.390084745063856,71.91077258004076,75.0
28,11.66104727260711,9.864011221352229,72.36005912390483,75.0
29,17.90128927832127,10.690357913487581,75.54179413675223,75.0
30,18.194467815942932,12.253748334849716,54.372698330909536,75.0
31,26.990616916596593,10.086931300989962,63.45034688888823,75.0
32,17.46290526277118,10.82003320947863,81.02771802629398,75.0
33,13.557089914543472,9.27706050589967,69.75537081320003,75.0
34,11.12325733203738,9.86511889892917,47.66533777663301,75.0
35,16.35249611786724,9.416453703241327,53.69126491866573,75.0
36,14.36836993381721,8.873605931490092,66.8655059823546,75.0
37,15.116096215789407,11.233208644913798,66.83164775296797,75.0
38,18.048432617293027,9.51090105781167,67.33614295478525,75.0
39,24.070534109986994,9.043049250402305,83.60851300700054,75.0
40,19.553699640722517,9.2560303247201,78.33975790923374,75.0
41,16.33542666250817,10.610818589100484,75.18500501036216,75.0
42,20.397423187659367,10.566615292298637,79.36610284187884,75.0
43,17.93402251667423,9.63843514172703,69.19889115173866,75.0
44,26.399756018919668,12.724922550264589,82.35806935934899,75.0
45,17.35332627796141,9.672952267048194,70.5769475943881,75.0
46,17.338297155544335,9.681499086347664,80.8112568062527,75.0
47,19.16691775890602,9.679819681149052,86.16734296838041,75.0
48,19.9052703975171,10.148213149774573,101.31433565178968,75.0
49,18.707956342133837,11.692029658424365,77.84295006415155,75.0
50,24.578502807908787,11.306444029961797,74.90537891011925,75.0
51,17.14953660648526,9.508551692579868,64.82240016432112,75.0
52,20.41124935462355,10.044192809736233,57.09056906943581,75.0
53,25.419021166796178,9.610768439535946,69.30570521431393,75.0
54,18.1553780725787,10.766247920690398,85.89912348473445,75.0
55,20.09765621647676,10.883811802494423,72.6312893082838,75.0
56,26.94655189956086,17.80441979127156,87.2414911519217,75.0
57,14.85387709937175,9.191284863450992,71.8755431545645,75.0
58,20.446260617852186,8.562713039372122,88.33987657775822,75.0
59,19.529930002005013,10.237774531746723,78.96385980756202,75.0
60,15.342699169828602,10.210134888631613,62.329464561705834,75.0
61,20.6343568323177,9.711377738620538,64.13000538602874,75.0
62,16.74382157736588,9.807779768986876,75.90784355654242,75.0
63,15.140129862255678,10.082339854439315,55.65483187847658,75.0
64,23.157564779493534,9.27692027499069,84.26418542515538,75.0
65,24.316118877510892,10.710812786431942,68.60781005472232,75.0
66,23.52887324574788,8.833601860299732,91.71168705565152,75.0
67,18.150336704751616,10.9788398210511,73.33726929643343,75.0
68,24.28061677788733,11.515676130444765,83.72422919208628,75.0
69,24.67417223838894,9.61000980787698,83.11295429222295,75.0
70,15.575753209193861,10.222806676518092,80.96863970428376,75.0
71,22.75040890483023,10.062393421548615,86.67085000173219,75.0
72,15.03223226666035,10.66991945731017,61.01326134282295,75.0
73,26.718245362979133,13.641022120940638,68.25638299866291,75.0
74,20.044505962334078,8.877247364667074,73.6741706082661,75.0
75,24.875995978562333,14.922072624111047,70.50317284946621,75.0
76,15.819519377127573,8.92218882835786,79.69439800460566,75.0
77,13.81580965876695,10.030751244568227,99.00315831047041,75.0
78,16.39111778635791,9.911969619871488,85.6013432341903,75.0
79,20.137219288409966,9.521858054966385,72.12720689581982,75.0
80,20.483054897439622,10.246366527133127,69.99711096884852,75.0
81,23.76868345863116,9.808661192307703,76.04049741435483,75.0
82,16.245569426715416,11.784978312620419,66.88197377459396,75.0
83,15.02218242494024,10.699214128444309,65.8399393353047,75.0
84,16.41870428618895,9.704395895390912,93.75231712671949,75.0
85,12.060678639584264,9.04780090480604,60.28548419265905,75.0
86,20.762093380820723,9.724923276617044,68.85369181927571,75.0
87,17.972919391439977,10.02220829040161,76.52634156451144,75.0
88,24.465432465571865,14.770614110861993,65.37601882110299,75.0
89,20.06576789592635,10.593474826532312,69.90295293137949,75.0
90,19.658659419473153,10.372920015812324,64.63251685768208,75.0
91,12.624610128449206,9.733315443302244,72.47760248483814,75.0
92,17.58244440972063,9.611677178532211,80.21820613345139,75.0
93,12.013917056228248,10.172904329387903,48.20219030228761,75.0
94,18.14440044582971,10.025062834618147,78.8361115718413,75.0
95,18.324105083253837,9.480138067986328,67.52561457995448,75.0
96,19.626275601376534,10.169493743211362,94.0623155672935,75.0
97,17.7386630916171,10.333143708816195,63.25242433154872,75.0
98,20.67903301523041,10.86262369907826,71.97056243230693,75.0
99,18.641691322270947,9.475923883897451,74.66592703230657,75.0
100,16.274366237413545,9.009866671947366,64.65140871080975,75.0
101,15.85029602990448,9.284939903919081,78.36486773314728,75.0
102,20.756499569512513,10.297374691982007,56.643492674102596,75.0
103,16.576745132944065,10.57232429411684,63.83386806840881,75.0
104,18.035279904389196,10.219654606396556,77.6721577748314,75.0
105,22.37901379230498,11.021437269674,78.06841834629806,75.0
106,17.67810314482376,9.851231318306114,80.5731784394146,75.0
107,16.674436726639108,8.897136084382083,79.48300218199118,75.0
108,22.465888428452594,10.234299554788436,83.40754022416404,75.0
109,18.90921280801168,11.23581241823983,85.72527564561028,75.0
110,13.250672555508684,10.72765184722189,72.02774190201819,75.0
111,24.752701109143956,10.143170404939818,79.67907283599862,75.0
112,22.193342829560823,10.849737508218418,74.96190011957718,75.0
113,20.148827145886507,9.466030033157157,73.17705742502476,75.0
114,17.97164594077698,8.982074519646488,103.79263189194754,75.0
115,30.26192691796157,13.798880858491025,82.75995387434035,75.0
116,15.222001498563126,10.304932410435866,67.62100886826732,75.0
117,19.986706413534883,10.69446603329458,74.97514456269545,75.0
118,21.838523868281783,12.26417044197076,73.80927823126349,75.0
119,17.63476681858249,9.201915155420394,60.93475560752097,75.0
120,21.24322312574894,9.256406464571478,74.80555872706844,75.0
121,14.298104281772344,10.414339110662207,57.07702399248288,75.0
122,16.416736242904392,9.837748380566582,77.07857652172073,75.0
123,16.771542172832078,10.17378611703356,68.9770394577328,75.0
124,10.470779134617912,9.877036969240471,85.15031655361888,75.0
125,19.300890782705952,9.867572758864007,74.62317315732825,75.0
126,12.018860537994897,9.542639573281116,68.34299606712926,75.0
127,18.272077029239103,10.486231335133855,87.80381841006707,75.0
128,17.110063679328967,10.042341214145624,78.73603386960013,75.0
129,22.847536326590262,9.423707559294389,95.00621926653737,75.0
130,20.43238299935252,9.03753944694942,90.5625293140798,75.0
131,18.684006464023895,11.191031264227615,69.68604374612352,75.0
132,20.70187840830356,9.275472666933899,59.748553826287576,75.0
133,16.36078094739668,9.580942163875111,65.19416004612658,75.0
134,17.78671729310984,10.299526095536626,78.44074577102984,75.0
135,20.215727853904728,9.583705845168716,70.64290325967262,75.0
136,17.27267960796379,8.915180107709267,78.32041426329086,75.0
137,19.41918027615949,9.339023711990988,96.78651827912067,75.0
138,17.02196508043468,9.297985536010419,54.58966081998085,75.0
139,19.202814067080283,9.423166647041533,75.23567749458591,75.0
140,16.625488718829818,10.100877908596901,85.88070872188936,75.0
141,17.592015689072642,9.952724657642017,74.03194101132723,75.0
142,21.161076440357625,9.812455724835111,92.73321815132064,75.0
143,12.279417208063705,10.358237964757807,53.914924072926034,75.0
144,15.86624297990599,9.02725760935028,71.86172290651017,75.0
145,20.61957873853131,9.606578577039231,74.51408940368269,75.0
146,18.816557353325173,10.263528905955262,89.31976627393281,75.0
147,22.986406955290413,9.692828211989832,72.56979811087184,75.0
148,15.015118476489535,9.772019920316149,74.35058315845707,75.0
149,23.525918609434793,11.54410105876481,77.4786277574332,75.0
150,13.229096727351399,9.519360854338663,56.419883191839844,75.0
151,20.7274564381627,10.797574046815095,82.56326780726562,75.0
152,17.803264088041086,10.594165627747024,85.28720011487742,75.0
153,21.448797970065364,9.23056915993058,61.116634990782174,75.0
154,26.715489186341053,11.120825186722346,74.0565262369388,75.0
155,24.474697421222825,11.056905318860203,71.27536362024448,75.0
156,14.867694357811951,11.613674465745673,80.40361578487546,75.0
157,22.73201583173227,10.471832329117305,77.928592869307,75.0
158,21.80314567599222,11.040773016424838,80.03804505092525,75.0
159,22.922616147457248,9.5720011110866,91.50461099457259,75.0
160,20.316513604828426,9.16010267101407,86.9988937073813,75.0
161,15.63899688035075,10.663108600539072,58.999010471519014,75.0
162,17.5252516122043,9.931733674460755,74.16350400224384,75.0
163,25.802823861660784,19.207355058416926,71.29334947521124,75.0
164,24.935381726645883,11.627203005423658,68.15224955236641,75.0
165,18.891839431086776,10.072034901869191,68.86941104511418,75.0
166,12.879734903881808,8.850389107073088,74.26039243591246,75.0
167,18.32860362436102,10.179832145337592,66.49321878305581,75.0
168,15.906531067493523,9.76490179503483,67.16650944131932,75.0
169,17.130631473616397,10.09127642233307,86.9621001208373,75.0
170,24.42711126102816,15.760588909840589,70.4157583364985,75.0
171,20.52654641628228,10.165808406564587,97.499829785596,75.0
172,20.231177413309243,9.110094553790148,84.43066487746675,75.0
173,17.476544432281965,9.118007949946733,69.63109171891399,75.0
174,20.84564819313662,9.82548371418229,82.49335485869057,75.0
175,18.20798063765226,11.038819216194254,81.66772198800228,75.0
176,18.48709265705456,9.959371150309162,82.37885405868913,75.0
177,15.76118802513496,11.633620283138255,64.05852407504948,75.0
178,19.69012688695384,9.691360500264652,74.41978846554586,75.0
179,15.705697689658646,10.736009378639254,83.70313900652161,75.0
180,26.49554705532819,12.505638308239195,92.72903502840666,75.0
181,20.260949164143934,8.905278077584592,78.03672689932273,75.0
182,24.84757228244318,9.824040686157327,85.31008594488505,75.0
183,14.683871507883692,12.28298677512561,78.38363244125269,75.0
184,21.072512979916596,9.806409822554018,71.76234587598118,75.0
185,17.555097690199922,9.702588436261664,59.329278514850564,75.0
186,25.165884818936618,11.609879019660514,88.79868583468394,75.0
187,14.106238792522637,9.68707570898037,71.76647667885912,75.0
188,13.149815408066587,9.12407518176949,72.42849172018275,75.0
189,23.558443695476544,9.930819689943968,92.96871847212456,75.0
190,20.01464031814313,9.893014145192074,82.91342183548105,75.0
191,22.292370535136985,9.803109632976783,80.04662596326393,75.0
192,17.64111463617067,9.677791352272894,83.46094116945774,75.0
193,18.110214210048134,10.086656786254327,67.72483471766591,75.0
194,17.39426406524958,10.569863865422676,71.58955539733427,75.0
195,16.323037960635588,9.025066951098397,76.99323151473479,75.0
196,14.981288796477848,9.862479958486764,62.24893216754212,75.0
197,13.827818227127418,10.249378339041215,84.71105598985716,75.0
198,20.345409970480304,9.311554211934556,91.95081873716347,75.0
199,18.940604773808417,9.573870545313794,69.13204534459304,75.0
200,11.901166836514234,10.845008319550738,56.615086229316255,75.0
201,19.055608693222887,9.683128784098841,82.579836985589,75.0
202,19.047148437478846,13.598693875094979,74.73863152784554,75.0
203,16.828151724836857,9.138587133850802,88.66324532147372,75.0
204,20.346170837874887,10.296873622697795,74.6221778311026,75.0
205,19.01470509665974,10.073766169004676,61.264824178894834,75.0
206,14.09019757990393,9.609354931651518,82.8747077054865,75.0
207,19.281327700708516,9.469106749933035,71.33204566976966,75.0
208,13.854112292812987,11.27786427347107,52.76872044215657,75.0
209,17.136031332828708,9.368561691446674,78.65364392638912,75.0
