unit_id,ConversionEfficiency,EffluentByproduct,ReactorPressure,do_set_PressureDropBed
0,12.84988513515895,9.233883740072582,57.072764502378014,75.0
1,23.444661776470642,9.809861735688509,89.5690835895432,75.0
2,13.307831731731666,9.621568334902165,67.20420891155527,75.0
3,19.45190560026317,10.358882329666397,67.31256543408466,75.0
4,18.940563963100253,9.756975118188134,50.75822607847725,75.0
5,14.39254678489349,9.117288136693936,56.38953850920595,75.0
6,15.320209265456805,10.233035868112367,76.27684560080759,75.0
7,23.661469085410907,9.617689359197147,87.11293239079001,75.0
8,20.36014289582279,10.465582368353843,75.24837102618696,75.0
9,14.383151263019451,8.955837662429472,65.81695692294886,75.0
10,15.285039194152942,9.134565923339704,70.3188592908564,75.0
11,19.3593243014543,9.23663535885416,83.38202698131774,75.0
12,16.648325042513907,9.260418086982495,68.540298350799,75.0
13,17.415856283595364,9.316736781998532,78.01154745125065,75.0
14,15.314015893446747,9.566464244612455,80.17475369958382,75.0
15,14.562585682449646,9.014901187545256,63.6733621406166,75.0
16,17.788145872270402,9.98292449438317,63.028176052723445,75.0
17,17.83523015293418,10.120260962840597,78.49567939239213,75.0
18,16.247963990996965,10.081867450822733,76.88928178323663,75.0
19,16.50880571739709,9.678324830500259,62.17212594260709,75.0
20,22.498407640716355,10.351402335965808,74.13128848282926,75.0
21,17.115083329819495,9.74938076532026,67.16705859468516,75.0
22,17.724134846994787,9.884076365716705,75.43794667404835,75.0
23,22.92545833157994,9.640062273261758,63.73818685154688,75.0
24,19.268037756556577,9.793451950802261,101.29980722413106,75.0
25,20.62937489250741,9.383949841907246,83.5572263594916,75.0
26,19.18685271181046,10.119513800378478,66.10924395780994,75.0
27,18.86059955135576,9.910833997907417,83.59632889014364,75.0
28,15.589298574656473,11.36352207514392,58.52099761603046,75.0
29,19.95281651019852,9.198646697084953,83.89756026346598,75.0
30,20.174710936880864,9.127658827529194,88.25362383990837,75.0
31,20.164988715623615,9.682170549570412,83.23940431321284,75.0
32,21.39924331896958,9.131137035000648,81.04405527022062,75.0
33,11.299042180573021,10.326268818280397,73.73012189271941,75.0
34,14.699539923809496,9.808109264034043,68.72060625204605,75.0
35,20.79958397243255,9.208415189324015,70.86702071896087,75.0
36,20.331663819913054,9.52702164223474,91.1691540969329,75.0
37,15.430009418705811,9.736079388682686,69.58226175309646,75.0
38,18.74118756592523,10.044426805986264,72.99014292511607,75.0
39,22.468262828096385,8.789798848654769,77.08227215301767,75.0
40,17.932098108766137,9.80626252635304,83.44323307223864,75.0
41,20.890453427930616,9.469984813046532,87.69619970355895,75.0
42,17.400168683613163,9.98696316725676,91.5611692270148,75.0
43,16.792500354020092,9.029646472884274,62.344894512973184,75.0
44,18.292155531731467,9.609778191282302,73.81340668037957,75.0
45,21.472488318497184,10.38882957997999,81.02311178916224,75.0
46,23.00921337484105,9.520031092240329,84.33068388707066,75.0
47,16.16869500120631,8.868320294782285,74.21768199375246,75.0
48,19.76244320594643,8.650646104725427,90.14771954864219,75.0
49,18.796879872864086,9.860757194886679,67.5541457358363,75.0
50,21.809816095878183,10.01866167931677,88.57993585210299,75.0
51,22.934316119992076,9.166220572314822,86.62052458869884,75.0
52,19.12844167690834,9.135976673742194,60.992236334836974,75.0
53,15.963085992430456,9.863345477196,72.2622786129016,75.0
54,16.545440309383025,9.402181678169063,71.65370580651833,75.0
55,20.39821697906924,9.220798049453688,73.65923586186004,75.0
56,15.191019725879125,9.737906637603912,57.270882734989094,75.0
57,18.53016760020953,9.91419281814966,53.399950355770244,75.0
58,11.99048263438892,9.759138336935795,71.53590766235737,75.0
59,18.57654603616461,9.085031375593852,86.34574863663644,75.0
60,22.853726412726125,8.801683039403995,73.01536802070453,75.0
61,19.202987326233774,10.046113179736752,86.34235163373376,75.0
62,23.761594066982568,9.566322180603088,95.14016215022544,75.0
63,17.58474443323406,8.614481539539392,86.81666524340737,75.0
64,17.240746939634732,9.109098563306905,76.28402115262806,75.0
