unit_id,ConversionEfficiency,EffluentByproduct,ReactorPressure,do_ParticleSizeCat
0,18.877695354443595,12.623310051816336,84.95243927464549,100.0
1,21.65166620992197,11.193443626712774,75.39601566603586,100.0
2,66.72023544240841,48.95975941865157,78.55039288168017,100.0
3,35.35904750143635,21.579331450900337,70.78128865189322,100.0
4,25.73690072449328,18.10056496332055,79.57896935247113,100.0
5,32.54189790853996,18.874357039161776,78.9653435004552,100.0
6,37.34176328750297,25.587823989710465,70.1828484079946,100.0
7,17.215234939653026,10.180519127645976,74.56252553933122,100.0
8,19.004805093279902,12.680833131020337,69.7135382737996,100.0
9,41.52216053988863,30.380500315275114,55.430005625722174,100.0
10,19.500619000630916,9.954802903393169,67.89453400750752,100.0
11,71.5905385322548,48.45673404729572,83.01895974748615,100.0
12,56.58425284925591,44.84145024093073,78.03470581986724,100.0
13,20.181874664509287,9.481935075053839,79.78537297363553,100.0
14,27.53008169390944,19.56157745818758,69.66369920538585,100.0
15,19.141418548396963,15.112093557408564,60.9876021399693,100.0
16,25.276473710344334,18.730631831939444,79.64412063957998,100.0
17,10.719716856090962,9.636977496327328,65.45774081832312,100.0
18,35.16479703425825,26.581914621169123,54.97435622529634,100.0
19,21.422833052515095,10.427585383877638,98.0572605366279,100.0
20,58.46419489724355,43.769902595635834,91.79118786678964,100.0
21,20.22895908071155,16.405761504321106,65.49354388146584,100.0
22,35.77079039223449,24.525435463640658,84.86052136135581,100.0
23,21.80724392306807,13.321662046273921,63.53180441508351,100.0
24,21.100813464852724,13.710845905324785,73.88073823538126,100.0
25,59.406182999866125,47.398292149276706,77.71977019110544,100.0
26,24.19289629699991,15.675534756987373,75.94506641810266,100.0
27,34.391290697981475,22.29620697595768,87.05778403377369,100.0
28,32.53313017328587,26.77478017874717,66.21810180936617,100.0
29,53.364398102659734,41.21110161835618,90.31393431792138,100.0
30,22.812049919503497,11.632152409975303,77.30033557819831,100.0
31,37.32997517634531,21.95814569816898,72.08881076154003,100.0
32,42.92642769918975,30.898203658003627,76.34119769188005,100.0
33,16.38002393490588,11.461874826956254,66.80174926559643,100.0
34,25.02906835526146,14.482856824254192,84.19450319283202,100.0
35,41.699061418045396,29.688520556346166,70.24664757720913,100.0
36,50.47002985422675,41.549581048259704,56.375105287194394,100.0
37,21.8926699111898,10.108756377046491,79.79689465446226,100.0
38,53.74315662894979,38.74098395629771,81.32242138884776,100.0
39,19.976949973059245,10.7611992541328,75.55696106945491,100.0
40,29.2865529525149,17.679459319173343,75.53813316533443,100.0
41,35.76491577066189,23.02396186715901,88.55294484411334,100.0
42,50.53331592306993,36.20365422145081,89.18423599646455,100.0
43,14.949703668072315,9.143209679775696,80.76947720894992,100.0
44,36.70424383566747,27.470849076119574,60.832004316963015,100.0
45,27.010570808201216,16.26423099821201,86.12370531078773,100.0
46,20.497480560327933,13.068829161301823,93.10329285024835,100.0
47,38.735741453149416,24.049415437818705,105.36732173774428,100.0
48,50.91453841641084,42.79048270152542,70.26643158820933,100.0
49,15.696936566747658,10.923374158530724,47.55723731801781,100.0
50,49.091570403265024,33.839908834239814,77.08437865781032,100.0
51,44.48906990005352,36.33128201940265,63.10005976459738,100.0
52,54.56512156890576,43.226485654558886,57.48662997378516,100.0
53,22.5680212870541,9.634562094936685,81.34870705647218,100.0
54,24.72900451389061,15.753099068987597,67.57542777785409,100.0
55,26.9856443594209,12.545783453091069,92.05808875040728,100.0
56,20.95235305069275,17.463835362717926,71.8494569393408,100.0
57,56.76629573453048,39.75997100360044,74.32377783680327,100.0
58,31.32856943842927,22.08167524529467,75.12174492537072,100.0
59,17.663534996414946,12.19206558724841,81.9478163349048,100.0
60,60.11207353616757,39.57383195678208,82.55404775304652,100.0
61,29.17856213638787,22.95333473957684,63.09533065717372,100.0
62,40.11957224338809,30.6761449734801,70.0611787263428,100.0
63,51.202302914479326,36.58644598336642,75.98196091501019,100.0
64,29.156967944841398,20.772439652549153,78.94088928439568,100.0
65,46.31193416120958,40.01068963989836,60.27687022623175,100.0
66,52.18325820023851,40.42230274567947,67.24270269463479,100.0
67,46.20288637945045,39.83648509802144,69.87324663713301,100.0
68,17.709319536591593,9.259815523419583,70.4100523581445,100.0
69,25.564106909476024,14.416534343778428,68.1021627366717,100.0
70,39.480637790317786,24.130687378788792,79.76802856045015,100.0
71,21.454478734575826,11.044113507073357,75.34623130246594,100.0
72,38.09191158619918,24.908511561940475,81.57051981460806,100.0
73,44.28272061815462,32.13831274400096,75.56102777683019,100.0
74,43.762908164334156,31.569727417274898,67.41909226422221,100.0
75,16.78917780111733,12.1929337063679,76.12661048004978,100.0
76,24.894682576876704,19.8150233603585,74.50367065336921,100.0
77,36.08286440891003,23.378344699931343,45.87191987375236,100.0
78,19.798243805151742,9.31678080279005,68.77314404689889,100.0
79,35.883489682915744,24.96179672262721,66.98736418770974,100.0
80,20.709688285938146,14.214694368927479,55.44879797912397,100.0
