unit_id,CapacityRetention,AmbientHumidityBatt,CoatingThickness,do_FormationCurrent,do_set_AmbientHumidityBatt
0,-28.86373470209552,23.595557277667343,29.164606033769235,40.0,25.0
1,28.765501689666603,27.05953864473027,47.157360774029954,40.0,25.0
2,-23.057438826469586,25.898866201336098,69.26105756765365,40.0,25.0
3,-22.10240157914313,29.94622098267203,58.09827386516162,40.0,25.0
4,-24.359912156856698,23.12534959058777,55.94499605853672,40.0,25.0
5,-31.011464339056275,23.13978282280472,71.53921271307438,40.0,25.0
6,-11.956004200711872,29.739191827376533,67.43103524067936,40.0,25.0
7,25.086227655212774,24.11438203209829,52.996505918627754,40.0,25.0
8,-10.889840707134205,23.58690546946344,69.53739882507261,40.0,25.0
9,-27.257438650300976,22.00287203140043,72.87836678529544,40.0,25.0
10,-21.474866607381983,23.487357334440215,41.396004509193965,40.0,25.0
11,-4.771787534455921,24.11429001031581,32.03543272597587,40.0,25.0
12,5.217919603825966,21.466189047493664,57.94719586814521,40.0,25.0
13,-17.58946037282929,24.537634626625508,54.68970296342631,40.0,25.0
14,-5.0300992916867635,24.32045360289379,51.04829202329397,40.0,25.0
15,-20.58412775798494,22.14497829332666,43.42368386035015,40.0,25.0
16,-15.48026338049851,28.103640442336857,55.406113367122124,40.0,25.0
17,-9.596626519745653,29.424407063287436,41.66890378539138,40.0,25.0
18,-16.478470623878618,29.09529518647654,47.72272176467789,40.0,25.0
19,-11.383423205982224,26.479562418486204,46.7970613799071,40.0,25.0
20,-8.138678864515395,25.88104597473961,61.699096412028354,40.0,25.0
21,-11.805582964338052,26.038411618253736,60.22083825088113,40.0,25.0
22,-19.07064051569103,25.815535066096977,55.13523455189183,40.0,25.0
23,22.947058970608957,25.909450156353508,52.567323700583614,40.0,25.0
24,-2.79685223427374,27.023743303730736,47.444567759900174,40.0,25.0
25,-7.470677494697485,23.86511016312425,77.22260288710324,40.0,25.0
26,-10.229683904504157,29.167235367029086,25.170214124642477,40.0,25.0
27,-8.526588963417844,27.7615117864651,59.08685889778824,40.0,25.0
28,-15.746821749212856,26.596998520290374,69.27748646274884,40.0,25.0
29,-0.5773628626910472,23.86738484091055,36.16051188062831,40.0,25.0
30,4.940220045073942,23.455972554640887,46.34297906311799,40.0,25.0
31,4.094336735351803,24.732838008993816,47.5289053924015,40.0,25.0
32,-4.334956761205419,21.86281193509849,67.66015721396323,40.0,25.0
33,-19.669040125566653,30.160794974751152,51.15704376927308,40.0,25.0
34,-22.647896195985563,27.43117842548361,22.338201601850365,40.0,25.0
35,1.2399593440453107,23.864224410226768,39.136227151695444,40.0,25.0
36,-1.6053637118271513,24.26444247542905,47.97091437772608,40.0,25.0
37,-12.911999933365092,27.051118922540724,34.44361745083234,40.0,25.0
38,-1.9208271031414468,28.512269145837966,49.27208630256727,40.0,25.0
39,-6.3481829632006015,21.18970767586071,33.82079284655785,40.0,25.0
40,-9.354464894384758,27.371446767027788,58.804417436159795,40.0,25.0
41,-5.196106485006866,25.45664975096614,28.627837894590755,40.0,25.0
42,-6.560729819925577,28.427398811827636,45.71841481419313,40.0,25.0
43,-21.968689001110373,22.122189697596635,49.217144180117316,40.0,25.0
44,-7.683047500001114,26.416273449564432,22.860531801432376,40.0,25.0
45,-8.84638631138974,29.691002907459396,65.63332513413972,40.0,25.0
46,-8.062694344839603,25.273687139835246,60.34170128982078,40.0,25.0
47,-14.139353098712343,21.570515331066694,52.12354817243428,40.0,25.0
48,-9.425502130759748,20.609863280753167,37.214121556729005,40.0,25.0
49,0.44331897578532,27.863319875691847,43.23061997474489,40.0,25.0
50,-5.495319981844917,28.775902573404323,40.765666914362434,40.0,25.0
51,4.752980520675743,23.778988539071438,21.625081729485643,40.0,25.0
52,-16.7210637597415,21.581557420502847,49.07286480713636,40.0,25.0
53,-1.1585853157628583,26.820159341161744,53.252448587337945,40.0,25.0
54,-14.28516840132347,24.247197064436428,54.91034065206264,40.0,25.0
55,-18.64147125338804,23.87707011235215,27.07797367091337,40.0,25.0
56,-28.728779545084823,27.07392361717251,34.76831538423861,40.0,25.0
57,-26.55779748749379,26.6033988111434,67.96627680641261,40.0,25.0
58,-18.553839379097774,27.08531576762612,47.26270712878422,40.0,25.0
59,-4.952136595505704,23.030826894747825,49.95090225989491,40.0,25.0
60,-15.979132913395686,20.103143014631907,69.80188206386377,40.0,25.0
61,-2.1905454962016933,25.955169179148495,54.642524962626155,40.0,25.0
62,4.401802804634228,25.727198165841596,41.44074477605359,40.0,25.0
63,-4.856967298209104,20.42544433423027,42.01261754155195,40.0,25.0
64,-14.652182201821256,23.31445476705003,54.35889296644964,40.0,25.0
65,-20.66368044118716,25.301087446816435,50.76477900470654,40.0,25.0
66,-12.483573569993682,29.020241933472406,32.083519642873064,40.0,25.0
67,-7.718129074695103,27.641931989011876,71.6268387754768,40.0,25.0
68,-24.863284162285566,23.55946683340004,60.517410327529824,40.0,25.0
69,-36.41493423592219,27.569442914984336,37.30946881719243,40.0,25.0
70,-13.141160933392172,24.658688392849214,34.86512409522396,40.0,25.0
71,-19.629657974541036,26.366943640895663,58.50831983076461,40.0,25.0
72,-20.126030928962287,30.089548985481162,27.684727620522413,40.0,25.0
73,-9.81096772286865,27.356809218595714,60.23529740969239,40.0,25.0
74,-13.819679717088738,25.867053943301357,67.45982732988848,40.0,25.0
75,10.533025705067272,28.151607982928464,51.30850586325282,40.0,25.0
76,-11.650469008174193,27.77413669897457,76.60699460628834,40.0,25.0
77,-9.384512931686436,22.01346172613071,56.37043244371542,40.0,25.0
78,-22.447671544859197,20.580657989845125,54.489088026141644,40.0,25.0
79,25.87981615020034,26.65453298340907,55.78028852684373,40.0,25.0
80,-18.577261287481512,26.3239304292255,34.133424434235515,40.0,25.0
81,-13.036935559479033,26.554425731651506,41.468342149160584,40.0,25.0
82,-15.469606850522013,18.43700625294174,46.387215773163405,40.0,25.0
83,-12.910352805356323,22.27860372471119,40.8881380393299,40.0,25.0
84,-0.19713472796466874,27.23505058497657,42.69341808663374,40.0,25.0
85,-10.061847628291162,29.103294434195135,48.138796765953714,40.0,25.0
86,18.3494906923287,24.943518219266092,46.38321530404549,40.0,25.0
87,30.44531966991512,17.054700081048203,52.027452431800754,40.0,25.0
88,-16.185535589485536,31.701421456362226,46.3086663949874,40.0,25.0
89,-1.0759023365618843,23.129130517566708,76.05720661967561,40.0,25.0
90,-1.0230049859747568,29.851665279252426,47.81402176259671,40.0,25.0
91,10.626159938344333,27.406225949821753,58.51128689458847,40.0,25.0
92,-1.7693291785220668,31.024412571110524,32.804506621319305,40.0,25.0
93,-13.273045240799469,28.23839640500357,39.97149651313077,40.0,25.0
94,10.352573047598606,19.725084456361564,46.700568484187094,40.0,25.0
95,-16.786322919309924,28.113417972605184,34.73407062030985,40.0,25.0
96,-7.693826227538942,23.19156788120105,51.42569911158934,40.0,25.0
97,-14.285619385850136,22.242964246689397,54.68305921244861,40.0,25.0
98,4.561519984798396,29.73605030970449,59.44343902750245,40.0,25.0
99,-7.723446729533247,22.849222784373868,35.909330375455085,40.0,25.0
100,-6.723050520837156,24.891230796859027,57.112607637147256,40.0,25.0
101,-10.096978494569935,23.686459206311067,55.771733074669,40.0,25.0
102,-12.045793738985763,28.08585496181493,28.832839819824912,40.0,25.0
103,-29.852817126648638,23.207202037728564,51.587675220837,40.0,25.0
104,-7.005200503801071,29.112443312639893,66.76905437290215,40.0,25.0
105,6.724419976242708,23.58190176945226,38.9801306648432,40.0,25.0
106,7.368681976597003,24.20030403706014,60.56864755945191,40.0,25.0
107,13.38296331701246,24.29463582615115,57.86484440360058,40.0,25.0
108,-23.057112646323393,24.970960525562063,52.75147795944525,40.0,25.0
109,4.818022190271444,25.97768968108623,40.992226954561694,40.0,25.0
110,-11.42966534936908,27.16002668323499,52.62672539196226,40.0,25.0
111,0.7258952230810682,25.618003474841853,69.28187927776969,40.0,25.0
112,-20.268864747784306,22.859271283906565,50.83061265298059,40.0,25.0
113,-19.227300885912314,25.60511183682356,29.562751656626304,40.0,25.0
114,-9.828569527642768,32.15453675157364,39.6695644596557,40.0,25.0
115,-0.46549876405432233,29.864888063115448,56.260380280605425,40.0,25.0
116,-5.0142382719289635,24.0990649076805,50.4119568531712,40.0,25.0
117,-0.9370811345545493,26.185803248724614,53.2345785392179,40.0,25.0
118,-15.005354154276766,24.456975954946333,31.096244258856395,40.0,25.0
119,-17.383151080784987,31.30905745909129,66.34526904893364,40.0,25.0
120,-7.631287658664398,26.811120614586027,75.74725864434195,40.0,25.0
121,-3.7352414985058475,26.796987524112748,36.24682059964046,40.0,25.0
122,-10.591673062171724,25.744215525532734,65.5280355480735,40.0,25.0
123,-4.312338898547268,23.093660708752083,42.68333652166463,40.0,25.0
124,-4.048657671971774,19.51102648401998,62.31192555967809,40.0,25.0
125,12.696895616773002,28.200919353815507,42.19954821458811,40.0,25.0
126,-15.526897051172657,27.213347470097634,56.450422868014876,40.0,25.0
127,-16.52596530743902,27.754449886581625,52.33659829784986,40.0,25.0
128,-8.141012765653588,20.35261921772654,53.91082067007762,40.0,25.0
129,-9.129517120509746,19.72134116512462,56.08395627712147,40.0,25.0
130,4.52573501254786,24.808444378458002,54.49619939497575,40.0,25.0
131,9.933733409436702,26.678918189450954,56.224414780349036,40.0,25.0
132,-22.550565671693544,26.093888484404708,39.03002466094457,40.0,25.0
133,-16.855842519297422,22.831005925909196,65.63813084690862,40.0,25.0
134,-20.878451292043884,27.66515189975837,40.698494566033766,40.0,25.0
135,-13.002462221787102,26.10080562257279,36.93728069286948,40.0,25.0
136,-23.110479880145053,22.365454442967238,46.17480546264707,40.0,25.0
137,-24.933101804496232,20.139073595751334,60.79509664145497,40.0,25.0
138,1.2597118274514578,24.495753092312157,50.32909273492188,40.0,25.0
139,-13.37284407844296,25.638672745532578,34.108040303158425,40.0,25.0
140,5.704301319927709,22.952874168997795,33.133321277883766,40.0,25.0
141,-4.388028209245143,26.278212232208944,43.11422233489091,40.0,25.0
142,-28.58604426432263,24.976261389658028,37.64786055646439,40.0,25.0
143,3.8130592937255727,20.951798967758766,53.51907844210277,40.0,25.0
144,-12.056087082889423,26.778696310203284,62.89000119650139,40.0,25.0
145,18.145558914826985,25.894687665195917,47.158093104753995,40.0,25.0
146,0.8231555249484763,27.74495044464381,45.16576491090356,40.0,25.0
147,-15.934344256314715,28.20885771333319,38.37834340633439,40.0,25.0
148,-2.1066036199199716,25.050259145084325,57.23318420083141,40.0,25.0
149,-22.118422753642744,21.087924507022443,56.409327517590874,40.0,25.0
150,-13.71733776923072,25.51688976785234,34.350736837592024,40.0,25.0
151,-15.587598849998535,24.085362557089468,52.2643696180297,40.0,25.0
