unit_id,CapacityRetention,AmbientHumidityBatt,CoatingThickness,FormationCurrent,do_FormationCurrent
0,2.144161548976606,48.5652773436773,46.94664414549945,30.753291385846712,35.0
1,-23.881014403270314,54.43080769961437,57.329409396319946,32.710904769143475,35.0
2,6.212855845914877,25.108433316138104,52.38588308881283,31.765313132275352,35.0
3,-8.590921725237141,50.78339584526016,59.465983334785044,28.6734970235975,35.0
4,-17.81888375874032,47.757381219053585,59.271585274443595,34.64553837997503,35.0
5,-16.236461913468766,64.13112276214221,77.05544438362065,36.72793040554836,35.0
6,-16.444626698903463,46.13861549491074,27.452685292880407,34.84187342790664,35.0
7,-9.913605864474713,25.444407741056352,25.984294930368836,36.3165602142402,35.0
8,-2.199204728238917,43.10020759291299,44.59906614589613,43.976538749903845,35.0
9,-26.07828383789249,44.640522798875104,48.955978922107974,34.72648430715477,35.0
10,-21.459820858094623,75.03058573084324,54.38336317348801,40.93309484547065,35.0
11,-10.636149265525738,47.37701135716857,59.913027885298604,33.95241307097169,35.0
12,4.831237910868419,83.15992448762091,41.53208954829319,34.052696162639116,35.0
13,-4.826328537062896,41.212761086886715,54.68881652676557,34.792081787360864,35.0
14,-0.9083862362025066,53.653901105991864,28.94853910140339,39.73681588073292,35.0
15,14.088266666467437,35.1402575959249,51.36120216821595,32.56894202039647,35.0
16,-12.333284713879955,51.110790320949214,44.81253733898538,31.86404501297197,35.0
17,-16.941408628385282,64.25813966096983,58.28502436616313,33.861008482435565,35.0
18,-0.5356821642642577,53.502610709531936,47.26530528300804,34.180053394175,35.0
19,-3.9296648104444243,65.86623926374658,19.177090291430083,39.291011244710575,35.0
20,30.46541828293789,24.791746826495544,62.92230299064362,37.09029246446198,35.0
21,-29.69988457503023,29.30775551289216,63.90713668645306,29.50064113272482,35.0
22,17.86100980641288,51.010300449813016,64.73836797989614,35.053158815029356,35.0
23,-7.7191040173907455,47.974013360386536,41.46435524860386,37.46618343724991,35.0
24,18.711194157893217,36.07351815709866,56.40312497359966,36.35015153298344,35.0
25,-1.3140442579538711,42.821644931337424,45.962604491111044,38.770683819655275,35.0
26,-3.6374033801391628,37.83097773438361,61.43356416080536,35.05280276597185,35.0
27,-19.058625832335586,59.656192934878824,41.74765327160429,33.46325018422298,35.0
28,-7.894367930947601,66.12439855730453,22.587562733516208,38.00793347054155,35.0
29,-13.120207335765219,78.0157568738408,45.25461666971609,33.616960508339716,35.0
30,-8.880718122177429,60.428075984506755,58.18961325634492,41.85908205717403,35.0
31,-17.338890490355347,56.49785669908241,59.50834097478336,35.61175763539764,35.0
32,-12.425788324018287,62.462858184821414,67.27651183484645,35.05993292020808,35.0
33,-9.697750057769525,35.03526322108406,40.395062918228135,39.98017461640523,35.0
34,-10.858481234079665,79.12808266614415,26.94356662973362,38.87387835104123,35.0
35,2.327369917474563,59.21339565064578,29.212711439976083,34.908675784397595,35.0
36,0.07708455048876495,53.780613733607034,56.21765234845059,37.32448939884529,35.0
37,12.735665776193375,66.14547920834718,43.40920860968381,35.24297109916779,35.0
38,-15.237779953506275,81.4742307780785,53.71522234293126,36.260646278656885,35.0
39,-0.5896836067927689,73.36126697080108,36.75531545344316,37.75561191637068,35.0
40,-19.844588499237222,62.50015641994107,55.140593200860195,34.48205870700657,35.0
41,0.29310090712632597,55.63466159560231,55.139900085569856,33.38640468151618,35.0
42,-16.59187199207851,41.34100295655915,53.57335730212619,35.34999151895244,35.0
43,1.5327136002728912,51.050599243505346,33.009217300992624,36.42960294358081,35.0
44,1.5266791585614956,30.152289572977168,45.23529156891475,29.654950623015072,35.0
45,-6.686265366465607,61.838287616199814,45.59442574885786,33.68480592728369,35.0
46,8.823676057952177,54.45038463479231,20.06904607039059,33.084408433530825,35.0
47,-1.6378730090699407,31.60000085664172,53.1053387417012,30.613176961852343,35.0
48,-15.455799435750468,58.0129437433944,32.9826090324773,35.39693963651531,35.0
49,-15.344112290411859,57.2435462141669,52.56236586348259,28.943508617084913,35.0
50,-7.649150723477787,58.077680837233274,60.637581973295326,34.67819281503732,35.0
51,-14.396745169898125,55.2052982384182,62.014695969684304,31.884880670537868,35.0
52,-10.545993219256216,49.817361226788506,67.62167235588171,38.57446738767893,35.0
53,-19.41370794782696,61.396979701024634,45.70374810742509,33.67197327461669,35.0
54,-10.38370964867585,39.70812942676955,55.713582994779344,27.954730507320782,35.0
55,-4.168961336786406,65.20452142481767,53.29465054582924,40.188421013432205,35.0
56,-2.374178169180321,43.34815108793204,35.411536544231744,32.37417765244357,35.0
57,-16.137473963224785,53.22990592862952,49.1284823599387,38.966101678959475,35.0
58,-10.835229445149015,45.95979625774349,43.074808164161645,37.06423023753285,35.0
59,0.0635784702559512,64.00276906417187,55.13772363193364,31.523461619674745,35.0
60,-12.30604322571659,75.46480538093982,46.838500960768755,33.01311517329173,35.0
61,-14.804465021815854,51.16342414493751,57.7008987869417,37.43289459022046,35.0
62,-6.064920778819079,38.443685334605476,69.6827493358326,35.604163724822335,35.0
63,-3.575328904421391,20.20092807593166,64.24146578986151,36.85246506415916,35.0
64,16.442413348186378,39.01893586550742,36.73231484079243,36.12414601149926,35.0
65,7.80086972276499,67.2084149193061,59.779399819854,33.839799106976734,35.0
66,-5.192815543642798,75.48261419428326,39.165063288843115,38.7628317781306,35.0
67,-2.827410534370155,60.037749603330255,46.2914250501634,35.75024480947183,35.0
68,-12.963830823132602,50.2019412720607,56.42579783488374,34.80898177024268,35.0
69,-7.379155707113199,48.259450337709644,59.273526225617054,36.54656995049291,35.0
70,-7.213102146117661,57.46015639990142,69.66091157729926,30.348201377109326,35.0
71,-6.420101233900025,38.53393240406075,49.514787429829404,33.40870012393883,35.0
72,-18.810452681970446,44.38237209956587,67.31857803800477,37.56256065698725,35.0
73,-22.9520184278855,60.465403938690315,58.71492891393096,36.227086360618635,35.0
74,-4.909704942423974,52.69316868308851,78.2959553449224,32.51773028361944,35.0
75,-12.406709463828786,61.737812845628596,39.68577474465086,38.703267503637306,35.0
76,-11.073420004932236,51.41100715718061,61.74123043877442,44.474814526829825,35.0
77,-37.50458725771859,67.15471461696333,44.56305160341391,30.690353869221617,35.0
78,9.475255301970707,57.34302455239819,36.418078425439894,32.39866245725364,35.0
79,16.61660222089223,59.0911758549651,62.58159662518227,31.376392813415006,35.0
80,-11.318741899371853,53.26709806849822,44.46138344103345,32.675139291892236,35.0
81,-14.076936604104606,44.50572612760881,58.19444615049904,34.13072476379951,35.0
82,-21.430702468953484,41.567301130626255,63.78536192402791,36.896063675990604,35.0
83,-18.86135027515918,53.36442248965176,27.871012911314835,39.835927224893474,35.0
84,-13.667850528686563,30.67360752116156,34.11006193256832,31.776031481803635,35.0
85,-9.83526092729432,52.52025640705474,37.626853313827034,34.755552151085055,35.0
86,-15.086327778215196,35.471491857613955,67.51887257587569,34.84344031620563,35.0
87,-14.612415256629763,61.466697772662144,43.497172896884365,31.71281744884017,35.0
88,-0.8952012282402411,50.38536226107424,50.921590682380014,36.89346229068311,35.0
89,-12.99321377324183,70.5170783880527,62.547974417599875,35.18675985122007,35.0
90,0.5655967443513195,60.50578224721758,33.094374954914464,29.659329323733317,35.0
91,-20.51901962745043,71.90264391677752,35.4562309529197,42.60480858421189,35.0
92,-7.040018887862878,58.46900530812505,49.58844930127961,35.275491118235536,35.0
93,-17.084880918301568,26.945218820603152,45.75260467536677,34.77073724883219,35.0
94,-5.401894756542951,58.00048772173114,50.883579721545885,37.83569035573539,35.0
95,-11.02873901372211,73.92069070259117,57.757703369984256,34.7069984077891,35.0
96,15.223357885532963,47.70275056544449,50.21600508224044,37.653996067478005,35.0
97,12.602423989619595,30.325395563761788,53.30432008017961,40.78899376311759,35.0
98,-21.926505865229977,53.35537246140828,62.00217101819174,36.496082884270415,35.0
99,-13.377206273729485,55.944497859597924,49.32791941532816,38.92752966315709,35.0
100,-4.747556512732575,41.314054956208494,48.258845649408826,36.96002385482546,35.0
101,5.052946414608993,49.72535597600842,44.42955136671822,36.078109280193225,35.0
102,-0.21435305346663203,37.287038789304866,31.321701587758064,38.44683795236122,35.0
103,-24.02670297953269,64.42054486405911,52.51680645606803,38.86093120922933,35.0
104,1.3446050657793953,55.853441151648084,63.747573853629106,32.140343651000656,35.0
105,16.313655870197458,37.96527664508988,57.86656155062784,30.50009690705011,35.0
106,-7.811906400272013,54.871323366652895,38.880287661386916,30.984075278506182,35.0
107,-23.092818582454534,45.313451650945005,56.90684497864253,32.398801925889984,35.0
108,0.7701226356377635,55.35683731209366,33.59361802847628,35.207377552060144,35.0
109,-13.263142494216709,47.08862336111099,57.97509878116752,35.06038257693272,35.0
110,12.579210140883728,66.65889652046518,53.87745489524622,33.59572469144875,35.0
111,-5.369391497888372,69.64708627164997,63.574300487043715,34.916572743090875,35.0
112,-14.82980778560064,47.47988992832906,50.46680729410044,39.38224043028474,35.0
113,-2.9979762115916575,40.26212367162937,54.52782078766279,30.96999271843928,35.0
114,7.118606657361005,35.460955361274166,66.55253492192416,30.260073149962956,35.0
115,-16.178065064529534,41.73488336665481,49.69621186299797,38.862203277293936,35.0
116,-17.043652520974902,52.14532625137919,28.108192010618687,38.14958212534035,35.0
117,-19.30291021960215,38.768188117289235,30.827775845354218,36.525745232490294,35.0
118,14.01352157528624,49.43914839079001,36.458393366951896,36.880736190227346,35.0
119,-12.050045978445882,70.3057029564425,37.26762130627542,34.333982200253644,35.0
120,0.4469863283195004,45.520273093565905,34.53786940847556,37.62670461364439,35.0
121,23.97232671038531,46.80449663089342,57.222977430053604,40.42581871934313,35.0
122,-11.289807103152297,63.51837083823591,58.395905935891534,31.386173263738694,35.0
123,-20.332031796073625,30.439938981876963,39.365843754728694,32.65325505599261,35.0
124,-28.498910005988783,35.287369059726814,36.184942875899125,36.730260511932165,35.0
125,-11.385056271522775,63.70241731981863,61.53189092249756,41.79763628354163,35.0
126,-17.320588229712893,38.16114809903219,42.907987388106996,35.384237122067475,35.0
127,10.732142220084363,38.30952782460018,40.72038140283844,38.19572716646013,35.0
128,-6.983081870560447,43.55663046710784,51.42609924301314,38.93766205625456,35.0
129,-27.288648928226714,61.23096700448188,49.722401487111725,36.04474992927166,35.0
