unit_id,CapacityRetention,FormationCurrent,CoatingThickness
0,10.64518717373409,13.45864181366689,62.073716881078354
1,-4.949943362993636,32.76237990817888,68.85112153092089
2,-21.75684343990032,44.80168739919621,47.49193148378386
3,3.0528509828881782,24.12334107239542,56.813663012903056
4,-26.166339274848596,60.12736719980988,59.20173223915582
5,-14.354276763830319,46.9108996020619,44.223972460357004
6,-22.582247260746875,57.448776898901656,58.60920024444774
7,-16.73935849053502,55.89697561232207,54.51137876633596
8,-27.841851320485553,56.66498699709694,38.33976281905452
9,-8.257377788777642,33.733874827304696,50.482337260957195
10,-16.58595590233365,68.16973748546138,81.94876129255064
11,-10.219612774305382,34.87538509971003,70.85761081193874
12,-6.5570988068905836,28.774257486818538,56.02667227110066
13,-0.13758383604380464,32.761830731129926,54.76559312451996
14,-2.695030130540405,29.989244822995165,55.41714834920571
15,14.937271383172938,25.345227940977686,51.9763392947609
16,-17.711433712646674,41.06065781120543,35.75432303606246
17,-14.95770535612481,42.13866426859659,38.97372761980817
18,2.245295375014236,34.87932492297591,35.94365793939956
19,-24.009565694366437,62.237230005195435,59.9304893733126
20,-17.59253857138025,43.706871859391505,41.11991081995977
21,-8.345738769887785,41.13482241454787,39.5334263145162
22,-2.5619434820814706,47.92888644735666,47.57811964036737
23,-4.645631043105158,61.896526110983764,52.26508753687577
24,-21.4430316645386,49.687260937093576,65.28303813217389
25,-2.1696130871074955,36.885026062940035,51.43891785252194
26,-3.8550294309164217,17.589777308716695,63.59954747385849
27,14.797266675200241,48.07035319970906,53.05050731614799
28,4.5365983004361246,14.684936309606028,49.257241833429205
29,-16.096969099282678,49.03629229644715,34.59873908094643
30,-26.283667109417006,58.793947529714146,31.89344150308826
31,-13.476079586837438,43.77652443481586,32.221366875787616
32,-20.20523049076544,49.788426189585316,58.655174735662946
33,-17.252718845877386,24.912037372082388,39.96431789897991
34,-38.12905242067771,44.55184471265598,62.074422812182384
35,-18.186553335614285,25.483840182068132,64.52878547726064
36,-10.354605777087983,26.229687236139284,39.61584473517322
37,-29.273705112260707,53.574452074717335,56.478598181027095
38,-19.006255398884264,37.90947359513603,42.14827639032668
39,15.272181978727936,21.50267563377429,58.85166104318755
40,6.135878442312565,28.932084724755036,63.62363568043371
41,-13.359572306829442,40.63721739745333,67.26936541184661
42,22.690354655336865,33.84648033065303,46.45238281571855
43,-18.681889079725874,32.75135315919533,41.20729005529313
44,-8.096038024172644,60.422853398038185,49.86510835709526
45,1.490660215108127,30.6628123298097,47.67557874490034
46,3.0925152949455232,29.99764762018486,72.11630844722379
47,19.542244945300414,21.724408843497105,52.018065266173004
48,-2.776867773439876,42.729538686554164,63.712463276149926
49,-8.603756655814903,54.65034165102602,57.76822354131973
50,-7.379256086359696,53.9582942461408,33.79685495149397
51,-20.48436636719042,30.041776676160143,47.13381210955616
52,10.466359971353203,30.737221015642486,57.247458419891274
53,-14.669314799943207,41.71828578317114,58.20627230851544
54,-18.851845322139447,50.217517788542565,45.081976598689586
55,-14.717845583317096,39.9383296677274,50.76493957345686
56,1.9184340553041883,69.6183146294416,58.43313540022967
57,1.816203956728645,30.54380110484835,49.08980949165571
58,10.480474616030419,19.14256569788558,40.29758776011526
59,-9.855413046148929,37.052998864852135,47.69385256956828
60,-5.162722477056517,39.809202053201055,54.963268198116374
61,-21.65758975957475,40.739958178041064,59.37768470473688
62,-12.393451939547749,41.43634443995334,49.99727188166901
63,-32.042809091183564,46.43977621587276,48.27578525829491
64,-2.789979585218478,33.42307329803505,65.02105623261271
65,-16.653327304555972,49.17361440782418,41.12175111071209
66,20.162734657825453,17.013849323068666,60.16644219755559
67,-20.380465836643918,51.97623324972894,47.32235641317782
68,-5.842973316662726,54.717351548639776,35.901994358513456
69,-1.4739906297081458,33.43035345805532,61.98515535514384
70,-18.312685648830154,42.00342144542971,55.70387423914425
71,1.196514635077408,40.03458834930888,57.18041758486177
72,-26.7954866338115,50.08470973529984,64.85522149736258
73,-19.484012584043267,63.45262277075407,72.53871434729108
74,-7.451153104064739,20.87628812177125,58.25339537312971
75,-15.376116661688627,65.45723908714328,37.11992769939147
76,25.396620337601487,8.537322281188917,61.35282304334055
77,-15.202003331036538,46.323930610062796,63.811876315599825
78,3.34411194308544,38.239841164866384,45.039563246177515
79,-4.081678874604188,37.4683826228632,49.046122573700856
80,-11.513014077414072,44.86840793286182,54.579770577830246
81,-9.12213605787377,35.62534525386095,44.94995278237491
82,-22.44565103325573,56.723629236027364,36.6911924770835
83,-16.897617676444508,41.42022080594347,64.94498299083357
84,8.23241309845806,29.244257283608782,59.0028504095619
85,-16.10423847186922,31.960010429565827,59.01955835595356
86,-18.96255812225227,40.771616928915144,44.483456002066795
87,-10.564410184760423,40.690765479526206,43.754183703707476
88,-12.082974931972402,66.26746131351565,53.863440906615004
89,-12.484078178630181,47.25255322414119,45.60526295133376
90,-8.175238480341289,46.20571904358385,52.95106410510173
91,-17.406255503851455,38.628959307391106,53.96589480921026
92,-8.221426666650517,41.26192967957,42.91565997577227
93,-23.98310457866831,37.38622310711265,57.90938873072837
94,-17.849191388850123,37.81788169433154,47.75602661132716
95,-3.7637205511422485,18.012106628428683,30.858551775416853
96,0.7784906983854893,38.34145134022273,41.32861994148028
97,-5.019323814994097,24.458873409208223,52.56920469424104
98,-12.603796525520986,50.19221928294267,54.13832732156558
99,11.973775436800588,33.87470529380089,55.810897055158435
100,-13.40798492457731,24.44580132433828,35.223755063232126
101,9.155052750350034,15.232542130750424,36.501544816471366
102,-25.28858083598748,41.00547396360584,40.86156425836755
103,-25.54683277555741,48.482790973406836,45.67363526542665
104,0.6606356989356149,43.93832704425177,49.789754020853685
105,-15.066170272075851,51.83730699019662,55.8630037461278
106,10.812336746857248,34.04691092952597,49.185308235922626
107,13.436688890333087,18.39342480215442,65.20384781846506
108,6.928928904035731,24.54656866113376,46.16757262077656
109,29.280990923657107,52.164338111763605,56.106867069057955
110,-14.679971679524078,38.60901755647933,29.907460009113656
111,6.466886249846423,43.09073350865678,21.90248980032141
112,-17.186344909443132,50.76585182134208,47.21682291074745
113,9.166720633720416,32.97386950344804,31.937968240926395
114,23.882658211204735,22.991069496356136,50.44937156424388
115,39.230181271452224,64.90622644891994,48.942740685602
116,14.305118274430217,42.06773594826403,61.05667135426561
117,-13.364066520917177,45.675397488488166,47.291885456217
118,-20.219930028709342,55.12274165758799,51.847089515883596
119,1.1910937516907798,28.805918584192046,44.65603163529227
120,11.801444582745805,14.753400524939337,40.52619737688452
121,-22.255717719392205,40.45600269612809,71.40219644219022
122,-10.837416525393712,34.64502280223742,39.150369898240605
123,0.983776984556951,25.711701952172028,61.984750987573904
124,-21.56522695510951,39.71430254534017,41.22165789695532
125,-9.46089585226383,38.632642104303486,55.04615550593323
126,-6.673854458516108,26.26038651750992,53.69978977711513
127,-0.9693901319472595,46.95497899380048,59.72664844735928
128,2.7543819132076806,42.15879108883187,54.516679689115215
129,2.485968561611007,31.695103565535558,27.40317416112491
130,24.83638503481821,20.862528101230073,80.60642296827055
131,-29.851920768135958,53.291261586222745,21.7032375676133
132,-14.927804430573435,25.085770858759812,60.96193089649021
133,-20.843111395206282,30.089312657169867,46.15841221515327
134,-15.41997154646288,43.084422264144386,52.62042188352225
135,14.461143523275831,20.013030598447063,38.61643746946859
136,12.931070358685185,24.70652491692352,75.3840009985652
137,32.74654403819894,18.259037226151918,50.15509963838886
138,-18.391488051647123,23.620148305625584,53.461114297506036
139,-1.1641294973318645,35.588619886254826,54.273275752862226
140,-8.612945603905919,33.354145035219844,66.34225682723424
141,0.7417129296780786,32.294266352015754,38.59813221774494
142,-3.135666907976918,37.776932520965225,53.05194560969855
143,-19.77530286254222,44.95117177925422,36.84724549270356
144,4.512168162025599,30.25352879903596,51.53801667044516
145,28.277189454684077,37.001578365384816,36.86462417835038
146,4.988617429744338,37.14902668199383,61.93641091174385
147,3.9815958708774,35.06392272089542,32.128955026459856
148,-13.409985561999191,36.8125861243013,39.35241774694673
149,-10.65490401416024,55.43643725272015,60.75135982931253
150,-25.77420418608604,36.35688251388949,48.52124687091927
151,-18.24601697975181,50.81754923055939,53.948850729496485
152,-12.10895042694993,39.62784746225244,61.12855781929122
153,-8.319365876563383,36.301504266441455,41.81974457618085
154,-7.191679145601342,51.536138597455704,52.86401946419199
155,-1.2860246541126896,47.7707852235611,33.42906568217444
156,-27.120803927641404,55.560823106854144,54.93024769040625
157,-16.67770376010913,49.01000152772383,28.219003004106646
158,-6.434737313324611,52.30577303835023,40.334420861575026
159,-12.104845394001677,39.63509765085914,46.26183852918063
160,4.999372640205102,32.8460045616949,51.1394134042773
161,-23.8814569787297,50.07852385711708,29.27418872698309
162,-5.091547285165505,39.23799504121038,46.65872937452782
163,-23.93577659436369,71.43519963295216,32.64552479095016
164,-16.2659487677209,52.8572711271468,27.690456859842715
165,-3.624994523242239,42.87615460775123,40.50844386308638
166,-14.988369950162422,30.077559716666915,60.79253370763567
167,-16.913579522045403,45.15012970202456,54.19329416528824
168,2.9306609926409015,24.095124131249477,55.71675894122722
