unit_id,CapacityRetention,AmbientHumidityBatt,CoatingThickness,FormationCurrent,do_FormationCurrent
0,1.2521622548134241,44.622811643809975,42.19598600047545,22.63375413254661,20.0
1,22.389235874842136,52.46757338120164,62.412884065605205,22.633368023513796,20.0
2,-10.926367924163856,53.39481223368161,57.71645557154761,18.200815460811572,20.0
3,2.6279467727265917,26.937999625038966,54.81735371735999,18.357601415993166,20.0
4,15.437855018666669,75.32127473573324,73.85147996309355,20.755128573151694,20.0
5,-2.8371107895189835,59.657962980363884,58.68236139555971,21.252049247064182,20.0
6,2.776344962443606,16.097516277857416,52.21164809152437,13.062359887649444,20.0
7,18.47028413313361,27.803024082389378,68.45041108614613,24.12401903657343,20.0
8,-8.678087478349127,64.99185787986328,70.81291364418065,24.180158860488838,20.0
9,8.819691396878714,53.8517891272656,52.01627649876233,19.93566988707609,20.0
10,0.11734564254778945,80.92228698046253,44.025170212420825,17.22149627248278,20.0
11,-2.7850195271907907,39.400505184719854,51.02022251027635,25.39233643348266,20.0
12,13.393507604145872,63.89543336499097,55.12405194149355,23.73666621588767,20.0
13,23.82858499682996,48.35729535644439,53.28327116334738,19.18580984622847,20.0
14,13.591806742587767,51.21723411452644,47.60510047804621,19.826153772023844,20.0
15,18.749093435541557,41.57102678982494,34.31579126423826,18.44458844516141,20.0
16,0.8856397256183146,61.32623124504984,59.24426941672079,20.424724977562736,20.0
17,11.35856670042811,48.186903511608705,72.63129557882736,14.899522323852354,20.0
18,2.8966918528010996,21.693928820152127,26.64718751191112,22.957901979903905,20.0
19,3.870671805574733,38.95427144221202,59.96700885860897,20.218882451597352,20.0
20,8.06444882969186,44.72346631480037,43.0759480494539,23.38319257973313,20.0
21,2.199165753624465,51.74386420576528,64.56715205653785,20.472717115267454,20.0
22,33.71993913430668,53.028424395712996,29.499062949487907,21.730276307923173,20.0
23,10.395248119151638,53.67624211488785,47.4671578214883,23.819258337504454,20.0
24,16.86007328387224,47.91684946450865,63.49121447518555,20.408554739508986,20.0
25,9.870511477707149,43.03046433961006,47.46701212126557,20.646420632475536,20.0
26,16.900087813100495,32.26912389331574,47.222178771833924,17.534808700790162,20.0
27,21.831470930403352,59.995709239665615,50.72243337152041,20.471100842811353,20.0
28,8.079083526745858,78.00136326861205,56.070989472594945,16.978504143421752,20.0
29,-7.228431328355723,52.25763395676028,51.240992845647945,18.14987064965882,20.0
30,-7.8465763938128354,31.74963190718837,33.88878886189089,15.918546138208418,20.0
31,7.869813402147328,40.2624938647812,69.26696090632525,21.74536082341241,20.0
32,18.85081452939749,41.029412397879966,59.95444565056723,20.498200475385687,20.0
33,7.123892165392998,52.63195135016329,43.01355238373698,19.757420357976176,20.0
34,1.285007049241974,42.275185472970676,55.027596140022766,15.823303018728076,20.0
35,-2.4018224114761724,59.046588906359844,52.640271504474924,23.919522313562442,20.0
36,14.06372069775737,43.09324801449621,50.95748837126705,23.3702389307131,20.0
37,16.317188119792373,24.28637393884593,59.9062981857809,21.523886835841513,20.0
38,-2.853009915063885,27.969559423215053,67.84264634481296,23.60881536716683,20.0
39,1.2448036226701278,31.17105201851085,50.360743894396386,22.67602503658913,20.0
40,-4.043088167550725,34.39269406344168,65.88326096568024,22.50248098830192,20.0
41,0.9576874830555056,70.073143517215,18.879584243632674,18.189785289597285,20.0
42,7.77520440159042,40.585674791296945,36.65607231844295,15.412790516246119,20.0
43,12.955217743640816,34.709494522346425,55.64263979098866,23.284010673764435,20.0
44,-5.754782684159875,49.4952745367676,45.920081442003514,17.37840671912325,20.0
45,4.241343170983331,46.375003092314316,36.438642743188105,15.563870709400657,20.0
46,5.9040654782542425,68.57037417201266,58.4497388741826,20.96905752131569,20.0
47,3.678411516602986,58.3315077333063,37.899409776487765,21.329220971848375,20.0
48,1.582040912200549,23.569912138725872,49.21727308274643,26.666930029955832,20.0
49,-0.5463298548289108,36.43459341972676,36.52526977239789,14.915872580486962,20.0
50,14.02046512287475,67.64917073746508,56.03251796685621,13.141973511579238,20.0
51,-16.15143122358674,56.703018535837025,59.37340229314202,19.388927680667155,20.0
52,15.248025896632583,63.233575628416375,38.226523121763805,15.029981915923297,20.0
53,11.384736934957566,54.688975130634375,23.67837886758158,15.497108232513284,20.0
54,1.1658066219458414,53.63194013784449,39.392201089302944,19.93655363864614,20.0
55,17.81994016294331,41.70964998131622,53.69102297046579,21.73911531418895,20.0
56,0.36236256728016913,56.0362141529154,44.91951982198643,17.76135197553413,20.0
57,1.4956691490220897,66.54494577436155,59.7700455620665,20.434720795478146,20.0
58,20.475631200588534,49.09992728586621,63.37680479383069,19.207696041323896,20.0
59,14.112067457705574,58.222296899072276,47.11760420301722,20.11914266009529,20.0
60,2.6025868436873383,41.73126926738865,67.95325915107446,25.089068742331992,20.0
61,-18.702650380899502,45.716337295750705,56.28238328152409,17.735524504380415,20.0
62,24.492005667444268,41.810443707484964,52.69123267235373,19.161117926623835,20.0
63,8.175409394388964,43.05634647696688,39.23927545981496,17.457341458802446,20.0
64,5.48558997810353,54.696412998687656,48.93099832524188,24.683967735516205,20.0
65,-11.651278737005764,54.42953642010827,38.36928371691409,21.903609772532782,20.0
66,-5.152453361249709,12.310210870201935,45.94617300369053,23.007570221019414,20.0
67,21.746012551063572,40.448374523123846,53.013532115328154,25.268707980274478,20.0
68,6.058980649996684,35.811939583403756,41.54816207860909,17.34064365667759,20.0
69,16.512746160619177,59.20514802227661,73.14665020391504,22.100506639679086,20.0
70,3.975365277972675,43.76885203350495,38.6472801920424,19.15318208633423,20.0
71,-7.899144676337601,41.60853542452381,54.09048188230937,16.513831630021496,20.0
72,16.458934601066222,52.32841183932025,64.10634579159087,19.3303663588048,20.0
73,1.0608551623400615,55.08400093413356,66.29204255299275,22.73341392221713,20.0
74,17.58548708160534,50.97677308016703,65.12816194641891,19.331236860087962,20.0
75,-0.6762674661841022,52.7055651397533,64.52774846789572,23.031942492023354,20.0
76,-7.295931611468386,53.156888935248524,29.50687110527868,18.770616830488763,20.0
77,-8.672474522643647,34.097352810983544,46.725520460583134,18.570154980885768,20.0
78,9.16095133887007,45.713983369474285,42.89894926700885,15.65037154177601,20.0
79,-3.2608654834786694,46.84786836370577,48.20520596593012,19.890260399991533,20.0
80,1.1221993463367215,52.052766816115124,64.94366482138388,19.96209320303224,20.0
81,1.6522424757722565,55.368116201263355,51.96768899945066,22.255631380694066,20.0
82,13.493249688440239,51.79296284993868,46.09136012006026,22.528226952308998,20.0
83,-3.1762665037931135,68.37826633154614,37.97511551578957,21.467297114852393,20.0
84,-6.956285645287895,51.781040240649205,40.395845700494675,21.497369513600816,20.0
85,9.166074204402616,62.14089697033451,54.60069903184648,19.431976463619804,20.0
86,15.179767887081017,42.14949106901999,43.21708506472768,18.87872322321151,20.0
87,5.924836878820338,46.141936384811395,22.73536173417819,21.930414056335998,20.0
88,-7.003836983117061,36.95239770057913,63.972455555798454,22.938182246149726,20.0
89,-4.01923215268072,44.8942328666442,41.032552826488796,20.519646926633072,20.0
90,-22.329811709379534,53.07732110646188,50.03959376175915,16.96395618292131,20.0
91,9.89831452094649,74.57916616150385,50.261020729171136,24.113829424331872,20.0
92,3.1639390753979075,41.97811886295468,43.11705827510793,24.013788268061123,20.0
93,10.979235727149462,31.669940465947054,52.62982552566818,18.10758234171827,20.0
94,7.441320378819241,52.45036323956716,49.218395877377716,21.564374711530853,20.0
95,27.152035085572937,43.957273521852485,46.72112890842088,18.78234136093912,20.0
96,2.744274526679088,67.99085783877797,44.46941103632864,21.5001611606404,20.0
97,7.5525828845411285,58.39806276403601,52.56763693421821,17.186270164542798,20.0
98,0.08707104568032187,51.623737629153034,68.61628134890451,19.754379529847395,20.0
99,-14.235548143466545,53.34969523517576,48.959683351806504,18.134470446575186,20.0
100,11.65723796947741,33.17796953122368,58.370091061712934,19.418301160014952,20.0
101,15.878681480342463,59.49801704195398,55.908662419367424,20.51784100340045,20.0
102,-9.61058441589158,43.18804744759381,44.6309349491051,19.016748581998467,20.0
103,15.666594776071022,37.750323064698975,75.7361300811831,20.118292084496677,20.0
104,16.246470344877537,33.2672759174859,53.146939385729844,18.42889765960568,20.0
105,5.0050885896900486,17.788335374792663,47.17484949896033,20.21923409434611,20.0
106,11.526965945548497,50.556151002108344,83.15017684371368,20.181525006810546,20.0
107,20.35419278988615,60.46449114695043,32.115667275346944,20.841318625102033,20.0
108,16.309512771881387,44.29095808505642,55.40782884070994,24.447483288763735,20.0
109,-3.0669299801134247,60.30334757788611,42.794217970867436,18.97020333899634,20.0
110,3.0473137624514415,30.094378901185546,46.00721022863017,15.698504596373112,20.0
111,-0.2873915269003735,58.490818526713724,32.590788508824424,23.10652896905209,20.0
112,-15.370451737248208,47.106186802545096,38.9835872972916,19.227444619920004,20.0
113,36.00510235218697,35.92100078037263,47.3658985705192,25.207577191579276,20.0
114,7.86261049114299,46.22981774081005,37.53266394655259,18.32100090335965,20.0
115,11.187319787995744,51.653311352532086,58.52554850708018,21.872069772596944,20.0
116,16.721885886442532,44.06688769786268,51.519232871767585,17.935138077311965,20.0
117,9.531886477854883,41.967894161392046,63.28671801747491,20.79107241970872,20.0
118,20.118571234117418,64.38836537034037,56.88659990955982,18.15034185002519,20.0
119,9.600056516254764,54.30567732067743,47.24196424910183,16.312746083487212,20.0
120,-2.6839569949225677,48.790943361064734,59.259794384672524,22.43652333465831,20.0
121,5.226317888845356,33.358993274024385,53.79382699937343,21.0286566942702,20.0
122,0.28225493526803724,39.667934355907555,49.442597150368776,19.35760342021803,20.0
123,-6.549751367043177,58.257791737208116,36.8644694954678,20.984187856801334,20.0
124,7.418181185301341,42.4967352573651,56.71882500395669,19.95726940883928,20.0
125,1.007634383350803,46.44788053432977,47.76360522603055,18.91754124794202,20.0
126,20.16581169417593,24.584721490580193,48.251962115867286,17.54679792277972,20.0
127,24.31476374825617,55.8079255546359,47.6773243675281,16.99451539310052,20.0
128,-0.21497319660640635,40.32665087365855,53.548398123653726,18.214065686126524,20.0
129,6.401896771200557,47.54747722512731,27.95891661193452,22.60932564583682,20.0
130,8.121820125660047,66.04255167021878,48.0567594834152,20.266682514044575,20.0
131,16.308240441821948,49.203093473774636,67.25236794579857,16.577794826840158,20.0
132,8.465141520169817,47.86013640805751,65.86760615559375,22.08221685384316,20.0
133,10.394453455239372,44.189985141100266,56.74634508328463,18.20265299063545,20.0
134,5.015723359340282,54.401499504906134,46.856250730718365,20.701554814243213,20.0
135,10.02774162207326,62.158365896115235,48.40886205551187,25.669152530596257,20.0
136,14.80418250110743,35.149639181064444,30.459611069894457,19.030451473132757,20.0
137,14.544254399495312,56.44607182896122,60.2377917869844,17.769853565865933,20.0
138,23.325474845103958,52.380757169277224,65.15442148040037,23.830085436207447,20.0
139,5.224441850940851,65.41487318740974,69.61856410613481,20.45505492819356,20.0
140,12.39709817941033,44.880331346672094,63.38448898670947,19.465179072236307,20.0
141,6.613740890652949,50.346265918509104,23.75651467783375,27.81064955461636,20.0
142,-4.009340355331495,46.84938148254763,57.582598795841854,19.31665602751579,20.0
143,9.51396576010432,26.46711124460796,57.630146446455726,24.215829360217967,20.0
144,-1.3191141963155282,57.794445432219206,47.46205384285225,16.27864466259226,20.0
145,10.192617077548746,58.379228378943886,65.02824635393269,22.961550311499973,20.0
146,5.5303112467132145,42.76344823694117,49.92116565499083,18.681946556079858,20.0
147,11.487637639386891,56.35230816438384,57.33450314788317,23.721676616583707,20.0
148,0.42838859670317664,46.58329857522321,38.24020646077234,17.639350053276175,20.0
149,25.430310734634265,63.89700272398308,51.73069694666287,15.551616059851057,20.0
150,1.9758861138128654,68.16537954476712,38.43607756077592,22.567999088599645,20.0
151,17.16145002831607,40.654961204248195,42.67644883260957,19.892556793150895,20.0
152,8.365454274586078,48.362613558815184,33.844511710001825,17.154180056471635,20.0
153,4.56334855332312,58.59593744988255,47.18185933628899,23.583364935319175,20.0
154,19.2082521528076,46.751374022420464,41.92573181104827,16.98903038794627,20.0
155,-8.506218476681116,34.95130850021406,42.05925079973075,17.725778837632593,20.0
156,-21.726660025140756,56.71889831814274,47.357559430823805,21.697985006335404,20.0
157,3.5684462150870564,59.153451823627734,71.38831573004637,24.58833280503049,20.0
158,6.5649062470477295,39.56156137140706,47.99330796934238,17.986137890307667,20.0
159,22.411331878669163,45.331700340019985,44.65870410445913,18.56162815362829,20.0
160,23.353017292710224,57.79049134062497,67.19927107664618,22.545491242208854,20.0
161,3.9469273592359224,75.65382266701931,45.93528133793039,21.79694859809859,20.0
162,3.9143205219212405,30.275235670511993,49.454416776439444,17.775370318402178,20.0
163,24.180177544232325,32.28397770279803,63.27243169177706,18.685443716955568,20.0
164,21.7026709126087,39.99091456415045,61.85606934079904,19.106896487267647,20.0
165,-9.312061883463027,34.21439416733218,70.78466370051038,25.8540307453648,20.0
166,-5.655711046169535,41.08612839984619,61.37300907293959,19.1344387507782,20.0
167,-2.4546150029911122,33.66720879117873,24.71584614652964,18.31235187255185,20.0
168,9.609985765073775,40.89943675402691,41.81910521819604,13.789484422128172,20.0
169,-5.080971750026421,58.81987109387555,59.626518169756395,18.45939020218399,20.0
170,26.832840880787977,48.25677008230754,63.40864007176812,18.675281155317073,20.0
171,18.484524468391864,55.28293451239224,53.573680989725105,18.320503491244157,20.0
172,6.106602394227751,45.80420282843982,49.129103695668974,18.787217386260416,20.0
173,5.996060305902314,53.99185696562955,50.470455261513436,22.860026187921328,20.0
174,8.003701418381931,35.50206213367585,38.80949903280602,21.881587934351767,20.0
175,7.5019001425875445,25.481900072189898,58.087191211789495,10.860368038525824,20.0
176,4.571460860555769,61.7555116627002,49.09241767772257,17.543695277619502,20.0
177,-7.623854716741972,71.34305150684806,44.9491380059678,15.792158023975231,20.0
178,11.704212309828584,58.16585800629481,43.612767187452356,13.981961527537887,20.0
179,24.941614191756102,47.48048569489167,48.33891313932388,17.87844079506883,20.0
180,8.83719941428896,41.19052464772387,21.27663753201453,21.797016957092115,20.0
181,2.6502711012064357,49.28271050984607,58.32249729877259,17.88637207170812,20.0
182,11.468187250672843,38.54298239945264,53.50433874007279,25.473020961480415,20.0
183,3.122399487893138,60.31598026069247,69.4315671078724,18.803048937260797,20.0
184,9.344258452944617,35.06221229737083,70.28585155873495,22.214943149880096,20.0
185,8.020826818793736,62.22680664305322,54.59522597576726,18.056586526830156,20.0
186,32.99095810660101,47.458519983994,56.41904193297627,16.180759002830733,20.0
187,-7.85486006306536,55.03158650966029,45.27966900400922,22.583131421363316,20.0
188,-5.3494350953541465,51.50644798092193,32.998552646469136,20.42148839640382,20.0
189,-6.940578199285517,80.03508895322545,56.42006705716952,19.24063326239947,20.0
190,9.627126348089458,42.78090422548473,58.561594384318475,15.559791490496721,20.0
191,7.025806561805258,42.54422598179717,51.184742398432256,21.45945786951275,20.0
192,-13.232561797559185,43.40791820758307,71.53312138452968,17.1651879786089,20.0
193,21.18387445760125,57.109983280926166,53.50038911786367,14.490168598004017,20.0
194,24.43654995565923,62.93358018892568,45.630648715340136,21.843126861961967,20.0
195,-0.4273981222284977,45.62083094843934,44.269432716537295,21.841542072347327,20.0
196,25.31803023712939,47.70101345414403,40.89452450791068,22.714576176119532,20.0
