unit_id,CapacityRetention,CoatingThickness,do_FormationCurrent
0,2.3219178731899976,49.67447697743513,25.0
1,-2.997683339596713,51.90569702309587,25.0
2,-1.3399210767611713,57.36821122686931,25.0
3,-13.12796096010375,54.79567570692275,25.0
4,-7.9157625422801035,54.014801616121765,25.0
5,4.074756281148218,43.73077030242874,25.0
6,2.8004597540014258,52.19811095127574,25.0
7,-16.585101769928105,50.68824734225911,25.0
8,29.63494324408134,40.990128120090674,25.0
9,4.139757237928568,49.38666948986295,25.0
10,-14.402571709612108,56.6649938801466,25.0
11,18.90280154969131,36.689448611525044,25.0
12,4.061668669407276,46.741953642231394,25.0
13,27.394604560763998,44.049339514881005,25.0
14,18.414813275942016,64.39809271197674,25.0
15,-21.740586727932197,64.38691083507612,25.0
16,-13.825307033161721,42.16498932852115,25.0
17,-9.378389764615935,59.90997398966214,25.0
18,0.1776859683762213,61.23602359919472,25.0
19,12.913244509413792,38.94602412915325,25.0
20,3.5468202189958076,49.75106216334673,25.0
21,-9.393153057695903,37.69674008281835,25.0
22,21.83491035712593,44.10628393698619,25.0
23,-5.347895342913116,45.20140710377744,25.0
24,4.60104880196216,59.46938348512629,25.0
25,-0.7009798851146529,44.47558031415741,25.0
26,-12.357781481801197,38.28110333698419,25.0
27,-10.89579323793308,53.18330679908464,25.0
28,7.116887141519797,57.68250926733986,25.0
29,0.8441600544418844,36.737170640730206,25.0
30,19.35168734789206,27.233426153869633,25.0
31,-1.8624300340016604,41.91250126741533,25.0
32,-1.2777976940692293,52.10355041434147,25.0
33,-2.2259095884382187,75.00355010464985,25.0
34,-4.817761982838375,49.01161276744342,25.0
35,9.649523330653391,30.85242092780295,25.0
36,-7.535916025090296,37.03062672555524,25.0
37,-8.199671774079194,54.59160666142473,25.0
38,-15.174998093488224,70.76816656593795,25.0
39,36.60104663763523,54.365123873546565,25.0
40,1.992065755807793,40.15047973589076,25.0
41,19.895986274289783,34.393767017521796,25.0
42,1.9028889238236575,53.82710596916612,25.0
43,-8.85509628004575,57.64795630738459,25.0
44,1.6217907361261004,48.493731659923284,25.0
45,7.092319029322049,42.196009222473776,25.0
46,-16.383054400144445,61.518006757790744,25.0
47,-27.472211878110027,49.35483206545914,25.0
48,9.859415611715393,64.55051493785521,25.0
49,-11.028639034174898,48.428402969393446,25.0
50,4.793688371230663,51.900122155644404,25.0
51,-4.427082470752345,48.353868721007906,25.0
52,-6.859006198858024,45.52992006906234,25.0
53,1.366448689929964,73.69973439928246,25.0
54,14.005375671595854,33.478924726929385,25.0
55,-2.55792408658453,54.817501824485085,25.0
56,14.817644299537292,46.95386680409276,25.0
57,7.629463239413534,49.396635706760804,25.0
58,2.993903432925723,57.01318572913274,25.0
59,8.504571389016343,58.528343811692295,25.0
60,5.942898773205483,39.01001150318875,25.0
61,4.246970874432765,47.45076519272295,25.0
62,-17.7401693170994,63.29186901249633,25.0
63,5.761766374572128,50.143818518389516,25.0
64,-3.1135750574164573,57.5847219709804,25.0
65,0.7019569396294032,50.93084151868055,25.0
66,0.13746201627517252,20.348525312529148,25.0
67,20.331932199723994,64.1000082902117,25.0
68,-1.178624221604378,54.25564378772767,25.0
69,6.832378107657011,37.25988581193521,25.0
70,-7.041882010644374,35.19116147898446,25.0
71,8.33077651128554,71.31891132188758,25.0
72,6.460970967877288,65.4556365796812,25.0
73,-5.68955426993891,59.55765752919493,25.0
74,5.248871780866938,36.20466828029491,25.0
