unit_id,CropYield,TissueNutrientAssay,IrrigationRate
0,-9.568559511436206,65.61166702501042,44.94523860864189
1,-10.849103991762298,38.725898880925776,51.373539241584986
2,-2.535149971383288,42.05082844147979,34.706882851901206
3,26.10227599485186,-2.5874162004466807,15.195686202699694
4,25.95432542177785,30.251846870201796,46.736529229742956
5,-15.777877926009282,48.48172472406356,57.147810480892915
6,5.739208083459319,26.353923446855994,40.07495201808861
7,-14.78083894134123,47.97881324007858,41.89554038556284
8,-18.817857985415966,49.51930421561413,31.395106100594205
9,3.336257812390456,8.44711732660329,27.91115996539666
10,-16.609558285155167,30.615379876586275,46.48838033724677
11,3.2717562908801643,29.119207655963255,42.32668270811203
12,-28.925473533756197,54.20208995398193,45.691541207264045
13,-7.671276624236153,36.89979652482934,44.91755123044151
14,-22.308274978776318,63.07759501133813,64.47614830682794
15,-2.019214687210847,41.5311710673466,46.16950993128357
16,-16.584870824212736,45.66098231978627,41.496047885204476
17,1.8303847748733437,25.97774791435957,33.521902456491
18,-8.06077897153524,26.962468664717868,28.328841921301468
19,-5.089285925938022,33.54734865004088,46.07631518487176
20,-24.822424392217123,58.649335993131636,45.0166073598352
21,5.381874693412456,44.92854516118578,29.38002160746473
22,-16.412314540339384,75.54883929951706,34.70150066787309
23,-12.061956494000082,23.781789887581162,43.505472317816384
24,-13.747780097200526,46.32752838980705,36.7919222017333
25,-8.794342920750328,71.63196121376797,48.412094619240364
26,-20.925236128157746,29.91466683893369,31.866962347371725
27,-13.763252519032651,38.02612905364333,40.36236825721441
28,-27.214532429665912,44.67553140772881,59.203015492571495
29,-15.214303955908356,54.84388827825257,29.87318025949787
30,-15.072594943117037,40.05350158086633,45.139405916836736
31,-14.620741410734977,68.32072099333558,50.600003917473366
32,-22.44575757447424,45.62907532235786,50.145207042392585
33,-19.96318949746669,53.10580392994689,39.27353814995529
34,-18.157677281293193,24.810122220934883,27.39612914228148
35,-14.041932919682353,17.3979559300123,51.09312497156929
36,-6.000379259325245,37.1504814395166,39.172745374596424
37,20.4151455784204,13.62429282516231,12.821073545607497
38,-16.143583317006836,42.001811746797536,43.55327898969088
39,-1.1422156695540404,58.86214919928544,26.544599255577523
40,-7.866387761037318,36.35405620995307,56.72735268354305
41,-16.925134724626886,33.027000000763806,59.54767347361339
42,-16.520582893824773,47.94582977062742,42.66751706624652
43,-14.246808204230597,52.53699450707848,31.658920509623275
44,9.813163416339309,42.14613657086373,19.349539218113694
45,-16.90753199077543,35.79144041949962,29.930590884465154
46,3.814507142601767,30.665739252733097,46.295168431722836
47,12.4073048101211,-6.378195911188396,37.615727358910796
48,0.7326277268369094,43.63121420516226,35.8029809720136
49,-8.959564509344426,35.2775945771682,38.219711605026944
50,-6.756438854540252,34.041962685982824,36.944696870881046
51,-9.762291524378616,43.471254745046004,45.8489686024778
52,-6.009425551700864,35.75944267988194,58.561836930717966
53,-12.628573883839458,50.381060939775224,54.6015275950421
54,-19.162363025464707,57.21160952465901,63.67370394957732
55,6.9902781484272065,49.335662053206235,45.143886728789305
56,9.943693653821052,41.56746559507992,45.42088517716591
57,-7.261384924113452,47.145683041670765,42.435034754507384
58,-32.97702543178901,49.78675734102859,52.46931559586381
59,-13.845885095635904,70.76122203642703,33.46753061246971
60,5.466550081373311,32.245345695501136,16.883938266372212
61,2.4786430688121435,31.844730881234955,36.14604643813652
62,-6.462934161184389,31.122725397620886,39.346102685097925
63,1.386583331852921,25.169234790179942,51.20696722204214
64,-6.610155764538385,47.305928024812445,29.519798650515643
65,-19.327305968283813,40.38446675412853,37.92889261352527
66,0.7838364850530846,46.98300029506296,30.951135831719487
67,-3.577952624424992,50.38515133049287,52.95190364542897
68,-20.714459925104904,75.67547337281472,51.60494781819264
69,-11.143271545797184,27.201077393776924,16.855408369784563
70,-5.436145615333575,16.875552463396044,19.397283606620285
71,-22.95829483407488,32.96971986099949,56.839206754437896
72,8.827696788975677,4.691400766261507,11.298865324483765
73,-15.385760827177482,49.72465540710828,42.37536582683443
74,4.30853860978919,43.33354853380248,32.479343307887504
75,13.443875235463606,47.08562369333831,39.316536337026044
76,-8.36876020402402,42.38202155921188,38.677418014757095
77,-12.921845817233702,33.86410529758027,47.201936977329375
78,-3.801386297627026,49.1183403207394,47.85079448856618
79,-2.617300953415757,60.27811545080948,32.422666999328825
80,-11.955186649920666,19.344249482645115,36.062389470538825
81,5.160325986962462,45.76810538347931,19.55868757550102
82,-17.976806923333427,44.66797049297732,37.86241288638953
83,3.2065534935186086,24.279213871257298,33.59674662267285
84,-1.0831424446378124,37.151366625584075,38.41520354579839
85,-11.023818681032717,61.288722738667445,46.94530254316856
86,-3.334493228073706,51.7931531450009,36.28802435610752
87,-14.770364763004583,60.86882171343945,38.68441695966447
88,13.212893358336881,5.989343930126445,22.457188259112755
89,-29.187863005553822,43.650651307234554,44.69518200623159
90,-18.099346872634133,66.16866726607168,38.59770520855729
91,-12.693977169429468,72.71729196925557,36.09551107950961
92,-12.831543053956212,39.51758574981028,24.05306130151302
93,-22.531267625315294,64.83523696657035,32.735438221964415
94,-19.737188668068644,25.569630277375175,44.23628274728461
95,-7.6963294265979165,66.71269692351628,44.45941235317864
96,-14.266431924815457,52.86800647770339,49.54963935180403
97,-8.875598839874776,68.956820058217,31.817734855288517
98,6.333236765425246,35.77353867407173,19.358403161067585
99,-9.643117718982834,53.72912767808434,37.7920624836226
100,-10.915899078903324,83.85477734245339,39.70650999010287
101,-19.3534721444367,41.128519724046534,53.955723704020095
102,27.80878946456658,3.6681450395964266,3.086012407896326
103,2.4620587999433927,55.24913458907787,32.05198125280321
104,-15.382395626468988,48.71564557118295,60.21972277961398
105,9.900020348832282,34.12200654137722,25.17461089042896
106,-24.500132584682298,59.05137702541514,44.10777247687527
107,2.272861366828178,44.03638473724225,38.54880114515832
108,-5.622182714783072,85.15083441060742,52.37901428949625
109,-21.68835690935475,52.9203361884294,53.12291292009328
110,-17.7691378830154,74.61808189332156,35.5239457453184
111,-4.011080629273852,63.06536102343254,51.80527023767094
112,-25.52813594601737,53.3135080162261,53.53500414188257
113,-15.34920436593367,47.96507919788425,40.56739643711754
114,-14.425237486425356,60.68263769736831,40.9977573959491
115,-0.8277174261256022,30.819699059806915,92.66288864543435
116,4.512110344782714,55.23563881128143,31.81886173700139
