unit_id,CropYield,TissueNutrientAssay,do_IrrigationRate
0,-0.3118132737725144,44.71398055997906,25.0
1,11.291539598044054,29.76095858722553,25.0
2,-25.832827628112923,54.8856431548441,25.0
3,-0.5431695006833368,36.3104747410787,25.0
4,30.256502302076463,10.319164779253908,25.0
5,1.682909470084562,50.41848710963575,25.0
6,1.1851678877583551,34.06217109929826,25.0
7,-3.296142271798849,20.777993801988323,25.0
8,-0.0408127566872889,42.398496335996676,25.0
9,11.41887533663964,12.98936987430423,25.0
10,12.61205503284529,24.59112883958295,25.0
11,9.719713966275545,23.251391320930242,25.0
12,10.204963756312893,0.23742924781009123,25.0
13,23.21671049711453,28.509249615103858,25.0
14,-15.315957851297213,31.625734351831507,25.0
15,5.120566434889414,40.05251333955945,25.0
16,-12.119139281921402,32.84777444145488,25.0
17,-9.65408673053751,55.95528857872151,25.0
18,-3.053914441325111,38.9174124171612,25.0
19,5.431651940089665,22.668528964024745,25.0
20,4.313263780955205,36.19923901843554,25.0
21,-18.4448556175675,49.315745780430504,25.0
22,11.678123338653018,25.263846944256187,25.0
23,11.098675132762498,31.889382162179444,25.0
24,11.999848713587124,21.81702265609286,25.0
25,14.479906222288049,27.5597498573446,25.0
26,8.379313380037402,24.077238357693357,25.0
27,4.3438693573905205,-6.534754878742106,25.0
28,-10.173587766153888,30.8816621263623,25.0
29,5.299985617773157,21.119537848375003,25.0
30,2.964638501971854,42.943197422824,25.0
31,6.876599308400187,1.1429687793213112,25.0
32,-7.232171002036823,67.21263932411462,25.0
33,2.6581721077154525,8.643486556116326,25.0
34,-19.71776843705453,42.309040736808775,25.0
35,17.676537509166014,49.413700276077336,25.0
36,-8.083394513390443,64.57426428623495,25.0
37,9.35597993598375,24.277119737728533,25.0
38,3.690631423196295,33.33011073924154,25.0
39,-1.9139090677308355,33.209647856156195,25.0
40,-13.53963419945991,54.39118756799915,25.0
41,1.0874519637923852,40.129444115252745,25.0
42,9.98430645475156,26.795485371620295,25.0
43,6.682526843576142,15.58505736885575,25.0
44,2.53724901894725,54.127669609919785,25.0
45,0.5239078196163414,34.195292853225354,25.0
46,-1.5044529166662128,47.2232039127898,25.0
47,4.048474677918208,15.320126390792232,25.0
48,11.229186523974082,23.92240168842065,25.0
49,11.60976270820004,37.99476315204379,25.0
50,6.008899531902183,20.120720859423532,25.0
51,2.9176976909568477,34.47920274979501,25.0
52,22.512255488225804,39.04283637450057,25.0
53,-19.706070282942832,69.82769826289106,25.0
54,-5.108899161105063,57.537230248390415,25.0
55,6.793897508722406,15.16560778711861,25.0
56,12.82104030855157,20.200736706472412,25.0
57,-4.683389687549946,38.03898788858747,25.0
58,-0.4267549250770326,50.17187255684175,25.0
59,-2.4382848740804395,11.465668839935965,25.0
60,3.7777557923522123,27.155751624937235,25.0
61,8.934785919785135,26.506343842644664,25.0
62,-20.959651890022595,53.04100066663018,25.0
63,5.963100143533485,57.74060668244559,25.0
64,0.5906573315691928,62.16160010169257,25.0
65,15.666601028775467,8.121036322904569,25.0
66,-1.2679131640970793,59.4691358316041,25.0
67,-0.30429435445817776,5.2016213368185085,25.0
68,-1.9792976259737305,46.922099106870405,25.0
69,-7.537600058810496,64.4709736958136,25.0
70,6.18569214692954,26.007011732579958,25.0
71,8.529336187159878,10.45962385053889,25.0
72,-2.8795133214645943,3.6851997528785283,25.0
73,4.355996237198758,35.23781884847137,25.0
74,1.925886308307466,38.18319244630311,25.0
75,6.209788395092,13.187435379062302,25.0
76,-7.660693240936717,35.571367293986214,25.0
77,-6.10761997987218,60.27563800411513,25.0
78,-14.510235322439492,61.20972833600874,25.0
79,14.276090645520611,27.491970395704527,25.0
80,18.87796939943269,21.83118501024299,25.0
81,0.5013203157459498,41.04996257334646,25.0
82,-2.1486116523775136,34.585034758917196,25.0
83,18.33830726652951,-0.780907174880296,25.0
84,-6.843806989648093,56.20208580249537,25.0
85,2.407998907537812,34.0236820573234,25.0
86,-4.233479271051751,59.78059695721606,25.0
87,3.4539091711288554,33.962788852604966,25.0
88,5.022111076302975,24.05500623186016,25.0
89,-8.320864053704492,29.051955600627583,25.0
90,3.584088760003247,40.82912583991672,25.0
91,-18.17272039170033,19.902874331849368,25.0
92,6.958937171852782,11.49506353905675,25.0
93,-18.806834035498376,53.03856338163675,25.0
94,5.241440812004795,51.62496771501759,25.0
95,-8.702004687520253,23.391821001132353,25.0
96,2.855085241173719,-0.6160449485471702,25.0
97,3.3131443892774795,57.75022205473162,25.0
98,4.892649905158378,30.206605268158228,25.0
99,-14.468777241131308,33.45836901887567,25.0
100,-7.334723629168009,60.69111943812331,25.0
101,-8.48794117499657,29.67200073102896,25.0
102,5.273772258984487,21.85212154933702,25.0
103,0.9876863986055129,40.67275685231684,25.0
104,2.278913719185664,24.266708717027715,25.0
105,13.359936409159774,32.366175460696056,25.0
106,4.782804380870773,37.24015444391562,25.0
107,-1.9201523399257399,58.8590900335573,25.0
108,0.9218456127210073,30.619071450782247,25.0
109,0.7317044035755855,50.65420211676029,25.0
110,-8.433166760275423,52.32171557424856,25.0
111,7.674288444848989,45.93632006537657,25.0
112,-7.090959273766129,38.00045628106334,25.0
113,-13.92790495560045,19.31825062467955,25.0
114,1.806854485839061,7.686866750871907,25.0
115,-7.211125659630264,42.62972081350751,25.0
116,-19.94899195487406,30.340981511486923,25.0
117,0.8813268060561399,30.150878186832497,25.0
118,-7.182481913687847,32.961198429718195,25.0
119,10.000582080313583,-4.593410656173699,25.0
120,-6.62191326360081,55.43480225709965,25.0
121,-12.639174193706793,11.960159283865135,25.0
122,-3.902905089248267,70.76216363745064,25.0
123,-7.702632644552516,34.52327444775118,25.0
124,-8.693062993531795,35.33807424315427,25.0
125,-14.414039662096906,42.922384955270424,25.0
126,22.01692324937969,12.986808061339751,25.0
127,-16.82396001825559,51.603688973514004,25.0
128,-11.129576031872075,54.92115121065433,25.0
129,-1.0115895778461583,46.2056211668661,25.0
130,-10.509739070034541,47.532528216588965,25.0
131,17.744378171251103,30.788936653133753,25.0
132,-8.121878761772594,26.657496061215053,25.0
133,-1.9320228314671004,45.480979748688995,25.0
134,-9.27255364954307,57.195115912415545,25.0
135,0.4395799272290109,15.90051639156692,25.0
136,10.373979885263196,51.91262230868139,25.0
137,0.5356128018141249,13.357231765907418,25.0
138,5.118839369350015,33.58937489629289,25.0
139,-15.025252627435542,39.644355528112676,25.0
140,-9.98544546996261,29.32806940092829,25.0
141,-3.352972177263023,49.77806783126033,25.0
142,26.48178732804507,22.54035288727237,25.0
143,-3.6830066974034894,22.860657596335773,25.0
144,-16.57569775329314,67.08347611827857,25.0
145,-0.6673223531667303,54.98673229748776,25.0
146,-3.9376548316375777,35.43188171450031,25.0
147,27.340756002803193,45.28479442357976,25.0
148,15.616435787812575,42.21547037829455,25.0
149,20.531480892567142,18.427954733495014,25.0
150,0.008602416751612996,18.100907596571147,25.0
151,1.298529479085504,21.295998637754273,25.0
152,-11.791196444562022,38.03515742509622,25.0
153,-3.4840595595112496,36.552474465297756,25.0
154,10.85080499550957,23.575630732374286,25.0
155,1.5780649891798557,13.236579847597866,25.0
156,-1.990974281104215,45.09441482299294,25.0
157,-5.129935751185495,23.904652973547755,25.0
158,-9.905869912486823,31.749669226239362,25.0
159,4.269545691771243,51.08497964523313,25.0
160,14.380660200191581,23.96392061178296,25.0
161,-12.277717793815729,37.464318395888476,25.0
162,-3.00977844502039,59.3334262921392,25.0
163,13.586885036703539,37.10938097919018,25.0
164,-16.510446504710153,53.208041120777175,25.0
165,-1.5881751430124336,23.200698548284045,25.0
166,7.9242934079711835,30.993411874367336,25.0
167,-16.5931957827263,15.559210017953443,25.0
168,3.1080900165968273,31.513354680296104,25.0
169,3.8681049740649156,29.91974776208189,25.0
170,-12.62155431707038,63.439823068666996,25.0
171,1.7655007374929061,42.30362607191158,25.0
172,4.368610242533483,45.721674493408734,25.0
173,12.622735143066128,59.24691638848811,25.0
174,-11.082723179923093,52.33435529162779,25.0
175,-9.689034099655059,19.969976507311383,25.0
176,14.531025679495897,35.63717981566061,25.0
177,1.2005649292454494,27.05490777663706,25.0
178,-2.6093079097744623,58.4863018621223,25.0
179,4.096477355621436,-15.92400748931345,25.0
