unit_id,CropYield
0,-14.825003801789936
1,-6.917524928086265
2,14.433996326815016
3,1.0714489924123143
4,7.679978276596673
5,-4.681452549945875
6,-15.043219508001155
7,-11.30952362056604
8,-3.0706118875947888
9,-9.013543627907731
10,-14.670796400561219
11,-21.540225702563824
12,-15.588350266156642
13,-7.683869743179422
14,-14.752940230629719
15,-17.230074360910198
16,-17.832339932868916
17,-4.896565972805762
18,-12.642140737564088
19,6.9513810188507135
20,-5.560218694348709
21,-9.6739850919936
22,-31.026841336321453
23,-19.117577873148594
24,13.318378080584864
25,-1.981653189917604
26,-29.437737778311035
27,-8.217346220927947
28,-7.241897275863062
29,8.679134453158698
30,-14.90430800264684
31,-19.643612650055
32,-6.663893846066233
33,-26.77488169596699
34,-6.600730140407409
35,17.303304821877482
36,-10.9711536481885
37,-24.175080227383845
38,-1.4224860354576534
39,-19.854782574080527
40,-11.256468938047238
41,-19.859701484830726
42,-7.4999465215754935
43,-5.096391735663338
44,-9.191192260008462
45,-7.979069977192308
46,-16.178255356255487
47,-18.025134794846988
48,-13.824890371849197
49,-11.902233852239036
50,-10.64360506296239
51,-7.083983300361389
52,-9.921920855666063
53,-19.71690317494439
54,-8.482393555958865
55,-3.5029447289523197
56,-12.685834831596658
57,-6.68108227931574
58,-1.182727645468244
59,20.992028563064782
60,-13.528450177086757
61,0.5304186506154727
62,-29.714366128747304
63,-7.173722016832901
64,-0.9497546240640227
65,-3.8655869252390263
66,-1.5570714134299404
67,-9.507265412164532
68,-25.989521908580624
69,-10.189892134432288
70,4.199160357747255
71,-1.5685534830603602
72,-12.865558362576667
73,-4.846233770130418
74,2.069442489773937
75,-16.42340424072194
76,-6.7852755897545425
77,7.64639422893285
78,-0.5442541243483383
79,-13.689639920281884
80,-27.335663023124223
81,-3.7142110972910958
82,-9.054851387521172
83,-38.35793539434074
84,-3.7310317122580403
85,-12.63051381515279
86,-18.085156125922303
87,-15.471608447016685
88,-11.52497306769704
89,-16.53551913927984
90,-17.62982061144179
91,-22.360979645925287
92,7.103417037116337
93,-14.317144074886864
94,-14.127062315170237
95,-25.003448981967722
96,11.019902407505953
97,-16.21052941412389
98,-24.4494808323811
99,-19.61369034837988
100,-1.6349022902421049
101,6.769355643137631
102,3.750949483464735
103,-11.345281042475232
104,-16.58597102441248
105,-7.634922508332725
106,-19.860507331895505
107,-14.53535889179551
108,-21.571937256903457
109,-21.558053220387126
110,-10.362732430397186
111,-26.171842446314308
112,-24.668689996460774
113,-15.261158377402957
114,8.688770942411429
115,-10.434870796483583
116,9.339977337887088
117,18.51633852919874
118,-2.0367611739644453
119,-14.579156186367847
120,-4.8218855154502
121,-11.832154772530046
122,-13.522581100357328
123,0.5785317732182227
124,-14.657313326936963
125,-8.662659641070292
126,-12.592736449560396
127,9.122355415075276
128,-7.786159241411477
129,-23.98167955254382
130,-0.2564392885195659
131,14.650910008169104
132,-30.28099900805958
133,-19.528644040042785
134,-13.652695939622493
135,-8.292772461972055
136,-18.791258292529445
137,-32.5615635573689
138,-2.6705209293459715
139,-7.880877903814552
140,-11.717550709475884
141,-12.413860123965044
142,-20.346272950095646
143,-0.21926631882419045
144,-17.531739487222225
145,-0.9169831056894742
146,-25.12925817451116
147,0.4629202531504233
148,4.746834562562735
149,-4.639167855587749
150,-5.906383221785437
151,-15.570820009212389
152,-21.867394939522924
153,-6.129428927354013
154,-17.887379260796877
155,-10.90044461196111
156,2.584239180658604
157,-11.998457199571764
158,-21.24792333806267
159,-2.3144287151850236
160,-8.20418681869058
161,-3.705768905702719
162,-4.809649776095118
163,-6.0179539671218025
164,0.06661212680168838
165,-13.81520579958831
166,-8.818709844681171
167,-13.760736744986001
168,-26.236707724108204
169,2.4735715380455714
170,-24.415698686410025
171,5.722125711782289
172,3.030982497238751
173,-7.82823695652683
174,-30.64402295344504
175,-10.300114302440758
176,-17.056243267687428
177,-16.395224227767397
178,-17.50995528393971
179,6.5625503780437775
180,-16.211848720303593
181,-8.003480757115227
182,-4.650260992420872
183,2.5218907190140634
184,2.581156857861929
185,3.3134677597359263
186,-12.462713525751516
187,-8.288021272583034
188,-12.086796425419013
189,-1.0445017523530318
190,-8.168455341884234
191,-9.267335671987373
192,10.027016717958396
193,1.8288525642311848
194,-10.007186181289358
195,4.499944258336239
196,-1.469119277220138
197,-17.267830466725126
198,-13.285149255953698
199,-15.090494602969358
200,0.30658693970710077
201,-2.85300946852085
202,-23.045965060864788
203,-15.225171297696678
204,-2.3298950348481613
205,-18.125165222985224
206,21.581022308459875
207,-21.0368300713152
208,-6.530303195888032
209,-2.6346577274471077
210,-3.933281615080702
211,-7.89452015703333
212,5.44471129704857
213,-14.87642498404211
214,-16.804672071980583
215,-7.180048439889845
216,-19.741444293565458
217,-13.140591780069068
218,-26.69157978897438
219,-9.498245514214691
220,-27.136763442345806
221,12.006149489561595
222,-9.137654013412154
223,-24.578703588315488
224,-10.19046034925091
225,-10.770611941956464
226,-0.031792468653011774
227,-21.09216225317102
228,-1.4359675284239808
229,-7.787044833179369
230,-24.78386548169031
231,8.744546573810894
232,-22.800764843733106
233,-12.120463769500832
234,-5.158843459691386
235,-11.567816457686886
236,-17.47725216960601
237,-2.4973836672320733
238,1.0743716294069514
239,-8.62644063997685
240,7.688812655483854
241,-21.704783539135143
242,-5.770836340073541
243,12.29947371293126
244,1.3495759540701595
245,-21.855098519927115
246,-23.415036042347868
247,3.537561442180206
248,9.291116617673866
249,-11.561833836408312
250,-5.323250613065278
251,-9.549948111404724
252,15.25588762765651
253,-6.90647277806081
254,-0.5618294930237049
255,-0.5353101529611299
256,-8.360041612039378
257,-15.65090484017434
258,-12.462337000162737
259,-0.7875086825870583
260,-15.566974406222693
261,-14.760608068726267
262,-12.550576790028968
263,-24.555411476757065
264,-0.5042142555579119
265,-30.23845572670693
266,-14.40681891214397
267,19.81438417581544
268,20.369737316479736
269,-12.813473902757806
270,-16.804303412871757
271,-7.974994279222594
272,-14.421642424479833
273,-19.92168023680095
274,-0.39763448172037474
275,-14.962375406849818
276,-27.688613885045715
277,-11.413352206098727
278,-4.4493423059712205
279,-15.796152565842092
280,-17.28902020724972
281,-10.954241140117801
282,-10.272746685611803
283,2.25628050809824
