unit_id,IrrigationRate,TissueNutrientAssay,CropYield
0,33.696256497223814,67.94687229963071,-22.779666115596928
1,36.595260356268476,45.59175575234691,-11.077812021916335
2,52.65620415953487,53.55966252799863,-7.036449554817183
3,31.7163034599445,52.17713604499504,-6.858219188077696
4,34.355213620549854,14.225530677759949,-13.762231459683019
5,35.354367911861125,61.852830065252704,-17.61892289081757
6,22.00115891383769,45.439452839975,1.0808034910297617
7,44.44086367496649,55.34172014237381,-19.04236001104607
8,54.234504009230506,31.316183903263745,-17.991885378610153
9,49.307896131402444,30.955242387468942,1.5059594870948967
10,37.21940739194324,16.017386166402787,1.709103999974948
11,69.8313525714005,57.39357078281534,-8.545319601290124
12,47.996729053190265,49.31465945192559,-12.615299658737445
13,60.12153315165972,43.54478392712078,-0.8750005005669497
14,44.43050973094607,47.19956941375798,-13.628426009555465
15,21.983852998153317,36.42004148542307,4.1763679939894605
16,41.39341627001188,52.32776262761191,4.813841638021492
17,40.68576096726237,59.52325759156836,-2.299854951189311
18,41.28155706532832,50.46372852304793,-18.52080154617337
19,55.23379726986456,62.38754853386683,-21.88514756309485
20,62.82180265150936,44.43328418016755,-21.689805466944016
21,25.361677697619754,67.62486769367099,-4.610964239146884
22,31.314411750885384,33.46792319817022,4.786320853418607
23,31.56925784084632,35.78014584749339,3.8158955382627693
24,24.205424902557887,52.90107420346223,9.792212819187101
25,45.7348730692779,65.82349843532153,-16.231755005114483
26,47.8721082558675,20.36602617983307,-20.3526203167331
27,46.95530296854355,48.73054303188423,-13.94697318035925
28,31.871219402004137,19.21022368039162,1.4451369800227747
29,32.074093570151085,60.06739036108234,-20.74097969115735
30,36.27521892319975,57.053691915147894,3.0212911165732717
31,44.92697113395995,42.663739598575745,-10.449310048020827
32,61.87281952137247,52.84521287807048,-11.295082076639622
33,31.179729643870466,42.595887633704876,-1.402106365249944
34,40.973323701198986,4.580955250296888,-7.345331668569402
35,37.4726897726736,38.29697856620031,-3.1904357938270422
36,28.52643020881112,43.845568790606215,9.18105861169601
37,69.20520556561402,37.66104293446888,-4.401719559027962
38,39.121888630207124,31.184662933139457,-1.8617660473184778
39,42.7506967807582,51.98647683538659,-26.030303344991882
40,50.26826503891962,59.429332540014464,-13.769664321913957
41,51.990370373004424,62.48974993010384,-9.763749123925633
42,33.66175105866577,34.62231514966315,-13.42036251978887
43,39.49415834237949,49.016985567336214,-7.2359702493049145
44,44.03681589790104,46.64188897559068,-32.59655787453708
45,28.113850726690245,-1.9605614847641384,20.82321541411483
46,34.895867602933315,56.88256581644298,-0.9015778748042793
47,42.74114083963258,30.999672976258605,-1.667481626201747
48,52.4674218595405,48.16864512483936,-0.3134142020255908
49,43.92060404060625,23.15216404558395,11.294989752412437
50,33.22895123216012,34.16574429747776,-9.392192290952469
51,43.33155375228742,73.84032191432539,-16.99627204293486
52,37.021417396280064,41.462587700641464,-11.416182066228798
53,22.472986469507426,47.744408027716155,-4.961489997796317
54,76.0790199920304,46.50391410193245,-17.23125055806008
55,16.10237792901491,17.28095377819365,6.576995964891232
56,23.878494312351606,38.83730886214153,-15.66356084498732
57,20.822372465386863,61.13317462777615,-0.5789142309101587
58,39.4086716042947,80.21028346255468,-14.066443596051919
59,36.031984613819645,54.847909073233936,-5.942682955074925
60,38.83771502743873,34.967814646537526,-15.75837579035638
61,50.381102397174416,43.9935155626099,-21.41919079542374
62,57.08226783413066,58.13893965309481,-20.546329716149838
63,41.56652652556678,30.5794819282761,-7.94184137976264
64,40.23305835015062,28.321783656912977,-17.31141792507083
65,42.63054220929422,59.83328106155616,-25.54060257356422
66,38.25159175163105,55.000071296732685,-24.833879030969293
67,30.479755126602885,39.27770869413454,-10.670489852104957
68,35.22086261507684,34.25520572400232,-26.44543814222973
69,68.39141905963015,46.30720133305587,-20.850308081231827
70,23.696047580316684,54.591813987610976,-1.9709986709421452
71,58.92499942388329,53.736123135181224,-11.430738240547523
72,56.170420996465744,65.72704941798318,-20.131168001574604
73,33.37539322961838,47.87762847306067,-6.949477551339451
74,47.75974854084864,64.44310804761218,-12.381584958967526
75,25.88979100880504,-0.8342263369537797,-2.709016651644774
76,26.975931105467666,41.80217465513027,1.2945421136000181
77,57.47388381339063,33.871596457805595,-32.68591535402792
78,27.257199319950153,52.86052849572058,-10.555218084242982
79,50.02089789217034,73.44078975260791,-11.548135346035297
80,39.22782970262025,25.859004188302276,-12.472982645904146
81,42.28932944277828,42.68289188197011,-15.00608662995294
82,43.36678423036736,33.461277295790524,-0.10604730239772236
83,44.100392310736225,39.4100660078756,-6.919632351338536
84,26.511432868630507,36.71762883206601,1.3356679991720295
85,51.378576556237576,38.04842061946385,-10.011814815931938
86,59.97533768476141,59.8522731882747,-18.358356506263164
87,57.947822631866,58.513948221498104,-15.10384299599087
88,38.71864592188486,72.36615919211944,-11.16147822685253
89,32.866391630486625,68.76614752132602,-7.192447495940259
90,51.33440290342658,51.01724056983274,-23.784623123348528
91,14.749429537301278,20.131309045024473,-1.2974418252623887
92,13.180823269312146,31.445968577955316,-2.586176009491965
93,32.648661873256366,44.26271368803474,-12.92054567993697
94,38.77155947851749,36.53734693038904,-16.623815677667324
95,54.03928939662165,16.480888685813994,-23.152189728269356
96,50.29766985777562,49.84125609922077,-1.5473367432047849
