unit_id,EthanolYield,ViabilityStain,do_SugarFeedRate
0,43.89582580876539,9.303027661754932,0.0
1,57.873892567221795,10.001551372745093,0.0
2,48.23259959642265,8.949382163857646,0.0
3,51.55096914810589,9.584417112400534,0.0
4,64.95340085936832,10.075556431144568,0.0
5,52.0607392754974,9.083230398846673,0.0
6,54.59260389886606,8.95835579049993,0.0
7,62.963324636503415,8.056651603721544,0.0
8,62.71476287381122,8.936884767074499,0.0
9,48.669841917211166,9.722261045462108,0.0
10,31.33376077252705,9.88819148592351,0.0
11,47.822468344920054,8.754598305486486,0.0
12,57.42576773494129,9.422260772342588,0.0
13,50.312587769855554,9.776954133137574,0.0
14,48.19401100331555,10.156992200348487,0.0
15,39.04472826633959,9.83491784892014,0.0
16,50.05650770231842,8.821719417801665,0.0
17,62.61754163294289,8.620852769363632,0.0
18,29.862803479254787,8.871136804504104,0.0
19,48.40200815161325,10.3298778710323,0.0
20,40.54625052301289,9.309142112023752,0.0
21,58.926470400223806,9.251559201323818,0.0
22,34.79253989849463,10.105648584825165,0.0
23,51.67109000311334,8.805423378915856,0.0
24,57.265063398707795,10.132802543681938,0.0
25,36.959454814452585,8.978943793503422,0.0
26,45.393036435119186,9.45442576081191,0.0
27,44.54454598023271,10.076540820510777,0.0
28,51.51858403896957,8.587982351553217,0.0
29,44.406746130205455,9.53231683011152,0.0
30,29.860047396221116,9.29721758462709,0.0
31,62.45490681584471,8.61911547627259,0.0
32,47.16431014478874,8.150623416413257,0.0
33,48.54289529993641,9.460090235797017,0.0
34,50.96949114688283,9.348068646491566,0.0
35,46.773202491376026,9.149621351270131,0.0
36,45.42414339154562,9.499104425144335,0.0
37,59.12910706548365,9.707362389204558,0.0
38,57.05626443510341,9.236976082219723,0.0
39,50.16408024906213,9.005355039002286,0.0
40,57.443771919814694,9.818340562896742,0.0
41,19.64924296105983,9.621281312528208,0.0
42,47.16441902942177,9.176082219617674,0.0
43,57.328360465799136,9.163945585616085,0.0
44,40.99811005040486,9.577902362639149,0.0
45,25.976890202915843,8.82497980796765,0.0
46,55.166477761822094,10.892813022905123,0.0
47,34.836212881283515,8.9807433648837,0.0
48,50.17509528098317,9.005278548293308,0.0
49,30.05535066609842,9.176551265558103,0.0
50,51.25002250442894,9.675639966869902,0.0
51,52.36355373094751,8.724943107184414,0.0
52,41.29615940138845,9.17074017412508,0.0
53,15.591475100612918,10.53799334498649,0.0
54,38.97455469265611,8.387541115603199,0.0
55,50.02059535199009,9.858983169937149,0.0
56,36.42591526574333,8.627213041033823,0.0
57,56.026859095695094,9.572604471534842,0.0
58,62.18153591396917,9.388399033981894,0.0
59,43.26265316571723,9.950810281804,0.0
60,58.089075530978285,9.333733418341659,0.0
61,47.095171771022166,7.925794056347516,0.0
62,51.957107504025615,10.16548616675416,0.0
63,42.7152317445453,9.509451968750978,0.0
64,47.74551637634444,9.934800179495975,0.0
65,28.12658566280398,9.758650599814876,0.0
66,36.450944729603336,9.566971325332474,0.0
67,52.83402459577892,9.207051610619724,0.0
68,38.49006572612279,8.680596524257298,0.0
69,65.90134462653076,8.22047821942527,0.0
70,40.70329780905058,9.516218664651337,0.0
71,43.26141947529558,9.746546527208144,0.0
72,54.79062085860218,8.78538562685431,0.0
73,49.41635632817032,9.052378943713036,0.0
74,61.06337853691368,9.045325152249536,0.0
75,60.82351316328999,9.355470595623814,0.0
76,26.03652299775473,10.007080042898423,0.0
77,41.30314973798956,9.30216903364202,0.0
78,45.39894916726209,9.282513274325794,0.0
79,38.737907350848154,9.7494259597976,0.0
80,59.6402071129306,8.794107709535654,0.0
81,56.929953095999686,9.560910177239771,0.0
82,50.95472340037083,8.583691285788621,0.0
83,36.90554155844887,9.021106221260093,0.0
84,44.547666840087146,8.376059085459659,0.0
85,49.003831855806396,10.396883200455353,0.0
86,47.19644716597972,8.740581613860193,0.0
87,23.889809005854957,9.504415454509926,0.0
88,49.11577933140429,9.889048154980518,0.0
89,33.51357331947271,10.228580358821072,0.0
90,38.988189599903805,9.323088411636563,0.0
91,48.953097050749655,9.841946057285208,0.0
92,47.08313722892572,8.959226970983691,0.0
93,47.15123151616581,8.650318192769667,0.0
94,47.995689596707706,9.233441355678766,0.0
95,49.773696188055865,8.803053475345564,0.0
96,40.11908462613397,9.560388090878511,0.0
97,54.41658148269088,9.250155093595533,0.0
98,65.25650886783171,9.45617112859515,0.0
99,41.06974155371033,9.688144065510448,0.0
100,52.39469358271644,8.649256859257612,0.0
101,56.59005468696384,9.52890882610786,0.0
102,37.97995571708839,9.194463458709363,0.0
103,60.041338037625984,8.911386285365547,0.0
104,52.19566073724695,8.383931861671337,0.0
105,40.627440513960856,9.303595958401027,0.0
106,72.41805215477048,9.419535031117212,0.0
107,42.19807402575109,9.597280234049173,0.0
108,53.07576110435103,9.381668306378339,0.0
109,39.50499163776552,10.069126900616773,0.0
110,47.09588258256987,9.252751234442702,0.0
111,24.4776333186282,9.505078336033938,0.0
112,31.486667233210827,8.834640025051268,0.0
113,47.52460138585728,9.291674425795813,0.0
114,43.386944406070164,9.250420317549889,0.0
115,51.834062531918114,8.843228919147155,0.0
116,54.89796806652313,9.046712284102933,0.0
117,60.114374469921685,8.087333205918942,0.0
118,66.31459048592748,9.59081810064184,0.0
119,41.186743542607516,9.153564369098076,0.0
120,43.253466788256745,9.111342491876693,0.0
121,56.70429471051097,8.418148118609553,0.0
122,43.83715691257099,10.945143535144659,0.0
123,32.38125712096765,8.93789607183482,0.0
