unit_id,JobThroughput,PduLoad,DiskIoWait
0,0.051140647837674136,72.90082423865343,44.659841732893874
1,4.864407581326682,60.77499680416718,42.128885814318785
2,-2.2187895412974594,71.46820082278377,62.580346726999345
3,-15.955132282076619,72.70964175818565,57.278487382327754
4,-21.855247626538482,58.42692509215902,55.309924181060936
5,-12.88639313957446,70.98713968561248,66.87172467884179
6,10.756528685607284,70.45048475138363,50.80627275858539
7,-12.996577626040672,74.73693522356209,80.00238438296519
8,32.099407767534764,63.883548191141706,53.80431440004537
9,-10.378001424220265,82.98389155214225,63.07068799209232
10,-2.1290485949603672,61.19021759983328,55.22252350270847
11,-6.733826772497022,99.58200695460138,45.17590638805108
12,-16.2165495647269,76.82973702042122,37.896207646467744
13,-16.185475498607577,74.07324707854181,53.219679360221306
14,-7.919342963064698,69.81482978958455,57.42402753720971
15,-21.847469876809093,85.87344911751636,65.93156173386674
16,-0.8697143994430856,88.71769170003964,39.93396683313257
17,-1.8978631504002936,71.82570177533067,54.619469637961906
18,-1.9163539700661691,89.37249028547487,41.02015804638123
19,21.272599337311,86.15537181507982,51.35234034999968
20,-11.01773241268642,73.89705638632076,49.801060513005794
21,-3.0433917145473455,77.25210580009538,42.43100443065946
22,11.59021900340519,83.39430994364673,50.56266311285451
23,22.785356955142632,72.67537353860864,56.99632649214606
24,-2.5931144834131543,67.5848516252899,56.015808144709716
25,-12.577283365883074,75.72220152908707,38.48026731923252
26,-12.655919389344481,61.190148437506295,52.194512416893524
27,19.61839369360849,81.79329901591632,66.3432724595924
28,2.1184700593854267,85.20610139309618,52.82834962324073
29,-5.826256207108714,96.0672251351618,38.60464850343929
30,-6.5369160372772175,66.913718475468,54.36637393694412
31,2.4656272620399897,98.17835197661985,48.87645376741523
32,-27.545997962570393,58.07768695208913,46.188375538346875
33,-19.912149331905105,72.18628164814535,53.75257012563291
34,35.783327667935175,83.21017896601784,66.18247496504371
35,-16.10742687049217,64.60577123014961,57.34153938745228
36,-2.0231957444154043,89.31414216515368,54.50503604252796
37,9.30669224627016,80.90302131020911,50.17928000664655
38,-37.11193876685335,43.37612121250119,65.07714352447563
39,-26.987597819477525,75.49434697973031,42.16244771719235
40,-20.390586788717865,70.06720450164735,56.004120400155216
41,-9.738615641280541,66.2277182744642,45.44828642190253
42,2.8963267576924507,77.86127989659711,50.37893528773073
43,-20.3442909402473,69.75750228527986,61.24770244196837
44,-12.557043672518855,79.509191785845,41.29727865627041
45,-25.273671874465037,70.60246935365983,37.11670795877994
46,32.60920411398999,94.61220639233848,58.3246307847006
47,-22.09655561508373,72.43906258868209,48.33725938320539
48,-9.598546083827868,86.07371730568745,41.66981341299052
49,-15.023440796551675,67.74714680662657,42.62504765215468
50,7.184612312364063,78.18156083221245,63.84452499057178
51,-14.758764722296972,86.84080606543847,36.524795190374455
52,7.207435020483229,74.03228452063713,36.01494263596178
53,-0.7856980968158915,84.98626658318594,69.01111624046598
54,-16.803288979766418,60.59707772342495,21.10270405044934
55,-22.761310926005056,66.55928722535272,32.35014691886467
56,-16.3444743832892,72.6703482810817,45.64586270103302
57,-14.524822030270206,72.55042993320326,48.23668066034943
58,-22.619127898815254,67.50250571635559,63.43441666791623
59,-14.56449406975321,70.28205128594553,58.06923499010254
60,-18.636480561443907,71.65119458564277,32.2771394069646
61,-14.192117289098388,74.91492712531388,41.512329307973516
62,1.1701748206952214,80.26101079054804,48.44370285705554
63,-17.857768087394565,67.4817520501354,47.09423083941297
64,-12.385326025240865,84.25973699232138,56.11295117742014
65,-15.943069523884551,72.68803269429047,68.24221031684755
66,-14.155223747169256,69.37103719211012,49.72507811889577
67,-23.076532041172378,67.4787373734132,50.26067091361141
68,12.179246901271103,56.13956662482449,54.46723207502705
69,-0.3001634721342136,84.227859950179,62.931827805649014
70,9.153749335610117,71.3923499999344,63.501419230291994
71,3.0154408290977974,72.71247229955723,57.202466971663554
72,-4.212917574692261,60.04290819826258,29.870368962605955
73,-15.076257713736531,79.24640468376495,64.82613304356688
74,17.515896578242586,68.60477960601511,40.72521613331206
75,-16.707887413084592,59.7514292673728,24.451058776599833
76,1.2862416598434612,95.21762630443617,15.669000306926375
77,-6.04447557331226,94.73534351056954,64.352984357009
78,-12.310841725878557,74.0351798780336,43.00678747809312
79,-13.605361230994802,81.4552464991211,38.67523369525485
80,-0.9317226259431297,78.33613798914566,66.71128930137981
81,-20.434337057314515,74.02650553940273,41.724078739514894
82,-15.285819105590019,66.82693053426803,41.26342946760305
83,-10.165338557146322,65.80174297206229,64.61322442496612
84,-20.41628457388559,75.18579815983033,49.28340985879136
85,-30.691909441183743,56.137379798543186,58.53770259798628
86,3.0923292486444725,73.87049046200956,71.24190234372762
87,-27.662974205445973,55.182636943825024,59.146628798146
88,-19.04900048745127,79.04152084419884,62.73627668558577
89,-20.519043649585466,67.74680025909836,61.9759110832733
90,9.293834170098766,72.87086772081177,57.765847635869925
91,-15.570676382235208,65.88330602625084,56.149944044368716
92,18.980065472137696,72.74946121398351,60.77483936551433
93,-17.406885014645837,86.18441164379131,52.542529018147256
94,-16.817668659495478,66.1065996917088,64.48906428192018
95,-15.15981537783881,80.44595256049492,53.01734733263764
96,-8.29351822472574,87.41728863792997,53.07101577132351
97,-21.63325541756607,73.6346478605947,39.2777034446202
98,-15.989160189892797,85.19837282082013,59.710399125033454
99,-12.872519073738868,80.22444481583781,42.769700502856104
100,13.080232444899131,88.12374380449322,51.3612033540232
101,-28.05594864433535,50.54146481520082,45.116754639272585
102,-17.184646718766565,52.183679239995776,44.47937413853397
103,14.957213759697831,72.9965888614718,50.302749955040746
104,20.472838078581706,67.5006874042437,49.8949402371677
105,-7.462941230824621,63.04373520501737,55.308829742013465
106,16.799445549948167,74.0159214537238,55.00441353338511
107,-13.539825464676001,66.1320153333927,57.61353534195416
108,-10.990303082460334,68.22248528013017,63.507459467304884
109,-19.039453179643413,63.82318217581188,60.05779679303599
110,-15.057754417854742,77.19037877354961,69.82621056213277
111,-12.143520180280694,80.3297507796918,67.44385875368108
