unit_id,JobThroughput,PduLoad,DiskIoWait,do_CoolingAggressiveness
0,10.420668473705767,76.58690495675363,59.38746923078328,25.0
1,-15.468018717491237,52.78832641166384,51.00971505338214,25.0
2,13.286687725235499,67.65522902262671,59.13957585914809,25.0
3,0.03503254279805956,65.10559471340378,27.678692186101546,25.0
4,-9.48055833047453,64.74002326836695,45.07079384226959,25.0
5,-10.21902789529998,80.49983227613957,74.63372078126926,25.0
6,-10.426184604429066,83.71425321713703,28.62944782884593,25.0
7,-2.4453803829867216,84.60247506101395,48.998197250420155,25.0
8,5.2869917256539205,93.00622682621716,63.518681160870294,25.0
9,-18.207257586158327,51.764326339878025,50.53682017120092,25.0
10,-13.780258455647775,70.2527593141505,43.21653057892325,25.0
11,-2.0800055573588745,71.81404046665142,45.97434358155351,25.0
12,12.87668001809124,77.68511845952568,62.34123221466245,25.0
13,0.8639293738578253,86.33250108107859,50.91645800359794,25.0
14,6.97588197107255,86.31531768416184,68.7147825171174,25.0
15,17.009789380456155,58.37891440549484,44.73469180935164,25.0
16,-3.665806515781444,66.40043011491697,47.168195762426166,25.0
17,-9.29184055301283,66.7465248437596,54.60099986310876,25.0
18,8.098142356673037,73.78922871048813,37.712044045275434,25.0
19,4.079605820137663,63.43680559968927,41.46650704441079,25.0
20,36.11720690912118,92.69084136271853,43.32532576747689,25.0
21,-22.442839091189054,49.90354898741838,55.28021374126303,25.0
22,21.71453190075829,78.15892111568905,63.68174995047438,25.0
23,-0.5888327314067158,93.95000977186331,53.7657759189538,25.0
24,21.827650533081965,73.00730019277718,63.648035841364816,25.0
25,6.2153503215778905,57.1829693953083,36.7102410919295,25.0
26,4.525083558205615,76.08494843993687,53.3677701947231,25.0
27,-10.872715845621043,72.44208521770538,34.90994500950873,25.0
28,0.6508708482623877,79.5603616205297,45.669246827908246,25.0
29,-5.416421213387305,72.31389839539528,67.07017942027326,25.0
30,-1.1654212508324746,88.34921012877744,55.931721424824815,25.0
31,-9.021940324850702,62.50852164086392,63.127478595057156,25.0
32,-5.027512428334619,66.18817652430579,48.94797240950559,25.0
33,-2.5794708800791497,70.91145435671584,47.348227673039844,25.0
34,-2.2457798351361724,61.59733821720693,55.34526923556756,25.0
35,10.091014899636548,77.25977094345822,54.55228614974212,25.0
36,8.744050914552679,64.51905756572401,40.7919939843793,25.0
37,18.63692859544492,71.37936390988456,27.323860324746207,25.0
38,-7.149477731920256,71.43687135668581,41.72091636376985,25.0
39,7.891105961229846,82.85793102553104,34.74940570181184,25.0
40,-12.355572496547497,58.61860416279742,36.798654885528045,25.0
41,8.389660376477629,73.67936576376198,66.30619042851893,25.0
42,-9.71327770008601,70.66023762039599,51.10156817617784,25.0
43,10.050020979099513,76.88224881199892,65.23981834395437,25.0
44,9.947947119135264,74.74913561616216,53.970432847159735,25.0
45,1.8729840757114693,62.2264524131131,69.29963452583071,25.0
46,17.4412860412242,91.96545618924576,50.12136494703969,25.0
47,6.6968078689022,84.2899220432859,60.415410911954645,25.0
48,-8.278195946728214,68.3833113126771,57.90434408158674,25.0
49,-7.70348476640269,72.187321189902,59.025129810455624,25.0
50,0.7069424196833385,87.95370705416201,49.51306740321788,25.0
51,-8.999810036271896,89.47459122856681,56.87020883487219,25.0
52,-2.8948937158909995,80.1751961999928,49.52282418412269,25.0
53,-13.018195499045538,57.468973737932494,47.48305754132757,25.0
54,-1.7509574922029396,65.73138348374738,49.67900179984028,25.0
55,4.495690383715207,84.48566455333115,25.290489050711717,25.0
56,6.285289647298971,86.02927072387214,35.75092096872632,25.0
57,-9.50118154319511,77.17444697426788,39.12583462502727,25.0
58,-5.235348840528109,88.92076295475329,45.16756129849935,25.0
59,8.63736922945969,92.49554045540233,47.77106684473243,25.0
60,-3.6832706206924897,58.47646687611554,57.51397435732524,25.0
61,-6.6171258603329175,58.14116840917441,51.766886040747295,25.0
62,1.9691911736387766,77.147251256542,19.838440908768845,25.0
63,5.067351263441803,76.95894533796968,58.88182293356317,25.0
64,23.38451756295576,78.42555100939151,47.23112380469578,25.0
65,15.447855478605124,77.67531334696136,6.760531969845621,25.0
66,1.564900723814017,90.11192868151107,57.52294150430251,25.0
67,4.896417909271033,87.52606001288461,58.005558819363976,25.0
68,-4.407603643104209,63.001113203875796,33.52093544859648,25.0
69,0.4636950339881385,76.95656078781357,63.565843082427556,25.0
70,1.4493394724241266,78.99964927256497,40.982496167823754,25.0
71,2.0972857909354605,77.10160511336274,45.63328277432559,25.0
72,-12.439331105347117,71.92435348422651,70.6986917116277,25.0
73,-17.329301767402775,76.99976796371455,42.29700265018188,25.0
74,3.754583722271467,76.73304617809612,56.51188116054905,25.0
75,-4.647543572889521,72.0190073955927,39.52187537389887,25.0
76,-2.417013197044243,77.61921790276693,36.90991950609718,25.0
77,-31.860956062147466,47.61741972147474,40.609183715092044,25.0
78,17.322204604412825,69.1211806786417,49.75908062077636,25.0
79,22.62186559602466,72.59670241392386,29.940470905362012,25.0
80,-4.157801770426106,83.97926458570693,48.309961448849144,25.0
81,-5.790449754737215,74.41486255271535,38.982780069459224,25.0
82,-12.883912325495551,57.68880381691274,24.24980514463772,25.0
83,-10.880488184174707,69.80138864155956,66.13389240500261,25.0
84,-5.64614582024199,66.25245433822634,55.780966677115586,25.0
85,-1.2225833230914223,66.84887377517016,71.64384661438012,25.0
86,-6.62256016277674,60.975691464959034,45.462194256463206,25.0
87,-6.052827295887373,66.71267274945556,60.308702896163894,25.0
88,7.637444214661782,83.99194846675498,41.53003876627409,25.0
89,-6.6170413870028755,74.54434121182403,50.89470278830292,25.0
90,8.779472258986273,85.41900976342298,37.238881798006666,25.0
91,-13.071368859457486,65.3526735847903,48.94689056736541,25.0
92,1.3423518002124906,85.93048881838963,50.175426079097655,25.0
93,-9.043223240627182,68.40395909351419,39.21231155217188,25.0
94,3.000333822752104,83.22953745334164,58.209585387148735,25.0
95,-2.517443407920104,65.76151097576685,43.471680126904026,25.0
96,20.567105793761193,75.30664874230807,53.56758505552811,25.0
97,17.57251249096477,66.80169390299501,49.80093365568063,25.0
98,-14.96306071583789,74.54971117523945,75.33119284199654,25.0
99,-6.949157843159482,83.99048596424616,56.12114808160806,25.0
100,3.878226369824316,71.97900073492836,51.666587282404855,25.0
101,13.605315576134469,84.1797426087689,39.64428043935257,25.0
102,6.341786146023295,62.8769859858271,59.59352440114509,25.0
103,-16.68967942530494,57.31440072488319,68.51721012096394,25.0
104,9.783275843646384,73.30289499272743,39.11306664128379,25.0
105,23.04825414009707,83.98718254560004,45.95939550006481,25.0
106,0.6851650447576692,76.78627689465365,48.736828745366644,25.0
107,-15.392534970361993,64.60105105550856,39.500966554025325,25.0
108,9.415338687940109,98.13968838878684,50.69764523683669,25.0
109,-5.769919535873562,69.52335599717576,63.538748621339494,25.0
110,18.854795676039625,71.75487647214739,48.49255541824247,25.0
111,2.5323652267588956,59.53894245583323,42.00943073899755,25.0
112,-7.1381862422419955,69.18745026103275,52.695434189612655,25.0
113,4.722249079542587,57.531441033866344,37.96481909402424,25.0
114,15.699808748915094,92.39821556595737,42.32314101607108,25.0
115,-7.6414119875523445,52.13222136293377,28.910170179932646,25.0
116,-8.986729224743748,67.20335259560153,49.452717312677876,25.0
117,-13.216029996880021,74.77696765341786,60.77995549947848,25.0
118,22.651923903067484,81.31239097731523,56.807264958430736,25.0
119,-3.631094983262331,82.29175180175285,63.99968134201575,25.0
120,7.515247746252076,63.22864698880222,61.03734964472861,25.0
121,30.696107365338637,86.53258889624172,32.802757255675374,25.0
122,-3.579999867380406,68.23949164222927,73.87092199172534,25.0
123,-12.064219060199424,58.543854230517745,45.95155232417877,25.0
124,-21.497943339180246,49.08727731755226,33.38133907257247,25.0
125,-3.4085821705484034,62.55935487589178,52.170821528280776,25.0
126,-9.486293421107648,49.26593572375018,53.30958594415154,25.0
127,19.202178051858784,86.99544616210332,39.76987941290301,25.0
128,-0.518902004523099,77.03824844519896,26.211785292024498,25.0
129,-19.690136885260934,54.671547460195306,49.2506532591873,25.0
130,-11.616583496556629,67.36294851853894,57.01122689356978,25.0
131,12.536154699132894,86.79705225725769,55.3151764146822,25.0
132,-10.361081669348884,85.88237425053264,76.8569344544242,25.0
133,6.728329720578577,82.49058595109334,55.77797279315115,25.0
134,-7.182310431657813,86.05049500326484,38.05500531241229,25.0
135,-5.177903315187251,79.3938900746931,51.665018863979036,25.0
136,-7.823469539877575,82.86482635598625,29.662438845803713,25.0
137,-14.86755188980494,85.61123480652617,74.04339844971821,25.0
138,0.9086439864337251,80.01520679159756,33.93283283116873,25.0
139,-18.22225034404299,65.23514306850119,46.63752242691975,25.0
140,19.80520266098406,84.88686340712037,44.701881271686254,25.0
141,-3.131015654318034,89.90543843037086,74.00051413877438,25.0
142,-6.525163223899557,65.66434826910857,58.51351550210523,25.0
143,2.317924433418244,72.42179117415706,54.99789040552473,25.0
144,13.073718710352848,72.49271601658404,55.07131836686706,25.0
145,3.8718295954662505,68.34331307940134,40.63581431398519,25.0
146,-5.572058565478285,74.8093529041132,58.7079712817579,25.0
147,23.030423212434798,71.75961389679873,58.11463440927911,25.0
148,13.015371791392552,79.13217748268593,48.85667298136708,25.0
149,4.454002741380259,75.83296333288587,65.06984943899253,25.0
150,-5.930572103010562,64.606226358653,60.79299893655706,25.0
151,7.085797138597825,95.04943911966726,23.071017347195102,25.0
152,-1.0978770238548994,71.78102551345799,61.500112153717495,25.0
153,-12.58134676854732,76.93955538253161,61.827989884402456,25.0
154,-11.406384362544854,72.5064040809446,51.613434537550425,25.0
155,20.922615551252395,70.50272909598688,69.74225126679312,25.0
156,-6.994381071617509,61.08813874679276,44.67255535135161,25.0
157,-9.563550245056945,64.61263698007123,48.68215295354295,25.0
158,-3.382484829869217,63.90974251040847,41.6041788695364,25.0
159,-18.804028523511263,57.7201547689618,49.51929718049923,25.0
160,-11.489143292225975,78.86419183102774,22.317266477885795,25.0
161,-7.6554262595012235,65.08714767020767,64.68838399211792,25.0
162,6.048604136403196,95.42962251795844,66.96860824344691,25.0
163,33.85683642159663,109.81868259114425,68.11910193922843,25.0
164,7.998602230899743,77.2574002906188,41.12490985749164,25.0
165,1.4411133386614217,100.79977395392531,49.54085231132504,25.0
166,3.2827513151041057,55.03350814353587,55.61528986314061,25.0
167,-17.0190801843494,59.86345794682206,36.375661206371774,25.0
168,-2.51240924458123,98.7243272700743,40.38164662152772,25.0
169,10.187201366135024,82.34934837040255,51.149043939662846,25.0
170,-12.891941274080109,69.26724086435772,40.921108049324076,25.0
171,2.844060175728136,76.9620893094261,48.97214260881347,25.0
172,-5.620565028078502,77.94082435853392,39.10134249857188,25.0
173,27.349167521747223,92.17010967940078,35.52699055175282,25.0
174,11.628269752456161,84.7877572217091,46.735486665366835,25.0
175,1.7378855566152236,79.37356701157324,30.614860816064283,25.0
176,-0.5989838188014853,73.44838003074838,29.32313772204194,25.0
177,-5.704081285219508,85.43806678217041,45.88468585905514,25.0
178,15.821621519648717,83.90422739272202,65.75915953860707,25.0
179,-9.70795213627074,81.28467512671693,72.39781950492815,25.0
180,5.524385579933101,72.91354594927249,46.92807014502313,25.0
181,8.099243923785696,74.28400473139835,47.57959101159605,25.0
182,7.311658977592034,63.10491583248491,61.66462168259324,25.0
183,-5.0457403026163385,67.31274187748765,50.707684220852954,25.0
184,-3.2151628462976864,78.24950217602789,60.75069435287534,25.0
185,4.857024065738527,77.15568826684436,45.558583713072714,25.0
186,1.819680193163648,66.44922576830629,64.6635699738568,25.0
187,16.971314264926008,51.28849333993475,60.06169474452025,25.0
188,18.653207816663645,67.15708603105752,40.07859178389241,25.0
189,9.234250585086176,66.8806752181095,41.09948386140202,25.0
190,1.3442010457312028,79.34114832471388,34.90142430053652,25.0
191,11.331865243357319,68.0390192760246,58.83254526470048,25.0
192,21.929915530431206,96.04276254105059,62.72694488539754,25.0
193,4.678520477244874,71.36227438277228,48.24871983460548,25.0
194,11.857768304741011,86.20232941318874,28.89988294978047,25.0
195,12.076155644518524,64.63556889211,46.275459446734715,25.0
196,2.319212570891664,47.99108352703554,41.495860049510235,25.0
197,0.7894050343325685,72.6343310262697,13.621913693925578,25.0
198,-1.6775601176419102,83.02405941973494,37.50501757256997,25.0
199,0.633545984605735,71.52562504154054,56.44103601895134,25.0
200,5.69639112389896,85.34444937574793,56.59569121777522,25.0
201,-1.547994661685382,79.96057087784122,53.91737621039401,25.0
202,0.0812309070241497,82.07597266664683,41.4042273430764,25.0
203,-5.479455652129019,77.96182858111361,67.54933858222198,25.0
204,5.4452312317956935,75.87236429248414,47.893433369708106,25.0
205,7.069251492048691,89.26782225203311,49.39148434166015,25.0
206,12.989892356555732,88.67613360994385,41.21590759919763,25.0
207,-8.83434341709521,66.90685010317904,63.717352004591675,25.0
208,1.7655037194915604,81.11954108840312,50.87685836750665,25.0
209,20.865117052817325,66.01450887678611,50.7653996897799,25.0
210,-8.698313254340224,68.86598603697372,65.71501800893358,25.0
211,-10.66133376501668,61.901051021457945,68.18797637710848,25.0
212,-13.720078449947659,58.30130498254915,61.68875117245409,25.0
213,1.8398427854051183,74.05338800145098,40.16787616912652,25.0
214,-16.900108768513583,62.88847008702642,47.64574363195719,25.0
215,-5.260817154742364,82.67871287176268,37.180960873889184,25.0
216,16.99341565603026,87.56445851821047,37.985803542444366,25.0
217,-8.285450873585859,89.69915727217986,49.89270153832314,25.0
218,-21.760471392631747,50.81193493821512,40.05970934466727,25.0
219,4.125388670490712,88.87147983024332,63.12267758326219,25.0
220,29.15280998520857,92.6769637287374,53.83928625910518,25.0
221,5.616768085829313,80.79753088850482,57.09460599939746,25.0
222,18.772438765722775,79.75200572374523,37.64005710646062,25.0
223,-1.5354644208698094,72.5551200839035,33.28053918348727,25.0
224,-7.981914908869596,70.62283757860818,61.83017743634753,25.0
225,-19.711915170189755,59.19857047560602,57.68439110079095,25.0
226,-9.27628942153504,53.598504937866096,31.467486599081518,25.0
227,8.634526179850049,87.47898443309994,50.20267846440474,25.0
228,-14.503769074592501,62.020931288711886,55.19683689371323,25.0
229,-14.377742393085386,62.15269067315616,72.70588344117988,25.0
230,8.662417355674176,82.54470178190616,52.86617414442252,25.0
231,-7.462128017869067,66.82868671209137,60.61626723316854,25.0
232,35.56550004581491,97.92024234420326,55.35680419076164,25.0
233,-7.833694253661026,75.64697996997695,64.15334294366546,25.0
234,8.463854513310658,85.61920392170119,51.978542169096215,25.0
235,-16.72678537081293,68.78464011531784,46.16584402966651,25.0
236,-7.806536702143113,57.17723200505057,60.229578864208015,25.0
237,6.565866841161347,73.08043293985374,22.71171123773847,25.0
238,-8.29379780648122,63.61149535703029,45.32181216339061,25.0
239,13.346284074740515,67.81997746082499,64.3647550491302,25.0
240,9.691912077253711,79.32038151548743,78.97644882832408,25.0
241,-18.715603124067382,53.75887101897194,68.6667932392274,25.0
242,-16.650016843849844,64.91037126247465,51.33683569808051,25.0
243,5.202371175182645,65.70852131652298,67.1953190891777,25.0
244,-5.183461833977251,94.94030997537597,7.489593846634741,25.0
245,-9.58647795061898,50.664349605709475,62.157151571508386,25.0
246,2.644713348650072,74.71376397506243,44.576512831708584,25.0
247,0.8755065561266253,103.9823997158065,51.76507026254081,25.0
248,-27.32851893547339,47.559876925770624,50.701713483659454,25.0
