unit_id,JobThroughput,PduLoad,CoolingAggressiveness,DiskIoWait,do_CoolingAggressiveness
0,-2.3158486567087078,73.45526296540878,34.39760107026296,84.88327356511377,30.0
1,-7.69190507969583,58.53243750038425,31.55013275702375,45.45270790167646,30.0
2,-6.036176880480062,63.904698807419805,26.761287536749595,29.77712755308555,30.0
3,-17.815163468722183,63.30340168206772,28.833498355513406,55.75653855087907,30.0
4,-11.821050852689208,63.49626957003873,36.525020086648794,56.40515689242873,30.0
5,-0.603535771678068,66.97686377675917,30.69751173670526,57.90686648434735,30.0
6,-1.9101387156485155,75.12284941433353,33.931998842880134,55.29303028130648,30.0
7,-19.74371571902741,82.76337465329243,27.298587518107144,56.92103386350551,30.0
8,27.8009048820612,76.24717444602541,33.675667025495564,56.622791750043746,30.0
9,-0.5354196295259996,76.04287670330258,29.678731534290783,33.69144374775471,30.0
10,-18.466414297965624,61.288853671881796,34.92096216195707,68.96187399378398,30.0
11,14.190842447360449,92.29341713953282,30.315313008179942,50.96335981951599,30.0
12,-0.6547267171768096,72.22205249691304,29.113161713641233,55.86963178718479,30.0
13,24.71497646304857,84.68561845901249,35.90045847473954,43.50224315042239,30.0
14,16.265949119729985,63.84693867769342,27.63056173679985,37.30773408374996,30.0
15,-25.546410260052745,54.42765120170801,26.546342005760035,31.305829192442403,30.0
16,-17.22264049878587,67.61287700188262,30.01233278231376,43.39028488868352,30.0
17,-13.84285842490701,65.95684467652694,37.78435911078257,29.563584857705475,30.0
18,-4.454507180887812,72.19956341653467,30.489374576395434,57.700003042432954,30.0
19,9.61076225674155,63.501887645905484,26.81421836424357,75.49530427167032,30.0
20,-1.1492561922028885,76.54388125227909,29.610574053077112,56.185565279177816,30.0
21,-13.879856817395241,58.60259452290816,32.6515751067581,43.08000803623027,30.0
22,19.63608871805352,85.26411429096369,27.729838509413526,57.557605075120954,30.0
23,-9.697607113901345,79.09504428463678,31.184881077455945,73.44760681647395,30.0
24,-0.11924633604682189,74.40854848594915,30.10183770442231,67.82955378748815,30.0
25,-4.293946358971316,83.9719070875073,27.872086485351286,36.519777986199635,30.0
26,-16.65954549644035,63.65920123859238,30.38052849785465,52.975100482492415,30.0
27,-15.0474862519192,61.82253406537914,30.170677058673924,53.41292430773851,30.0
28,2.4138386279503905,78.55384824091075,38.213055984527855,54.353237457296615,30.0
29,-3.852215210954528,72.20018586058868,35.558632941809066,46.37947770986842,30.0
30,14.826196596913864,85.43492019138168,31.29766695455232,67.75957422604876,30.0
31,-5.512280141991715,84.90771316863326,29.223735557664273,45.23992162681784,30.0
32,-5.5348561005411065,79.9686252838767,33.02284356899683,45.76402489666873,30.0
33,-6.840441786795536,86.23999301730498,32.01461855428307,85.92642373425471,30.0
34,-9.499896020430418,74.80586137079965,30.616519784216333,53.59558105792667,30.0
35,4.960415045391808,93.59064559973106,29.035271212735303,48.194422231978905,30.0
36,-11.448422891690123,63.5443021718801,30.067452600908375,23.966201867557302,30.0
37,-11.860168132849362,82.862333822603,34.30317830630139,31.98741308697759,30.0
38,-18.675216297561473,74.31238870021389,29.520171417532758,64.30554595427739,30.0
39,33.885188497454614,100.49181885756973,31.696448512298634,52.917372750972376,30.0
40,-2.5151239333252637,76.33728457011337,31.28657162057954,45.772498785520824,30.0
41,17.243398634885466,65.58784302361916,23.515734370536816,40.60945669956127,30.0
42,-2.785658782193191,78.32707064465228,33.304847140642096,45.37336945700337,30.0
43,-13.1405894503322,68.03307864425074,32.592430910682864,34.76060285640485,30.0
44,-3.0934051438837935,69.85343640235703,29.855627595955156,22.591641796116246,30.0
45,2.408428497963456,69.87941972753144,34.954398028419625,39.368668019929075,30.0
46,-20.743739129742337,66.67268387960145,28.334704845256535,31.80997789897072,30.0
47,-31.145387194568546,44.867854655622125,31.60750512193475,44.73302150275548,30.0
48,5.135718754609025,89.90849183879747,27.659616377810156,53.95361840502258,30.0
49,-15.152343305110737,63.562291311852015,27.786640895160176,28.766681708752202,30.0
50,0.5535029973270271,59.34094016634574,29.530197400954478,40.624660451379754,30.0
51,-9.088885797191882,61.71866680531879,33.7406120792104,50.39419022288574,30.0
52,-10.839569973046059,81.7696775235612,30.754249109804128,55.33503329297866,30.0
53,-2.798340314605422,84.8039611365584,30.7884570609456,45.96887120921262,30.0
54,9.283585286368307,86.55247504024388,25.43613548779933,37.32291250985186,30.0
55,-6.683841660128076,84.88544608209568,25.347257589523764,43.490310590559794,30.0
56,10.192687693534282,97.89979350130571,32.811681975309185,37.502656065314476,30.0
57,2.988993717224341,82.77056624935611,29.24238346382161,41.01965173124513,30.0
58,-0.8295038061424234,96.78000952650133,25.840478938247728,35.204241393599474,30.0
59,3.9317606102705285,77.41599516927974,29.498125874266133,40.57277383983086,30.0
60,1.2742364692365613,76.9255872670094,29.879111077654045,47.03713198437869,30.0
61,-0.4727355006882128,74.62946271887617,28.982528485895823,44.722784051475536,30.0
62,-22.11325839648363,55.4830232029923,31.713330023353482,72.84716700783379,30.0
63,1.237402893910756,93.4006749694235,30.07077903851726,49.28621154023825,30.0
64,-7.3072434029380515,74.32285443464555,29.384989101607204,64.22580625132915,30.0
65,-3.6146945577336793,76.6259574760675,25.296583200087944,66.4301159363219,30.0
66,-3.6899437251812373,80.97548837621521,30.153669703538217,23.31548112242589,30.0
67,15.678921805570587,97.54793178364432,29.709426801310826,67.2590926845138,30.0
68,-5.8821525825543235,68.8839051949768,27.935134431167842,38.09728852367005,30.0
69,2.1097915703491736,75.1977781745446,32.083875358989395,39.85924858625181,30.0
70,-11.345579890590416,73.50537387402989,26.80193763587706,43.138794002514686,30.0
71,3.930152022984335,70.39581788815069,32.51046703755583,69.61906381965991,30.0
72,1.932052825562999,87.80071473273358,33.30608391826312,45.65581237780514,30.0
73,-10.197605061737839,77.907901005092,31.382855745401482,39.70582724545564,30.0
74,0.5286500159586918,79.85207266024477,27.037678649467647,58.4138383040385,30.0
75,31.917901416558422,74.05112263523094,30.999542118139523,34.907069068692714,30.0
76,11.106642741143746,83.78659173637318,28.958603582737382,43.581827940754884,30.0
77,-23.216561314588862,63.08545715780508,30.50412583376418,59.031579393821765,30.0
78,3.009213440711026,108.99883841934593,25.619243902313393,43.27000275970299,30.0
79,1.3493804487432453,61.65612625408022,27.348302441854035,56.93716321502914,30.0
80,-0.2919088997795536,69.93406857839737,30.56713778573332,43.43582300977856,30.0
81,-0.593432423417132,66.46317153201942,29.973857667276636,65.2839040214951,30.0
82,11.683629016695782,66.48229254716537,36.74105477269956,52.4982736546912,30.0
83,-8.019323716111877,76.31893597594171,32.73457093392156,69.55018950094042,30.0
84,-4.366932401283891,77.12569842683106,28.220771787346823,53.93757907883669,30.0
85,-2.420262646721693,85.75603562987494,25.001503425638735,37.57274415292478,30.0
86,-13.372138271176883,55.97358477587797,28.285791930135833,67.6801481257846,30.0
87,1.0889706523662344,78.49292532244017,31.319799458230662,68.23846668414478,30.0
88,-2.49723831104676,68.13794062368434,26.58752679155872,47.145151959308485,30.0
89,-10.367405433659156,64.19505534563643,28.295175516861626,45.088001517668346,30.0
90,3.517287927899471,74.60129281285616,31.56434530547045,54.373678642060824,30.0
91,-6.323134819708176,80.104054714402,29.697897782134774,66.81640573132904,30.0
92,33.952911947592916,98.52131962568929,32.36276865253081,43.10196993073662,30.0
93,-7.601359403635822,52.47921814478732,31.076782466890236,72.11878722827369,30.0
94,-5.63111902801921,77.4463872514356,30.328300683397355,58.635560899078754,30.0
