unit_id,JobThroughput,GpuTemp,PduLoad,do_CoolingAggressiveness
0,-0.8378138566325773,64.33721322478586,73.86147960710898,20.0
1,-11.092644831019507,55.5339560047155,68.26088687798405,20.0
2,-4.108924542696783,55.170049905194055,66.95331143958691,20.0
3,7.322620032764067,34.84244428280777,68.27013534501513,20.0
4,-5.1626014626294054,43.14277952113531,70.19010464375208,20.0
5,-3.580895065052342,18.358451973706572,68.68506693079603,20.0
6,-1.1269953440162699,61.478017114581654,76.12377490902236,20.0
7,-15.670022636351394,43.523433666887655,70.23047131807425,20.0
8,6.722017003947606,63.27268573814017,66.32192684396885,20.0
9,9.917181143644259,49.62640355825051,79.65261526528468,20.0
10,-2.0319874001222136,48.51423107907881,80.37123377146138,20.0
11,-0.6181629848072543,67.1180459003818,67.36593599515435,20.0
12,11.134864640643844,39.75760519107604,92.7314466639849,20.0
13,0.9379500143832304,50.39882497773437,63.73397302360159,20.0
14,4.835155162263062,46.71335964769142,80.1407687606823,20.0
15,-1.1360642909904577,38.33422663775279,61.718825346874,20.0
16,7.110845803146013,38.63533464223915,80.1057547618002,20.0
17,18.3449230315206,44.62207116484406,63.52650799440406,20.0
18,-2.36239659091029,40.9406463928289,63.41609280670464,20.0
19,12.127579553539992,29.400708997338285,63.7597431926835,20.0
20,17.270872064753725,19.993412670541872,96.28516623810795,20.0
21,8.068760633871683,62.43484184137959,84.04386706978961,20.0
22,7.89176498410632,43.70704867571505,66.78820012454113,20.0
23,9.774629426575187,35.193022478207524,71.03022182307706,20.0
24,34.270586276394205,38.68223487037677,101.53545878853186,20.0
25,-4.997851146684449,59.20036249432811,67.66673414408658,20.0
26,8.850265516398814,56.458137484672285,73.29849089718482,20.0
27,-7.895659722728431,64.22386872964692,74.900220861524,20.0
28,-0.8031998263999289,75.71222239045561,64.98195113365948,20.0
29,-7.232219782223659,56.824600383040796,72.1681521022048,20.0
30,29.021357933335718,52.3270697944928,98.41305191694212,20.0
31,6.5899652877988455,31.112437234095694,85.57879425700034,20.0
32,12.492467454420835,44.23660862727421,81.33640802274212,20.0
33,21.430449849204543,60.18421060658689,99.66734281788051,20.0
34,-10.698116525912159,53.22686163450272,67.85569946196718,20.0
35,-2.2175549038358735,63.090116818068466,75.46194842396962,20.0
36,21.708334871402784,41.51618267521696,93.65953381796905,20.0
37,-0.09165388034388866,45.151516719322494,76.13043869667742,20.0
38,-9.677047207573368,59.9888387676637,56.25204367316415,20.0
39,29.069097419384086,46.21764924066297,92.23586492258214,20.0
40,-7.05077389518129,48.33527964872614,66.71367330285138,20.0
41,0.9054719729901493,69.53753960525194,88.37369855452108,20.0
42,9.793289266488337,48.38379361087948,66.0029010938593,20.0
43,32.9579251790788,29.938046618725362,80.28258404144609,20.0
44,1.5402198625585655,43.943371482423544,62.887206964793094,20.0
45,8.02721686941902,31.45656606497187,64.53330641384305,20.0
46,11.98347324333471,49.279812576104725,86.17998649950917,20.0
47,13.85881143587633,64.19967999744883,70.80452404493131,20.0
48,28.905334871747108,47.30967607775587,88.65697143609584,20.0
49,7.734385207897191,62.44575140780997,93.90698651485945,20.0
50,14.208647966974551,55.028573478055726,71.14730780931598,20.0
51,25.021980968263833,71.51074707317197,67.69419600332931,20.0
52,11.140182544915124,57.279031871390636,83.8089843133313,20.0
53,6.596387741176333,41.079377950101915,77.10962925132074,20.0
54,25.38006047461642,47.594381464945755,81.56796225218517,20.0
55,15.476271844459577,44.54199501262908,84.65227249174919,20.0
56,-0.6916199778979097,52.43732963244478,74.05988153068301,20.0
57,2.9482197646039627,56.00130881564904,78.62343944391982,20.0
58,-0.935905678252579,30.867447256429504,66.25604100198196,20.0
59,26.195359178442747,47.52838866788852,89.50849934254352,20.0
60,1.1642437257622231,41.80168139457871,70.55955948684104,20.0
61,12.060333245297306,72.67427895835786,79.43234052233096,20.0
62,-11.227897497928906,56.304574282611775,70.27551029447383,20.0
63,13.604020523296732,61.47309327860315,66.9719707238288,20.0
64,6.2291767761913714,61.66585498378732,64.97327599338759,20.0
65,13.276506177953733,35.30562548947767,72.24559424049771,20.0
66,-11.800235843539078,25.85476406744662,64.03636302831194,20.0
67,-0.26294950187329214,50.74811112471283,62.90178433145051,20.0
68,22.651050512503947,63.75471631722928,60.55695429717545,20.0
69,13.801482875499518,41.75563577827699,89.42628715552965,20.0
70,-1.5256609099817537,60.029011670045854,67.45385464460924,20.0
71,16.402008500050748,71.59280108548977,81.84250500069466,20.0
72,11.36329756092617,52.8133165938333,95.17520896698971,20.0
73,7.706983516867794,46.90659142323446,64.24772450673082,20.0
74,-2.791756585691566,50.67764463488935,66.01527030617945,20.0
75,-5.43091619885777,43.4729461814196,87.52921574274013,20.0
76,2.2184179670995574,42.584972127599315,78.71077690314789,20.0
77,14.518588020112155,60.26034289673401,76.95746076983673,20.0
78,28.00574164856532,73.30278308696343,91.33953196282548,20.0
79,15.971244847417575,37.82021340036507,77.33729141202899,20.0
80,-2.3686619610923527,26.094795480452767,62.610639228654136,20.0
81,14.729107788764344,27.806880866254165,75.83157767232386,20.0
82,23.08468921414024,30.37712134480408,86.95001299112094,20.0
83,-7.3579593347660035,66.21102296594188,78.99810587325058,20.0
84,-18.260168136408584,56.864243870694615,66.30230672347466,20.0
85,37.30628794200572,32.34037833986063,95.75629894439611,20.0
86,9.339138223923728,48.09670831563353,73.96623778235909,20.0
87,5.359350803417395,42.465998526589146,73.32663127773064,20.0
88,3.0072822272829223,44.55149463276725,75.52365520915842,20.0
89,5.636710917186544,39.93061241861299,82.16472007223867,20.0
90,12.71445408813052,59.44672633089536,74.82202481348641,20.0
91,-1.3098741813559798,47.36129903790415,97.47211593020515,20.0
92,6.676976868778061,43.94603988413227,54.6644072889632,20.0
93,-8.191498280224213,48.735055027282456,81.83927929099362,20.0
94,-3.1047813643171427,71.72885971083586,72.23051937555458,20.0
95,13.205351711206077,64.82476000549589,80.58217714632883,20.0
96,-11.848253440159375,72.19602736693271,73.54081002600893,20.0
97,2.081126371288695,37.797686223836244,80.99089688327024,20.0
98,11.793487054529399,27.928027682239268,83.16561142448349,20.0
99,2.6429610406888617,43.45962402284738,74.96225492418269,20.0
100,-3.2693506765858924,55.02946818742128,65.3228845034083,20.0
101,13.250895414951499,54.155262428466024,80.61471665902117,20.0
102,13.803904788646769,56.79291993723151,76.83119616927479,20.0
103,-0.1379470837723466,58.60802861660965,79.8539209230768,20.0
104,-3.6268889661405206,56.0280159922176,82.36408224988216,20.0
105,1.9057889924131157,44.2895523198275,74.30598412096141,20.0
106,-13.409810653072757,47.86306583442425,83.72885490190343,20.0
107,14.533118704944727,71.98181953373006,65.7815641577494,20.0
108,-6.68401447110988,71.21077301228637,67.14303882020138,20.0
109,-7.479943869493676,64.3740503400356,61.400316510390226,20.0
110,0.5757893237422514,55.87210525998609,77.50073172717,20.0
111,10.399525345547813,52.428645418178256,103.97766715316698,20.0
112,9.028903860651099,19.538893147252548,66.77080698437794,20.0
113,4.029824449165744,60.646092676563235,73.2115807359704,20.0
114,-11.258927510953635,46.52196113710295,63.9082274430822,20.0
115,12.967429990003408,49.94543035168165,77.33172887430413,20.0
116,17.518936502499525,66.79779319202781,93.63744204785903,20.0
117,10.135346247119987,47.24283191517883,80.48412571550851,20.0
118,3.8858404677172618,40.122836915071346,92.71076910466884,20.0
119,-19.95511466009337,59.74515349634524,69.80576651855682,20.0
120,13.388543196930202,57.43152236909791,87.58322306621977,20.0
121,11.259480011556198,56.854494143036504,83.27995878363575,20.0
122,14.513791300461257,39.91659230037406,76.54252406586407,20.0
123,12.346545820604193,38.78159454836607,49.1513674935972,20.0
124,5.383743837599556,22.049909370529083,56.580841372005686,20.0
125,5.385480620786605,45.96263031633936,76.7021357354033,20.0
126,-2.204983164614873,33.14673713008865,75.61941964290327,20.0
127,-17.596153846907008,63.84134931102153,58.260502889355394,20.0
128,2.4146167825894764,58.32798679227035,65.67624872933276,20.0
129,28.058083654132723,59.55523787396646,98.56874128087502,20.0
130,31.13337382639234,61.23825919229176,101.48778016126201,20.0
131,1.5129085256895396,40.89753839599411,80.96974909791165,20.0
132,3.632537502451263,75.02236641825121,77.21990949680254,20.0
133,2.422098325670746,54.48278324931386,79.52901528501002,20.0
134,29.54414884471434,47.54020591156754,72.5173788465533,20.0
135,7.494180602539878,44.66681685769059,57.20568178634256,20.0
136,12.56268720519735,28.850846444212845,91.44925705884637,20.0
137,10.709939567412176,35.49096770686181,69.31570580896661,20.0
138,13.989236042666501,54.53255003124527,84.34228348121738,20.0
139,7.760037185719012,60.95647401568937,63.0626380806302,20.0
140,3.6252894936242206,40.27684695133023,57.908204029795115,20.0
141,11.345491061249303,59.93348569187921,84.89949974476201,20.0
142,-8.196962168938121,41.34010087167863,53.731901620060526,20.0
143,-1.0962862589156388,41.81530415813901,66.43179022477904,20.0
144,28.112096063118713,28.450147469664568,79.76963812695656,20.0
145,10.303892716100934,52.567194989089714,76.04335004088917,20.0
146,-5.237557908629146,68.16271705540133,63.96464235168464,20.0
147,19.869662355992958,56.48051576416317,85.79653128958573,20.0
148,7.437908542959697,67.06128034003355,58.382640627950344,20.0
149,-3.5140084108190712,52.30982568462248,57.9797095197167,20.0
150,33.33561450938374,49.4446809082134,82.68817728590696,20.0
151,-17.23854311982731,40.46645053282461,62.434227342783316,20.0
152,-6.822854303579694,57.03740340627024,72.58697550551416,20.0
153,-4.8014337547130665,50.84875955927946,59.18189989856643,20.0
154,-2.8204595802320895,56.2044325845698,66.15222475854162,20.0
155,-7.072136690936913,43.047775816456465,77.16758285011842,20.0
156,15.328305680595072,47.23141721199062,74.63226196504758,20.0
157,0.21949252972430733,51.14471629990524,70.37025913567801,20.0
158,3.983044018961582,53.82814110215763,93.41806603644837,20.0
159,20.3711652174619,36.961549870208344,77.66496669962295,20.0
160,0.3728663515534416,56.63613521626585,67.8952920336612,20.0
161,0.6702869282695008,22.040385147942054,79.50063506289156,20.0
162,-5.404676007635952,36.24753733495775,50.678003911659026,20.0
163,-5.882447110459631,68.2157602437474,58.433803189481,20.0
164,15.824580531813535,48.39091795922521,80.66920245909625,20.0
165,-2.22682941667051,42.18597675553746,84.07439475400487,20.0
166,2.2344502828128814,44.06576622307984,77.83612151716788,20.0
167,-16.285467838938292,45.769109288861756,55.620203300055266,20.0
168,7.296378720807185,81.2088870411471,61.26638410561199,20.0
169,9.794138651273732,35.342866288865984,94.88031091232757,20.0
170,-7.985391848897972,57.39085069269681,70.02032642506649,20.0
171,16.88342069804923,53.93745605591219,73.34613384782664,20.0
172,26.719074432140502,56.10512874843627,81.62058706557598,20.0
173,10.547242789036567,60.97650581474393,96.58884617541298,20.0
174,5.529198563345417,67.3414993108497,70.35157752107065,20.0
175,29.291596773587557,40.95105632013653,76.00618453246797,20.0
176,6.390015245138733,51.78450163688579,63.62820141267427,20.0
177,9.849341813107792,43.78629344228243,92.45594964711339,20.0
178,24.93864618337692,30.80325754121488,90.14894590981568,20.0
179,19.14773305581611,56.05695367121017,96.89069782939393,20.0
