unit_id,CropYield,LeafGreenness,do_SoilAcidifier
0,-9.974053008378617,23.259404334335386,100.0
1,-14.723638615325012,1.5784722539361251,100.0
2,-0.4891467039488946,3.683139566885349,100.0
3,-1.366375135913883,-0.31397272657619446,100.0
4,1.5656691785485481,21.752198096028334,100.0
5,-9.614123262226123,5.6003362898664895,100.0
6,-15.4410783503985,8.408054757309603,100.0
7,-15.759138855892669,8.851946337241905,100.0
8,-9.409129912829053,7.114435763259899,100.0
9,-23.541036562581592,-2.7878228083329333,100.0
10,-1.3579349017896716,-8.113789198147206,100.0
11,-2.0852570936512738,6.265290813925372,100.0
12,-20.1888699526096,10.521683352081903,100.0
13,-16.948310768035075,0.2693126477304393,100.0
14,-8.50716898188228,14.980697227568179,100.0
15,-4.742526946167934,11.31395853537914,100.0
16,-14.413853101234668,4.967442273104409,100.0
17,-23.653922331447355,8.508410090586509,100.0
18,-10.540745925325139,-0.47142224825396184,100.0
19,0.5442845601534254,3.522054616052949,100.0
20,-14.59541781951098,12.082585209921938,100.0
21,-9.377347509995444,19.96296222487776,100.0
22,-14.857072355141318,28.668181179888304,100.0
23,-17.202363530954944,-1.2631085883547097,100.0
24,-13.635359290670515,7.845993678301922,100.0
25,-30.50145710935145,26.387769624235364,100.0
26,-8.624595727344035,-5.796444917346401,100.0
27,-17.354293042477252,5.134673561074111,100.0
28,-5.320338131358787,5.4003415406692135,100.0
29,3.407319444803164,9.652615956519483,100.0
30,-9.285947357786126,1.1373750310628994,100.0
31,-10.111489071514143,23.062892445607872,100.0
32,-19.084211460825607,7.469366713745101,100.0
33,-9.39050136244747,12.646919480074185,100.0
34,-10.667612560744482,0.2706648024972935,100.0
35,-20.962192599376092,-8.83595347856162,100.0
36,-7.2313918695895465,4.8090904348762695,100.0
37,-3.8717275783247924,5.094195604947315,100.0
38,-15.48134280888208,5.015929850158792,100.0
39,-12.145422711127999,23.962644319469035,100.0
40,4.382193200218428,-2.0028772397259758,100.0
41,0.5971234669676933,-3.689274826611941,100.0
42,-15.803368041506731,7.1360255486201,100.0
43,-17.037530038175266,12.41316661106908,100.0
44,-16.125176645753022,15.83025340075477,100.0
45,-5.482858551769727,3.379477104389366,100.0
46,-3.2011354593406165,5.783099644086338,100.0
47,-25.47579909165209,-2.752674312890523,100.0
48,-13.722497910005945,12.243011364071652,100.0
