unit_id,ProductTiter,DissolvedOxygen,BrothTurbidity,do_set_GasSpargeRate
0,12.541725377732961,73.22569809314142,18.22954908098402,50.0
1,25.872281307699613,71.42920490780814,22.559911172088967,50.0
2,27.935908223965498,82.64055051596796,3.2193882248847228,50.0
3,23.833772146425247,69.55760158401304,7.475109934336678,50.0
4,28.666090666639985,70.10340312990198,29.207621424615102,50.0
5,34.191063911273105,86.8406112736155,10.004061765242911,50.0
6,-2.0270996315922454,54.028097313063064,49.03001559004579,50.0
7,27.13757418480318,71.61236289875677,40.5572734489955,50.0
8,-1.9907659753269606,71.43805912474046,31.069248771614607,50.0
9,26.962710787099287,78.74197266515111,-7.632770031472944,50.0
10,23.370905406762287,69.3548737313594,1.5431890084242674,50.0
11,35.24329840723642,85.66509069712258,11.77606594882348,50.0
12,31.24257416798928,66.67412575486155,24.469702531906925,50.0
13,38.81019056028143,104.10368993162858,-6.908012080380555,50.0
14,36.822547808296854,85.16484397418617,-6.412933217982925,50.0
15,38.4843827931131,91.3167092383149,3.602437948408652,50.0
16,31.689376727875064,73.2304765014805,35.66497535342407,50.0
17,29.422913467250247,80.31418979909326,-8.833139724999096,50.0
18,35.277137378810295,84.2396851880132,20.500533937255735,50.0
19,16.975533716322214,61.760967758159104,-0.07229603879558688,50.0
20,23.76124798430007,72.2026625663912,5.397278497168995,50.0
21,30.006437545206026,86.90690485537012,14.644754777794839,50.0
22,33.063840894466146,86.04484516760371,9.205640719745988,50.0
23,28.393798034070034,76.1350676857552,14.435570147418096,50.0
24,20.51588258431612,61.4663693161882,6.72287855728991,50.0
25,22.057781225253375,71.17367597900385,23.755443965375292,50.0
26,29.945511323671994,69.17964419976899,30.367917642741528,50.0
27,19.010835676350737,77.2689799631444,-5.886531560697337,50.0
28,25.35128603681473,60.63581406241198,3.582536154217973,50.0
29,31.561118739158356,86.39337552335446,2.4061971558481137,50.0
30,11.73148062304471,52.901054099017735,7.1009007363121786,50.0
31,27.68017823628166,71.77627642066246,-21.27727305178559,50.0
32,26.048672723377926,72.31382572283052,8.678327096113147,50.0
33,32.74383274816943,81.27235938013749,27.06245171230836,50.0
34,15.394500693341794,61.12447931586772,32.50706974514587,50.0
35,26.356205448059377,78.25347586570466,-1.3728322266553565,50.0
36,21.424171613192005,75.95584607147566,18.426044506263736,50.0
37,20.40781679172814,66.99097543437544,15.561931155007604,50.0
38,35.446751551793575,83.15987195672531,4.254511210664257,50.0
39,1.0498002304033587,58.665780899345656,19.14059260583664,50.0
