unit_id,ProductTiter,DissolvedOxygen,Temperature,BrothTurbidity,pH
0,25.86549846286898,79.75170939352128,58.77727002613169,5.172549735735528,56.406061711840465
1,7.671635493434333,60.71788995547291,36.81129692143072,19.052651571249452,60.48212246982562
2,31.72095114892415,84.49832243640373,52.40215422756436,-11.70137868442428,57.731066870955075
3,5.497961062618236,69.42207601048831,68.33106497393173,16.488800226485193,51.84821718488031
4,16.45106723066713,75.27465306531954,56.42046507615489,33.464383214414745,60.59097931972613
5,10.912374049281928,76.05816117020892,57.906033610531054,24.69094777363799,26.674805177471548
6,-12.148794248899812,74.15452979404637,33.0557515268204,55.793321123348264,60.98144446586209
7,28.805024880564805,93.88749811822125,33.173328683805984,15.42395655213581,71.75260450855343
8,29.973169908622047,77.94304782637472,65.74266828175176,31.999885589883494,61.096721360602295
9,18.947157907566094,82.43510674614474,32.511048082076556,4.786218032136581,46.447419484336315
10,27.623450393363125,74.64594428245788,47.33888502649,15.971023605850784,45.7952654083596
11,25.051159804546955,70.07849216654175,61.13533786564027,14.046702199606793,45.07333118737829
12,33.879122354811614,94.68001949910509,55.80822965851336,23.669965304635006,34.66661872433328
13,37.10330581474294,76.0517688745622,48.11138996642496,20.16770041589121,33.8641198892028
14,31.377411145123663,77.35422851297473,44.64647821356153,19.310196855115425,46.51415887721577
15,25.41089158151432,77.14326697134356,43.171619775325304,24.496044067066972,56.00134511536167
16,22.1636910400239,63.03161873682128,60.89267166090777,-0.310450317726902,53.6521383255421
17,11.740263775422315,79.45920449454614,35.905000286171486,23.977597173914145,61.92069247934537
18,25.59527631662016,68.94268643999122,55.17896242111761,3.861271272106414,44.17310033512707
19,27.93828628742195,92.68943090763055,38.65730855833404,13.099470157763845,46.44698028586045
20,25.366923883385375,62.761419916258504,63.453777556419766,-4.2824777984323,54.3771914564877
21,19.991813522709,79.83760016151739,69.32654541422818,10.698495876871476,38.42233264234665
22,35.52191990681096,84.42212018757479,34.76651727669253,17.795096520327768,48.99137535479536
23,26.886048818933467,88.48375807991043,56.31197126996035,12.19155438579816,56.3145040739112
24,23.29453425334435,76.13100351689977,49.92458379243601,30.366352496184533,55.70536428171564
25,-22.747325867780496,45.524958800871616,54.67708117597537,49.76735307652849,58.85470596979095
26,16.15202813118293,86.86745120583419,62.97130072808113,24.563927096068152,11.143195304660406
27,9.758180907597454,66.58224747161454,38.65940857556992,32.68361535352903,45.67342161433247
28,34.40494617244011,84.09907969607771,39.52041970422716,29.298319771441086,37.88048646649502
29,32.79665467918024,85.23570886064027,51.168863669633964,2.5676274029944963,27.871344227774948
30,39.37071642896734,100.80857171528847,40.33401843161637,6.953464734924663,34.95504488527094
31,34.618775096995385,77.54449105964548,43.290161872334025,6.336423699217321,41.51026155604465
32,22.01395570162247,68.08469051481643,50.19171751617793,10.663753455532964,49.3383800271765
33,10.556889416490264,60.39783744499159,71.78228878806468,23.208614580325566,46.15403848843755
34,13.570658139517233,73.55171035732386,26.42457031014235,20.268201471670995,38.29917547219266
35,19.31079754057327,85.69048625507126,64.5597892710183,24.244457413512908,43.32439989621055
36,29.940072421905178,82.27044594532578,60.13084358290415,19.467310359593945,57.61762883890677
37,27.21513923525613,79.83218771705776,40.80383665330183,27.161701548233744,34.06485865247942
38,15.595175511962994,65.95068553426982,49.89321153822557,22.71935673422785,39.9628210356308
39,7.746833217591289,81.48115644392371,56.05565292913515,36.09302486947303,45.12237630218948
40,13.431341233826505,64.81510960578309,38.22950365471962,7.770625040746412,52.044382740554454
41,20.624304138922344,66.39101449399378,60.48104380827515,4.991081862398255,57.683233253821605
42,8.566079946425221,63.32792509256162,59.584229451880944,46.39363506967229,42.65096322288878
43,27.59436424844361,89.98268844835944,65.14795547094721,11.5192393347612,51.0817285481615
44,44.11264128531954,101.43241801800373,52.53218825631824,1.7711380999598436,45.72067652673053
45,14.219480285227872,72.94484307622972,29.47115239253847,41.08083177355066,49.8995180716534
46,29.44938221480066,91.20234813454708,38.18403501364803,22.44184054330583,37.42126227124759
47,21.066344495926934,64.63216155627873,64.15914143006128,22.096811280153617,53.902498800829825
48,6.054391713831691,91.2642849539894,35.18246511942168,40.78602339921007,51.18730510251738
49,7.9532707854932925,54.94481994120201,63.37462437021209,38.9884136789108,40.054973292741295
50,19.792240135252097,72.5466097390626,51.94776872352754,9.901760346904343,34.646688787368305
51,21.49248170724236,65.16452759715423,49.79606814873029,11.700441473048317,43.70605602218617
52,16.874038868374843,62.76287758883666,61.814888949939906,22.443310650617025,44.74347330515112
53,13.326596952077358,57.40768290471997,44.74394937510807,17.20053598338061,45.29485740615408
54,7.074191524431341,108.00537367413584,38.295226220777856,57.44974211801645,51.951364032843216
55,-16.76904273676633,73.9453361306408,65.54265083257849,34.495613434231146,58.46197315110288
56,22.86411515334052,92.90339657759067,66.37040971454287,39.4907351989189,52.33991203352985
57,-4.247458343821814,89.51326281763266,65.68616422041862,36.556319200009526,61.38607175407017
58,23.00693931861528,70.10225822752888,30.93291251828294,5.110999770852759,71.5883282506199
59,27.21778613083413,84.84476997292539,62.306377493353786,6.224252997359834,33.02091611400926
60,30.245790700544624,76.4904389320928,34.854174509282046,15.259940157783744,33.45312470125689
61,35.77631665381395,88.517466559247,48.44122053858903,8.662025653132025,45.647330182798115
62,13.88937571890895,58.24830256249331,56.685638355339144,23.824850977977192,67.27719811241796
63,6.958967960381422,72.71263638149016,75.97595842303757,32.230867851241456,47.4535483788629
64,11.023676915974487,42.14145649693961,59.797157052959186,2.375035973607707,47.79267383940718
65,35.11224596798377,85.09508868042485,46.414290830831256,-13.830364667984433,48.02670559975846
66,31.734813918570712,90.15567878516414,58.69013435165667,22.06226740248689,47.96562669196615
67,4.821648138781779,69.61294073235355,35.099857933688554,36.39388374532946,48.351238151762864
68,14.953681322400888,54.95248011145879,65.28794267816812,12.731605522253803,53.90078108130087
69,-6.590041786007789,49.78404061397586,63.600814785131554,21.250305673905775,34.30599596798804
70,-6.594559933002811,58.829890216244664,67.01222664414679,32.90104024036186,53.57916103056998
71,3.910623511935431,71.5431870897688,40.666833704269756,31.139391833101534,52.05079955880822
72,18.119793478943624,90.79947798027798,45.864830886343796,67.1317416227238,35.63360714892256
73,4.945869467368041,69.19479241533124,49.10128460332024,27.20182066307562,78.24054204766244
74,30.394733795624717,87.45399674087435,45.081470062442044,28.906746315364327,62.48275885919931
75,19.720638134105066,81.54458929762727,26.652519073979636,-0.2917353822430151,23.157704744230653
76,-0.21859856879986772,100.20788741883527,51.93390834037605,31.353989930813487,66.3604986002386
77,23.969821613757226,73.76399310788346,78.87697717454543,5.109692469673516,40.364971971036084
78,35.8199531680255,78.14184852230518,45.228631960586014,7.998925386122143,65.12345311991587
