unit_id,DiskIoWait,NicErrorCounter,PduLoad,JobQueueDepth,MemoryUtilization
0,58.04169359920427,17.80607455671621,78.1485899609023,43.41141691994134,55.92575760600866
1,61.93874482128814,7.258640462083802,82.20365135108331,63.92801667928997,63.30807329180172
2,57.889774481202245,9.08726361790174,76.79837495741475,45.105025871850934,57.93664930312396
3,55.18954407728337,23.043114892799753,71.66610937280133,57.38005061383765,53.975721939376726
4,73.1375356922958,-0.09533589798292219,75.05444562077966,63.88634928748669,54.6620515356752
5,76.3583104826297,19.552854386860524,69.87405427017326,48.9556558591229,38.45104804444554
6,68.025358821099,31.328575402871365,105.20104668991915,50.94613929666284,41.23336671499342
7,56.295269427330744,21.15715492386021,77.81323819026515,53.380298584416934,46.00585498261969
8,80.1848241584711,2.2943722074174637,77.61281997880602,52.58054071503485,35.6600196166871
9,76.70663985625241,13.481290574025575,92.9037635204178,58.13385122248821,65.20054401780845
10,78.99989102658026,9.854798939085502,78.7096302884896,68.67136894571874,67.5924240287334
11,60.02728398795006,-1.7514430768234526,80.29654845876291,37.228041170157766,51.818952408029375
12,60.695271465195816,-3.1882248988518054,71.08059361473607,57.99597740395643,54.262216259126454
13,62.718325385104755,-1.3485594662828468,81.37875918274473,54.73274731810448,63.162830566473126
14,62.241029572195316,13.66866715644137,67.82293795896585,42.27429707420151,49.442813417935035
15,66.55329237870644,10.069064786102782,66.53865556644143,27.901126057905113,65.75629071342924
16,58.32306733185881,39.54251572862774,81.91808077535191,59.92980889364576,57.62217881861847
17,60.58430044004877,-1.5934496815720536,102.9811759557234,59.592109936799936,35.47411105026714
18,55.4197002421935,34.564550981378574,73.2951317902622,42.60668231053168,48.643323418570255
19,54.81108263625993,14.847444822852696,81.08354589230869,61.84546855650423,56.55043266528351
20,58.42541453617889,8.98003146777579,82.95373463930036,64.1338937398981,36.22926511223898
21,73.18284894237736,-0.21031496161673324,78.46086636689462,57.226541323003886,60.77476154782155
22,30.551979867490367,14.880591691709451,77.40649528508077,28.271301484683757,51.57319465687717
23,42.44824008067527,24.425334237514562,110.35570457681433,66.02075939968367,43.378155778357
24,55.637015379432974,29.27293046364779,52.028488542193806,53.68387105384053,37.59838516239299
25,55.925054146775096,-4.929529554040101,73.10232179778323,51.80565151033854,55.895030722767146
26,59.37096971275613,6.02823824372994,55.818959791113656,50.52666025622496,37.378383447382845
27,74.57361276234822,4.2464199624394485,71.8167942078142,52.69640473055896,41.17088186543671
28,73.39325832742995,-0.4411369104109486,65.71798841159533,37.33137259707755,54.26792639790139
29,56.07823244645127,2.815706645010069,81.92618749269572,31.459928834965833,56.42061914665742
30,59.6831899193528,-5.327277119417449,69.4913193162161,63.86014018091821,50.27673694576547
31,54.34426424015165,18.021097141459332,72.55542771406633,38.88129268860271,52.54232965071006
32,75.20714003108239,38.81519267958368,67.42294659216566,43.551744796806304,63.48300083755741
33,71.33643765616158,49.60262951241735,86.90284843926972,58.26289515239777,57.35385178169089
34,37.170737205161416,27.025427369971915,80.51332901921919,50.33069342151805,76.2892727645827
35,64.87272200178504,25.72745331321269,76.78562087550775,41.71326176406824,47.43332341389312
36,78.58246072485028,7.48292752679519,76.35896468451844,42.81969690309611,64.42441298217477
37,62.23192180817147,18.41791369106641,91.06738353858158,61.57430168285236,61.146156793914884
38,52.08439654293908,14.221238517134195,56.43034734993494,31.933889868485757,53.49140070467707
39,69.49188481453947,7.1215037351823804,55.37866561613276,46.30404926619539,54.25870287487783
40,45.86751006076153,11.384421496575765,78.85539118782452,73.82402909046837,57.14783885773972
41,82.51468368541629,20.780712456405155,65.60855293623052,64.4655216255737,64.12528429769954
42,67.30847507458053,10.711582731874442,81.17509336295883,37.93831024116274,54.891297500250424
43,67.32334686612306,19.499078637444036,97.59089218018052,43.885984882038535,50.22287011981979
44,78.172970258138,15.682963735076278,98.12756441553796,45.27289830946714,48.2944745409025
45,75.57236129698806,-5.3691835346124925,78.91272227317553,49.9443354430871,48.64294396217937
46,65.47201327033969,18.3959102299933,80.72921619875818,41.25603435507051,38.14039792267488
47,79.40584069756609,12.18919567909337,58.097522442141454,43.41584762261158,28.80997094894619
48,65.08822458967164,13.66753875479434,86.8252977961238,39.64142795427892,46.06299333031168
49,68.12272430872623,-1.8085170947050635,55.5056015311338,40.65693338737725,53.674352587349595
50,79.27222367922805,14.491584638723078,78.1348568514863,66.70414780862444,70.54414010578944
51,43.7256228005716,3.0362310532085655,101.60267767518656,79.11318811789512,56.42767341781521
52,73.80413412087493,41.78758286608329,75.05806687648148,26.63935483795671,40.592129912318185
53,68.57233848479943,45.13626904965796,87.4634909214528,61.647665953708696,63.5545462443809
54,59.06376156873397,2.7504632999427514,77.03645871969442,45.400531237548456,63.70120790280491
55,70.40364203610689,37.5187696964264,95.88944947231082,43.4190592965255,46.189028228466015
56,43.355772847625346,45.87960246718659,76.7988599125178,37.13826222192372,33.33427505901717
57,52.80484022514783,3.651977201323975,72.49086916686623,68.55094691717312,60.078581867310106
58,47.600345251576286,27.445021217258414,72.7394985527486,43.31773014573537,50.81444201878306
59,67.60988975280708,22.42792197907687,83.23895608992032,42.560965226384134,70.3059568189858
60,70.02439231489923,17.93549395519333,58.22283530503475,20.88600166428897,41.99812630088111
61,55.257394534595875,20.79164487131134,84.17053836535918,59.67003398468812,72.14180922441265
62,62.23967375578138,23.066214782368327,82.66418085270043,66.27012343927372,41.67915748267542
63,63.770486581387715,18.74428882635289,76.06696181306148,52.90156628617714,70.00359030574096
64,76.03642402470398,10.729641613095051,78.94426758933508,52.507109393101885,36.98482252300642
65,61.25604097875512,1.590696129041362,85.64528855048378,63.72755760304071,58.89684758849246
66,80.49908010193239,19.611261627248833,65.98394424898686,44.934997370541,31.855842600348904
67,48.249665318733435,39.931782591514605,71.85818330888385,39.92540991641796,30.093523971885247
68,69.10974703693302,6.47765251775102,88.62250489498724,51.31718090859965,45.797659204593636
69,78.59977043446962,12.144947517540057,72.90237040188609,48.98798623934047,37.98897181961561
70,42.147012720684465,48.21219480719466,57.92146745354831,56.72754111000357,40.129681702690526
71,67.32463623632597,-0.5987040601581075,76.23088168910542,54.18473550674519,31.279104342090992
72,41.92682688656985,11.771891125711015,65.41112445006509,64.42947865303863,55.916843678389085
73,30.81899699793055,39.93226984888612,69.84142131530139,60.51790115297676,49.11350822511498
74,70.60405886007283,13.857030398117713,60.57168522064693,56.452208713749926,43.95508630590177
75,66.38643377382279,15.490776245267625,71.93351065678513,41.41861411453002,43.77006367311352
76,64.0464323723206,47.10167508579342,57.314222362295695,44.74404567375503,43.59438096621982
77,55.483734812147915,-1.4609172105738981,82.36567575171358,71.64518459494168,53.84058577689594
78,64.64069986019759,42.04778964678544,58.958753785289005,44.592712754999326,59.09121086539445
79,52.82499619453809,24.914370691211616,81.15199127417301,33.237198594962585,78.21191369287769
80,45.27439756932598,32.06436690043557,68.52351957412726,48.99007799931998,55.562049181646636
81,40.61781292761079,30.99701602437863,59.59875970689966,47.139514603702146,35.05356894117922
82,50.92849366298953,14.72919807712757,71.90658692490261,59.66440587798164,63.70407698776183
83,73.06731919385491,13.306788955804247,96.86449636042796,57.45585852777346,28.769178434199596
84,52.65900868001842,24.552226250514195,72.08638581053474,51.06665441319538,69.83726651998577
85,54.3762268019061,33.51773878744028,66.32564997736984,36.177269320338134,55.67727302246737
86,58.411237602724974,34.632389028780615,82.3580206740906,35.57729520702622,44.713235905360975
87,72.22691664514866,15.044758655456743,68.92968874938852,36.386523399283334,61.65808811856025
88,63.14109878263757,10.370144411861057,77.0742439030899,72.3376533930496,47.8511146621936
89,66.6749570152688,6.659500036698646,76.45586309906984,53.87550093439138,36.797328328681076
90,15.616224587006775,44.24388637859764,70.42144668775957,50.581162918624415,33.614001899472726
91,67.89073612935422,13.59111020273025,103.00346636891899,30.273740760568163,62.37949671913944
92,61.40539664373382,23.434865232689564,68.61857774129166,36.92136173526651,39.70405411312883
93,49.24358879704692,16.488996877139503,74.37689295317334,47.65616499252147,46.8233858650713
94,66.83944874866397,6.3944763386618515,91.34560701395226,66.4853294473863,49.757966630670865
95,62.23253979106218,13.054941917945722,66.46571149299294,42.83343518425355,50.347334342342236
96,49.89391499518414,22.417431787337584,89.46379510513333,48.319302388469055,71.37983819138466
97,35.156612057285635,35.2569243868074,79.04267923974412,60.446595428000386,55.39874891966153
98,59.87648501071814,4.149933375802751,63.90581461150738,31.553883626323035,22.303001631185786
99,79.47489300843037,18.704214782315297,69.38451336884246,34.04372705022692,56.9822431967204
100,67.00605403196033,23.760242671994014,80.15551847654827,29.503400900567918,81.4955458067234
101,37.8602095084958,64.9843878617389,85.91112698072305,53.003545628841195,46.74227288250592
102,54.389246499867745,22.890975941319002,60.334461189079455,37.00896860053439,39.14709596172251
103,62.68611788230983,0.6201191169007316,68.68267751100996,52.58561671743044,45.192360900803
104,48.283001542781456,67.07522061649375,96.20592220400312,60.610599029844096,48.46429900995263
105,55.335299626676026,12.566164073549324,83.3995413052879,43.67991953040324,80.89326840798383
106,71.95314075161588,21.262979451373933,59.37498024287668,57.578052095648026,50.69459639161761
107,76.97908723954134,15.741729753813882,55.884282800035706,41.46250936506878,73.0666118806276
108,68.96268869011416,5.376243693538631,84.11126207873502,63.53599353878685,32.8398610820315
109,62.9539891219476,21.17047095158575,87.71427130802988,53.234090016877495,79.0295801956514
110,62.57154924098272,9.288104852745416,63.56682874867221,48.857573548417484,54.72688003736362
111,76.59876722299073,12.380464977434286,68.05068487985808,49.114313260852754,56.615303059621496
112,46.10688252838689,27.39561555222314,91.59459499459511,47.71930250509806,68.35402383602789
113,68.09524930499816,18.015804310486935,74.12989684225367,55.86130388036419,43.082978195304996
114,49.7650266640192,14.360728567381086,69.1986415894123,55.467268850278906,68.9712484887237
115,50.31901621045714,1.3914152102566675,88.72909912824703,64.50768906457327,37.504574344875444
116,61.26470662319947,36.97370538637916,76.76317274244971,68.12063643616683,59.24182589235623
117,69.92225687915368,16.526637590108127,82.2569777485933,48.04655977421308,58.84122709826756
118,64.73657927348496,24.65133993213628,66.05639330563557,53.65439196979176,47.22658011495723
119,48.74454210351185,23.688574788388134,60.88326903084635,56.304087246535246,45.86134215211972
120,57.274814691609826,19.8087826455308,70.39810107022241,41.463109171678006,65.30688898259172
121,74.58948926331205,5.305429697935212,87.94326471618133,65.84169811629437,39.271048197813904
122,66.70359962916658,32.90568078547386,76.35383370600962,36.93559887300838,43.256285068011316
123,61.46757211883062,21.40573380276204,70.01468588474657,52.07587466822447,56.526759393514915
124,71.07520981614756,5.381677206085027,74.08776497807358,43.31314059854533,65.27028712177275
125,66.32592741525508,56.3816493798112,86.84803100335824,50.4330443464059,62.7002336368923
126,57.300546480464284,42.93931373363931,85.03531187985133,35.78572867585052,65.6353944770742
127,58.855465175067806,22.11803317418046,80.85259122092856,50.5395917318067,65.47025518788978
128,74.41418730584421,10.528504312456779,84.29360769341865,40.76161554102144,44.16341815799193
129,49.62812708924179,5.344096528689269,71.05206221482416,70.39865639141608,50.4561165438942
130,49.68773088365168,21.407802241485456,112.39915423178584,43.555566894581446,59.35939193548661
131,72.78399416827313,5.1100895238291475,60.8003094537631,62.73864666579721,46.98310156136656
132,60.31954160606742,18.73955453394166,83.11795279364037,68.21278633297827,21.18763924152048
133,84.48630490351242,31.18827104597187,86.39767847852501,34.76982280541087,61.841865119776244
134,82.63386435696887,22.722131108458957,69.71090619563445,33.669704202581514,60.59989270631151
135,51.30467433245124,25.420545938146518,66.50451136181889,66.24158710904773,41.36643907877101
136,69.06777814381478,3.655595724289814,63.74180866974267,63.17420019475969,67.50197450770642
137,58.04910613819451,38.63097220481388,85.49826969634843,62.61731783341591,50.07654861346616
138,41.922796785479186,6.691832930096744,70.49812392231631,50.4318326321559,40.35172072133602
139,62.12092279981248,9.455184231471543,84.86057849060352,49.95081316219914,63.0330690492936
140,63.50201462017083,5.053410029788015,82.90404711850992,59.602693383286095,51.696914414989415
141,50.01357347228297,29.287884540055167,76.78445896057775,53.07029747553786,32.99085259304315
142,56.07779280374306,13.584129805033198,101.7303429181954,46.17303380024901,43.1047330464129
143,52.5927858668671,15.67101066867542,76.48165090590685,70.96422271916543,34.88833223173752
144,50.79130447598238,22.266351625618963,68.66867529989547,49.263585775198514,73.20284826451329
145,63.56375384893619,39.84134266899016,52.92888820080535,46.44379863889713,28.427182432915085
146,58.96183279760301,25.7898651408841,92.09332524589666,40.62420575273751,44.47086550567542
147,59.3120240893466,-3.8592236658905925,65.85275106820959,49.283769519612015,70.0398629736106
148,51.156196242129255,14.39852971009129,73.35661332362763,49.21626534914569,36.225673993669
149,64.18341138066053,3.462715754521703,70.33354324061874,76.43709940955137,34.38665361309479
150,63.86464095480232,-9.71704977225572,75.37246283911834,64.76325194789185,68.29099087735526
151,77.83213573047162,6.473890703686687,64.364900183414,44.3582871330044,46.76191510392139
