unit_id,JobThroughput,NicErrorCounter,RackInletTemp,AmbientRoomHumidity
0,24.87854118977581,22.678433665366157,67.00052648289176,4.815902065049548
1,25.107788831634117,14.567974120023058,71.10167161429457,5.090583138707845
2,19.753040810016614,18.865242458415956,74.03772330698789,6.402810223892245
3,12.390588773212668,12.721140863270646,67.755441604459,5.531516307431351
4,-12.595534788389847,32.90928059996349,52.85154872687338,8.058244943047324
5,34.1443139658181,18.22983794431817,90.92331986404284,5.612268173749283
6,26.765423218018512,23.372796277582847,93.14413921467576,6.089358986529557
7,30.78646545411613,0.4066546926517258,83.16201064227566,5.133886718507272
8,31.90002220979177,14.230777232449011,89.53551005954164,5.166335014764195
9,14.08999649852126,5.003924963676408,49.00867251105441,5.502904635740371
10,32.230818126512474,24.429950816070498,102.05537043221445,6.275364027580379
11,27.26278726808914,6.2398634077095805,75.87301151159254,5.807602866470711
12,33.42040603391484,-9.04598009600896,84.50475138786199,4.782526565644077
13,32.001433546301016,24.525976387797943,82.1392854360548,5.890030577864195
14,8.57340458262086,12.375335943932434,69.05497387242065,5.522669590160985
15,18.89641068600327,30.452262056661045,95.46824342520152,7.770967282410753
16,35.663748289309524,7.296497843382003,83.09910047427155,6.386614770042848
17,26.204917220154467,28.172584882584502,87.44459981926022,4.890082657935181
18,24.292087085943994,15.371444082853017,65.79104938060864,5.210140908010936
19,28.953623258321528,11.684204644584975,85.64292177869113,5.652878293365803
20,26.12926316778484,15.010672915766584,71.04947243567905,4.759444575346067
21,-5.273170485870763,38.650322026030445,69.46407841466086,6.857678885784621
22,37.59851743360849,3.2251261654354533,90.94663083526038,5.726764931878834
23,16.08109424965101,36.91608531704914,83.0409705258333,6.42682967328578
24,-5.520097459911004,33.988391261577796,65.65736104041814,7.961348298781937
25,10.368753374298674,17.941793098508764,52.97509654148645,5.897159683162911
26,38.43289436756541,-2.447132837565986,78.89797172013749,5.191725043816542
27,20.3475347906309,-11.291122882986183,84.1541248104905,5.017001844212759
28,28.93284515846434,8.88150605609,79.92682096854635,5.027812378425893
29,1.2844543320873156,23.850413202061006,59.55981005182027,7.356819219922039
30,18.97623779746731,28.4679889312536,94.3097205285349,7.636326311218174
31,23.547033170175315,-5.7249268022234485,71.88819452908328,5.431114337397897
32,30.04478014966767,40.764684933825095,90.55026512116595,5.353807758533501
33,36.822902797223875,-1.134675136116373,95.3075852441403,5.063995697911419
34,20.6197519101409,8.866123099477957,75.14808169054285,4.818434436925191
35,34.62618492249928,28.525093032579882,86.14578782131368,6.238299029011031
36,32.14147103535961,34.27223906850513,76.75024570375064,5.951331600528167
37,14.829459928259613,29.357273040660424,81.94912702204584,7.033195931271109
38,17.395802701109265,17.551566815546835,61.92209706801784,5.419279870468935
39,31.425445522769778,16.173312627112033,84.96578263994445,6.7090237425586965
40,6.1770612929909205,29.826314834014717,57.35564942498952,5.5726807532108
41,16.47270066697764,17.86294138453493,79.71346825624288,6.155381817281084
42,37.61587456738208,10.3324631987873,90.73031181802287,5.192355040255684
43,15.809052544270475,0.8186418045719837,65.31302527434849,5.758942920634502
44,39.85088937993909,30.779747263249355,95.46352794154258,4.7336621064008195
45,32.52202399096227,7.313445174322952,70.31620111610927,4.98726713418055
46,26.36764606714632,19.175080336397297,65.2565783325843,4.547095050245972
