unit_id,FanSpeed,PduLoad,DiskIoWait,CpuClock
0,38.81073754351413,83.44848630537571,71.46530132092879,47.539942415145404
1,43.06096107812954,73.37986522660871,64.09780646411933,70.83832775332108
2,33.4056952729713,66.70553038965828,62.49979184140584,62.93452893223104
3,56.09394215400314,74.52378389764648,67.42551642417367,48.10501300053207
4,53.17161035649452,80.7519489924873,35.062729473346565,52.50798184332942
5,61.533701568476836,65.85159070126076,31.219138285576822,57.93265601837883
6,55.808645623786155,40.72902647176995,38.519489707212756,63.33907858361592
7,51.25217255356579,66.55186222466756,71.92283665080217,52.50297226181681
8,72.0809251002445,73.10816993440793,54.29033015761037,61.689890754963905
9,86.05221773961576,43.55637938691016,51.19555718787899,59.086740915334836
10,31.417088882693378,86.68537497789981,50.03883299187996,52.774354101669765
11,55.23207308345975,74.43832718185324,61.07034711142645,76.30561128826128
12,61.13331095985262,90.3198834211149,45.417233755753415,43.88385414171903
13,63.268512324137475,70.133344823498,89.36756576099579,67.73383415845151
14,37.159117933463705,69.32119381364255,39.50169340716484,41.42831671966148
15,52.878492659440454,91.20193949870931,78.85346794673612,28.147058125147325
16,37.657221930315664,61.45813299718519,56.56772173212062,68.690679423038
17,33.108910443865575,69.49841106800133,56.971897479083026,19.306053195153957
18,41.63937477636978,54.56762565295455,47.864224116272936,51.07948636241332
19,34.64090691115111,95.33583984342721,75.51392027564106,56.4028121327805
20,41.68717602667687,50.6327543850865,59.575025021299034,50.137692587290495
21,75.87276351069875,83.0826737932832,62.28811886363598,60.3628020146328
22,46.01684843264875,65.59642227105503,57.48530423859624,51.85070338339646
23,56.70857784980904,75.04319624683528,52.872629347478274,46.41588644322546
24,53.28577738074939,89.34055068030553,54.69232648683352,73.81309474980628
25,59.31178675673028,39.238852999809914,91.01694314803001,47.12378872807344
26,54.34367901999495,69.22400892386382,64.53766431655613,52.298701364782694
27,54.41388399018626,80.14511619385551,68.04200208751698,43.58525374948559
28,35.151027455301055,55.99181573339108,68.38052190133973,41.91905372591878
29,67.44079395653144,90.34302821630526,92.9402598083389,38.929831975011844
30,35.431897631765544,79.03664945143113,76.55382208696884,60.41915868087853
31,46.571332496843205,64.5613238599463,69.63229130183188,46.35252589833955
32,56.94665291374434,72.74148193203554,49.73250022880276,33.97208282396882
33,53.59911321471636,78.77990679911046,60.132819256511965,48.942562413807934
34,52.65067613167762,73.87210491555672,38.234586123547345,51.384049113245425
35,60.214885657817305,66.53412085413719,69.03785063623585,40.1111091595846
36,43.441116266583464,70.2016278416695,55.5517163457564,70.37132686429223
37,48.89915787771771,83.0973056925123,55.548097558520325,53.16572504426548
38,36.07605058073853,94.08230651313121,51.4535637285125,73.52212320809491
39,53.15470980322062,69.56559264451361,55.384668895502976,57.95342189191536
40,60.90541525527189,74.05370962640716,46.183753254106584,51.11156632819888
41,42.76483306327418,85.38964908743259,40.632112332425436,51.672194638872035
42,62.85059102439127,78.37027621537273,51.600254197012326,49.592019537655496
43,44.005082759053536,84.42618727660678,28.305295391281376,45.765169286945614
44,23.873118424015,76.83379215456964,63.807059240022525,52.99887643228015
45,33.29588759290627,72.11792007822727,65.90242981370596,45.18334082742422
46,39.94505317841406,93.65263826168706,75.16668299121825,41.281968756943996
47,33.81946463245565,75.97774285137507,35.58189699750288,49.47394679681214
48,71.78902722929978,87.28393229169558,59.455116905901356,47.16353404869102
49,41.84523456301508,73.00994749794188,67.91157093980907,27.106792416058674
50,36.864274859015296,80.8910983243122,70.81371464197075,35.72973445880203
51,42.84675922869972,60.768889565902896,64.238780342627,27.173125325832874
52,62.5428158477648,81.62293940716506,57.01084619767787,51.486080580279044
53,52.19616490116459,85.08313757084362,76.17187811005667,45.28447444267765
54,51.507569105172834,63.96066400056615,71.47079433436451,64.89868271651277
55,43.42088639069594,82.32095958310758,67.68385292040213,46.913080858386415
56,31.50639391146768,73.59038138797165,57.27790483345224,50.05625088721639
57,44.32736037643541,68.39719805233247,74.61245722769344,40.334367840151124
58,69.23390415196202,84.12533237355285,45.28029668092459,54.266402507097474
59,53.5275442036451,91.99832386644576,70.31133688109111,51.265670261891515
60,62.186148637068825,68.17802518968826,75.475553997121,42.48401370423195
61,41.91050167890771,72.73736884182793,48.76154711835489,47.38228549049722
62,45.79222071383287,84.95352236980985,67.75967694031712,49.04610296252517
63,39.566919472223255,78.71408068846692,60.298024555626604,58.779890432042315
64,48.71094486968755,91.03599245101508,65.97003434484718,76.2761678044861
65,33.429205632132096,67.69415667943052,73.89249698731888,54.69969251653124
66,45.09108614641798,96.21508580100453,76.31637139048475,67.45672331315966
67,59.63497480649695,91.28618637772401,61.28466097765912,60.9605386085096
68,33.53349607547764,66.25612706312064,66.73765379895805,27.2106145732413
69,47.604109843915566,61.55748016236259,44.25461204456124,72.02485588027783
70,51.782149471093874,104.16397719462798,63.895832513003505,48.356793743634945
71,40.46365210382592,65.1487222039886,61.14227538623927,41.617577743952026
72,34.860396809021836,82.25243035775074,63.45829750465266,48.69308480314315
73,39.937578250773974,69.84914872250017,68.24993599846007,45.44397329674023
74,53.41051575347818,59.42115514817612,62.981988958171655,29.971238564543725
75,40.88881819557662,77.18167121730238,49.367284578448285,48.41122927962218
76,40.8165430677085,73.8835617669337,51.74206243394315,54.449322490697185
77,47.18015796409243,95.4041209319964,67.17451325113154,57.85283942721339
78,40.57611985700333,74.75004085713209,57.73200354327858,25.42525548919063
79,57.94498154798536,96.06900481099329,50.817403981816014,61.13809553520886
80,48.872680961058045,67.23910358038223,62.811679321922135,40.68936778014189
81,49.194936581627154,71.60247172576727,57.496243050674444,53.76793426149922
82,62.88087528056346,67.2001775846845,61.98081867058403,38.87609757112817
83,55.10344912844844,105.37903896225727,70.39871277320866,44.081232053388206
84,48.50818613938407,87.34553095184,44.73100023578865,21.012838237990252
85,59.706243298989804,98.1819235273789,75.83538347832258,73.66961756113474
86,19.022547287990875,65.31743150416841,54.3201675833823,38.51995587050041
87,31.35505049161391,93.68472678123628,56.65075116991306,48.798910503883285
88,64.02178442484755,78.3231697218362,54.63470805623903,58.50904620131359
89,30.70340787701778,84.7525692129562,63.461697187019645,72.79903426119712
90,60.55388033887352,72.59274253293061,73.96039759421276,70.53619536921158
91,50.85213262779295,58.428806319754855,87.88843325871741,47.468172272475
92,48.263439918810406,67.26644829520795,63.60459872685109,28.889876290842253
