unit_id,EffluentByproduct,ReactorPressure,ConversionEfficiency
0,5.843854686278322,76.01265764105717,17.661660142726667
1,3.1289596343621557,96.9044675724123,27.992875789682422
2,8.430150269677029,91.93472852796268,20.592961734555846
3,17.587282917722835,59.38418358232299,10.767282138808298
4,8.069266477607533,105.1721468766472,25.408138568896753
5,24.28759741012299,55.05590938287382,9.187464707001368
6,11.734060044212864,75.18371264316906,20.14629936544287
7,9.790486698886612,72.26702196115909,15.672863690806025
8,2.782900507742914,81.01245257456779,18.203600473122332
9,3.9039926674811323,90.3540880734494,22.046977382447977
10,15.202370888865211,51.15458940066323,5.221669093414021
11,12.42118570388767,85.9124193480496,9.009341854689895
12,8.180369917553605,63.77026966219504,19.570854423288125
13,6.788684693264427,55.8744632123737,14.756307049909353
14,22.835845143380368,71.78315997233204,-1.85144289988619
15,25.50965985615337,65.7710824818743,15.319133769976755
16,7.4353876959804195,94.53100765842063,21.225095672435636
17,21.86551455934745,93.37640003065695,23.566886394405472
18,7.783093080609854,60.7107864158292,21.513635361241736
19,50.58337914240348,68.60705445875428,-16.114927551966836
20,16.617155086730346,60.11043353450237,13.398942754377792
21,21.99044693735827,77.49603772176515,18.719309273097252
22,-6.245919034741517,86.45069336550318,23.2217628186123
23,14.560569541882312,82.68957540018783,28.837661885527943
24,43.62890816998156,76.17755882633054,6.966897048508728
25,10.983144193924135,89.40568969237626,17.887006039646334
26,6.56658070852756,99.26752297907474,17.8698417448613
27,8.538874597455251,72.41049118110612,20.177703429134436
28,16.654290544935577,92.31827961456602,7.47716920213413
29,13.848269600614199,83.26922871889573,28.312673202551377
30,24.968868183898426,75.6909643336732,16.52990787701699
31,20.27818224713512,83.2027609426773,16.983704794473553
32,13.332190202791287,86.51529520332306,25.217852903730723
33,5.215830435080695,77.84523990892036,12.18330130304291
34,12.800191641968617,80.37420706323026,23.478584932400977
35,18.42595499330811,73.87040004169049,6.208169681823384
36,19.310468007175245,77.40070331044187,22.667417423863398
37,14.879166277982765,67.47141266507064,17.001528231764254
38,-6.982285811008985,90.67794603859576,21.983915549408135
39,36.67944891811709,86.46684989547138,-0.6930058889462574
40,3.466439729704504,77.78678268573574,24.247712284748776
41,11.83109308256141,54.10757687567053,13.398782804295262
