unit_id,ConversionEfficiency,EffluentByproduct,do_InletTemperature
0,18.279313226191725,-7.921807307383389,5.0
1,15.764166655024068,12.752931581739688,5.0
2,17.572017157542767,9.674632614340823,5.0
3,20.918985099652136,7.836766861856352,5.0
4,17.682024585849767,7.513733880000969,5.0
5,24.81337732562804,12.947929556931028,5.0
6,17.79016573141689,7.852078588261295,5.0
7,13.70247233901487,22.105493733573127,5.0
8,20.510217529879778,12.237319280807364,5.0
9,21.704516848329504,12.999815234536788,5.0
10,21.060978346832314,8.240445644849839,5.0
11,20.594028768497317,8.592847026271661,5.0
12,19.10250484740582,22.348185072143547,5.0
13,17.110256185499853,16.837288885943313,5.0
14,18.5933605742976,7.818194472346043,5.0
15,17.08617463674532,3.4557411855440003,5.0
16,21.43221613696884,8.39055568671056,5.0
17,17.375170037144837,4.919388808346259,5.0
18,16.025711000742973,20.7537565502101,5.0
19,11.710076853238832,5.2889095299694,5.0
20,25.373143864038482,5.747775289707987,5.0
21,22.325427577801737,16.386832009442514,5.0
22,17.31345212076845,4.673738999232727,5.0
23,20.368074205632077,26.697058467616156,5.0
24,33.8159008475759,19.510032311483442,5.0
25,16.74962115431843,22.27632321076856,5.0
26,17.29048217198429,-0.058694713588336,5.0
27,15.515941518956112,32.5862178824858,5.0
28,17.198021514072025,12.29551806657799,5.0
29,17.86395817757608,16.095060449732518,5.0
30,27.321337045481272,6.370499311255859,5.0
31,24.192629089304116,0.9676058582448448,5.0
32,22.15100253914833,23.0123719157207,5.0
33,22.27304699197446,13.315551228355009,5.0
34,14.78379880718066,6.676541364525449,5.0
35,17.399755223920607,16.313618695805616,5.0
36,23.4559804237858,4.400628180123617,5.0
37,21.3750980036802,0.6951818609640554,5.0
38,14.372237469782544,9.248174664658146,5.0
39,25.743320089829602,8.869066336304193,5.0
40,16.65222007061846,15.56405015509836,5.0
41,20.693942326113206,6.39611202485382,5.0
42,15.060884628727253,2.046951780158871,5.0
43,29.334151397987686,2.279434105016085,5.0
44,22.422493455596424,14.302450679419517,5.0
45,18.702673609792456,13.55063310915953,5.0
46,22.269831044486757,10.175054320448805,5.0
47,20.28387604091882,9.63017009061133,5.0
48,25.311301419086014,6.3089235775019565,5.0
49,22.469944966649198,22.256565726325697,5.0
50,18.09576597732282,19.40133635589598,5.0
51,24.798912291619317,8.69394833455846,5.0
52,21.758846817702548,4.820378865702342,5.0
53,20.631310609038003,1.3333796193211338,5.0
54,27.171197858211684,8.37500087336766,5.0
55,19.26203416754589,13.911011011985984,5.0
56,19.732802582915188,11.384047308061152,5.0
57,19.896487175741637,14.472929745697828,5.0
58,20.11579863510523,9.2201582962359,5.0
59,23.270323634028383,6.960076558159127,5.0
60,21.784149240494507,12.298359525050628,5.0
61,22.057926783202756,3.8994100311201993,5.0
62,13.866222033778905,9.98765030008496,5.0
63,23.309286256486303,24.020493402743448,5.0
64,18.90661215300502,27.090247604761274,5.0
65,23.20567608189122,12.60281421835079,5.0
66,12.230875052316838,2.553700473954798,5.0
67,17.7996138217976,24.384339433451814,5.0
