unit_id,EffluentByproduct,ConversionEfficiency,ReactorPressure,PressureDropBed
0,13.309902863054129,19.96252898919859,64.47218829799777,63.78165837403595
1,11.931538763850014,13.509231362784135,63.0822918338374,53.318138824311326
2,29.378776463408922,11.999144240451283,73.3216316465103,67.3161278551459
3,1.240994316380938,11.910471415631685,72.62004228695393,50.267454502237875
4,10.194957907958058,15.936452174084033,56.01374466751733,57.741245341376484
5,8.402134255379366,13.395748323015264,77.22705097830962,43.79736736384367
6,22.25750087400786,14.038711555028105,69.38655650096571,56.030199833642364
7,20.006303562544336,16.800827160244488,73.52616575203966,25.618157965521444
8,24.879188190811846,16.47184003842513,69.55445871417925,15.195436188046255
9,4.141276874967005,15.423464827404915,84.68090694597828,66.60345535575472
10,7.751695633120458,20.680503979571256,73.39456726642595,31.73719863013916
11,14.000912159288724,22.846671263063634,98.96407418591788,55.86471483270622
12,25.18171860245954,-2.315119834869635,73.48260089944439,48.38181904116793
13,0.43323838417180127,20.756712546570814,79.26824816939867,34.36002343753017
14,35.249667409764065,-3.4705620246547397,68.6369810809194,42.1732828552411
15,0.31518389392543256,17.504609329460617,79.88501877476098,55.35281104642936
16,13.685319464360097,32.830898153137134,97.52381230192383,36.533463465673805
17,17.70485221873502,11.083300960048707,84.10922596272673,44.984297801571714
18,15.405660917686316,16.52882805679629,89.15085693787638,45.198739675617986
19,5.080053507448422,22.99541722228947,83.68852883317206,39.51861995463525
20,15.483277795499784,20.57376592530025,80.59374859161274,38.347658291285235
21,-1.7133370438351267,22.654820143154456,82.00596774841762,66.31833727022874
22,19.21153919036003,11.482498023625457,79.35357083522827,39.322912051493574
23,11.261160597471456,14.548433688218257,73.95377201786508,52.68362376666123
24,19.44385674539197,18.959030244485113,69.80896107524858,46.012888479918914
25,16.639098024052387,18.001178125740807,83.63896824371704,31.76659386531228
26,8.331271094974191,15.088499211782105,66.03192553894387,36.067603469824576
27,15.368993588924049,20.743060283555273,87.5011474143265,30.821647513921423
28,19.96877778014773,14.096842366165214,85.97779957395451,51.90010771380599
29,11.250128019103615,23.65616845547877,99.16462250345289,65.68515986384674
30,32.495931789105384,-5.530428510674119,58.60285643312726,46.61636124083836
31,43.64000756405753,4.177100807643276,88.9851103627556,58.76694159408981
32,25.62790886572837,-1.4738712475896767,59.90664353415535,55.66764553628171
33,20.832010135592245,16.60966214419086,77.61779276795211,35.46401367784725
34,23.66573028222014,20.20249567050688,86.00770186415221,42.25043926383725
35,7.92834174836794,12.792387260815316,64.11949664064706,46.381445218558106
36,31.423756745572646,19.01966036139394,81.28389675784398,66.53531698270947
37,8.119307714329603,22.72330524771556,80.65958717643491,29.177892237804418
38,0.27831269672096504,18.316627510546297,44.45534534104792,31.049393537399027
39,29.23144862376659,-8.484526063757908,67.15452487713391,60.33570771254228
40,29.317611750683664,17.59990756571903,58.4839422869537,60.03310526434256
41,12.724466180943802,21.060584400797723,73.28846197002053,52.045142873498726
42,18.298409311515016,22.58120725602083,71.67706938122126,56.07494000246372
43,34.903571787854176,-7.6424683622045535,71.64135631045964,61.00263082083148
44,20.73500686609195,9.971886560119051,76.4414477989893,49.40789296354461
45,-0.8734517646577267,18.775529706375526,67.66819579506723,76.26137334776448
46,20.3507664464994,22.65719881510309,92.88400015246732,69.50417021784322
47,-2.018960352067708,23.262480801801217,72.04107417982284,19.623624496436896
48,12.83783901272379,17.452860570085896,86.55441288159409,23.606989514637228
49,17.25761098772096,20.011326524713077,77.30456672444,42.86350607154941
50,8.608832269484932,12.470475129292206,72.89725718584552,58.95654966509194
51,22.312738641536647,4.431958256218692,86.4786944406541,60.65346465916253
52,8.829334731176516,23.491809876490624,74.52713615014659,53.31220831365109
53,13.725886676509496,11.331161671380574,93.01321153333006,39.423371444571345
54,35.45778807584807,17.087188772184444,61.532332168616186,61.48212198330729
55,0.5384146737167388,18.501361971253207,57.18367789634706,60.09600173422562
56,17.918317267283307,21.076181378455324,78.13763294840125,58.03943002470799
57,6.497967249605815,19.777028298604783,73.88679315118172,66.77465241899152
58,27.564465209996907,3.8680796183951105,68.02131122178672,42.73259042446048
59,9.729056225357986,24.44746113400762,64.61542846179249,45.82718328409149
60,8.853767039056613,22.990553686695137,70.46182367575538,53.25628633050709
61,15.02546587626447,16.246625426987464,82.89785206413688,48.35994192194073
62,19.882996771695503,19.844487146261663,75.22046080402968,70.12877106430491
63,19.332956577482918,17.997686566203875,72.90512639614656,77.81321729854339
64,27.89214920498015,-12.496009225840094,82.39943689801724,58.25616987220857
65,8.877857671724115,4.972117900004386,72.71517680093082,56.394619287554576
66,9.755607304623043,20.90911866685738,71.79505553187659,50.00332054418512
67,12.567753981016565,19.155874217597265,56.16552759281824,55.581236826181424
68,4.00177672713941,7.868605630346316,59.32237516904441,45.845841159096565
69,10.473242908721895,24.18078514097346,78.10570372776529,34.106596543529456
70,14.814115137757295,17.87672452322448,69.61038165573174,79.74280604094247
71,1.9058479193842395,20.425078009043023,73.27620828817757,60.16879980471707
72,10.529402376357572,10.66213075520116,52.41320457153355,37.946390765716
73,-3.78352415763284,23.74952266512078,85.36052266989053,59.05180399308616
74,5.0974456156282955,18.94628346483877,66.04163999021327,57.8786150968118
75,26.582454748838302,15.446934504137037,53.53160168629264,62.83323735568482
76,9.18822038760293,19.224635134632926,92.93911644924762,39.984933270565264
77,13.816240224440424,17.443204777637252,90.21094185994627,64.71399706807202
78,24.36635707115336,18.824593022130806,70.22087156464123,39.32502398483455
79,10.552994850311364,26.569540459256896,80.84305847030895,40.55900769250906
80,15.391596945609933,19.21820822265905,77.70032047789459,40.144128561005424
81,13.655110273993639,13.6288442590771,81.36836887299518,40.793430852999876
82,32.17730006361816,20.256013063275148,66.07705293646642,25.00446073591763
83,13.439660469624064,11.818930742801092,66.62792554706671,35.16584178856588
84,7.4657210577621775,16.015984949484626,74.57769826999265,46.84949167603163
85,8.589374386278948,19.53111459057169,57.03508663708565,31.73191167604563
86,24.34050537278192,22.116458992680137,75.45372899957451,52.198539948794874
87,19.180911723722165,-0.14647299444140766,57.07004225501757,55.932683282549405
88,-1.8147954826773702,18.345099224404517,75.85144103351294,34.18106331588011
89,15.969840530946684,14.160775050043803,67.85938222479021,61.67402626975069
90,20.578033950764468,4.2502222304239385,77.31170171337565,55.45215581503521
91,8.341943994139333,17.523969847457813,66.42158509402208,60.13025059016744
92,17.684370354067198,25.891191214907753,74.68182208520899,47.21279615164628
93,25.759418221770844,7.332552579831504,76.57532616968649,63.40635903492741
94,9.179488188207644,21.14933441563013,74.1599505004965,46.410886573964945
95,11.68311674976603,22.345711843290598,90.36879885616432,47.44866612561347
96,6.9333707466354415,25.71957083453498,85.76050391738578,35.0861136901746
97,-9.046992582680721,21.499297669281667,74.89838016125692,48.126342447265436
98,15.48037334124744,23.399215172909663,81.17217582823736,48.914280324381764
99,11.275508378920456,25.09174950646762,84.62184676151314,42.20826022318281
100,21.18062347204305,20.861767295743935,84.67010461451262,38.310290322343704
101,2.4018520644925765,14.708491009429405,51.07339788603916,49.139634130744554
102,-7.812547262618676,17.8298231451754,57.25836806284734,29.96122316632399
103,13.018066115657689,18.443954131720655,74.2691494972431,66.85134295363872
104,21.711717743187464,19.1429744709343,71.30726945784582,39.50900612097684
105,-4.247151684905917,20.273768336984276,68.71417704277626,43.88713705994959
106,14.95132404249515,15.314033891093475,77.59609327043017,33.03887339412413
107,15.454451737284206,16.614681853444885,70.65632827751912,49.905172419253724
108,-3.4304820716017286,17.476942666591736,60.65933627100067,45.98250377178734
109,21.90867686210001,16.69119203252319,70.0732700978213,42.47670599446728
110,13.348041328708737,23.40229818522542,75.15914383940842,65.48503003201525
111,28.21504699236742,16.281172592937267,83.74565325787685,62.09139784154797
112,-3.2718404669452354,14.264883541206236,64.3008697314389,57.698134766451
113,13.636039563793531,16.976421782006504,83.83657335672702,42.83209126280688
114,32.848389970728874,22.114933790583468,72.83809530584884,53.83820861329741
115,5.44865173429043,23.110908267000042,77.09183376922128,64.04042556005042
116,10.798877037145854,21.443014999412,75.9404467059957,58.92371948483474
117,14.991928055858434,20.224830708054107,80.87967438567833,44.051265266634054
118,10.653588086062976,9.44282451161251,61.13688611195849,66.83098958984539
119,49.58512179212609,-6.242819702998159,66.40470755962873,73.03222866017494
120,14.133157120764164,19.548334548370594,64.26805864803872,50.6310806341473
121,21.170226928117508,11.77870297908079,62.27210007342511,73.8041944054535
122,5.197295726047436,32.95588187670542,88.58066804280635,46.028605111215306
123,15.514257908930173,20.393350415686513,77.82343515642152,70.7275164486274
124,36.18557697856943,10.112437806843651,73.84151611771273,53.248835021806315
125,8.545039471284,24.537558869772255,105.48663835621569,51.94575943421521
126,23.778252824277082,13.255479263106693,60.604553977270655,69.8417314892973
127,28.199396057448855,6.025726866023394,72.94284481344513,38.39366893372447
128,24.613663753154928,5.29229095320008,72.12558419455164,42.0220529016353
129,-4.358458898035831,11.496389835156712,71.49722997611131,47.159599626874886
130,14.250263814458783,25.453428561005985,80.33761910061028,52.26830403709858
131,28.51549435504855,6.955080153558575,82.95853807313236,50.03168904544631
132,24.692223226684987,20.992307774644708,73.47779834312134,41.613521814551234
133,28.2342371843606,24.601418596519988,80.65382953266574,67.22823765530389
134,16.323281672046747,24.590129953307297,69.1273687077814,78.32137306962566
135,15.121632856215871,24.701438276766588,94.54328650696822,47.4581041199942
136,19.673316626868914,15.396793848869905,86.91846832568001,58.02896634647667
137,7.269305687438638,20.43378988115238,77.7019137618466,30.847557854160183
138,7.1441299272172705,17.966271211674332,67.25829668468114,58.08395041753792
139,6.710350262401208,16.753151785681297,59.49765200721387,53.94135442336932
140,19.97008144852072,19.90402992824693,75.13017412517823,45.77514823160265
141,34.73686079240059,0.8561863077419662,82.66876956299615,63.2397064399074
142,14.731436780003696,13.79889897554493,61.26673138033938,35.37571210578358
143,20.525780636752387,20.080816539879162,72.39989431507516,47.409731100307496
