unit_id,ConversionEfficiency,EffluentByproduct,do_set_FeedMoisture
0,23.220773074928506,6.955869515561532,0.0
1,4.4551562886809775,10.203957109937942,0.0
2,21.2063931586449,2.9875315297617755,0.0
3,12.95153120332165,4.133091425370118,0.0
4,14.448937412348139,22.471130459920694,0.0
5,-16.617133937184864,53.6858001623811,0.0
6,19.564604715742647,21.765301993313155,0.0
7,21.22682727915221,10.556954336617743,0.0
8,23.500446371025653,19.764708065888662,0.0
9,6.364368425402257,8.947593160422498,0.0
10,9.545708837557708,16.833038598834086,0.0
11,12.214921267192093,14.672572121339659,0.0
12,20.64534835916894,15.828173710597184,0.0
13,22.5498731413821,4.90538966850189,0.0
14,25.633364178301775,17.772063329569036,0.0
15,14.395826797327384,-2.155770762614015,0.0
16,13.740623775695923,4.549024082791621,0.0
17,10.517701685322844,15.902489303828997,0.0
18,20.58469386873504,15.96675506525908,0.0
19,13.66446724764014,4.3292170225524,0.0
20,27.079320897240386,18.965396497201898,0.0
21,-8.561369957446795,17.90205027576104,0.0
22,20.080356973656965,15.837642114874047,0.0
23,25.257480193248515,28.668826493985907,0.0
24,16.44727359919279,0.9776320828607759,0.0
25,16.449463511811757,-4.529144764867935,0.0
26,15.989451089824954,4.686360665468312,0.0
27,10.60128661832322,17.474949772288532,0.0
28,17.94360965385676,18.583386267851058,0.0
29,13.75101788010771,10.14443871627421,0.0
30,13.835358699145244,27.706742594967118,0.0
31,12.705304008829128,8.71687277835153,0.0
32,4.054364342005505,17.347204908492195,0.0
33,21.311086359747275,7.791557076553193,0.0
34,17.98881828823313,13.990512630337895,0.0
35,16.29515689982272,11.686714341204254,0.0
36,23.315978541311416,3.1168357709087626,0.0
37,20.588467599282655,3.5246148181832577,0.0
38,14.988956904350495,20.04258494497655,0.0
39,22.37197302974505,7.671997060899676,0.0
40,13.719579757856156,8.942980657214612,0.0
41,18.93883343521171,14.023421283711471,0.0
42,17.668809797834445,2.2381095235789417,0.0
43,21.95943835054502,10.145600540898206,0.0
44,22.075976722346063,16.95889116499877,0.0
45,15.001212494403077,10.077464411306417,0.0
46,22.28748063236259,17.632067783819338,0.0
47,17.6400800034112,0.053095084725315544,0.0
48,17.884965019373873,6.799998373282744,0.0
49,13.604828585529683,4.740593195348799,0.0
50,6.623222551443954,30.769469696026366,0.0
51,0.7250848265846743,32.70455182449895,0.0
52,3.009550635953535,29.494832246723167,0.0
53,16.5260113490999,-14.354684329243625,0.0
54,13.227319239545889,5.211110221929836,0.0
55,14.160525494783318,14.639537992381529,0.0
56,18.437504122495067,7.145914825653618,0.0
57,15.538769765307753,20.54344944556059,0.0
58,17.77949826146983,24.72122746463917,0.0
59,19.261205245315665,17.466740492727695,0.0
60,15.292735426364702,14.495321647014542,0.0
61,17.83118831811349,19.702543262173002,0.0
62,2.714904722278459,29.916905344535728,0.0
63,20.208036534449846,14.12672956484087,0.0
64,27.051257600388606,-0.06036032100507249,0.0
65,18.42106931049163,12.609159764600994,0.0
66,26.506658939778404,6.538479920179543,0.0
67,20.68790599551237,-1.5857722232155709,0.0
68,9.466103312378438,14.129062715403911,0.0
69,11.884273977103344,2.5964540244589998,0.0
70,2.4475206401724163,33.098191702044076,0.0
71,19.459909000788727,24.477044798577268,0.0
72,-5.389171884956679,34.93350288748301,0.0
73,-0.7520534703130859,39.360522919972674,0.0
74,-3.789093304499935,30.28603491240138,0.0
75,21.415740755961597,6.392731111838038,0.0
76,3.410654542300575,29.904558229536704,0.0
77,3.3379565706838035,20.09565064409657,0.0
78,26.130726515868556,-2.182105250591462,0.0
79,21.680439639183426,5.541805052008839,0.0
80,17.4832996108794,6.480654678869747,0.0
81,7.5324061359428205,29.36152731997515,0.0
82,3.645809636060638,21.45564503797771,0.0
83,13.496437538589076,22.113038305790255,0.0
84,19.620571136381653,3.9265669023522083,0.0
85,18.708942281939056,17.989357772543112,0.0
86,-0.04721502316433179,14.861044275243895,0.0
87,15.08295990125211,23.25916602674554,0.0
88,18.898999781199393,2.2548307675186283,0.0
89,7.949142022054649,9.927093511753265,0.0
90,18.462127327413704,26.148057021571763,0.0
91,11.522509969503103,16.0861851548262,0.0
92,18.346072037448625,25.347933170915507,0.0
93,11.337215026480932,8.422847914839378,0.0
94,17.671629922180855,16.993006025839453,0.0
95,7.328221912489632,17.456996785348508,0.0
96,18.056058982108897,3.1359741903640463,0.0
97,14.767241361590184,2.179436280336711,0.0
98,3.215196332572434,17.383405363628704,0.0
99,20.253376144341505,26.09117012031863,0.0
100,16.419261381542004,14.155320661744332,0.0
101,21.319955192952456,8.421486126219135,0.0
102,12.865130433088723,8.79857218859892,0.0
103,11.329595037701877,7.12035191382203,0.0
104,16.66447131609485,13.742712396907951,0.0
105,25.947295188042254,7.118412064642767,0.0
106,20.07583291035168,9.372212984208211,0.0
107,9.375936906762984,17.994965847542247,0.0
108,17.063912419065694,18.210354635902736,0.0
109,18.948577585428346,11.396001633406236,0.0
110,21.93964344711909,14.457788991150071,0.0
111,12.179087071000446,16.0994339252514,0.0
112,15.167937822945174,1.535953027116884,0.0
113,14.27574242607299,-1.5903423946040718,0.0
114,12.007047454929202,32.558376419314854,0.0
115,12.696212193803603,-1.4835956450634296,0.0
116,14.516722385711914,16.47008577662409,0.0
117,16.5191593198919,17.54803329481344,0.0
118,30.987778312774097,-1.509493439601453,0.0
119,14.021989997655007,20.55984560474387,0.0
120,15.01773381954478,20.36850081859388,0.0
121,25.711183292188544,-2.505478385516671,0.0
122,19.770991731248476,5.528261348481088,0.0
123,10.840828695266211,-1.3951143930920455,0.0
124,14.490118335170816,19.857534861122204,0.0
125,6.619779514378035,16.946181981267628,0.0
126,18.35506569721054,-10.016172378335717,0.0
127,28.257668317006456,16.760251901344997,0.0
128,23.95142455875995,6.85492352429362,0.0
129,7.304462159805912,12.023288725049005,0.0
130,15.536987994778254,5.576178179835903,0.0
131,23.74068195770486,15.202341647199372,0.0
132,9.811134656039076,21.809148596135948,0.0
133,13.356958141831166,26.041865298916093,0.0
134,16.078029376324114,14.728395840430057,0.0
135,18.650675257045176,9.77614936514635,0.0
136,15.559713663176662,23.19563641772569,0.0
137,14.001234508351402,29.718118044614076,0.0
138,19.433634069874227,17.41499486111156,0.0
139,11.489933228716966,20.208700875972927,0.0
140,19.640041540112968,9.214335318588459,0.0
141,12.6249019283661,19.663974020680243,0.0
142,-0.453008923144206,30.485630643854908,0.0
143,20.66801567607985,-7.207670092074039,0.0
144,22.346443688329025,15.065610198660126,0.0
145,16.126015796033116,9.097383779872109,0.0
146,19.52728591021308,15.947419664748164,0.0
147,21.576536499235836,12.633767903509849,0.0
148,23.73670486665292,6.500688582417271,0.0
149,15.031104965947188,14.556363455111866,0.0
150,13.618566482405427,6.904223503327755,0.0
151,22.202285274092567,13.402428197301727,0.0
152,20.642788211320617,5.079333957451823,0.0
153,15.418628405111189,25.742739956763835,0.0
154,15.482783316935043,13.939305314748848,0.0
155,22.783834328501857,4.793940949179231,0.0
156,17.893935426692348,10.9566517182914,0.0
157,7.009013938718735,24.2381953432649,0.0
158,13.536024676888971,13.992172589118725,0.0
159,9.379350737335649,3.8860575503227874,0.0
160,14.503304503884468,22.03385209318479,0.0
161,8.92341462048374,16.750361997593004,0.0
162,22.855601979795445,9.944984771883266,0.0
163,24.145947187613825,34.57072516433173,0.0
164,21.488579870243587,5.19598049536683,0.0
165,21.385360030033382,28.87038913789002,0.0
166,11.68642075031549,-6.695949396648825,0.0
167,4.75412705764785,14.007176569192035,0.0
168,17.51284957671146,31.334998085440247,0.0
169,22.38565947476458,13.649212092361484,0.0
170,17.04672916729671,9.972116677990517,0.0
171,20.479209440435415,20.043530453121775,0.0
172,7.204294400542906,24.33614959360458,0.0
173,20.07408333413681,23.70265713993661,0.0
174,25.521287974073694,7.493136678776844,0.0
175,15.679839888188573,15.506406895510516,0.0
176,19.966991179184713,15.013305926026453,0.0
177,16.231020269578487,11.151462608662555,0.0
178,23.62501927169027,6.552244580465354,0.0
179,16.929789364675074,12.80093129860117,0.0
180,24.902482295434922,15.51234227249052,0.0
181,24.64941112363989,2.6578396239227473,0.0
182,17.949541598769734,15.335103594847538,0.0
183,16.761315219007987,-1.001062433928917,0.0
184,21.371674092131816,7.552075273459241,0.0
185,21.503206433681527,23.74959980152387,0.0
186,16.68419841018087,8.748245909001238,0.0
187,22.07082466615182,-2.8379691865364407,0.0
188,16.374450725131595,9.130607800539371,0.0
189,19.86432954102197,17.458729652280578,0.0
190,23.307313512084743,7.735182062558437,0.0
191,20.272697525062217,-3.941640432459998,0.0
192,25.11853705417589,16.487848716698064,0.0
193,19.349535749704586,18.5425577081153,0.0
194,23.214410944690865,19.302135342140843,0.0
195,18.623468396353942,-2.5717974649265383,0.0
196,9.929599117399636,-0.40340625479116454,0.0
197,19.804898432313568,0.09870898759677438,0.0
198,16.336624360671575,12.55993828743717,0.0
199,14.681413684371527,20.551601341456504,0.0
200,26.77529482648503,8.35187067002415,0.0
201,21.78354374831361,9.650236123662502,0.0
202,21.40794355634405,8.123195401691053,0.0
203,16.887463998176685,10.187782197840072,0.0
204,20.505622857259187,10.866793058068009,0.0
205,10.380051733359812,33.583768681122095,0.0
206,19.607164278341585,16.452902198179643,0.0
207,16.603328430960772,20.8289680283606,0.0
208,17.232740993009088,21.524118911922457,0.0
209,16.927259090844412,4.352383107983435,0.0
210,15.130228757690631,5.7455334485494856,0.0
211,15.200425568521386,-0.9328227554320137,0.0
212,12.055864364282597,11.499358054233413,0.0
213,21.68035498650649,4.42988555252782,0.0
214,12.470805987964125,25.104535735345095,0.0
215,9.514384240434488,24.805973603984636,0.0
216,25.796371632285897,12.924448887751247,0.0
217,21.01209091464041,12.337278736840185,0.0
218,5.75036711170341,11.930078899110072,0.0
219,18.571477304330287,8.365808880796841,0.0
220,18.014208108346246,12.344159061913452,0.0
221,27.128936140035485,9.576834593861992,0.0
222,22.10705843822167,5.864126779229651,0.0
223,16.45782195340835,16.707137889920407,0.0
224,12.803056863211236,18.51004516490577,0.0
225,13.34044445789525,5.316984736540756,0.0
226,11.821995189374796,6.04414782283556,0.0
227,24.54416029923361,19.294429506831122,0.0
228,15.698705342472714,13.053514360901646,0.0
229,13.308223635106058,17.569891958523016,0.0
230,20.266347657901306,5.133452291519112,0.0
231,20.19334718885666,10.897680421559281,0.0
232,31.589829970969706,31.826816255565415,0.0
233,16.357301028480748,29.224981513828876,0.0
234,20.368842775309577,10.462539728204632,0.0
235,16.700884174609268,11.398761902712076,0.0
236,18.161472035606465,2.6007955021761564,0.0
237,10.357851567194666,6.8820526077799675,0.0
238,22.139878877203856,14.442113491284932,0.0
239,18.179683242568384,10.188738930349308,0.0
240,20.249200641548388,0.9245275461017748,0.0
241,5.039496481656985,18.622259774708645,0.0
242,0.005660852252997395,21.05911144129018,0.0
243,13.285856539255137,9.6373123439869,0.0
244,11.187917376187801,22.128055340570246,0.0
245,11.018779105454852,9.116896938907134,0.0
246,19.905443197630312,-3.1876296255050036,0.0
247,13.387481331187667,15.138858086160155,0.0
248,-0.6365208922783472,28.773956775316083,0.0
249,25.788410126895005,9.256715858827095,0.0
250,-3.5663658602258037,42.63719862179447,0.0
251,13.59362303846687,10.891463326596144,0.0
252,16.984887962415577,1.606113574872829,0.0
253,7.653488131150403,43.69772358829433,0.0
254,15.161500955997973,14.890888192661315,0.0
255,14.216508289981286,26.12563438763719,0.0
256,18.072088110821095,1.7561467239580129,0.0
257,7.452791350418674,11.10717562109449,0.0
258,13.75177215954005,15.137964461377443,0.0
259,18.368285899501153,34.46975367035257,0.0
260,16.634323071900454,14.761170132808973,0.0
261,-1.3605841839080557,34.270670576783374,0.0
262,23.03483105793905,22.378368333300564,0.0
263,20.995781622822264,-5.0347442710242,0.0
264,22.99315766064062,22.75946721886752,0.0
265,15.663615461884872,19.493376792611986,0.0
266,22.67745823855249,16.36546500685658,0.0
267,15.688961824381288,15.935768518464016,0.0
268,18.654325888995494,15.576170899566334,0.0
269,22.42482767846392,9.53455111135097,0.0
