unit_id,ConversionEfficiency,EffluentByproduct,do_set_AgitationCat
0,9.038500937532882,23.454715484524748,80.0
1,13.685013033281814,16.0193168263778,80.0
2,27.300538114102743,15.32069471786195,80.0
3,-17.972067592338316,44.86930839753395,80.0
4,17.269225758932823,-5.9031785951573585,80.0
5,11.707575340748045,17.154758123715254,80.0
6,17.39002532004815,14.20420944444908,80.0
7,16.047048970478468,15.676601908289678,80.0
8,24.02178343062115,0.5237624357896458,80.0
9,28.886581427458307,4.4956820086089975,80.0
10,16.494811557965082,6.568675783411319,80.0
11,24.106669038602817,15.41591302215334,80.0
12,8.042270155428959,28.94890849154112,80.0
13,22.122192155954956,12.333498964948333,80.0
14,4.407144736045753,27.494006735759783,80.0
15,3.6937319919914096,22.083123529736522,80.0
16,25.569315125817834,21.051265820926623,80.0
17,17.43163558186802,24.887963157703773,80.0
18,14.483986185294789,10.757975519802578,80.0
19,22.31942596143673,18.91165551033586,80.0
20,25.164686538304643,7.424143328328743,80.0
21,9.281586593102196,31.079663797695773,80.0
22,20.691972103931022,8.56788370433634,80.0
23,23.931532844460072,12.429979546714696,80.0
24,18.037789935377084,26.209712875415924,80.0
25,15.810046568171604,20.854589756081975,80.0
26,16.249392386101224,-4.515113293572046,80.0
27,21.765242339903388,9.558437841372555,80.0
28,18.56379044611063,0.8801459822285178,80.0
29,10.144264410211568,20.977275725908086,80.0
30,23.514836503418415,19.96151090099627,80.0
31,19.672281269744502,8.23248515515903,80.0
32,26.335803135972338,13.85836197933679,80.0
33,19.14059991827503,11.346818848251427,80.0
34,22.18106248395926,-13.37722227216611,80.0
35,22.052607785056395,6.150365592778032,80.0
36,18.220830384600266,18.34878782319877,80.0
37,29.44103228228887,6.252889101106285,80.0
38,19.348761539912587,10.194211533404374,80.0
39,17.141386976163112,12.294495014293739,80.0
40,21.559360523104214,19.437304767391062,80.0
41,24.600708673055394,18.131777206969243,80.0
42,0.32060102293834936,19.79239896057998,80.0
43,22.300073170745005,11.428163038875427,80.0
44,11.326447727666144,9.271355298000227,80.0
45,21.66364958320011,2.0257172292212964,80.0
46,21.646768579807084,19.760758762146942,80.0
47,17.985851423455134,10.203071282556948,80.0
48,17.03375625724564,24.5278098924394,80.0
49,25.447342687870265,3.836270077386428,80.0
50,18.792792509171168,9.357715290912841,80.0
51,-1.1311294256640234,43.25976266126982,80.0
52,19.435751302456996,6.8134922307273165,80.0
53,14.43614163572975,15.974366888097162,80.0
54,22.121181172954063,12.179629999888489,80.0
55,13.948859126392753,8.410259727111288,80.0
56,3.7029823418216488,17.450660229653444,80.0
57,15.326907970784623,24.576076235055538,80.0
58,-1.9091933161930008,43.35289763575503,80.0
59,10.707485630674084,24.81112334877754,80.0
60,15.770556600289492,5.387926312766753,80.0
61,20.727023801548654,9.934335271857831,80.0
62,21.950974750549378,14.934016064082147,80.0
63,-0.24702240629194883,23.340378361321296,80.0
64,19.983929436324445,1.5527903960138918,80.0
65,18.195737653462082,16.83668489386302,80.0
66,15.238326576676378,16.543155347672304,80.0
67,11.278902357060893,8.590654392568965,80.0
68,15.670799030289787,3.744473952619501,80.0
69,17.047393405814645,10.984225771791605,80.0
70,15.887384286671473,18.21781434385701,80.0
71,18.834476548864046,14.62010535538176,80.0
72,20.143973528520053,21.220057478589254,80.0
73,18.80291256190103,13.037010929105126,80.0
74,16.703812160060668,25.201902423042984,80.0
75,9.158916909036956,1.5691664687770022,80.0
76,14.93062118764663,25.25463781264306,80.0
77,15.010208906509988,1.7170933439044767,80.0
78,12.888500978460964,20.851222479242928,80.0
79,18.669150693503315,25.00139750801918,80.0
80,20.734729359397498,2.9830418454292307,80.0
81,15.040168083836624,7.615994511105713,80.0
82,17.961475163339983,7.5883896208721335,80.0
83,3.862980497516667,25.15375009601595,80.0
84,14.266377096840086,9.671195165351138,80.0
85,11.641143352451014,21.027461461294408,80.0
86,-1.6509516227751169,39.4485751672649,80.0
87,21.460398683952587,15.923951096878731,80.0
88,16.004754918119136,28.39800984095234,80.0
89,16.653950337428483,24.29272413423847,80.0
90,16.673418363809425,11.175389841231906,80.0
91,12.759382274328647,5.839887573176615,80.0
92,6.560547032087749,17.770618434735944,80.0
93,16.56992571551139,13.389889138052574,80.0
94,19.369825910950482,8.243998126266279,80.0
95,17.762666258188137,-8.317964130124281,80.0
96,26.045119028402738,15.978947859567244,80.0
97,28.185006703453382,12.90212842396145,80.0
98,20.556777473042516,11.669862074266687,80.0
99,14.23158088607795,13.77281755872232,80.0
100,22.24714691355677,10.416648072615464,80.0
101,-13.293235859378584,32.353105578239926,80.0
102,18.79145637807007,3.112216628220674,80.0
103,26.52576673152428,26.026321818041822,80.0
104,14.088948239651318,19.295642831872897,80.0
105,24.816951851987984,11.228636261946631,80.0
106,23.6970025008557,36.24482663759145,80.0
107,14.674804798809227,12.961184216263987,80.0
108,22.972912843872514,7.048408453724065,80.0
109,-6.250155724903295,31.839725334043806,80.0
110,14.115579930050579,11.091764774032116,80.0
111,24.21884489087698,13.720398833361909,80.0
112,14.655033823527333,23.5853519138738,80.0
113,20.781280965227005,-9.287636765360915,80.0
114,11.66053660451248,21.2034045142489,80.0
115,16.664827576361226,3.5900953736022476,80.0
116,19.85120411969861,14.37064531684798,80.0
117,15.722003468697352,2.546943143256451,80.0
118,3.3369121911368786,27.0290763288802,80.0
119,16.34844127327866,11.829686093955738,80.0
120,5.769480631336215,22.76764096721135,80.0
121,24.503708724155924,8.529426565020074,80.0
122,24.837372208958296,13.730899101002125,80.0
123,15.7447642818274,5.6205982303225825,80.0
124,-1.1636532819091792,44.092953741828254,80.0
125,20.233664808507847,14.09173210831953,80.0
126,17.371518419673166,12.227888524277297,80.0
127,21.749598165806518,15.612722227233693,80.0
128,21.554164942446175,10.211515738080577,80.0
129,19.64026766900762,6.065975541642049,80.0
130,11.60241928326081,15.55901859830992,80.0
131,21.44474965737305,6.899642877659972,80.0
132,19.325536698640352,11.149164573438744,80.0
133,20.494909870083063,6.337375898716029,80.0
134,17.507410879210386,18.95089544548518,80.0
135,15.226435974923765,4.644581687521576,80.0
136,12.4887385666363,-1.8358535280288137,80.0
137,9.886800098186983,37.07634922777772,80.0
138,-8.584573869460032,37.452393055847395,80.0
139,18.371588069687686,8.838939946876998,80.0
140,16.035932138755125,18.5067327807126,80.0
141,13.11592401718246,20.623431590492352,80.0
142,14.279703975556014,25.51719203532666,80.0
143,20.297634659263718,1.5908226294994865,80.0
144,9.65641253023923,3.069501564341998,80.0
145,16.436654545019255,25.639298755851023,80.0
146,23.115152027694798,7.550388499245208,80.0
147,25.94636160442283,34.76279102352599,80.0
148,14.212365078094471,9.535240217032413,80.0
149,18.837542276740216,0.8298430643381263,80.0
150,12.160165916708504,27.272718841084124,80.0
151,20.050544794130914,15.480316890874894,80.0
152,13.769852927120883,-3.282833517406818,80.0
153,17.532954707607402,7.2229130223982985,80.0
154,18.036472491562492,8.244269144171627,80.0
155,-1.1083482966053606,31.66745956632216,80.0
156,13.222968527587458,15.78261576150348,80.0
157,13.265948850600534,16.900713814039516,80.0
158,33.21758109269844,2.281122053638043,80.0
159,25.24560098698793,9.679076363023205,80.0
160,22.008762229121945,16.47145354378446,80.0
161,18.68306625354367,23.63891056157756,80.0
162,14.16499749321321,11.42134759434517,80.0
163,26.716028581748013,7.680842666683142,80.0
164,20.126107719609937,16.951761310364102,80.0
165,20.492481360821653,25.663692433481167,80.0
166,21.758538370245766,9.674426993136091,80.0
167,17.456341259826743,11.116319257085175,80.0
168,17.186108146360574,4.051593558166795,80.0
169,23.785851236879708,16.282381747186747,80.0
170,18.294366605251014,17.71923395064966,80.0
171,15.054900445826265,17.09915800431255,80.0
172,24.850927365871218,19.300710147412573,80.0
173,16.259063534015798,16.063155251578255,80.0
174,20.43214552670553,12.978340061871753,80.0
175,20.183046223807086,15.46313740113374,80.0
176,26.66468418612763,3.4533631827476636,80.0
177,14.734858876732726,-1.228456834754068,80.0
178,18.226263641847403,6.189836059270397,80.0
179,20.86154943322778,27.74523550064757,80.0
180,15.839178292802224,20.432927316427993,80.0
181,11.946998526096413,16.2515596989517,80.0
182,11.724353369914587,14.694075261017415,80.0
183,13.447388152211746,25.043617014204315,80.0
184,14.55266854832917,8.018648319820235,80.0
185,17.60156252677776,14.913524750191112,80.0
186,21.546410894982372,9.272969627067804,80.0
187,12.828635731569621,10.538685718258368,80.0
188,12.459123164427186,21.740309956745705,80.0
189,13.713437893586791,12.208958081432012,80.0
190,17.932213725639663,7.1705206433878566,80.0
191,22.30678281477047,19.957700017552998,80.0
192,18.825903931507206,0.6983577275284123,80.0
193,15.821147309748001,20.15210823977737,80.0
194,9.281206483209491,29.73743243415093,80.0
195,21.293933977005693,19.1725219579479,80.0
196,17.25653510200644,19.639325404016326,80.0
197,-5.154537761586683,33.54299576821365,80.0
198,13.27956875182253,21.158132029981477,80.0
199,17.32785901219274,29.420500446004738,80.0
200,13.55387493369326,4.921877257449889,80.0
201,1.4751274361464901,22.961115087358674,80.0
202,13.614455091669672,15.446639486133563,80.0
203,16.353848658379825,18.961008474841453,80.0
204,15.077535339291172,-0.16633755973621156,80.0
205,18.985165478299347,4.331738267200922,80.0
206,13.115612356810805,23.72468872238065,80.0
207,2.939856862849977,24.198579071642577,80.0
208,12.562307856182647,9.30505217748594,80.0
209,11.993014820147481,14.351988804904959,80.0
210,20.787301857660168,7.482704817295499,80.0
211,16.567936969915706,15.646259135837443,80.0
212,18.597332761585044,16.6405216176394,80.0
213,10.861484817646849,9.467047478537612,80.0
214,22.414654347325193,12.073480658000038,80.0
215,7.607907492463097,16.52462668078327,80.0
216,-7.056541645821422,34.397597282211905,80.0
217,13.477201656547276,14.730027885156185,80.0
218,13.478897339259676,14.681208941618896,80.0
219,25.037192456176168,24.59578330293425,80.0
220,10.162605907555289,8.401361675422478,80.0
221,15.932231817827159,14.601805457095542,80.0
222,-5.018006083571922,14.801821984136765,80.0
223,19.94751265636515,13.440501660993158,80.0
224,7.931925199858041,23.352587946955545,80.0
225,17.362113536375414,-1.063051574796571,80.0
226,14.458699851390197,2.2902489973534443,80.0
227,20.1671773663801,13.586928932294288,80.0
228,8.563744010132723,9.441332658574478,80.0
229,-5.211929259931482,41.91396078026695,80.0
230,23.350283820670672,17.558115918562784,80.0
231,26.44725083447421,3.249698310213831,80.0
232,17.335322026604857,4.847012350451743,80.0
233,17.29092981706945,2.137234568782187,80.0
234,0.5939298651807892,30.011306419809753,80.0
235,17.56239176868197,5.997207738720961,80.0
236,20.571993804742895,21.036868539082224,80.0
237,18.058551637123408,15.239533543598567,80.0
238,17.39198755103657,16.76047693948184,80.0
239,25.797632126927454,19.127877034212766,80.0
240,20.862957504223637,30.959192261283118,80.0
241,18.3006997392011,1.851760068564701,80.0
242,11.381940672521857,22.75729462145734,80.0
243,21.830089948294564,13.414628182357136,80.0
244,18.349839188455682,22.55598416067638,80.0
245,23.8479004104598,3.597469987978821,80.0
246,3.956284332386254,31.70850919813267,80.0
