unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,Temperature,ViableCellDensity
0,1.3405046354834127,64.70731095687863,51.95191628827953,38.12749623468463,61.51774463966395
1,11.29055928771712,77.70824179779183,54.2502440670023,36.4939504648371,43.57946030172871
2,17.24961456974527,42.758115856029185,67.09544003550828,41.035564743449804,50.422618722404955
3,21.96602782106405,39.672893937212606,41.47051414551145,30.80529963342093,66.15892977047116
4,20.38108187201398,85.95114309897298,69.31225145117719,35.163251592812955,37.78869343823334
5,12.161224179712656,57.620819989051384,60.578927213173664,47.217491601817414,32.90555740844403
6,4.6659971552293555,55.26211140770102,53.25306861353948,30.607728450328892,53.540106129287956
7,12.276122153832036,77.43023212050736,62.49655149573861,34.900399816083855,41.27927032840429
8,8.038652542801353,55.42317378802265,60.11320613117968,42.63752847743259,35.21399514184247
9,7.803516326489841,70.52510334303778,37.94855548612101,36.723157181112725,59.98197412022532
10,10.389328622175501,28.538962176451317,43.767729208785425,47.3213303769266,41.37496326086596
11,-4.36261048450244,54.541572202543875,30.755457507410693,40.796687369533025,41.8744899314846
12,21.717043506729247,49.61973075451835,54.43965863162025,37.37466201468474,42.401203622930154
13,12.658024773869812,34.34847185673999,51.1131738567758,34.375169899473626,53.468875104151756
14,-2.93438600308533,37.59971476349263,46.27715962713546,46.47886795765355,61.176106109305366
15,5.454542037300917,52.53371884166053,50.00558783104474,39.62510525293473,49.82338209511485
16,10.426832817975558,65.72677641470656,40.58278298959931,34.15396064167992,43.37866888785924
17,10.718688271158994,44.70851650866132,56.965825907459646,34.53242243083397,52.19150131671083
18,50.179610666967776,39.085450023897884,45.02264512554202,36.38240104269969,34.3640440255998
19,15.976263996175934,63.770401165372235,71.44308191213631,38.23748175855468,55.27966778184397
20,15.569425979910843,47.14328703277956,60.76097109919175,36.56192742494776,39.62606927366211
21,8.875515544559779,71.59594741032645,60.579382503191745,37.29224719199486,44.97922641414148
22,49.968166566538905,-0.8015760807975543,53.08334413033464,23.04517115931675,50.56600700428946
23,3.4570530208393366,63.39381780374909,40.9669349049168,37.86794468583828,42.24165400152815
24,12.685144482338274,47.725374541215196,51.87898071338795,42.53893777489101,56.439657439207416
25,5.504018870235094,48.776811905614466,53.37301810129725,44.86294235376099,47.10267752436301
26,27.447366213575183,29.661942310746262,46.861144830931195,34.46120262373164,39.21645314089352
27,17.98148183220676,54.148582823885214,55.42077896499445,27.52933907624819,45.33548711594827
28,2.838863756244629,33.261750096332364,44.27393276303856,47.11825780949703,59.60200809345596
