unit_id,ProductTiter,BrothTurbidity,do_chelator_dosing,do_feed_flow_controller
0,65.28359468735107,17.46785761892535,90.0,50.0
1,65.51889725933084,3.0302169933966843,90.0,50.0
2,63.72423309022506,-12.030603228949811,90.0,50.0
3,48.349097651670874,0.5500886494941382,90.0,50.0
4,53.68679398707219,19.37299738756625,90.0,50.0
5,55.451469374556254,-23.785967569820034,90.0,50.0
6,69.92439040675289,-14.183345588360826,90.0,50.0
7,51.59089089762511,7.173458948642122,90.0,50.0
8,75.45186977863334,-1.8320684920689043,90.0,50.0
9,58.60299800119373,-20.509679630932276,90.0,50.0
10,60.492355783641926,18.4535351355595,90.0,50.0
11,45.73380943561409,12.941497607884806,90.0,50.0
12,52.26672010200992,-2.229617951362986,90.0,50.0
13,50.90406733723021,13.304755419087222,90.0,50.0
14,46.63808784853703,26.52606502058255,90.0,50.0
15,43.61348081098122,10.417277522965684,90.0,50.0
16,54.53477025488781,36.06126538891431,90.0,50.0
17,61.55716925893147,5.613194708997424,90.0,50.0
18,54.71130414667444,-8.682502888246644,90.0,50.0
19,65.7511496821987,26.610639052580517,90.0,50.0
20,59.601148749085105,-4.005849826139112,90.0,50.0
21,53.474899798875356,21.661896324762882,90.0,50.0
22,69.06967774147796,-18.693773033728167,90.0,50.0
23,59.246619684186186,5.735700902088244,90.0,50.0
24,66.63964474527177,25.241029782063357,90.0,50.0
25,59.32151404905509,3.2982296733578487,90.0,50.0
26,56.17262565881228,8.402107898882818,90.0,50.0
27,64.52512482488952,11.10764080434831,90.0,50.0
28,64.39509598351283,2.619369884594346,90.0,50.0
29,53.568867815562186,3.6466242828934696,90.0,50.0
30,62.10147828585894,-4.625150199876579,90.0,50.0
31,55.673957264101524,45.326946562645155,90.0,50.0
32,55.91213366995271,7.520109344876728,90.0,50.0
33,45.56870692994483,-17.198634243602942,90.0,50.0
34,74.89919172680325,6.024033240939811,90.0,50.0
35,61.4325736693653,-21.702247908835755,90.0,50.0
36,63.184793561648384,15.786324719562947,90.0,50.0
37,67.93342713839967,-5.752547935061822,90.0,50.0
38,54.11623031670174,25.174108184155134,90.0,50.0
39,44.39253976210564,4.4900155301339755,90.0,50.0
40,48.552077034296204,15.893036365925152,90.0,50.0
41,61.11842108344105,19.262288957853293,90.0,50.0
42,60.13575757542814,27.29062335151169,90.0,50.0
43,54.47063977673353,23.670460207833507,90.0,50.0
44,52.85293871129378,-9.033218613644632,90.0,50.0
45,54.86064354362241,2.30524997821624,90.0,50.0
46,70.68803287720955,5.05981701128915,90.0,50.0
47,48.18419828018897,33.04516823671318,90.0,50.0
48,53.54097776881995,-4.306404176477507,90.0,50.0
49,59.32770076023351,12.287594589029279,90.0,50.0
50,61.50287184221217,-7.120056089456307,90.0,50.0
51,45.53659688653753,15.10607066679339,90.0,50.0
52,66.63901322298892,29.516617092690698,90.0,50.0
53,46.92715320092793,-8.237385721986183,90.0,50.0
54,66.09607598359094,4.938856381641644,90.0,50.0
55,50.980753813014715,14.698998670695733,90.0,50.0
56,58.33633762689668,2.7265610335106514,90.0,50.0
57,59.205419770887524,14.420685387485252,90.0,50.0
58,52.61224514160196,14.689516780238026,90.0,50.0
59,61.04258566327848,33.90126520811977,90.0,50.0
60,57.080515204820415,21.391280750444633,90.0,50.0
61,52.04071756159081,-15.22526510455651,90.0,50.0
62,58.93674027164956,11.863186737475514,90.0,50.0
63,49.59487705556325,19.992420402666358,90.0,50.0
64,45.00798272526266,2.361490967220363,90.0,50.0
65,55.947167571312114,-10.987336175289663,90.0,50.0
66,56.13393255318483,6.490907611934887,90.0,50.0
67,55.618014741240785,21.258058734451986,90.0,50.0
68,53.434170678422646,-0.5841996176584434,90.0,50.0
69,64.19085433448888,9.603910262943941,90.0,50.0
70,63.10481165268337,14.184491732937481,90.0,50.0
71,63.094831534868106,15.952538686888213,90.0,50.0
72,60.80055254312367,1.6200510830631987,90.0,50.0
73,49.6716369687884,17.807592014077997,90.0,50.0
74,59.63556175742668,24.380902310641527,90.0,50.0
75,64.40698658402818,19.104452912525666,90.0,50.0
76,54.66935501805478,-18.815816985934536,90.0,50.0
77,42.297039046333786,17.632827067019264,90.0,50.0
78,60.609299472938375,13.053589969740957,90.0,50.0
79,55.72397582514626,23.927475599195795,90.0,50.0
80,65.396876487888,1.601444362040319,90.0,50.0
81,44.49149629345542,-17.39116810346108,90.0,50.0
82,64.13011523808095,5.696986648741585,90.0,50.0
83,60.80569343924415,1.9471677522670454,90.0,50.0
84,47.6266511369118,-4.21638313691761,90.0,50.0
85,48.76195985763603,45.66970693290323,90.0,50.0
86,63.81832393118829,28.516578236645685,90.0,50.0
87,54.88072516406342,2.9021824749796794,90.0,50.0
88,54.58170316387121,-7.158921401054629,90.0,50.0
89,59.88917907513128,-4.417592208283562,90.0,50.0
90,61.43362752800709,-6.281534361284789,90.0,50.0
91,57.04715726473941,8.647208373670857,90.0,50.0
92,73.9667801508666,13.48773342712401,90.0,50.0
93,54.26713259729499,1.27012515294967,90.0,50.0
94,59.847406775326746,14.361069287417132,90.0,50.0
95,45.48675372297936,17.868345931122974,90.0,50.0
96,60.24059519348621,8.450258271012375,90.0,50.0
97,47.773478451703795,28.219549512332716,90.0,50.0
98,48.11784931585753,10.002305422789476,90.0,50.0
99,55.968474159788826,13.661218122410181,90.0,50.0
100,66.4016696101148,2.143603286681187,90.0,50.0
101,58.092251476096585,1.848665553930231,90.0,50.0
102,59.83590680215437,11.539725678081695,90.0,50.0
103,69.95875177239432,-9.987336861311137,90.0,50.0
104,71.87505701988903,6.924269071244959,90.0,50.0
105,62.54689908503697,-2.752470362798827,90.0,50.0
106,69.0830878582516,-4.973978240630764,90.0,50.0
107,62.75373131072422,0.7039139144698616,90.0,50.0
108,59.74622212889798,17.377855455558077,90.0,50.0
109,53.37168153928211,15.044621525818942,90.0,50.0
110,52.89093532416683,27.449681418605405,90.0,50.0
111,60.10868773620282,17.518823733407224,90.0,50.0
112,46.682638915701325,7.5586352656133915,90.0,50.0
113,57.16143149926245,-3.1853378913141253,90.0,50.0
114,57.51008676193422,19.43067424025829,90.0,50.0
115,51.45138993237303,12.730356496424688,90.0,50.0
116,55.98580013516764,13.965805064244753,90.0,50.0
117,62.0728723449769,44.71921919118824,90.0,50.0
118,50.168131447446314,-4.781761389517181,90.0,50.0
119,57.37233581796956,0.552484799524195,90.0,50.0
120,74.22999211124913,4.780364849575639,90.0,50.0
121,57.11922278536155,0.3597442239436708,90.0,50.0
122,60.79993022331621,46.23749671971468,90.0,50.0
123,61.004701896865654,-0.14881751175018376,90.0,50.0
124,53.16276182074851,-13.202877309014934,90.0,50.0
125,44.08657246331559,5.398352646456482,90.0,50.0
126,62.802319868269564,5.730333122540064,90.0,50.0
127,44.07292535850007,4.359884269931367,90.0,50.0
128,63.101414335505744,-7.963808157525225,90.0,50.0
129,51.18257819353974,-8.688272248421615,90.0,50.0
130,58.25927616496287,16.999463153311073,90.0,50.0
131,54.853974227536746,-7.50197185308312,90.0,50.0
132,66.4287961860098,24.16407779396091,90.0,50.0
133,61.900146955037066,6.467654035638478,90.0,50.0
134,59.67599817323239,37.04704818380811,90.0,50.0
135,69.50952449695912,12.743584510858994,90.0,50.0
136,64.32618784965717,-26.086386465919027,90.0,50.0
137,57.296469132140416,4.800965062260823,90.0,50.0
138,56.57584434890042,23.314732341933382,90.0,50.0
139,50.93358256109587,14.440364104585592,90.0,50.0
140,58.03560534683356,6.539094280375657,90.0,50.0
141,61.36187429730798,-7.650468419213235,90.0,50.0
142,69.0205810737019,-9.812034428299363,90.0,50.0
143,49.446281737650686,19.974432822021306,90.0,50.0
144,49.234942306668515,-10.320145248811198,90.0,50.0
145,52.138591618391864,21.809508887588304,90.0,50.0
146,51.77874257832484,-17.034466585482082,90.0,50.0
147,62.54576415438879,0.3757203478692661,90.0,50.0
148,68.11665588009897,-16.926023083093515,90.0,50.0
149,63.57569064325844,18.359952670676037,90.0,50.0
150,54.32757417956619,7.879378084251382,90.0,50.0
151,56.143796707373404,12.361247516535652,90.0,50.0
152,53.02848273750745,-7.323012385946104,90.0,50.0
153,51.18050715879603,-19.754025918004253,90.0,50.0
154,64.02431705834803,-8.763453427011443,90.0,50.0
155,58.397158299199646,9.380589132683603,90.0,50.0
156,65.88203824177504,-16.89709149972904,90.0,50.0
157,63.11087233206052,11.941236903154781,90.0,50.0
