unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_do_controller,do_feed_flow_controller
0,13.078795335000756,26.04495504452437,76.61595333424869,75.0,50.0
1,17.97921916837634,38.64300064768259,79.86044641205345,75.0,50.0
2,14.685132124313139,36.255519850918446,76.54012662941122,75.0,50.0
3,11.273666658439367,30.430749222083893,77.82685800021227,75.0,50.0
4,-0.24749099083813775,73.05343376643212,83.23739736555133,75.0,50.0
5,-4.792707668140279,76.44926558404933,73.46234581245848,75.0,50.0
6,15.386374906868442,53.59948461656646,80.37868791386185,75.0,50.0
7,19.408671327555126,58.023099759442616,75.34097596066603,75.0,50.0
8,2.131888216523352,48.70195682719266,82.22110829226548,75.0,50.0
9,33.764433358578415,36.6134668255427,72.07780213315326,75.0,50.0
10,-1.2279309324730483,37.08606576479056,71.3858053225279,75.0,50.0
11,30.91577437256753,26.857301600692857,78.62087645633764,75.0,50.0
12,5.4051768367430055,51.03750780730359,75.58568975424441,75.0,50.0
13,9.29339247216855,32.732660164208184,74.29248143402158,75.0,50.0
14,5.92873523256348,53.74197153160526,77.65621249097391,75.0,50.0
15,10.771253844701626,76.94396976294276,79.96984727451591,75.0,50.0
16,15.04432913129215,39.46141415414721,68.18937949491128,75.0,50.0
17,-2.062930055080399,34.83165308711637,77.42774418585819,75.0,50.0
18,5.5300156884308,76.88972215791861,70.33349659703669,75.0,50.0
19,15.1999639839768,58.72945473550362,81.38974012730287,75.0,50.0
20,15.665794802821537,50.81390641427503,71.62911054006862,75.0,50.0
21,24.328088241755324,62.89458333419434,70.18369612219709,75.0,50.0
22,63.48274494350797,-0.17319077248783366,78.09713168848187,75.0,50.0
23,-4.6391940979221715,57.32627923131916,73.08079505559628,75.0,50.0
24,3.9036056294601265,83.33171807860629,78.44900339660448,75.0,50.0
25,3.501029236379133,60.24706358745866,75.83300157874491,75.0,50.0
26,-2.276001869014988,58.124447989042054,68.2170211406473,75.0,50.0
27,22.132029671646134,47.41268449130644,71.10344865574474,75.0,50.0
28,0.6821319942342994,65.05322363381367,76.2152008633993,75.0,50.0
29,4.2342392941761835,64.42752710047333,72.2650938401207,75.0,50.0
30,39.97911035237288,39.73007328941985,74.6068388209469,75.0,50.0
31,23.624926124692806,46.065632451172384,73.31842375471437,75.0,50.0
32,-1.9498041840944467,68.38477194941572,77.63982765176978,75.0,50.0
33,8.187129794897228,41.13261978533259,78.2372735034059,75.0,50.0
34,54.238493566592155,-10.34007444550209,76.32806621134873,75.0,50.0
35,41.324054832828864,20.69860615502249,76.2040366976559,75.0,50.0
36,12.46327659891908,30.040921469603138,72.22456262380449,75.0,50.0
37,7.102981961723122,49.11337774030679,76.0635308264018,75.0,50.0
38,5.827142974198801,40.934297281169904,70.6327149869703,75.0,50.0
39,16.47937966000717,43.027984838202,78.1093012455658,75.0,50.0
40,14.734112380402056,44.44331520939133,77.32466783697883,75.0,50.0
41,15.194950140708832,74.82926105339189,83.19559686744032,75.0,50.0
42,17.398585616997167,86.30849055653519,72.00677006736916,75.0,50.0
43,2.60312693181849,51.50031832284376,73.47636922549785,75.0,50.0
44,10.569740495384474,66.34458343775141,72.55943805609841,75.0,50.0
45,22.089283852978742,51.057451589655116,78.80337805145616,75.0,50.0
46,10.985694586886007,58.21947413595072,78.5097895737765,75.0,50.0
47,7.909315230575052,64.62268499928454,72.24632986892621,75.0,50.0
48,0.6874673566116549,64.35076225919589,80.2018349466089,75.0,50.0
49,6.000446035118018,97.63427044713349,68.23224542733624,75.0,50.0
50,17.59236690802273,54.663584413591714,74.48376376189519,75.0,50.0
51,11.443077211854215,42.685470240695466,76.2681441516627,75.0,50.0
52,30.205705942262902,61.01989022440904,67.29454413231092,75.0,50.0
53,11.287141346917162,34.53560978687716,72.54585127648456,75.0,50.0
54,-7.9229544641370655,62.52111347421218,76.35013201941968,75.0,50.0
55,0.19695960369530474,90.37303120739772,72.1478579109384,75.0,50.0
56,13.960847745322727,59.30208530659966,77.22526062602184,75.0,50.0
57,21.182428542234987,34.94734222078823,80.25918097506558,75.0,50.0
58,4.801825542929184,31.336628910636485,72.77068020374502,75.0,50.0
59,4.339388272659403,72.29456242930702,74.93273351956223,75.0,50.0
60,24.314290055217388,57.64419986723033,73.89092472395382,75.0,50.0
61,19.88997917288672,33.85378999009515,77.12244370502103,75.0,50.0
62,7.84055175296945,48.16151382872306,73.62990599162995,75.0,50.0
63,22.714458091223555,16.438775805374135,73.17325825675739,75.0,50.0
64,12.86317296603194,41.90168552877044,81.33999299668912,75.0,50.0
65,2.8718054282519354,63.319345155287664,69.06551476888187,75.0,50.0
66,8.403176866388437,40.9837890625532,72.06805818726089,75.0,50.0
