unit_id,WaterTempAqua,Salinity
0,53.38493777740576,60.170242226953235
1,45.66326500527181,45.56050748918172
2,57.67680773038357,40.195220168275064
3,29.467243388636334,57.415686449981415
4,43.485811910915395,50.492406021851565
5,75.67670867462161,58.113615099879624
6,27.4735482458943,48.08175454704305
7,46.05292837123506,57.35300295114133
8,63.566509270109584,46.23837508317038
9,47.586539259529765,41.31979594769982
10,36.80584603812091,58.91615235171939
11,42.11550915177217,28.631499106151637
12,59.29452743718705,60.52882863046992
13,52.63105364602852,27.87050356533565
14,71.45348883668386,50.912396463166544
15,46.64756932168136,38.19122128640895
16,43.821099245017265,31.233092780037012
17,53.417865805994104,39.10035395727187
18,40.38666673714315,76.20305153940643
19,40.036418083216375,47.03905782034346
20,53.903332041144026,74.19382780795621
21,51.28535149703704,40.608736682901636
22,60.06244240286829,42.31096156852776
23,49.193042757117155,68.34419631938468
24,55.1981182424368,55.89471901421584
25,35.53138511483748,40.959423430808634
26,54.32495553111131,64.75188061672313
27,33.56626236502813,47.10175946720406
28,44.79628828120836,66.92473976684607
29,68.05245218691671,51.257893268362814
30,55.499660596141375,43.74068402956478
31,58.06072378144012,32.82755099231243
32,49.57493613754732,18.539064837448954
33,58.60601962175406,49.543043080817945
34,55.35397910646213,49.47427843978828
35,52.58279758078946,22.3502254248774
36,48.50043943789797,59.98977770309626
37,21.259763529204616,51.59644963801756
38,42.60035237128813,64.71200069073723
39,43.64625913599626,43.522186001503044
40,38.589139657612186,45.53820850151742
41,55.793741817532556,52.1012116028023
42,47.07430216443943,47.83180073081596
43,69.33401781039957,63.58793587632552
44,59.46904636823118,69.12194713189218
45,66.616248404883,38.2947076898537
46,51.82073868679652,81.37529453565021
47,60.69150519827533,32.44228544944467
48,59.102519545515946,48.679082838923755
49,50.23818720983241,34.69350224955977
50,47.19551958867978,61.23391958616819
51,53.12657864884061,55.78864820470996
52,47.70028181543506,63.71515376420306
53,47.55634333018497,49.29968812546825
54,45.44632314814784,53.0303030796812
55,22.405482542466984,56.560909477986975
56,33.20125168455879,43.91039409485637
57,44.779402236125456,52.97561891311178
58,47.05329113334277,44.89694831340435
59,46.71317419893731,47.365971520939546
60,61.29569593744925,31.462003754935623
61,56.91398905368243,47.141244121545384
62,23.799015706640198,51.832829534357806
63,52.04102728460838,42.56353285392846
64,49.13478343429819,61.829328904981814
65,5.402002849367257,33.5486302276947
66,55.507673943372076,54.711148286325866
67,54.751902264848844,45.813322008190525
68,36.81067617666664,38.28004299405115
69,62.84957170073417,41.25707818390451
70,40.03010726592976,55.13997652167481
71,51.21244109856679,63.83735154005347
72,70.13646136033846,73.3356867412441
73,42.180486865436976,51.02501307161599
74,52.58439906825461,51.315784968484984
75,40.84537147815756,42.05062653502013
76,34.74480744402256,54.35886039197682
77,39.45365039780544,23.02564500074895
78,52.35728547978353,58.26228685933951
79,29.06815272650301,26.259892159883737
80,50.09157974915611,34.931619205835126
81,42.37099636575905,54.502358221227794
82,20.57115637585014,47.94108547592691
83,60.5811426097155,52.812938725385756
84,58.9863029624639,44.31351495529624
85,75.39231448347307,38.17385803052783
86,41.839041023553804,56.81825197757274
87,63.6858227230315,54.8301243970286
88,44.50877696642563,56.103671258893556
89,48.681164478354866,65.76615710554056
90,34.35417285371762,60.22067771224441
91,48.56668902790829,42.63036313141749
92,50.505598303459436,62.44660699883137
93,40.386515116494465,79.1838500801949
94,57.98821904224284,57.23214696304071
95,40.76834951612962,24.858302526061237
96,48.641778252563455,51.44738567290157
97,44.83598043415735,61.2488500884684
98,63.113718802860525,59.349592033651625
99,59.75148284952858,64.0624666093732
100,55.82925714814111,55.159376423482506
101,39.097585537501,71.35177707636127
102,56.771616746658594,59.38136988721065
103,64.67387209371557,36.84795435575612
104,36.31095516081292,63.58179088328968
105,44.31469086821991,53.638799960041325
106,47.256078962519275,61.34384572046535
107,35.98270778817207,63.776829072740206
108,46.62101693077201,54.89577285420441
109,63.97782523243218,45.63585520557415
110,52.62787549413814,42.102309514003295
111,38.80699726247935,54.048521248916224
112,46.31850433165682,43.033154032034034
113,34.76195699722769,39.00191498319335
114,42.3930457411704,59.48637712208779
115,28.296284978861266,38.173094647902815
116,49.16469976829726,65.12891192450275
117,63.205296924073146,45.567400253331755
118,65.4244627208221,51.352023079308026
119,62.106950859390075,42.86704413684162
120,62.33314251388834,52.10041154244881
