unit_id,HarvestBiomass,AmmoniaLevel,NitriteLevel,StockingDensity,do_StockingDensity
0,11.991228505787685,43.96608366250021,69.38184383931245,27.63375413254661,25.0
1,16.6319062015243,66.15031510342573,72.1621907791693,27.633368023513796,25.0
2,10.523067632951198,51.59646945327363,66.74485550188606,23.200815460811572,25.0
3,15.263742125327616,51.66767807376344,70.87286765984197,23.357601415993166,25.0
4,13.967158412782188,78.00824628521649,73.04285586275523,25.755128573151694,25.0
5,11.694350445379456,52.16635334696606,89.61505038105216,26.252049247064182,25.0
6,16.76644081096245,54.23384214621049,75.76718168922508,18.062359887649443,25.0
7,16.255359891263275,62.46919437510471,63.360111759538505,29.12401903657343,25.0
8,8.917973954705026,71.33759511937973,67.46176327541811,29.180158860488838,25.0
9,15.88017354850464,55.79201895589773,60.643385881848666,24.93566988707609,25.0
10,5.237145686205038,45.41909248604903,59.19885121647317,22.22149627248278,25.0
11,11.136365706339902,46.333843175017954,78.12014994035154,30.39233643348266,25.0
12,15.617508972010658,60.25148099567766,69.1312846540755,28.73666621588767,25.0
13,16.724093964216543,54.93110993073307,83.29763392066356,24.18580984622847,25.0
14,17.779131280274793,51.94223213585039,73.67310252252427,24.826153772023844,25.0
15,20.48864428710842,35.63803833398066,89.06399667143823,23.44458844516141,25.0
16,11.736369399561307,53.74064471680603,70.59249800116353,25.424724977562736,25.0
17,14.738371962365974,66.78421886191842,70.62210691803892,19.899522323852352,25.0
18,13.184443992150047,25.191231453490364,74.35945625080225,27.957901979903905,25.0
19,12.244723379772193,61.333242036309755,91.77723304549971,25.218882451597352,25.0
20,14.672583636269133,41.34994935327597,84.29221328687161,28.38319257973313,25.0
21,11.710112506304748,63.8561395053585,72.2528013751748,25.472717115267454,25.0
22,18.835980304306982,36.76985944844742,76.07651795039656,26.730276307923173,25.0
23,17.283611763199282,46.312655986670116,85.20742849777521,28.819258337504454,25.0
24,13.719879575174216,69.23041391330577,82.62254106019452,25.408554739508986,25.0
25,8.6274402941966,45.17661028784785,55.483252749311674,25.646420632475536,25.0
26,18.928047496182277,44.16032065273405,98.90984948845579,22.534808700790162,25.0
27,15.037448412923403,49.14881201093624,80.56872509687001,25.471100842811353,25.0
28,16.102588363707632,50.57662494427856,83.25655075820383,21.978504143421752,25.0
29,13.440477093034158,47.952841953011074,77.01875228815696,23.14987064965882,25.0
30,10.665469687313559,31.366786730907723,72.10151083054946,20.91854613820842,25.0
31,12.549760830471543,67.07099898343958,75.72223353386106,26.74536082341241,25.0
32,16.58889759112415,42.22142444832298,82.52164679003278,25.498200475385687,25.0
33,14.79482695818881,45.65451240338342,81.13891415570673,24.757420357976176,25.0
34,11.162336083337053,52.84025347529006,62.93337569553458,20.823303018728076,25.0
35,11.805008620795999,50.297572161367064,78.98201378873058,28.919522313562442,25.0
36,13.576719971620433,49.3722936382007,83.83193743637395,28.3702389307131,25.0
37,13.812295923263164,64.5512763899164,88.14590488604287,26.523886835841513,25.0
38,8.141833463144524,66.55667936020164,49.35550688583252,28.60881536716683,25.0
39,14.786977819045513,45.02235406786167,90.37077548312776,27.67602503658913,25.0
40,10.933486923570452,69.56260513963802,78.40933501020643,27.50248098830192,25.0
41,11.370187904287201,23.208451904588635,59.00123224669967,23.189785289597285,25.0
42,19.63316744427427,37.64484967548101,81.08092401939811,20.41279051624612,25.0
43,18.90964851164641,55.479847100185104,67.10878741749055,28.284010673764435,25.0
44,9.794442022806658,44.78705079031669,62.35691897871807,22.37840671912325,25.0
45,5.281385445822998,32.28271220654424,70.2336635155624,20.563870709400657,25.0
46,17.30284965572178,62.91669663729009,77.80970540504133,25.96905752131569,25.0
47,11.603914096213408,34.60932695252507,71.03605929971168,26.329220971848375,25.0
48,11.514424525846705,51.165375514208435,74.16821744922802,31.666930029955832,25.0
49,9.606072113749931,33.87080301060435,68.9920593885274,19.915872580486962,25.0
50,17.151657765547927,56.32397897001646,86.26211189232987,18.141973511579238,25.0
51,6.729936659324249,57.610232458936636,51.94357443698384,24.388927680667155,25.0
52,17.33775520519931,40.48085269582869,73.85587995275492,20.029981915923297,25.0
53,6.460654362628089,28.15722566994934,74.57804969805576,20.497108232513284,25.0
54,11.870659161585692,37.66661471388706,73.69506507123428,24.93655363864614,25.0
55,16.695581545854076,53.56205752049908,85.02617983210293,26.73911531418895,25.0
56,9.05326687308328,41.33028929755585,63.906762353443135,22.76135197553413,25.0
57,14.975623555301986,57.807325242142134,74.33177414505373,25.434720795478146,25.0
58,19.68855838265363,64.89432106741285,88.95433847367737,24.207696041323896,25.0
59,13.77690398887301,46.33906858030622,92.86846708475754,25.11914266009529,25.0
60,11.132543123198342,65.76337358091298,79.01002828151955,30.089068742331992,25.0
61,4.020427211698523,48.925472597518805,55.108210112779496,22.735524504380415,25.0
62,18.95158923373902,55.76137063192343,76.60832221022144,24.161117926623835,25.0
63,19.038248641521065,40.00394099506261,84.26623292357834,22.457341458802446,25.0
64,17.873956571981587,50.38757640655376,77.95242105675986,29.683967735516205,25.0
