unit_id,JobThroughput,RackInletTemp,PduLoad
0,18.29310812072535,84.45696686026722,79.4497345392881
1,13.815053120592037,87.60303280324769,81.01880046116398
2,18.749354027329776,84.44536385312335,79.06154958630526
3,12.804745155253176,72.84667505074378,68.65642734538318
4,15.252923362350062,89.09058633503815,85.34207160068182
5,17.876460963779124,83.28531488365296,81.59737534671143
6,8.475114565880908,80.51616537500124,84.57927861564531
7,10.499262016793269,83.23607175477503,76.75414660325416
8,18.063370984090053,88.6819387448431,96.19062550804475
9,5.801491851432504,85.94554247447904,75.59566576512367
10,5.646338854408823,68.88124694907293,76.26476793698849
11,-22.16802572376913,74.16975783654783,75.26780805558992
12,9.584797600662988,68.82854964092597,70.55293923235412
13,6.105708451683069,74.18147673512124,83.33823056350302
14,6.313596992138891,80.12603977649538,88.56819852062308
15,3.2408416627553773,74.77527420435592,77.92611062678276
16,1.5895537649667941,74.48970582147152,66.10091050384497
17,17.20872094021305,80.89368152986991,81.8283303670165
18,5.705684405590793,60.46371797189763,52.32821590759437
19,21.33947002992499,86.83903527956774,82.49787984800804
20,15.560345054375498,76.39237500734001,73.14524377936048
21,13.716919772190765,85.59247345821271,79.44151446066768
22,8.018688304964002,45.98777755978065,52.94089914654296
23,-3.111521253732736,77.88134578509019,73.32691310997724
24,15.096467273622526,94.86161801998416,100.39095308999075
25,15.547620760518033,86.50523401316595,92.05535334535656
26,-6.351596771540447,55.04604979150841,54.778250513763226
27,9.803731190572707,74.75822857640513,77.16144341391868
28,17.98853047093254,80.58647208734656,91.38037179766626
29,14.754756941778401,76.40587970927169,74.79313323028245
30,9.098177021689933,79.2218024026911,72.70218859902465
31,1.6484357856345695,54.626290084309126,58.73462237214379
32,14.018998674302326,86.89002924576457,88.5097830422205
33,-15.581261940486172,57.31758223924696,61.20295824346084
34,5.60152961867006,72.94020249502101,66.28681415296948
35,18.654751679922917,83.69935862797726,83.5927797830581
36,14.759640583865409,62.759895178675,66.2753652362126
37,-10.618180878412147,67.30097945835601,70.7867153874048
38,20.886679654025414,86.31525578197643,87.26644680964031
39,4.710021947755477,81.99398688958499,82.27232796443596
40,15.173418638071121,82.81459508724754,81.7770338555701
41,8.252447970427117,65.46666317570204,62.43815276935518
42,11.260553833386153,56.69279563155195,65.36312494057873
43,16.162672019980857,77.39300048783404,72.4910923565949
44,1.421835479033425,83.43219328399407,73.63642018883813
45,5.940760052873079,80.04770542583648,80.83808004187941
46,0.1880902756479984,77.12033584964584,72.65519698130124
47,10.52190679800513,58.569454697154015,64.26535937943135
48,-3.0432348553796453,79.25018950146318,81.91900573961728
49,15.988390414376159,63.59135209278407,69.31293944165228
50,9.537474025675197,74.27353058802737,73.1409060658756
51,-5.453134643661481,100.0788032786024,92.63181773113602
