unit_id,JobThroughput,RackInletTemp,FanSpeed,do_CoolingAggressiveness
0,13.930951010664346,76.01265764105717,65.4795419634955,0.0
1,15.822109092135678,96.9044675724123,56.848865503735894,0.0
2,18.944493252241596,91.93472852796268,65.7827467232644,0.0
3,12.164226362338429,59.38418358232299,68.4316653476147,0.0
4,20.503733114311252,105.1721468766472,48.79406493366383,0.0
5,12.530802030085663,55.05590938287382,55.827139302063244,0.0
6,15.737715641653521,75.18371264316906,53.798477213317156,0.0
7,10.716813369806566,72.26702196115909,35.90719665123874,0.0
8,11.312345167282942,81.01245257456779,52.008950443073786,0.0
9,13.393546719251564,90.3540880734494,49.842539159376905,0.0
10,8.18787523175854,51.15458940066323,40.77574231383059,0.0
11,14.926273234829882,85.9124193480496,47.167602436466424,0.0
12,14.104810660867049,63.77026966219504,54.00494393400129,0.0
13,9.246384915591229,55.8744632123737,44.005638742735606,0.0
14,10.94157681303067,71.78315997233204,33.04540295363268,0.0
15,17.738653484135146,65.7710824818743,68.54762291508267,0.0
16,18.9316992425902,94.53100765842063,59.627218567252754,0.0
17,22.64232300698405,93.37640003065695,32.666441493193126,0.0
18,13.346732713237223,60.7107864158292,37.53444508444299,0.0
19,14.001603979603994,68.60705445875428,50.841526969442825,0.0
20,11.87627553877983,60.11043353450237,39.64953592262413,0.0
21,19.11085190449061,77.49603772176515,57.882936496394876,0.0
22,12.708748084217177,86.45069336550318,29.982624466468785,0.0
23,19.86275691470678,82.68957540018783,62.01699331259606,0.0
24,20.228161416141923,76.17755882633054,55.60646489513457,0.0
25,18.27742448160154,89.40568969237626,33.361085039346825,0.0
26,19.057385922676083,99.26752297907474,41.285060474643416,0.0
27,13.272378406759596,72.41049118110612,49.88743277477115,0.0
28,16.278582473417,92.31827961456602,57.81606324000499,0.0
29,18.957625016457385,83.26922871889573,62.29655383001328,0.0
30,18.289545250527713,75.6909643336732,49.853541106575015,0.0
31,19.90472293566755,83.2027609426773,34.565751306028204,0.0
32,19.414103070914422,86.51529520332306,49.714545386350906,0.0
33,13.433721770664857,77.84523990892036,57.16403666976075,0.0
34,18.903374381730767,80.37420706323026,37.62963484351646,0.0
35,14.925154490190256,73.87040004169049,29.79501649388771,0.0
36,20.000501139491767,77.40070331044187,65.44208233786843,0.0
37,12.843889020478038,67.47141266507064,55.65670944972749,0.0
38,12.592447612739711,90.67794603859576,37.47160742783032,0.0
39,18.23351548321019,86.46684989547138,47.824260420025944,0.0
40,12.02009346252616,77.78678268573574,61.104411726066985,0.0
41,7.5003111014096335,54.10757687567053,67.94055839439271,0.0
42,16.95750486824345,87.87077256072271,42.4599203405002,0.0
43,11.273942512406776,57.81263852289156,53.01034810063436,0.0
44,19.766787525040044,75.5738100604764,60.21738992234012,0.0
45,13.114013051386532,81.5351610960657,49.90150579712707,0.0
46,11.338417728519028,82.83693267453863,45.23893195152526,0.0
47,13.185327269973097,73.04721558867249,64.36364243725436,0.0
