unit_id,WaterTempAqua,StockingDensity
0,43.765930172188355,61.89197466558678
1,50.65877198047562,39.061768430205184
2,57.4784084204155,34.774108944357955
3,29.732405422686718,60.552423640454954
4,70.48441053588375,41.68236721565853
5,57.836749242843,58.36885484757696
6,20.313595050376875,23.186270342855938
7,39.18248215685283,19.530010561303655
8,64.53084488994847,38.330403959575875
9,56.38731733646478,20.222422319068183
10,73.21300490551646,41.522812149326796
11,40.348342375758506,55.56562409304551
12,64.23626846136153,49.302114836263534
13,45.19763812790196,38.730785275471376
14,50.106655298485485,43.72176417589927
15,41.26084612314436,38.00273730189794
16,64.28067751926476,32.2454956847185
17,54.31527811240367,22.464358328861316
18,23.534835528445896,41.50282243734107
19,28.494253999474743,31.195286393474518
20,43.4500033625257,33.715857843726255
21,50.77279949183182,56.34677173935211
22,50.03833994804771,34.08303836877127
23,56.64154766480022,44.867104667936175
24,39.39709055052272,40.06903011385851
25,44.06260650107453,25.239005679718097
26,30.904061891130404,28.439478214205586
27,55.877777139686685,56.64016618874733
28,82.72948803180132,18.42317469943542
29,53.604516153204735,26.605238683950446
30,31.589096247772215,33.34993790608253
31,41.73701400965787,33.04265530034078
32,51.44769627222502,23.578009909753757
33,50.3377320803119,71.93387016676753
34,43.2935903710796,73.39692464899858
35,58.15012432472225,34.789694420425974
36,39.36074915023642,43.87937620151477
37,16.502841820711723,61.876109214512844
38,29.712758115293422,56.262123357868425
39,32.03488367565652,60.78465285009579
40,28.27881251265701,31.838325002348284
41,69.05504714511031,25.231917799904927
42,45.45359713529243,56.76531407219096
43,42.048401237024876,40.51135369085854
44,48.672510978836456,62.212995725546115
45,41.57281255207781,35.53522312987445
46,63.74356662621915,59.21172134195939
47,59.339637998613995,42.45272028856924
48,22.07821197094122,55.5757617081679
49,35.212616768454936,33.086436285001334
50,65.84190551653144,23.35143195615064
51,60.24937024087774,49.797795343659594
52,66.03396355176831,23.03467891687369
53,39.78402743604038,48.414922118029
54,56.41654408922927,23.26557062832152
55,38.817628426695045,45.280570522562904
56,57.89931991185236,18.769241634220474
57,67.96402325464952,56.62836973196812
58,49.468337997064786,24.26368095453752
59,50.29371487413048,62.057852542633285
60,38.53337306220702,46.23189970379324
61,50.8510545987894,48.37925151720024
62,40.756014604990185,46.05938857796072
63,45.109908580726376,28.879021610940864
64,55.392905837196935,32.05070621911372
65,50.270687543012954,43.73448495749894
66,9.533713436792343,23.887545906177966
67,39.548345083055835,54.56501281161462
68,36.59118824388726,26.98397104211135
69,67.36943691274178,42.589529837155844
70,42.468556316999965,56.346732505429145
71,38.07766686707048,24.99120995568012
72,56.50634303562346,26.088672494632743
73,51.82371160002971,31.63473216090854
74,50.62086504563676,51.39736092585366
75,55.68835745117012,47.87439949577264
76,47.78270753276688,24.387914656005
77,32.05042938997924,32.658295117279074
78,45.966109669985144,34.40068138142915
79,40.42674215872317,34.428447054358074
80,55.923296052669194,32.32589812485758
81,60.98579781841014,44.534263650488285
82,63.02940083932521,38.025766634697696
83,72.4080126692539,20.288594273411984
84,55.088280935542414,46.919903000573974
85,53.70123846868037,58.28950815412075
86,44.31140496256147,46.41623205526385
87,35.79021498671707,44.64523422803118
88,29.44645562717836,33.094157849002386
89,38.57711057516373,43.580314345063016
90,53.07485754108465,31.44281559723676
91,68.9747172839628,66.7125001565483
92,45.36524917789777,20.654319755563378
93,39.46233733377873,47.92945536373661
94,56.34164229077538,48.65594472718703
95,42.199669585276446,58.665498064396395
96,65.25504620277901,43.514709642215394
97,61.918751367573236,42.324884869684595
98,52.123678788969976,46.361739706563725
99,46.494155342634315,54.60555636904975
100,35.81690363091595,57.63479481419441
101,59.1937643710021,50.28417040759102
102,44.88573964337024,12.456870544906373
103,39.27973500064212,42.40778243749884
104,37.87364445628092,40.50737630068331
105,15.237970689586502,40.98848268084483
106,52.23874881711492,35.13630175365221
107,59.80883811300603,48.07998693553283
108,46.13748781389833,45.44181259980082
109,55.6869342786786,49.200596402323924
110,34.15016899015487,63.014093000259145
111,50.60427408639668,36.33246053232712
112,47.88657969895688,37.49386266786628
113,36.81845706712102,26.711627757792492
114,50.266956381346716,38.250038652303324
