unit_id,ProductTiter,FragmentedProteinPct
0,6.596824383266792,26.722040580251637
1,19.733605158091517,25.120693284991333
2,10.896202121616223,7.508258544883308
3,5.237129931737622,15.959515930108662
4,22.440880253860705,28.06482011806058
5,20.368815390442542,14.317732658938667
6,20.355988066499688,10.652120013459921
7,21.413735803140387,23.856811559167753
8,11.553641972311697,20.05151801860995
9,6.783964059368873,33.539984693059324
10,14.269498188614893,1.2890303176782307
11,14.74282215072231,21.222976099642032
12,11.87005114038845,16.52380869957949
13,21.01531572034074,4.789410676386439
14,17.337867585244425,4.492020789555076
15,21.76618219532894,12.92895934287921
16,22.98170872157374,22.146928977070182
17,22.252169135416285,4.797634487080761
18,14.443096902060152,24.26373266815863
19,14.75859021116812,17.658322861050898
20,9.817263191495044,18.61329749171025
21,5.473642727886716,32.43419054710032
22,14.411073849936194,2.1940931361860603
23,22.14435332826823,17.623875019725144
24,3.81836577684935,25.20042478371739
25,8.378306431032751,11.814006536255015
26,4.315616555003222,24.72017307017229
27,18.40099107695646,12.905776075577922
28,19.10438501452367,2.5182675713537517
29,18.2403383433969,8.107898441063156
30,20.0207157574382,22.889705132900755
31,22.791476967852265,-0.9942204614350487
32,16.66024154988388,11.666023960232799
33,22.97998053325353,6.509746223909648
34,27.767165929462394,19.8799512435817
35,18.0690469308524,11.92831876214637
36,20.238654622079146,6.079677513751275
37,23.832869382988015,13.194320390183085
38,15.176763726037347,14.761943386407705
39,16.741535082015083,18.492659625578
40,12.58495910204578,8.984815933707424
41,8.298335235998955,15.962623892452353
42,16.483236770027883,7.687611833803202
43,17.850360794510138,16.936619625878834
44,28.669199978541393,24.115467122608266
45,17.72340174483466,24.445073564565728
46,25.639678997522406,23.891970694594562
47,15.231391145315145,6.892616730774827
48,24.208433478165542,6.161820244811944
49,20.278881480048366,11.918358734271552
50,-16.004453833363904,40.92150790784951
51,28.36301615798851,28.247077685834192
52,16.137667338426443,2.0630281996569817
53,12.140548172051131,6.579444363188689
54,23.778954398014495,16.980576273763443
55,7.933868880381107,25.17229794754955
56,13.149470975454308,8.131362332829863
57,26.081803455703863,14.849961490719746
58,21.034114812051758,10.966743877505062
59,18.372463214947114,1.0091812832645015
60,22.433213938611303,12.202510977795583
61,8.495033013558857,19.606899195070586
62,21.344017883173226,15.6970709814766
63,23.13374057060811,22.453103614013514
64,11.904198537803031,11.30657489800297
65,8.868116025001306,18.362262408492064
66,14.596508747962421,3.9027637647753455
67,25.38857149647815,21.890964271689953
68,22.93020065099198,10.628209057890883
69,9.973523789134795,-4.289550446464876
70,18.53263396879038,-7.230084468446037
71,7.5466023582298005,23.17552857280968
