unit_id,JobThroughput,RackInletTemp,CpuClock,GpuTemp,do_cooling_setpoint_controller
0,24.633655963026392,53.30094639136921,50.882791780463094,50.8285130148602,72.0
1,32.23346907079668,68.2956946527429,61.40143497607643,70.02226286782569,72.0
2,36.66016096888636,61.86352120526235,54.953333022675025,35.636767145534485,72.0
3,33.3122243717147,52.929305199726095,39.06762181396815,71.67415103703958,72.0
4,28.210116182712788,60.47369920925272,51.524280501419796,34.514063164150414,72.0
5,34.75999455078011,67.98883792151193,47.77948517116438,51.70926404161067,72.0
6,17.891044369622172,61.62002851218983,49.12382152542972,48.395012753543604,72.0
7,19.981126893292586,84.84051312747732,38.66385408154034,48.49335763919872,72.0
8,45.863889217872305,51.89755708258377,50.47355669452745,50.836204890522126,72.0
9,19.34721811157373,54.77315762035271,62.95322748432103,45.243486181954985,72.0
10,20.437822996318115,63.50073261425461,52.04122023704012,54.1996151937411,72.0
11,42.92344531376938,60.87891719469439,49.51524107637442,41.04078195074686,72.0
12,18.391376264964688,59.82236204071723,45.68219048859316,73.18884444408616,72.0
13,61.18262266371491,54.00300958785653,53.218153294363766,53.956089234084594,72.0
14,20.365140882898892,54.72555673310744,43.00625107386253,57.78132919860146,72.0
15,41.83740240273437,50.679195216665605,48.443286051138045,69.19660650757923,72.0
16,23.821056387055197,56.53396925011056,56.27259984376725,42.62381897002186,72.0
17,44.59878477357441,35.25004596396163,42.13508110825536,55.14309807788105,72.0
18,33.33831380395981,62.67101807923134,68.42188908013289,49.190003604945254,72.0
19,37.26276546298427,38.727761780547716,29.311199790396035,49.10702590723738,72.0
20,20.412807437434477,50.57166464335942,55.085398497017806,38.50228360108536,72.0
21,24.074255764623032,60.07538324012623,41.849836190838246,53.22043896986727,72.0
22,43.88968773098986,43.30883971810809,56.969493264354874,66.07455410351828,72.0
23,40.03203671835701,57.618458439913326,54.41734115250101,44.23697219900971,72.0
24,19.617611495722272,49.8501724431145,54.88746199325815,61.608608824238665,72.0
25,24.614961595599613,69.06272693692071,48.583723452748956,61.80803582379703,72.0
26,33.41385481204584,40.18529597347931,52.18266232254926,49.01329747158518,72.0
27,21.895041042561214,79.20037941929765,62.791582354724056,46.91686636922392,72.0
28,31.98224467226869,57.50955855721051,49.75588401065838,57.1842978203736,72.0
29,27.637854189253677,74.0119642336312,54.53787288295187,45.554591890129245,72.0
30,20.426399338467096,41.07713635592323,49.62806143306947,52.17215186470793,72.0
31,17.28516281445214,55.998886960451294,45.26897359724268,51.237653364514586,72.0
32,20.28666772353629,57.499685148302916,52.80492084390586,43.71319469472916,72.0
33,15.14081207600625,47.243825754838525,50.98601891208525,44.24290269273662,72.0
34,24.63556413956758,63.96978218996011,57.65602804823271,37.735594250075316,72.0
35,30.7614747796839,58.883672391490784,37.957859237990526,56.108212067635606,72.0
36,24.52242503196013,38.55497865746002,56.38682422237907,59.27093957627723,72.0
37,22.458780281797207,55.74958707544744,35.39456586811795,69.79511319486734,72.0
38,42.72728850768147,59.97506205473512,60.28506425393256,25.15102398559038,72.0
39,25.544436073414545,38.86037342775261,46.85456847129556,42.50255913602274,72.0
40,22.979074174868547,64.93319286917722,57.45894741433288,39.46399499410382,72.0
41,6.9205612525700495,63.87663357817454,41.32470023567717,39.2192480453539,72.0
42,46.38375743423377,36.53317520714721,56.86381113025682,30.12953623702721,72.0
43,38.71888219072251,31.233041760522774,45.9840130204425,51.61233708861626,72.0
44,42.94362848216908,58.79105008825518,44.247190183568584,52.45938566712836,72.0
45,50.22668181600927,48.4454944009054,58.32784203111676,50.506986266275675,72.0
46,15.083086458038185,57.893575209419595,55.47651213064239,43.38992437021227,72.0
47,44.072899379388126,42.15729340952208,55.772242084590665,54.590833793063545,72.0
48,25.678854613379315,36.8804117199764,45.57400478390426,61.937450166397326,72.0
49,15.125696051496362,63.4306849636608,70.72904654544428,49.241355211241306,72.0
50,44.64437563646858,47.08146888110006,53.05125934653927,58.7652502079947,72.0
51,37.602401909367835,38.34880733982792,45.460841435563374,62.04743321798566,72.0
52,22.33807301961867,49.88613811471675,38.41767326510921,29.24952322987086,72.0
53,29.271723246667325,51.01937831342061,38.796506050072374,59.58468977031314,72.0
54,38.333245856605686,39.337457264549435,53.2287091429914,50.21962629327539,72.0
55,29.09119320576921,44.901390831806495,55.53821382855187,49.336984528932035,72.0
56,18.745253916547078,64.79869242646477,57.417355933857706,70.81512128007661,72.0
57,18.87171398467827,59.39040382623249,38.4308011079012,50.089433039183426,72.0
58,35.838514879110484,58.30180762615135,44.93387705986986,46.81185309289446,72.0
59,23.386003314007564,38.890489980082535,50.738047020832965,44.920831226694546,72.0
60,29.947334457325994,60.761222288357416,49.531427681983395,46.13290163344162,72.0
61,23.48992424362284,48.956666661720966,56.030952046410604,61.847769023657875,72.0
62,9.26702184982314,77.68523160375587,38.95633053661659,33.76549086753357,72.0
63,44.217577821387955,51.675955482025344,45.34295604396311,33.08091394318281,72.0
64,55.74164778257496,54.03677868220353,36.68404557799768,35.88441113011021,72.0
65,27.59651989822052,51.37588201833071,26.528507679960814,49.43738838825917,72.0
66,29.172866513236492,59.34701404969552,45.6761228909449,21.061110082043484,72.0
67,35.198711338161125,63.93015665331631,48.95260352685682,42.98759150927878,72.0
68,69.62442815122039,24.982482020652892,39.35164504754509,64.8065106603956,72.0
69,20.684489583292123,56.247219552318185,55.45571572297499,41.075630133083855,72.0
