unit_id,JobThroughput,RackInletTemp,CpuClock,GpuTemp
0,-0.08943054304162246,67.87168808333934,45.929419594010774,61.6919299696095
1,11.30981078272583,60.24379389296641,58.352409999892515,44.95588663896483
2,5.674771527257477,41.56512244216587,53.01266639654162,41.33234237157089
3,-3.0707776173586474,69.68758846169999,37.41690227638322,61.84468037306055
4,21.20112864790051,47.964846749837925,52.890781171567426,44.458655193811765
5,13.86409943367216,51.967155471152736,46.86002737934734,31.159315984535436
6,12.322333879464168,55.84392265050256,54.81921918001523,53.733354208764375
7,21.134000119450686,54.34329225963259,51.18266877161492,37.92988423064529
8,8.374350714179167,51.28471087754955,47.20232789247196,37.407417620104255
9,5.071148052886435,66.69862033941119,57.02077958301654,56.55449169335151
10,11.40597721486196,49.905461993512546,35.11851775415651,40.2881500215798
11,16.38740057841781,77.02999509578255,60.239034976032244,41.125756615837474
12,17.31704658655638,55.524262003546625,67.00924048678995,46.31655067873445
13,18.790900670216686,48.61633868164845,47.895893913728834,56.11925162425882
14,3.2597674403783534,61.91687686409966,69.87566849069827,59.221982394841376
15,16.800103928777318,65.54221236205692,53.62519860633441,53.2004162966599
16,20.77106654453189,73.69207582225206,43.90799801472503,37.06497040763338
17,12.734461135706232,49.42682679756145,41.69708407624096,51.320896291759865
18,39.38715872050041,67.64739285555076,55.20374330115787,31.80163596488239
19,9.280086768078235,47.29698572412395,57.54762146170246,52.162556425715835
20,13.537703948958868,50.64149507309586,63.66076758515952,36.97205489701602
21,11.108671484824729,53.25539205142135,29.170079328776456,42.18071025999626
22,52.08232448939477,55.446286020440695,52.03177126314987,51.19020618003878
23,17.43266478159548,70.0106527553718,55.34934740662622,41.85976274698591
24,6.843039000400901,50.7557007068435,44.29856805716242,62.91147521837113
25,-1.6029059214169186,53.11022370080929,38.99559128744605,49.82381560588255
26,40.7896535572966,64.1428228824254,44.41829047800853,44.20663207894908
27,17.934215282356988,50.014769916986445,38.50006733009286,50.19761677759917
28,1.8243441423685396,62.61795791336178,60.36709827911548,62.95722187215375
29,21.354150862951577,34.88376221473046,38.068787492005875,51.95714968467951
30,21.670694751282536,57.57175971393616,40.49547609886929,43.533383573802766
31,41.43794592830267,49.190672841001714,48.887352911946195,40.90320674805117
32,8.615024386567399,50.70657315057915,59.20331561975302,74.7857363067883
33,52.37375113425444,47.901083842328575,70.16367283210273,50.839287688499326
34,39.318703555850696,50.631677141974805,37.66834351825649,41.51972841521608
35,18.01123357003163,35.46099450598155,58.27201478136558,56.11978563393186
36,32.75708917548209,44.176779423144374,54.69319448932141,65.87313945141534
37,36.41202655858245,61.29925692069754,55.54567292400307,60.890439683664916
38,1.6541157703511815,60.755742501940574,43.50369665048558,44.35693922198666
39,1.293634896284357,76.64453815281769,45.86592112933494,59.590123203980305
40,-3.0079290732227904,61.30239638573383,45.09547165571163,53.08237972204968
41,6.894243703526391,73.7745946028264,45.79144530055233,41.09288737826809
42,41.457153815880766,45.92680108299487,51.796177671781,56.27599688375347
