unit_id,JobThroughput,RackInletTemp,GpuTemp,CpuClock,do_cooling_setpoint_controller
0,31.236168618623637,46.68185841610231,67.9682864757864,53.751396891904015,75.0
1,13.39699606646902,65.92588234235066,56.20663732658399,51.29234285065312,75.0
2,29.90801517065059,39.01742191923568,33.57687402141216,63.65585196924094,75.0
3,49.91080290847951,57.976233898600505,46.64493164173665,61.06736739889015,75.0
4,2.7616530096093364,74.13342446469667,34.991071989447995,46.76926131821021,75.0
5,48.16949184859607,54.46663685465989,45.91520294533589,32.941594460702866,75.0
6,34.67247982823104,50.25074828454362,62.631611698936865,41.69712030003196,75.0
7,20.882728623107454,80.30846814557867,49.212759824226765,50.61110077221409,75.0
8,14.40262828724293,78.15425499702168,57.8739014657688,38.70684446238288,75.0
9,19.687362721269555,65.27170689847091,59.59584060265177,64.69257855449827,75.0
10,68.07194970136827,52.905478641645935,57.142608188208854,53.49254983224893,75.0
11,2.906183702268742,70.23400072875741,48.512852365375636,53.227601342161904,75.0
12,52.40951659208294,23.073378608735187,46.34115236868841,35.04029345305336,75.0
13,40.86143830480773,56.929994866184984,45.50925406006232,47.03774779085486,75.0
14,27.716162348524847,51.212229042270415,41.01241755676327,46.89266338306677,75.0
15,60.05731008034055,44.53138245920305,56.43345370746674,46.79494942475392,75.0
16,21.32883476995116,47.19260752214854,43.80588900303607,61.91754399968187,75.0
17,17.129364585194715,59.34169325752955,48.35596893901754,44.6543299527692,75.0
18,35.15867475812068,43.84673230046014,59.57337637498802,28.482153652625595,75.0
19,27.83440098723024,67.83542108020748,56.10587246223922,31.945358205821467,75.0
20,51.13306229321796,52.53238998344677,43.88440407721945,44.13949667887828,75.0
21,19.942316645727352,68.44740063231055,63.288093112913046,40.296590087865646,75.0
22,14.47421896283316,51.2212299383225,39.42645013664773,41.82284910055435,75.0
23,29.300273134870793,43.37534088580483,47.48471582100906,47.44987521905275,75.0
24,35.31274931984538,55.75432721525101,61.70215242330413,51.5841535227696,75.0
25,24.699028780800067,54.596912709514186,65.18530341898673,51.53100700617954,75.0
26,13.59731897474395,61.67977666079591,37.9352752089288,41.635104606873,75.0
27,33.77326390875715,50.9301475221379,44.987991979109516,58.931056025451994,75.0
28,16.413686054505252,45.853459417136634,65.36325163466512,45.909420999493186,75.0
29,25.41508024107939,53.07603065849135,83.98191670974674,37.25545944044253,75.0
30,24.781750535882225,73.05015137272068,39.974967960594746,60.852354007892636,75.0
31,21.012305902938664,67.87915719494585,25.032878001259775,29.44576675002029,75.0
32,24.770592964049786,49.247090673389586,53.34741386406515,57.23401252589712,75.0
33,40.711698253550985,44.48364960622367,57.283975285764484,42.704239178635504,75.0
34,47.296925097466676,23.104049318581886,58.45624837295176,40.2349166387967,75.0
35,23.975961278835193,49.15091088430121,52.65052404397376,55.51020175529217,75.0
36,33.7215028396503,45.16762535269684,48.953197681004426,52.30374033744261,75.0
37,37.04676283233589,63.484862330669614,36.72685021931037,54.20648105066051,75.0
38,23.235371334137966,45.30156287897255,57.20380037829574,48.16050139665059,75.0
39,15.227747342349641,72.85475217733644,44.98370313929829,46.47327939876751,75.0
40,26.023840590632865,59.1682066000659,49.56568361741508,51.36032660338323,75.0
