unit_id,JobThroughput,RackInletTemp,GpuTemp,do_cooling_setpoint_controller
0,37.2475246387452,47.16313865295189,36.87475023890517,66.25
1,44.472767124036345,41.092402952156974,47.72729016118926,66.25
2,37.4031301211567,51.63203579056355,45.7949581240461,66.25
3,20.824194592228924,62.275613499937215,47.63601356524029,66.25
4,37.1103894923004,64.56447884296146,40.836165710416935,66.25
5,20.49004159512308,49.69476936773754,46.529518240391475,66.25
6,38.84095208151525,36.101370249740974,50.04965605916062,66.25
7,13.116441861507305,70.03518528553309,25.848118289116922,66.25
8,42.55014371780187,32.38421880317572,41.47968039453494,66.25
9,17.0112252173965,40.59966495994292,38.22537213974297,66.25
10,30.15252677899169,52.48008224185707,48.01471050447929,66.25
11,-2.8633424536650343,77.93915638918949,41.934301946178806,66.25
12,16.8240388261916,59.23957952185525,78.98444187849759,66.25
13,13.34482278595964,62.11966671850601,53.101262973885575,66.25
14,14.211714048550464,81.11471900844269,58.12558513400372,66.25
15,5.1694664660696805,71.85657933208626,53.94179321986574,66.25
16,4.543622870720744,70.82298094712131,52.342356801094475,66.25
17,20.656589274579577,46.377920962334116,62.05290013787464,66.25
18,8.738657776084075,57.41348492772253,40.29976656109219,66.25
19,25.981915852710273,43.06482626198386,49.239521125447006,66.25
20,17.888583912250272,51.61682921877515,38.353042538365216,66.25
21,12.409304446442297,58.64774239799241,50.81404136965768,66.25
22,29.28358306428807,31.067112188670965,38.884365017730126,66.25
23,25.894386320413602,52.667105923094226,53.12095409823608,66.25
24,40.93048320574844,49.25138718464988,54.82318381409724,66.25
25,20.129468273742454,53.09645875050921,54.07196658114912,66.25
26,30.702634106408382,56.143197731472824,45.076563174631985,66.25
27,21.733596736034762,47.77779877348437,33.64280596147888,66.25
28,25.02040762188332,44.950920982223145,54.871946974486434,66.25
29,4.920345513624116,60.77405983470854,15.454529234610195,66.25
30,42.87429908799373,47.40159173590769,22.160198045346334,66.25
31,7.9609633864115406,73.48125287583768,40.508238846067236,66.25
32,41.824113026679456,56.70033529148651,47.42894753748696,66.25
33,6.666590652056964,74.31260998696719,42.39129414941466,66.25
34,31.063535261000823,33.677128848954226,52.95305735159827,66.25
35,40.73207758071106,39.89775117961461,50.91063521299874,66.25
36,21.223123206460905,58.68672960686299,36.20087341771263,66.25
37,26.615758597376395,33.31297231253129,51.84616727742973,66.25
38,57.29669239861406,59.98146742631826,43.045253947456345,66.25
39,15.444041384995959,73.10230153013374,47.34492423404441,66.25
40,24.5504408817151,85.15212490909244,47.39033123808807,66.25
41,27.03409721066813,53.408805669787895,39.633176399308674,66.25
42,22.964900386848473,61.83193312328994,57.096112143518404,66.25
43,25.814311584045328,62.6904588571416,48.08516911260385,66.25
44,13.620560392526496,61.42449893070344,48.50764813211348,66.25
45,29.254343835763585,51.819955623495275,33.82700641657532,66.25
46,24.056064330106484,39.04691648708543,52.82037768453676,66.25
47,16.121545172634157,70.58115410258252,53.743582890432755,66.25
48,10.657990170242213,59.5270982425549,44.29486231983326,66.25
49,24.11476081809686,56.869066495015524,47.709152695879894,66.25
50,30.894692172808274,43.0110358886696,48.59993582936401,66.25
51,0.003737512530383569,73.0028969856832,32.94395296817568,66.25
52,33.288356397508295,44.79431214788382,42.00840121930076,66.25
53,2.666206288787305,68.27031449742158,55.34692716243219,66.25
54,50.874425743668326,56.475082866855395,43.64939563900356,66.25
55,26.15619901069555,62.6328335633802,47.898941122543704,66.25
56,21.468737224340654,57.43711294106555,62.260562181364364,66.25
57,30.6535596301889,51.970425067379814,53.59485803392416,66.25
58,24.09012305273416,66.80997058327016,35.79492126766128,66.25
59,34.80842447315397,56.53006458242813,20.23487142471666,66.25
60,28.468205799671313,59.99855256459462,44.101540429121094,66.25
61,11.610063548980818,61.41952682790812,44.60493657946458,66.25
62,19.04704059149303,60.289187818807136,63.69716811023497,66.25
63,18.783048346751926,77.22029641186646,59.54785548754993,66.25
64,6.220087734629744,68.27290415885719,69.9565904839619,66.25
65,22.76042371785404,45.50065344746211,44.3062349249643,66.25
66,17.48032393494468,57.07437498074346,33.176381813769154,66.25
67,38.61355017767501,64.27149466985918,20.43915015344601,66.25
68,38.48108401928387,55.447484208276634,36.707966836666046,66.25
69,23.233196044035672,45.545080485227125,59.85699135821594,66.25
70,31.2836092260579,50.68127822907613,38.30070959474431,66.25
71,32.95903827526776,43.44618069498576,58.721471621948034,66.25
72,55.981321689694795,48.704548348771326,48.79672177529575,66.25
73,5.7009183590166685,61.88082436936038,45.421661370633046,66.25
74,25.379811275001945,53.00804653958176,36.22971439838945,66.25
75,56.940647352264335,56.476694068977544,70.04923771444723,66.25
76,4.77463993863823,51.55759629135162,38.2890134859161,66.25
77,-3.2811851106240995,83.39549190955371,48.20541612428555,66.25
78,27.29272984275544,59.49671473383242,41.415680778887975,66.25
79,13.589236817373127,63.105335774839304,57.8464432376379,66.25
80,30.773121242166496,44.03017463197092,49.46213266770838,66.25
81,6.681266614489429,72.0682537025468,49.561800208474764,66.25
82,32.72054120505397,56.77089096241194,61.33071711241272,66.25
83,38.02779117841155,48.38198232559964,41.512436399997945,66.25
84,10.777200073756044,66.53911940865223,47.08493282181692,66.25
