unit_id,DiskIoWait,PduLoad,MemoryUtilization,JobThroughput
0,27.599778003078985,58.79402967396466,57.304522522921985,38.64986899951397
1,46.077820051131184,33.125565465738234,51.589703813573784,24.71692895932248
2,38.60574471975758,44.50336010567528,43.5767021276137,7.553355788463747
3,67.12199744356604,45.22485051449777,46.554943841176886,14.361411254763835
4,68.68683727735934,63.76800983245447,66.00376258580927,46.85895051681942
5,28.672025885789946,42.96096922297145,38.64651674922923,24.972397270177385
6,50.699728268562154,49.41632950667933,64.71900423238415,9.008916555477345
7,44.162833083927104,40.44946204259285,48.877829867638056,21.19384069722308
8,40.50919560617858,39.41732759794153,62.785554507276174,35.64722323425494
9,50.58248219174109,52.01892736878348,42.85651603537667,9.037283373830045
10,44.410776077979556,51.31907945520948,63.495872960874095,4.797406376699202
11,71.13186558023536,81.76135812840428,53.16858666968419,16.842217278628663
12,57.55138979287893,56.63412591417067,62.50987134877774,31.4084786432914
13,53.19974428396751,32.23835697098921,45.65376646832857,2.28978979808241
14,58.90492250492159,57.73577217548764,60.51128875763102,17.20281397152853
15,19.436431980824295,50.93102880177667,36.47993788207547,26.287287360233517
16,64.3178899881688,72.63952156404608,56.54566080323656,37.61906682914467
17,19.466982333315354,67.79823724578392,61.3632406597487,3.8495464430790447
18,60.43169172161828,56.40591979836769,80.5171957288892,5.1615838619357
19,54.553580042745786,61.4137954725177,62.69564963934666,27.648107766368767
20,76.57014722781575,60.92352335342121,59.394873245136765,29.543521870054565
21,23.243256281743616,66.26742330904789,45.192339251464674,13.503777604056733
22,56.31879999358294,37.160790583089785,44.18434259814977,13.007552885170652
23,50.69993927354779,56.60659383550269,72.3998143708094,46.03498309723056
24,55.212512313006165,33.48632125783219,56.06639764732424,9.113603960795443
25,51.254476578377236,35.95756438803982,40.4859820440749,9.273153087753718
26,59.74981402968254,60.53241415541509,44.65206668253246,33.69534283302725
27,64.61674364489397,68.42294614891347,40.252698617928615,2.2066137264027814
28,51.61637607946609,48.95703366014082,45.433273151209875,39.98136488887051
29,78.29407359127256,53.79630311618894,46.40255113533817,9.104527786733081
30,49.00809712346444,46.63269926014509,22.949222694062087,7.039308411516135
31,52.75441902350564,77.1236337087547,63.01150526765168,25.510831894874546
32,39.714636243763834,70.70284797420697,35.46590145621808,16.85758098231976
33,58.41451491096939,58.66160190390632,66.60960347548163,21.14273727960615
34,58.53727290730723,57.123221177425464,45.946786164225344,32.242136223573276
35,53.84474224319627,65.37332092062046,50.000343362826776,15.870995753690725
36,53.699913025652926,64.68260518040161,65.9011342549725,17.34958035484152
37,75.82232926735,60.50975699908023,35.81520688519396,14.743723088691837
38,28.972103701229756,64.92615666474269,39.51185148494107,25.366108815738446
39,59.71877825679096,40.82692879398544,64.26461126097051,18.797274272718305
40,67.11109407663459,50.82373963739575,39.610695032844134,9.003161102869374
41,51.26062805360725,61.27014531773009,45.532878187898234,5.961819333298303
42,45.51179399839783,41.068111984674296,52.94827889733439,8.488674628993198
43,40.23983888668222,58.75770360214496,58.64569818510654,31.71131526451145
44,43.9913388367017,53.42716299789402,69.56393189589052,8.439152060509453
45,59.156661107192896,39.46352541302798,40.95490677972469,5.394499005548187
46,44.79588459017865,71.61555414244313,66.99714304405947,0.43132154074869966
47,32.87801664234082,29.184953126587388,43.596670830059885,25.951883961718426
