unit_id,LeafGreennessIndex
0,7.052340919693286
1,6.746693629056577
2,7.30333414357646
3,7.184857818297739
4,7.305234675931397
5,7.376762469419962
6,7.187417477052847
7,6.92811074877849
8,7.777157464672024
9,6.926180676511519
10,6.495973489863425
11,6.995366242010464
12,7.523359025817468
13,8.01699182877721
14,8.303017610941664
15,7.00291738389384
16,6.4107767352051805
17,7.4278688641801445
18,7.948172044412486
19,6.838384577845755
20,8.612978700751118
21,6.673164519169403
22,7.004216821800468
23,7.4870819583840325
24,6.652950803858018
25,6.997561737514895
26,7.755074683973531
27,6.34360586633103
28,7.117413789254391
29,7.30786732010388
30,7.0665729547514955
31,6.990495735001841
32,7.832986465968585
33,8.367671822904764
34,7.928936224387331
35,6.6850027285277225
36,8.5853629823538
37,7.310563349646417
38,7.32005077175219
39,7.59502946770461
40,7.563552593160647
41,7.0870334802096355
42,7.023756900498327
43,7.436111673659736
44,7.727630382541464
45,7.492361030528402
46,7.732262594087361
47,7.039656419019585
48,7.494636160628253
49,6.761446504013586
50,6.803284918495513
51,6.850027687956902
52,7.289236098521074
53,7.304241869069022
54,7.077459006771876
55,6.391417694625841
56,6.48086085926673
57,7.386881064377657
58,7.828492836634781
59,7.061281528572721
60,7.958561277017794
61,8.417293111075974
62,7.878718900522675
63,7.454092536650985
64,7.745155972140165
65,7.321487118047027
66,7.332068448776753
67,7.026191570116618
68,7.371040804842869
69,7.078176832958939
70,6.882824464871859
71,7.85445107070088
72,7.370617133160717
73,6.855273080440841
74,7.075290024157451
75,7.357996800407394
76,6.485855265669335
77,7.021073476938273
78,8.03612622464943
79,7.917215164867704
80,6.743666353235617
81,7.103552869719948
82,6.713625980647286
83,7.067853562522231
84,7.429397334766413
85,7.837121063544859
86,7.064421409366649
87,7.402512901841492
88,7.0811495094746935
89,7.410064930264948
90,6.735936142694285
91,7.220461683133673
92,7.213284220280943
93,6.790821061292841
94,7.32504437996793
95,6.650528785159454
96,6.9757115051843295
97,7.1163654703385095
98,6.187577374500559
99,7.638632880673272
100,7.868940034214628
101,7.296378402871386
102,6.621359168256298
103,7.0742495641620575
104,7.652153349749115
105,7.372424241259683
106,7.059927746455444
107,6.67620980986247
108,6.442484445337751
109,7.672954422718067
110,7.9661211218194525
111,7.223302514438367
112,7.004357555623655
113,6.974042635854429
114,7.601068690532
115,7.3613790186438335
116,7.264039933867344
117,7.357943881562925
118,8.878843110491415
119,6.508934513882472
120,7.461530656880108
121,7.855897244024614
122,7.787990422779738
123,6.523524724474098
124,7.949466909012651
125,8.056380933330788
126,7.850872319397635
127,8.174518363038354
128,8.44560842787596
129,6.812109144528917
130,7.94753052792605
131,7.393144621144971
132,6.3922810706724125
133,7.073631294165462
134,7.153478702511632
135,7.118562015055789
136,7.187197799439064
137,6.541562727976955
138,7.390369528342626
139,7.0181769524516024
140,7.087499319817012
141,6.125970624503145
142,7.412709786464599
143,7.28345825601506
144,7.308256934717938
145,7.783291575205498
146,7.696226877794853
147,7.576480992309005
148,7.656000005203466
149,7.079381651105952
150,6.956810256660803
151,7.307968289047414
152,7.348785529413374
153,7.338219853659809
154,6.817242420591752
155,8.027240923819171
156,7.820286186692865
157,7.899657290659055
158,7.076166560915234
159,6.868499920819644
160,7.531696926956817
161,7.2119177734698905
162,7.31846994433667
163,7.094061366059635
164,7.104288046354307
165,7.341392761891029
166,7.119426766085142
167,6.570898054786339
168,6.526589199239396
169,8.086129253510695
170,7.113992234957663
171,7.635154350667405
172,8.081711524014349
173,7.447703570041194
174,7.9025262046459055
175,6.978457113420053
176,7.7945518240842135
177,6.963905263849161
178,7.398434227486854
179,6.493371031333276
180,8.459157044925998
181,7.958197543818327
182,8.150928334359893
183,7.174695219857993
184,8.074828956598465
185,7.789844796729554
186,7.355673016623581
187,8.154497470648051
188,7.291304071011908
189,7.731999122734192
190,7.919474524676913
191,7.396910174874974
192,7.174219773827119
193,7.832370376146293
194,7.934812339986576
195,7.375436709402292
196,6.7479801067519425
197,7.410663347919183
198,7.275754173682478
199,7.204997265361091
200,8.14386413851711
201,7.614275162422553
202,7.57333366934592
203,7.465956518141042
204,7.687717982949403
205,7.054494673640842
206,7.077371688271613
207,8.308759639800504
