unit_id,CropYield,LeafGreennessIndex,do_iron_fertigation,do_ph_acidifier
0,63.43608940499541,74.4236863054246,90.0,75.0
1,63.744831756609415,75.41147102144048,90.0,75.0
2,62.96514734947328,74.94090685015279,90.0,75.0
3,68.64824564057305,74.56660183245003,90.0,75.0
4,67.35929322669784,74.98424571883017,90.0,75.0
5,69.09569435011996,73.92520614978243,90.0,75.0
6,66.27766392862594,74.59596214072968,90.0,75.0
7,68.08527870452595,74.78773543291989,90.0,75.0
8,65.89983456556526,75.01938085143792,90.0,75.0
9,63.18026620425965,75.56631534952965,90.0,75.0
10,66.53074079390137,75.1491598005598,90.0,75.0
11,65.75609144438741,73.88835302281167,90.0,75.0
12,62.465426061760716,73.88205090687978,90.0,75.0
13,65.98834857972338,73.83855285523845,90.0,75.0
14,62.303938514691836,74.18053816966356,90.0,75.0
15,70.27216266552978,75.0123126972199,90.0,75.0
16,63.52872770113199,74.77556429044061,90.0,75.0
17,69.66257590254892,74.54950099623952,90.0,75.0
18,65.76973153301002,73.26181316394758,90.0,75.0
19,69.55895174688132,74.27481872862607,90.0,75.0
20,67.11438838702666,74.55407799683618,90.0,75.0
21,72.18363931762354,74.1784896712923,90.0,75.0
22,59.95567070470965,74.2747036243519,90.0,75.0
23,66.72280826318445,74.26267767673525,90.0,75.0
24,71.5319549583886,74.618544886963,90.0,75.0
25,65.92532746126597,75.05141125921817,90.0,75.0
26,65.27181604041843,75.11820471923212,90.0,75.0
27,64.63697731636196,74.47833370102158,90.0,75.0
28,60.90007574046409,74.33457995998546,90.0,75.0
29,67.62498488767498,74.48293394621858,90.0,75.0
30,73.08939272225021,74.60265105520031,90.0,75.0
31,71.57457581924173,74.66425300680716,90.0,75.0
32,66.4496399940729,74.49530965624369,90.0,75.0
33,62.65990918819201,75.18779295160822,90.0,75.0
34,63.28534875850275,74.68137284226452,90.0,75.0
35,64.95339812241859,73.73091006441999,90.0,75.0
36,68.66872019538354,74.22497125515167,90.0,75.0
37,68.16300227466355,74.68207222246738,90.0,75.0
38,58.21895358093052,75.09595266957457,90.0,75.0
39,70.06241075416204,74.81618338969993,90.0,75.0
40,63.65895122651356,74.81036938876376,90.0,75.0
41,67.94546499666012,75.30379369496578,90.0,75.0
42,66.98168811472867,75.43408253713,90.0,75.0
43,72.82469581786195,74.93775418281166,90.0,75.0
44,70.01959414053438,74.46005675772659,90.0,75.0
45,64.48434584716041,74.90015151354427,90.0,75.0
46,59.74714771099731,74.47416010943478,90.0,75.0
47,64.63887917874139,74.41117890453917,90.0,75.0
48,69.88547898808902,74.24147328074814,90.0,75.0
49,67.03307487392661,73.71468362889347,90.0,75.0
50,63.88162559090956,74.26803768861173,90.0,75.0
51,64.9261204723458,74.68869290327181,90.0,75.0
