unit_id,PARLight,EC_Salinity
0,56.911734501329114,39.820686816653726
1,31.056530361231673,39.853462406223855
2,51.94822461702877,50.757008647935386
3,47.100871953124305,49.004423926542884
4,62.634118634480444,54.51632476634475
5,74.46778732984598,40.534987665281164
6,46.30536646034111,66.05009998737941
7,36.289484023498616,61.61116942267863
8,76.03799865932778,64.82091745366817
9,61.73888099971655,37.30387431167032
10,45.63708081290712,50.72530238615807
11,40.68689379890796,41.97340698399021
12,50.661084998416534,39.23495991133736
13,68.54411267483232,67.94482872416646
14,38.24100620248842,55.71977346833672
15,50.140291812364204,39.18349471113292
16,52.94920421236822,56.115596583030225
17,58.275330922629635,38.49515760349253
18,48.81492722117586,56.19202385015213
19,61.01748405399768,30.33662792607448
20,48.6839359210001,39.686696884481634
21,47.58117804715895,34.3716854462001
22,51.124993809181625,30.26541599821419
23,59.783004924521904,19.98734659495487
24,44.09888028721751,71.84567520255202
25,34.95667362617197,49.03698273206336
26,53.59265410217322,52.36232192156147
27,41.317398678751054,34.74655112440475
28,50.153540956850875,47.75206970033027
29,32.55045581038898,50.45388205860968
30,47.00122222821396,40.96730903458908
31,33.24549834334296,64.59560594094441
32,66.44720538214094,40.466504741517376
33,46.699141856807216,41.692652962505754
34,35.51026364226952,54.554295557087634
35,74.6419143863348,53.77068278585476
36,52.533111836559435,46.32819933259526
37,44.5120787510545,69.64965295801628
38,51.09861399379848,43.044142820693104
39,43.87592930652702,35.45909259776453
40,55.629479547726376,47.65185409856956
41,40.317257782078855,65.87453458417392
42,57.051140580685505,39.64857214315683
43,69.6454966603151,57.86300900140658
44,49.3205191312858,64.41618352983791
45,55.04532864324049,58.37312021002714
46,60.47446671728675,52.72889481205414
47,50.42973957179398,41.7836289664052
48,62.119117502297215,40.02102430413965
49,72.40749368710253,52.35119144135865
50,53.58706139453099,40.416356882031955
51,60.96686481855879,70.21770721878202
52,29.813548986298724,46.49580192976202
53,70.75670482968987,34.01275170946664
54,55.586320131797535,59.87966319224757
55,46.538538145306525,61.14828046257681
56,68.12532883730852,42.36730951170526
57,70.24703519231858,43.09786316043295
58,27.60973125545614,55.54918793573636
59,32.64165062741163,34.68259435335122
60,56.57054654586424,47.29048935969941
61,66.30480402042778,55.21665439792742
62,55.50390242507685,36.610450514953286
63,40.657836437906674,53.69339990155816
64,32.31496803375214,53.917615709014335
65,36.77322674290395,46.12169214348197
66,52.185649996864164,41.33148749858809
67,62.18359222491282,56.346881877872896
68,44.25439747270786,46.2290528838302
69,46.2427167267142,39.989346575347255
70,46.286286225547514,38.03404115203398
71,55.988305148904004,48.880758253373564
72,37.75070004665431,54.85958565038068
73,37.20536986203425,43.29614401232124
74,45.727773806852255,58.20664135521478
75,41.87717100881447,46.87077555578017
76,54.4253258007826,42.15311002276553
77,25.951555402122615,57.97017349427677
78,47.87639880864738,31.417816011855695
79,69.67641931706048,33.4217849655317
80,59.3913307321666,79.23993243069395
81,44.76270043234131,59.872854210619195
82,52.31813681326548,41.43951907924185
83,43.551488056405304,79.02940665734363
84,51.73410149567004,58.53754276808808
85,58.78548680321008,59.72861246533256
86,53.36728306566632,60.46739701873825
87,46.02448043029463,51.25041085896023
88,57.69814197663647,52.474517010087276
