unit_id,CropYield,LeafGreennessIndex,EC_Salinity,PARLight,DissolvedO2Nutrient,do_ph_acidifier
0,21.404238561567173,6.368507165110069,58.57715450293303,61.1880170593287,46.26666302663622,50.0
1,20.86067098088432,7.698229022477001,41.43694563682386,30.231849295894264,65.05803282311068,50.0
2,23.00016463188388,7.461405285974437,50.127529510648486,47.91784532323762,30.65698476767028,50.0
3,22.51189614684338,7.380625129563997,39.3526224330923,28.444886508979664,24.111684377905355,50.0
4,19.618239429901223,7.425818472626465,28.24067382641001,41.101286196269086,46.63230321161207,50.0
5,26.90479101541838,7.852611854416391,58.17360181743212,57.761204368351244,62.16289318652987,50.0
6,19.181837505375537,7.361890221158116,60.857160298396984,53.02040979487498,57.95890432831543,50.0
7,21.96974106276399,8.16178060592819,50.218443402080425,61.844398885596945,39.14629620229797,50.0
8,22.999832391213918,7.689390516699238,54.27433770595206,42.14795700753908,32.6808825335129,50.0
9,18.178371217311856,7.775860088940927,40.4910300342084,34.53257401441054,53.00369575641713,50.0
10,21.210848746398078,7.484429469137523,66.19376734652175,54.149101899893665,61.32609634026384,50.0
11,26.89607119472148,7.38007946805511,37.98410256189366,48.91868263871248,55.8173930607223,50.0
12,18.527235270518574,8.23549177480542,57.14510112818994,38.22767970169238,45.67754698786008,50.0
13,23.08617005358914,7.957026679451445,68.47237479459159,33.24570047779737,44.099219678744966,50.0
14,17.857731043595834,7.395796779220805,65.36906637935788,64.52319623304606,58.08675485144027,50.0
15,19.49141173390631,7.185907946955791,28.483516752088793,55.57419319232719,32.67404495937821,50.0
16,21.91358707123717,7.399730494172902,54.12360115680462,42.38981127922682,44.87894774777659,50.0
17,17.002170227585083,7.2483874318377985,42.56271980419445,60.02459642087299,34.4457786775283,50.0
18,19.175857364964397,8.186542825530015,52.55014977723157,65.02777987330222,51.0660223487988,50.0
19,13.67692257656817,7.207928956002713,55.625494678474084,49.26562909788061,47.96336494919806,50.0
20,21.884706757684423,7.263735846578876,68.69994218539355,75.54168834858817,64.52658006993333,50.0
21,22.249990834497954,7.907034284315311,79.06852488510215,30.408776067558367,50.9875161234664,50.0
22,18.234506753877557,7.255937138067852,46.31463867998509,46.55631677514505,26.478733885104674,50.0
23,21.818394451300293,8.568597196103212,59.39204496665348,38.946356629102766,58.06598246158588,50.0
24,22.40339467278265,8.252617059547546,51.59545529402717,32.74132673802964,48.57361698052518,50.0
25,19.473565144243768,8.277070015769322,49.13632058378714,40.055894375868704,47.7387898212018,50.0
26,14.93852547152342,7.038023917656378,57.84196703775147,48.90108361868073,78.52761939735564,50.0
27,20.46564096811748,8.851732788661083,51.962253263255306,48.21672871266432,54.91703845246099,50.0
28,18.990617051420653,7.697334369346291,48.956309471874675,55.39753087023963,45.039986131586694,50.0
29,24.90596038863514,7.802428486380261,51.877965642846135,49.502443058037166,55.541888760571034,50.0
30,18.45127825693804,7.396133548168082,29.31776551305417,67.59405352455727,57.14890412978463,50.0
31,21.770371102626964,7.018581163327995,56.00979797187897,50.23380334186524,47.738885313132464,50.0
32,17.94390207939994,8.404857285007214,42.31623519315909,11.996796704555459,61.8754225949265,50.0
33,14.656943630620871,7.7959323096425726,75.35631884282306,35.091873614908415,44.93617268821957,50.0
34,17.862822891096656,7.354936942046993,44.242340328089604,63.13607089745774,48.5179029289819,50.0
35,17.320173628272876,8.050792546571564,51.6991776276832,22.989088214814366,50.450717445108054,50.0
36,15.608840214838658,7.388743843087386,44.75274650986282,49.71065327110057,50.81560407367207,50.0
37,20.010194867953565,7.08822786876004,59.587997471708604,58.14203371673516,71.73098354339209,50.0
38,19.53055173538254,7.505214685808912,51.04985826663383,52.44810487528769,72.07670210903424,50.0
39,17.873448272280818,7.56433912715751,69.63464622060808,54.43749232160216,25.621391573382255,50.0
40,17.177901148778044,7.982007460895161,37.626301389030296,46.436621013247965,40.36168874945167,50.0
41,18.07111661212246,7.337202357940089,55.01891835689966,51.60019269908459,53.142428167508534,50.0
42,14.57706268973583,7.149110951563385,54.23352268429635,37.460602711790706,47.29910843970158,50.0
43,22.023933730443655,7.234007619298608,36.522914527140834,37.10066265372398,42.25758525866642,50.0
44,24.399159454642948,7.882298931676249,53.677376298544765,21.107361528904235,53.76838169576618,50.0
45,20.94776228441339,7.788883875811916,50.454995448203206,59.72070050029725,46.61510613711452,50.0
46,21.020318011822017,7.474138166804995,57.24689491327272,49.20074772007344,55.95466339454359,50.0
47,18.754444194404098,7.63034048788588,78.08541811246909,51.15627037039367,59.60282213285119,50.0
48,17.210331072387135,7.421123542226805,44.25388667046254,59.06831067824184,55.97068305220806,50.0
49,18.774063607593423,8.347490489054715,61.21538949502623,29.873697651130342,48.62929942039647,50.0
50,19.013966174902247,8.128620516406096,47.982685357275045,52.078165950634904,45.41619068689973,50.0
51,20.38512104248341,7.554181639743278,35.27850224173273,66.04470249311538,41.79359370146832,50.0
52,19.291083324624232,7.237154943692482,50.96910266449617,80.39457226908537,74.11889735506048,50.0
53,21.840172609188723,6.973903667386534,61.98866230792808,67.47325284994841,47.167738073121974,50.0
54,22.148008035921965,7.577447853774482,55.92937166012586,52.200839556873326,61.97563897268302,50.0
55,15.289376525585775,7.874383371383285,56.800626795848785,61.58233677170938,48.51905166636694,50.0
56,20.97944585743696,7.593312321069404,57.34467016973949,47.70893566075694,52.35656504431944,50.0
