unit_id,CropYield,LeafGreennessIndex,EC_Salinity,do_iron_fertigation
0,20.569714337076803,8.493440949089045,53.332092091514156,75.0
1,18.993393228562404,7.855864333746354,50.009797281592284,75.0
2,27.773605455795682,7.364784263773716,24.982327454838227,75.0
3,17.300881013606432,7.709989822707787,52.527416361646104,75.0
4,21.009094243637797,8.552151043061466,52.17352088577305,75.0
5,20.868261246839122,7.139648244708333,35.184668016907175,75.0
6,23.529775912298533,7.384846919300917,37.71605590008077,75.0
7,25.32583057629769,8.170399935096667,34.47185690910455,75.0
8,23.331740343016133,7.547836390461717,22.632950299279354,75.0
9,17.926159687539418,7.707949404170287,60.762612176808275,75.0
10,19.2063441999258,8.453477693439222,30.83303981847456,75.0
11,23.91339776915657,8.343811659102123,45.0706982018821,75.0
12,20.137674043324054,7.840676736127552,64.47672310872973,75.0
13,17.793332024127444,8.390800659510258,56.130968055635606,75.0
14,23.64373364641282,8.495875442236919,64.09456446268818,75.0
15,18.219868981671674,8.37267726862911,31.244206312970494,75.0
16,23.434749300320227,9.301744089315468,37.27327428815606,75.0
17,18.89580836897139,8.198889052753685,68.40330326855613,75.0
18,22.302485851407507,7.511598511899953,47.876268929835604,75.0
19,15.79049488720912,8.593937261332204,51.38908067943428,75.0
20,23.81683102999,8.404341576155359,52.12200923458261,75.0
21,15.740707334039568,8.472122107247037,51.14458326935392,75.0
22,20.41964365995037,7.420442939417546,68.97425467303559,75.0
23,19.797505845220325,7.676726147567029,37.64815961394221,75.0
24,22.10355413299878,8.856674437124838,64.60410742633258,75.0
25,22.889530754030023,8.541214516424928,60.111828713161295,75.0
26,19.449355193866662,8.089141598469586,49.90694838154886,75.0
27,20.84377971093419,7.9953171966993155,58.575164629535415,75.0
28,21.156841048556426,8.03176104543091,65.7301570884855,75.0
29,21.98832967022431,8.306972799231035,50.76350712293061,75.0
30,21.555740819061395,7.574630819294329,71.10143007843826,75.0
31,23.905455801734544,9.309807936866825,68.4504683421144,75.0
32,21.19548493266705,8.676330697536908,69.73008410379056,75.0
