unit_id,DissolvedO2Nutrient,CropYield
0,54.46272291136383,19.345221161762666
1,59.37939034937045,18.037284881982416
2,50.988355269944655,21.528857731126706
3,49.45375292822968,24.02758260967113
4,43.88067011793365,14.494855369562133
5,52.25087261372993,20.095389102633256
6,68.23878824508398,22.489638039789586
7,42.768259086127976,21.855217880071493
8,50.1338709398801,22.21292049942617
9,61.238246573774525,19.849664665898374
10,54.66491578714387,21.714652808221775
11,46.14872061263385,24.1725268045324
12,52.721857996150824,18.443454084468563
13,61.54026776219068,19.34026161724251
14,32.71748718100257,25.53327827371757
15,65.90202524397864,19.864796962114426
16,46.40917569134937,24.95119318483011
17,42.26442115151205,18.62310486414102
18,60.7859948050414,21.315627729297244
19,73.27115839562846,20.341218579701128
20,65.70463429353303,18.399404603041944
21,45.39739778829338,20.302637186888195
22,53.87482400728451,21.757691065952482
23,37.673460611253496,20.356898522217268
24,40.72288693050641,15.228816507391983
25,51.207374854589034,20.02510226309936
26,66.36638307821849,15.084220356576164
27,45.16658831725153,16.69635357562797
28,71.50189116513381,21.676718357349664
29,56.17096669137776,9.89441326136051
30,51.08357927332775,17.049603422338066
31,44.819511411986134,18.21887165411271
32,44.784465038357794,22.63399998974476
33,43.98927307655222,16.53082476546927
34,48.873592353110574,14.611775740930621
35,66.6481791139012,15.918847224494204
36,54.28396852840059,24.30267773300321
37,46.652715907854116,19.348596284614345
38,26.987911846412775,18.148555885518842
39,55.48412152609369,11.879735416012881
40,59.25177471258641,18.207109161432868
41,35.75064730990042,22.24058955609272
42,58.27580712319018,15.56700227841593
43,57.13910882849822,18.256664702344278
44,69.0533634376911,16.359467335013875
45,32.150364185665346,21.864893361304496
46,70.38474439237257,16.943734788182375
47,23.692377194716432,23.152148125732772
48,57.40683929219025,18.643030599532906
49,85.9801852588549,16.65176463618887
50,46.769537791429464,22.14139224349495
51,69.42372022460205,14.718285194942188
52,31.969935180350102,19.610518723141574
53,56.1635973201139,18.916411650303075
54,47.45862967413329,20.995823649114644
55,50.50634976469912,20.98989358578571
56,54.2014983183064,26.239753039703594
57,42.85752047566938,20.61245394016348
58,28.35603990350443,23.32201731633076
59,44.94558932994587,13.779164643939543
60,44.80763072040826,19.59083653594716
61,37.48319009799035,23.071172791590044
62,63.60347753084009,23.151770179153452
63,43.593378475140696,17.781261607016503
64,40.50786262086121,21.148029714670923
65,38.88461004041614,13.976322105393855
66,41.79413144806641,21.08548043885346
67,65.55079130632666,17.267297905362753
68,56.233300375469064,22.11972198035536
69,59.06196645523911,19.74525585659684
70,39.58219270624012,22.19073243329532
71,49.91657522857245,15.584870816891623
72,57.35276888591783,17.374754163439185
73,58.64045136366277,22.190890694451117
74,71.66053676589114,21.238500925526324
75,58.93291442762756,16.604505395019515
76,38.18514199153537,23.058993197299344
77,48.81047371375414,22.13630265160458
78,64.10978073515057,15.70841714551666
79,27.690752264956796,11.606060528749916
80,46.3688366604542,19.181592949512964
81,53.11920023746017,18.929713296490558
82,61.59387385962073,16.506843163121065
83,47.602225148518194,20.25593196946567
84,34.91496043313966,18.78363111357759
85,46.1249457794084,21.31110622315955
86,63.54937858112207,23.315957370509402
87,56.67163736366159,21.98380048995129
88,60.07325113275944,18.429549834439356
89,58.648674020378266,24.54510568848525
90,52.523370074643736,14.19836662665521
91,7.113425007936447,24.78286972191863
92,31.47898760381918,20.59270821098974
93,63.94509017102495,21.514343676940143
94,45.84133430294932,16.937739643072305
95,66.49373028255835,16.756795368654956
96,56.53975943492092,19.428605603489277
97,42.44420942239698,17.912478591115427
98,71.3605154297566,28.49428733119396
99,51.63128267677359,20.825603858644065
100,62.89663829664228,13.642643374977773
101,65.14779838999354,15.771559490706261
102,43.5486990973191,16.704666393115897
103,52.54291208353248,22.954402282161986
104,54.06301568775789,27.128496525735386
105,63.16012967942331,20.774914821092377
106,46.4458859575179,17.91989335297971
107,40.651347723518285,18.23084015480539
108,42.007155212989154,16.164451966117394
109,56.15359350000736,22.804428024707203
110,65.94206572334417,21.233863968162424
111,75.99058786753562,24.012738202568187
112,38.96657469116121,18.527151681146833
113,76.42593767380679,20.193062891443294
114,30.412873073649678,23.2136117281457
115,44.86318961100846,18.220108303710372
116,41.41682418107346,14.209465292405348
117,58.16422268993648,15.675796757454805
118,45.278437154086255,12.37392089368908
119,55.5101447560171,18.17915719574918
120,74.92078397744562,23.666642470447915
121,48.98402669851951,23.280046125944832
122,70.22998064625423,20.619590642100942
123,50.61113435858659,12.410415260093618
124,56.731566358445384,23.18479229401106
125,57.54392280636807,25.83610731754597
126,72.53790756213913,22.383834983549896
127,52.29842715123045,20.759905404725416
128,60.215625597466484,15.656384778323856
129,45.904093043689265,17.674755536520543
130,57.003010690917634,15.027725122700822
131,70.1796942099344,12.565683993741878
132,53.48764611013488,23.237088357243543
133,70.13201057380466,21.235375931505704
134,70.69791741307615,16.485686044221463
135,54.244279059251625,17.842012665389035
136,37.753241501477206,19.082900620204498
137,38.325588056380795,23.299352031006435
138,42.948416171173314,25.890844178599963
139,30.070004757698822,24.295684843808175
140,29.296208887032677,15.361299078466576
141,51.59993590007028,23.360634530125637
142,54.219893282718935,23.490400673783952
143,56.31757390864892,20.602669676995127
144,48.39396926103626,21.212576302218746
145,49.35123654790967,11.272031407575106
146,61.786694180586544,22.64770368538846
147,71.39213116291539,22.96152340896962
148,39.91284157652938,16.476681148692368
149,38.64727687668135,19.361137615535263
150,39.57140133732562,23.764094611047458
151,73.41386380950141,23.786909628325592
152,62.293242369705204,24.30597240728204
153,28.871085449880717,18.870862085185465
154,42.749135668880655,20.209644558258095
155,27.691879681297003,17.62917538773027
156,48.373596801039334,23.406465092231645
157,54.61895921293956,17.39557296534551
158,28.387666894381375,20.89030951306851
159,62.29189066236529,22.055787557149696
160,61.99078884391589,19.51573908631099
161,53.76453996258634,21.60097896900228
162,46.31897441069398,16.360916149274114
163,42.75829284076697,21.035936906795655
164,51.66850972000302,22.55873421928079
165,53.958556930907996,20.32140159001738
166,65.30850138107365,20.276529545034325
167,34.00272262639388,18.69813826155856
168,34.959987471779435,18.3473863638352
169,14.748978610052568,24.393627746054513
170,44.45576839381716,16.833970056235973
171,53.321181282994424,21.33281227547846
172,74.72470039502767,10.752416560828541
173,67.56399179111506,18.51791007505342
174,52.63642024407063,23.852924466759188
175,59.24020344639606,20.26166254704447
176,56.01773895311204,19.676081479202452
177,64.77175175510126,17.25896125453178
178,54.15522330397194,20.90199790903018
179,34.32721122956851,20.55058393344462
180,50.29141925802854,23.404404562260243
181,34.265533944564716,22.673948198033152
182,50.84692893168801,20.599867180645237
183,29.728799817150097,20.325969025809044
184,51.44629025943419,17.518031243193413
185,26.694516320200144,17.746418520408533
186,48.077460878622816,16.265914407204427
187,53.391116883761754,19.20110771674148
188,57.56091961921782,17.798893733806846
189,44.2516800382551,14.6643896937745
190,48.66692184405897,19.683787670628373
191,46.7881615802513,22.738110069854706
192,37.87142856005374,19.10740441883103
193,40.040319581853794,18.810571750068213
194,31.375962179735797,19.734331487336696
195,63.523202643061374,14.50112041558366
196,47.07732342572723,23.358943008376244
197,68.70312189994694,22.0082480594146
198,47.32536326095762,28.427068967198487
199,38.06205539105037,19.394889880796057
200,67.13059774534311,14.777864843909246
201,35.83403812135496,24.707415136509116
202,45.11519241720519,25.7179510995117
203,70.44779893790691,16.62140519291046
204,50.23466672119916,17.262215080211824
205,56.53338065185503,15.609724721723953
206,48.497995173637406,18.248801525537527
207,47.32598853671516,22.993927849857606
208,42.378499165392846,13.814137254846486
209,41.958064385626756,20.925059564357642
210,59.023134595532206,14.857862189155364
211,52.278371588512485,17.8565977552266
212,47.640504215082785,18.12490168568059
213,43.35264513177896,18.43324056376525
214,53.92599891889283,17.156781680073994
215,56.85509155956586,18.108106506803274
216,33.01689708900626,15.6956539969784
217,52.22719749633383,19.81438803158277
218,64.35112911756809,17.41389493651203
219,44.412760828260915,19.15149844034773
220,53.52735376577848,25.626824408970247
221,68.38033933664896,19.77390111915162
222,49.63070261825991,16.715372795197325
223,50.041060693627706,24.541100506400984
224,41.828185017988076,22.791266051383715
225,18.645978519730726,19.505331712123656
226,43.27494126634059,21.47496002763157
227,55.09010208755844,17.62354441787374
228,60.44981336409146,23.64071807362808
229,43.8695131410817,18.809723908337347
230,47.797817962778694,24.482689458856616
231,63.13097173380216,20.74776732677425
232,56.925162052039454,28.328744861676206
233,69.0247781562744,17.53946235518267
234,16.89379187172111,21.34140271724931
235,47.807168930187636,21.801408229160476
236,48.82112590805997,19.604499316727544
237,55.23410454575586,21.682784169216944
238,33.670166007156396,19.55788146890393
239,31.07603445968657,25.302896357748562
240,47.72750869639669,19.769669360791116
241,51.854929952964056,21.38107743385272
242,54.51502550538057,19.639074201557914
243,49.53352230795518,15.847431426619973
244,42.60860181118097,22.105686269840863
245,22.091449032178854,22.336489711065077
246,54.42543525143965,18.90684015787066
247,66.34244179754084,18.455570626350397
248,59.28659698397973,21.073405871170536
249,48.08415820912193,22.489128855905445
250,19.09390496210364,16.67835466299468
251,50.71289770310891,20.117467132693644
252,53.180466202573136,18.311350135338518
253,58.710080576517846,31.16938004559796
254,63.230976487861795,20.711440974302327
255,50.576508369972295,14.763335151963961
256,45.57696954515178,20.511843810452575
257,56.290947715002424,21.75558340495943
258,38.84227093229725,17.129532125906703
259,46.460482450934116,19.765011579569006
260,24.965804057780158,20.145979603069247
261,62.78434563615522,13.046429998334213
262,59.92088148202773,21.398857990451667
263,38.03983782178271,22.359031353418544
264,41.510074058853725,16.001653213004893
265,47.871265236005236,24.051318097142
266,41.44691644709338,18.417651583427094
267,85.19604364449192,18.117093227231067
268,62.706872640248136,25.223654416973776
269,37.73411400906745,20.538783511353305
270,51.5628920251827,24.4139569474994
271,52.94750511651675,20.171785992297767
272,77.31783916421,21.141469179320925
273,62.862955794587386,21.022599098497334
274,48.5606946754747,20.227177131401834
275,49.65630894284034,23.84005143000133
276,35.09262021938598,20.629443969596966
277,38.30279924195273,22.926908462457202
278,24.036869233356036,19.1261952990752
279,36.76145216417223,25.033186782844453
280,47.982747431704986,23.97931618302666
281,49.64330764840009,19.597071497540032
282,69.70146999246826,19.98588357114137
283,58.638531314344974,16.73871840696324
284,70.29014743418455,21.11932004133022
285,58.726649262984644,18.36653565170763
286,62.712410894572045,22.373914382780526
287,57.92153670398257,19.90049975372874
288,93.2293112080956,26.523039679273282
289,44.54766911239375,20.89248288794743
290,51.84762075021813,12.641397360344092
291,37.971795881679036,26.131447714708298
292,51.804002698976475,15.65866857157226
293,50.425119903492735,20.856136609593015
294,45.11658287892529,26.784272372498027
295,58.44503788345285,18.030495458373213
296,58.30887668547131,24.875833620215595
297,40.252399172100695,20.74267240992134
298,55.31966956523104,18.02773696018695
299,48.30837022898803,22.179491305941173
300,56.71912517076464,21.584228860903707
301,53.276217148887916,19.310684272622964
302,36.126595783369815,18.824402963468675
303,56.51078805102147,16.24100621660471
304,58.039300147792396,15.640247446626992
305,59.84425407999154,20.539611858205983
306,35.97060224698443,21.525104681379272
