unit_id,CropYield,SoilMoisture,TissueNutrientAssay,do_IrrigationRate
0,23.11982192788772,55.10742788556839,10.096227318664026,75.0
1,27.202066468011196,89.6477716037404,10.439953542888393,75.0
2,26.26719387726408,64.44699984381579,9.295064662394465,75.0
3,24.533713304546335,60.11392762568892,9.614505991035891,75.0
4,30.076859900135464,82.79899280758849,9.224091588898682,75.0
5,30.30411996344897,83.64578014365138,10.991582356258919,75.0
6,29.22601084093791,84.0941790574804,9.750812977064198,75.0
7,26.982142895310552,92.36218103505406,9.461498887572949,75.0
8,24.112234416429867,79.15277504408056,9.376533473370879,75.0
9,24.499353520298403,82.10342798903923,10.253048339753587,75.0
10,23.978929253903605,73.7955676083305,9.734076952279676,75.0
11,26.065126645424193,65.10753835233173,10.031082321741865,75.0
12,27.49918770808325,77.79972702385757,9.597717898074531,75.0
13,23.788634761116995,71.32648290284374,9.297215842325365,75.0
14,30.198655338483277,80.76704801965263,15.549846241847177,75.0
15,32.477420467723164,86.8168418782259,9.359124316167865,75.0
16,26.93194067914828,67.81731855771321,9.520085115240628,75.0
17,34.24117113987253,82.20593634821451,10.79739460487858,75.0
18,27.72435405882896,76.50620949701454,9.649843897921132,75.0
19,39.62622315215034,73.12578789180282,22.096021988045337,75.0
20,28.371300506604864,84.9987998709828,10.515127008313156,75.0
21,30.542438417639946,62.63904776638678,10.382635162282476,75.0
22,23.59861489721074,76.08170841102185,9.808152720467218,75.0
23,32.80924975771377,87.99512761362837,10.70305402269746,75.0
24,37.56197647590309,87.95826246373711,13.925300667622007,75.0
25,26.462778493134692,64.06351326537884,9.079234793627014,75.0
26,27.948019791151783,75.26066503160487,8.571939137917925,75.0
27,25.993349489831367,76.55921143031593,10.158245947824794,75.0
28,32.688946534262826,76.57676772846183,16.439486631669286,75.0
29,28.758791062473065,66.11973538114023,10.950507781029275,75.0
30,28.9105914098338,59.808986999505144,9.858415482952735,75.0
31,33.43480769838644,87.38107714565255,8.838960669304862,75.0
32,28.09950615283588,64.53664173467169,10.266094658642944,75.0
33,22.98435109478309,60.81597214192489,9.224680944333587,75.0
34,29.540467129080838,75.3454305912702,10.08271841391813,75.0
35,28.65830596912662,73.16217479009133,10.709920475643377,75.0
36,31.292339020896556,74.46333619291765,9.725047960042541,75.0
37,24.860951463116223,61.376821837173615,10.757011567206735,75.0
38,20.62596549673724,64.11496950494431,9.971941990781573,75.0
39,30.721457263968446,68.2390281235861,11.907712362393877,75.0
40,26.460739946229367,93.18978192786857,10.185958528469722,75.0
41,22.235435312202814,71.50547297964685,9.852858560804268,75.0
42,29.886711368899768,91.15601026716791,9.802911092183134,75.0
43,29.001461152281152,83.98953310915368,10.416272727159544,75.0
44,31.71853959289325,72.90005683174515,9.821701841203256,75.0
45,27.950603161206317,84.38659700592163,11.60943624230763,75.0
46,24.064759429870506,87.1081220093235,10.329837307138684,75.0
47,28.001269151302488,84.80403408028144,11.095061021652736,75.0
48,28.40119105063147,65.36166131187508,9.907013177425508,75.0
49,30.046881847678545,59.68626727071309,10.147433961267897,75.0
50,25.125055073762198,44.60410201275445,9.925216126662104,75.0
51,21.009695969169883,58.60712900380122,9.959997219960119,75.0
52,26.22043556940771,68.75571700493433,9.456968431579027,75.0
53,27.00974714894188,80.39341163970077,13.150689511312882,75.0
54,24.156564469314084,82.13920481679591,10.32187635561191,75.0
55,36.744193000906826,95.33737012771006,9.455403826456587,75.0
56,28.829853214508727,49.86735261131921,11.40081515881942,75.0
57,29.02558067979827,92.46516993531615,11.429692381968064,75.0
58,26.610870785536576,81.79001205526083,9.879883368595836,75.0
59,24.527524231716832,63.91125020226286,14.015866606203202,75.0
60,27.913778293638096,93.58111317714106,9.700692593648993,75.0
61,26.56824669220661,69.14485126826814,9.499934517748414,75.0
62,27.733856179162743,88.86547069792485,10.181643844741291,75.0
63,21.318215733547365,55.16674033500134,9.57863653402724,75.0
64,26.835765060136463,58.25351995875465,13.501182337905572,75.0
65,31.92567833196196,78.2664567975304,10.042320464405108,75.0
66,29.794311252897383,79.48301172255626,8.303559399632903,75.0
67,23.686254133230467,71.00215308733306,9.508314132986204,75.0
68,25.499493874459127,73.95254892843035,9.583516995708052,75.0
69,25.337168217013176,79.82636614628272,9.23545395715916,75.0
70,23.95796998023249,90.70166683489043,10.641901326811714,75.0
71,30.29520579954821,85.33918295342887,10.403463478338601,75.0
72,15.973920165176517,26.17100418143105,10.135961848739816,75.0
73,24.446515323144318,64.39457347699877,9.228658708045355,75.0
74,25.751343318545462,72.18259082209393,10.850256020715614,75.0
75,31.2137114430629,77.16710073538943,10.362086162441383,75.0
76,33.31536443084688,70.84245914214945,10.661599110075459,75.0
77,25.743470312193654,70.10747339173923,9.54792605611573,75.0
78,20.157436136454315,71.57837547944465,9.733850006751045,75.0
79,23.12094192104014,78.30973835222072,9.335413751883294,75.0
80,29.68915590483737,53.77899703774794,10.135991368102271,75.0
81,29.638791304068143,73.63881396875632,9.230261821536565,75.0
82,30.87960699417377,71.59033482357468,10.582985519089377,75.0
83,23.876245868372663,89.33923333937128,10.022317934978453,75.0
84,23.39849745743881,59.099387009139924,10.613006987743903,75.0
85,29.744033106782357,81.7104023331702,10.784277318460376,75.0
86,24.712834286605297,85.21766938083057,10.688737531727543,75.0
87,22.774599795221206,66.11071243761667,10.329358284444973,75.0
88,22.467441558322996,66.1363520233879,11.203050161919018,75.0
89,28.69695631966502,74.54324113107964,9.937064549472312,75.0
90,20.92879966743468,61.624451977900264,10.28196692732059,75.0
91,31.269585988103508,93.71018595684616,9.706457907912247,75.0
92,31.70891572274326,68.04210199038181,10.307992810073772,75.0
93,25.325966090627134,78.45450797119113,9.861915325059297,75.0
94,29.189749611241748,86.18426284376952,9.234972393580572,75.0
95,32.868328037130745,82.7170229441833,10.806726480488285,75.0
96,24.035904240641173,51.70980823726676,10.69770508578696,75.0
97,25.367762795073745,70.9092633551044,10.831325557920273,75.0
98,26.300677903873385,74.31388537983243,12.31900189827378,75.0
99,30.49969019238931,85.66561497520874,11.997883173927097,75.0
100,27.857734335624848,65.21907185677688,9.95826752886877,75.0
101,25.68054826620275,54.27538127658697,10.288508248194942,75.0
102,38.929607397937396,94.9632243674434,21.8309153016576,75.0
103,30.26386405571151,67.72516193735994,10.153508586036075,75.0
104,29.049897862327384,74.39646517093786,11.15524917742247,75.0
105,29.458987332736157,83.89078302803861,9.716289556611082,75.0
106,25.54768843594097,77.90408321347859,10.216379194267983,75.0
107,24.80509021485492,86.85394909900808,9.64733086767817,75.0
108,24.320129379299825,85.14754727100626,9.73673465416922,75.0
109,31.024720506840264,61.82624337802606,10.580196417212738,75.0
110,27.922045842692363,77.96593660188475,12.647527341959165,75.0
111,37.050412095428136,96.11278118874918,9.985153018981157,75.0
112,30.571539500599673,75.48491518717772,9.253156344979345,75.0
113,24.148018707341862,57.02786174838267,11.96750926143203,75.0
114,29.833084633939766,74.46023370891459,10.007397686913723,75.0
115,28.224552729028296,84.28201672449953,9.757181688234406,75.0
116,30.915767155268657,69.41178866237041,10.058898153425558,75.0
117,31.342219292931738,80.98894985117043,9.962040510167306,75.0
118,25.95462790642172,78.27422872665012,12.755649563768362,75.0
119,22.757476829597177,72.85050494596493,10.650722862419562,75.0
120,22.149218885190564,65.01498088600678,9.90207292623548,75.0
121,23.434991907920246,67.90131725196575,10.285533279597022,75.0
122,27.872688796038066,76.65505544241618,9.548780906706757,75.0
123,33.041340824453634,76.87880263910486,9.929013553110863,75.0
124,23.626968263496465,61.86477135117416,9.165745044454868,75.0
125,32.9481231421727,81.21604657171366,13.026885255581096,75.0
126,36.79552272412345,70.87994431123421,17.287611233385608,75.0
127,33.830750720670615,64.80365873738359,9.92872614320848,75.0
128,24.818175974492853,60.738517791076895,9.709314873593549,75.0
129,29.03003850725832,81.12734420517741,10.339928206840645,75.0
130,23.70654405656186,61.85834411004908,10.809816874549036,75.0
131,25.942595245129965,71.42646063667787,9.90525658942874,75.0
132,25.83028320373621,80.41809478173225,10.44914832091279,75.0
133,33.118269457532776,61.911113779567636,10.801277619192014,75.0
134,16.497608657543886,50.596293028163686,9.67480771836214,75.0
135,23.595746344654543,51.10561552207554,9.415347613958982,75.0
136,30.94840920063245,79.77216802746797,9.465926998426369,75.0
137,37.38272108023431,74.79973148837443,12.563565973216189,75.0
138,33.72790912666081,91.34652082733146,11.440459012893395,75.0
139,26.20953171020447,62.95157797279566,11.679173207240078,75.0
140,25.875372171735265,52.18396752438811,10.588169506759204,75.0
141,34.20144197409613,81.66434091145508,9.877124339638925,75.0
142,24.769435572521743,69.48832795191414,8.955962782209513,75.0
143,32.44160617461522,73.21688759220467,9.552449367647293,75.0
144,27.801174649979608,72.86022381431349,10.025177163739054,75.0
145,29.30121027563705,58.24722576923248,13.396522746852545,75.0
146,29.452084121091797,69.93913822925566,8.930970744319637,75.0
147,20.962642219887798,63.338976743844825,11.917811339076382,75.0
148,19.844299947812146,81.913911813153,9.201283859733266,75.0
149,28.53691731199256,85.61823180914082,10.063467459187956,75.0
150,23.746186758531238,51.561615732209816,10.253150164736233,75.0
151,24.357427071760622,83.85246615627682,10.487064364083068,75.0
152,23.357134855034516,81.85812818125112,9.609232218015478,75.0
153,33.22650253538699,93.38314661096969,10.200527983490423,75.0
154,28.243504624101718,79.58034565610316,9.044902103756465,75.0
