unit_id,CropYield,TissueNutrientAssay,SoilMoisture,IrrigationRate
0,29.037047711281467,9.206821430602766,106.92092047349334,28.84388121560895
1,16.889665541953107,9.344206564408806,54.210146518157316,43.636187320085085
2,27.71737867815188,8.98874704096318,90.15712213802446,38.3252128977044
3,27.54174985972585,8.672130756314688,87.2268978485528,46.31017374285256
4,25.91135804512234,9.990243340615546,88.54466737333887,47.969733570934686
5,27.47653809715595,10.757344158788563,70.1668736070202,70.05603494798662
6,26.645048007098595,10.03071552005307,78.48651292932175,17.431483477079325
7,28.23805400434223,9.290905823723312,93.95677270915972,17.212384167239513
8,31.209591289116286,9.851944572149906,76.94222032564947,41.38654502701
9,19.824515603712772,9.305434038913907,64.73602074695552,38.60010650144337
10,19.823379215286568,9.7265742768174,70.85825859759468,49.36415416924066
11,24.57095350831531,9.570197417782785,79.04093717477402,47.48604631953386
12,27.088783865376318,9.744474736174823,76.30746043161184,26.818187142160173
13,31.95793312944658,8.86433037222376,69.91882412750574,42.52472698958582
14,33.180765707240965,9.726071966256072,75.83240618504001,21.019627213775976
15,23.032453754695002,8.887596612858957,67.30835700520485,43.266751229953876
16,22.290697678956533,9.020426281357844,85.78802873579076,34.31404063432903
17,23.938796795311504,9.584980805751702,62.03399037205015,45.82523342075482
18,28.682867159804662,9.73160188084155,68.50824613291257,35.856238206184905
19,21.324231484254923,9.025128327908812,65.65374177640736,15.417740397235484
20,36.03340849697521,10.203582913576488,64.69732861781344,58.36668852176385
21,19.16951457289919,9.299474683058383,67.59368562638333,48.82269504651805
22,27.460069937820382,9.814442973379705,95.96378704238441,53.650135250009384
23,31.507639402321455,10.453564643588798,100.07001916668841,28.87224653886435
24,22.176479381060865,8.898696155853983,76.00032225978286,43.81985492629326
25,24.791042036571973,8.50294081255045,85.71336199124214,41.01527303476579
26,28.348001707752587,8.701614371565727,64.25296151131873,50.348993553839044
27,19.670789862830333,9.770227790805299,67.17014208488257,35.23602673272141
28,25.21067788687472,9.849975166693236,73.0761477212169,16.431074328111574
29,24.291821852521075,9.325616771765235,58.196383959842166,35.42702607353392
30,28.350819116521198,10.128072517152777,86.74026141089361,56.69373805220915
31,23.18286630855098,9.181146035038259,80.15742644481314,47.558445417598016
32,31.026638343834087,9.47179804357112,85.84971514529826,55.444875273304405
33,29.457043771002873,9.163752712196704,47.19252882681665,40.84358047769698
34,27.834196057138392,9.547889342721811,78.1656730693866,17.66564681441649
35,22.24598558409429,9.498553618624861,68.00988001712382,21.45792451683195
36,33.380137185899024,8.918394041916086,74.72733009656956,49.184721733248345
37,26.667508311080248,9.008068638370926,85.0842485959964,28.149355634903873
38,23.80759524749932,9.950552672021658,62.64565245752111,46.36629262280975
