unit_id,IrrigationRate
0,23.74828703145178
1,28.05293323067005
2,48.01122180140851
3,60.19810615175256
4,20.97070877190197
5,17.982096445602338
6,38.846969086498696
7,33.08624957903961
8,30.77394782077669
9,47.14799702635689
10,23.763061414954915
11,24.185572590370036
12,69.95060007218078
13,7.7488373536573505
14,63.44407486164167
15,52.886980226440755
16,29.39183331229516
17,44.94153925815341
18,35.891023802015944
19,49.43488665040895
20,37.67181985569442
21,45.54753634503072
22,34.02294614644055
23,49.94347940136353
24,46.620897894968124
25,40.64319009061402
26,36.41310862171605
27,42.096715940931865
28,32.327779933739194
29,42.01215996915652
30,32.86548471024699
31,27.806179920144587
32,31.476790680362974
33,27.483550759582695
34,33.93138912106508
35,20.696621621787433
36,46.6988015780859
37,27.647966292337717
38,53.59577751133781
39,35.40783849045602
40,42.87360664855287
41,42.04936637979479
42,52.42683849340222
43,32.521875435695144
44,20.931517290202137
45,58.582672266589995
46,30.40260787113538
47,49.84859038753042
48,70.26919715794453
49,45.67582535791121
50,38.61358012325372
51,56.01488042767071
52,43.70928998766914
53,38.964703594625426
54,46.76933792460997
55,20.109264358777697
56,45.68042835457771
57,12.048875084886147
58,49.604238033217484
59,49.876868328576165
60,40.076521091199595
61,46.39621818442198
62,29.982318224526033
63,69.4517249737866
64,23.214526307890054
65,31.00903652299197
66,43.973774239481905
67,28.393391577090515
68,31.150780721587815
69,45.88499976875297
70,17.300731068599788
71,39.52565974220817
72,48.15629541850708
73,37.72537669005027
74,32.961699528708934
75,58.17836558520498
76,57.893059107496946
77,41.86714607978781
78,36.733214170086164
79,38.88939668940806
80,52.04296361646296
81,32.32880040451646
82,45.43548757696316
83,69.19614685612216
84,35.409815265228616
85,66.39132961709124
86,68.46702612472062
87,45.6532335458336
88,47.49366167759837
89,18.371226157077498
90,35.131328176537075
91,37.2929596844978
92,47.88898618654058
93,36.231133351385914
94,36.11732514028678
95,42.56424686015178
96,52.01005246523843
97,43.46381459926773
98,42.29534741311303
99,29.437977030170188
100,51.554822939921095
101,62.88013866916043
102,21.608619406243697
103,47.773661007799156
104,42.18844007674882
105,26.744699500064748
106,32.98974289588059
107,24.876453922284195
108,17.023097017007316
109,65.58890311033961
110,18.277768454791588
111,31.300285491037606
112,32.18288359932234
113,35.021765544244396
114,43.71359603789698
115,30.59066713517619
116,44.72289482759135
117,18.751236338548026
118,64.62398992288068
119,53.22459521510107
120,47.19647696022689
121,40.8430034221884
122,43.44613306180659
123,33.536540094722056
124,62.26889265786895
125,41.34474655874593
126,51.82607220138802
127,32.67031012841095
128,46.791675440995235
129,23.9528380765113
130,53.90524283919954
131,44.83076923518296
132,35.341414125371024
133,36.77768307613985
134,18.376427610501654
135,41.421638947796275
136,34.84255064225135
137,50.04021156438774
138,60.90959485568996
139,29.213073024001247
140,39.551730985101166
141,39.25649718265675
142,49.47161753316089
143,21.60748387023612
144,41.59099203912167
145,38.40573155006476
146,65.51735462810026
147,50.923368706052884
148,28.418914458926228
149,48.15105183469493
150,54.39424835982326
151,54.00621774523127
152,46.359940809336415
153,42.499758120787895
154,25.948842236867748
155,60.77232853060137
156,41.14249506568852
157,36.88100201750566
158,33.510113858146674
159,34.198535334140395
160,42.88205155805161
161,40.01772561639987
162,42.83965233992081
163,46.75936812761783
164,30.189725382609353
165,53.14416930255263
166,27.720963335407333
167,47.9223327282489
168,35.95051728946268
169,31.92376357118854
170,27.084152491429116
171,50.78694619295645
172,44.626366241575155
173,40.255693429477766
174,42.108836966426196
175,26.390398881489944
176,37.40285131324156
177,40.2383172340112
178,34.399875495866134
179,47.86215596703956
180,40.59681301239945
181,22.361151485988685
182,59.359994227136355
183,43.324305167163054
184,46.04468226076148
185,48.68129267059063
186,38.08537432014285
187,34.94305214511762
188,49.92975276901059
189,44.05987662392144
190,45.4836049109938
191,39.32861564400825
192,47.50011468609669
193,44.67947461435445
194,57.270274912527896
195,34.11786462728685
196,24.72136310697691
197,57.253190262946866
198,69.13203654484553
199,43.600771309497205
200,42.06966511942648
201,44.50622443056826
202,39.460178634262675
203,39.71305314084986
204,34.10868733427578
205,50.73782489703097
206,48.58169160242688
207,56.12342488547699
208,27.64698433613405
209,40.785707467363935
210,20.729779629465057
211,52.84077329509323
212,45.64870560119619
213,25.24448008123386
214,46.343352276984874
215,50.16971126223117
216,69.17710166540763
217,22.667458273429983
218,20.927385108577813
219,43.58238947777492
220,29.818362305693427
221,34.553526914711675
222,53.536355626115125
223,10.1658551311125
224,50.847886500225535
225,34.894163345480514
226,14.556939491683686
227,45.55281183929567
228,39.149904550569154
229,78.98021177156281
230,26.151178745851578
231,36.45392822932288
232,38.11678571370332
233,45.19696882407864
234,55.465889725437165
235,44.71815084773351
236,24.0930884698271
237,10.37325985005926
238,35.07363981451911
239,24.265414665148736
240,28.7723564277026
241,35.70342121494198
242,35.89825442236187
243,35.89073303006471
244,50.765299743915826
245,29.71562354611757
246,55.6881177572991
247,18.36917780336557
248,35.52274068949929
249,49.697457592350304
250,33.53859896292332
251,54.95053261489529
252,50.932402535745226
253,39.17089645882744
254,38.026886426285735
255,19.061099335753987
256,34.8800041390225
257,45.1115425199211
258,50.9751275923705
259,21.960272334841857
260,49.40812954144341
261,32.20079710678593
262,44.56141434122886
263,80.8893847849334
264,47.76431262154101
265,37.364474633905694
266,30.15283752325631
267,49.84781660152856
268,56.04931089884279
269,35.5195609656538
270,46.34294271407635
271,37.118784574966924
272,21.73872587513207
273,39.874395501594655
274,34.82416409047002
275,25.753772268999676
276,47.1023644611645
277,44.43072441276392
278,21.64115389369601
279,28.436678369326586
280,32.908974958941954
281,28.984556614217475
282,53.44652709841722
283,32.194616616625105
284,34.457767658895825
285,34.55676338945549
286,15.29631478002999
287,55.4361130117067
288,42.33325112916615
289,46.179815820787105
290,62.72222817257758
291,45.88847341726529
292,44.728655537336316
293,61.042757734595824
294,31.953900023807357
295,40.47182913310879
296,39.108414451912616
297,37.605475605201356
298,37.63356580826291
299,28.77238981023208
300,26.066652872404873
301,20.984052666751257
302,15.990255224796355
303,37.44233464037528
304,9.828957985113242
305,37.58077996061721
306,56.486884302193154
307,54.843860439447496
308,10.276113521184378
309,31.29971035438414
310,37.75731945545172
311,51.06387797045283
312,45.69145822780503
313,45.339783976091745
314,25.994906855855547
315,43.91569660756944
316,41.57867912045675
317,32.67346997889812
318,50.013025120520865
319,37.28041776430645
320,33.652976098692996
321,35.634128215998
322,58.79289974050848
323,28.55228684777619
324,36.86561884784194
325,53.19552382212885
326,46.514706805441534
327,58.57134058795489
328,27.15692854786184
329,46.20285328149258
330,29.281758706157362
331,46.8581337626365
332,35.24134347199117
333,24.079697577328503
334,46.197358432836666
335,29.911527224480327
336,50.40009091950958
337,53.567582971537696
338,29.53833888621664
339,56.01010176028482
340,38.29205865809032
341,43.52729819228251
342,54.282983018101866
343,51.938378689018
344,59.004899408033005
345,34.545303738477614
346,46.422800291488464
347,31.537112173118746
348,34.0290421392047
349,46.653457462259226
350,45.69079365793142
351,63.704585517527136
352,63.03152710434078
353,10.439033816265116
354,50.20450060886449
355,25.159622298783965
356,25.732283794177455
357,58.938220868115174
358,29.70100743030584
359,40.411714797089196
360,37.566495376284145
361,33.891759253467136
362,36.85998645238533
363,67.70135986610771
364,24.674404113337122
365,31.434605841461114
366,36.977069572092915
367,55.32710292073247
368,31.716106715683765
369,12.970808028133185
370,31.892645900102913
371,46.44636085120755
372,50.34392172043491
373,20.528948970251765
374,63.734217017313554
375,67.18098088982356
376,42.43416797895686
377,39.76870728619043
378,36.887622483001806
379,55.228668035141965
380,38.20808380840885
381,32.15734164008844
382,39.08370462280531
383,16.34807680931511
384,40.531040317296394
385,55.33663348255517
386,45.502265551765795
387,49.88111365784468
388,54.59178314740242
389,26.202172171754313
390,43.70702051943907
391,43.78938230874449
392,46.250722500495655
393,54.68151890004493
394,15.019727595291641
395,53.78056492702765
396,38.980804689672475
397,53.52417069755699
398,23.672797272820397
399,43.76126955423445
