unit_id,WaferYield,LeakageCurrent
0,4.114992862399906,26.444633353939928
1,16.357076928271283,24.521325758585352
2,7.490937487311797,7.6800038273559945
3,1.8893143720144643,15.780434354436458
4,18.898448795619295,27.2615262869077
5,17.096536726300087,14.24490789492933
6,16.89366683710452,10.658889026174442
7,17.959272480861763,23.279433509935238
8,9.117133574056739,20.09086443909539
9,4.629392120945261,33.103013776494734
10,11.106079033588717,1.8438185172371497
11,12.378903512822754,21.242096564198743
12,8.503822070333584,16.31152370537
13,18.137221317302895,5.3138343614749814
14,14.352169316149595,4.982386234285292
15,18.583600750560375,12.957356067181877
16,19.75802606480554,21.747067764293234
17,18.75646040675683,5.0502506791526685
18,11.164912036721049,23.745721275002673
19,11.307747593083494,17.358365027669315
20,7.403498237475797,18.726639582058333
21,3.2607379969087904,32.02078952026474
22,10.904940371393547,2.5579836309723873
23,18.801661627803654,17.372982429713115
24,2.2882562273930978,25.409010391712936
25,5.25575706161131,11.918402072596841
26,2.4683030991798938,24.810718443971137
27,14.843683493219558,12.770512277137417
28,16.05364549866414,3.067878182002133
29,14.734182282260667,8.208618329740482
30,16.726261732262177,22.425686818984655
31,19.42618390011812,-0.426552611860032
32,13.79320824962733,11.889303959692171
33,19.61941847112096,6.745571471077489
34,24.266215683188477,19.45911001421802
35,14.669639392051801,11.905948290631832
36,16.702704850330235,6.257557642297913
37,20.386226678526363,13.094853770117627
38,11.896713046964065,14.665935718473273
39,13.61724451388542,18.29909397021442
40,9.24464727464345,9.119402088053164
41,5.088563520737636,15.844074293497432
42,12.962493498724845,7.8006231368766885
43,14.27064862797517,16.61213896502227
44,25.20131986692995,23.520682380830806
45,14.487784368983133,23.937701028149828
46,22.163407243519796,23.303443278325233
47,11.895225146370668,7.122126548465614
48,20.846457843802224,6.412506717922549
49,16.89452401822936,11.903045987708607
50,-15.88346237412155,41.15617403989624
51,25.02021424030332,27.52341070234252
52,12.96005398261142,2.577135619613447
53,8.675222768290586,6.766124590395546
54,20.487874177171676,16.780993329195887
55,4.586852622355856,24.583604559184373
56,9.853529701566337,8.323427506256813
57,22.697783774638836,14.704342688027632
58,17.623927148641123,10.982425028552216
59,14.812078157331205,1.4019560504463975
60,19.081595706771488,12.188942525839371
61,5.629902559153027,19.47765145529562
62,18.243354884646354,15.63829161143342
63,19.753736246142537,21.970914435434995
64,8.806816571210629,11.44461190390207
65,7.006796841247174,18.729575358860878
66,11.341034757507423,4.300784334855937
67,22.05050085014881,21.452219800836858
68,19.471596795958483,10.637675879637367
69,7.080572626115955,-3.3676481496657686
