unit_id,CropYield,DissolvedO2Nutrient,PARLight,do_iron_fertigation
0,21.490066746774424,60.170242226953235,49.611152620928436,100.0
1,16.30038640151775,45.56050748918172,43.28838635411972,100.0
2,20.32931412710459,40.195220168275064,51.18163712914798,100.0
3,21.451916209304652,57.415686449981415,54.57605262234468,100.0
4,22.163624599160478,50.492406021851565,41.39798129925565,100.0
5,23.41214514719438,58.113615099879624,49.115098201941734,100.0
6,22.89772296550825,48.08175454704305,23.70963826094383,100.0
7,21.774232640001664,57.35300295114133,79.40146299903628,100.0
8,24.640522695947787,46.23837508317038,37.70833132698056,100.0
9,18.545954523088287,41.31979594769982,40.735608019238,100.0
10,16.44344892648616,58.91615235171939,46.18285510123902,100.0
11,18.928267510666537,28.631499106151637,68.82681694696429,100.0
12,20.396977113826967,60.52882863046992,55.62598421889676,100.0
13,27.350398775390545,27.87050356533565,53.80345089311408,100.0
14,27.28676756966504,50.912396463166544,60.843200480535295,100.0
15,15.876332906071024,38.19122128640895,36.09034228207499,100.0
16,16.2864045903506,31.233092780037012,24.838634937224512,100.0
17,21.553111481458508,39.10035395727187,78.42784354447859,100.0
18,23.337732533434465,76.20305153940643,44.107719775692935,100.0
19,16.075468539566106,47.03905782034346,47.491679377423075,100.0
20,25.887779568537425,74.19382780795621,44.02054108720862,100.0
21,17.802589003663716,40.608736682901636,50.77977562556726,100.0
22,18.404797283029886,42.31096156852776,34.43126398065324,100.0
23,25.355998920499964,68.34419631938468,62.18993567166433,100.0
24,13.660593474059858,55.89471901421584,50.55180585418647,100.0
25,18.47713011225214,40.959423430808634,48.51802791903824,100.0
26,23.09458080265017,64.75188061672313,49.73277098581324,100.0
27,15.303858732419217,47.10175946720406,45.03557344635185,100.0
28,19.474419920506705,66.92473976684607,47.0486023327729,100.0
29,20.789145372349182,51.257893268362814,53.92004573811717,100.0
30,21.620794945894097,43.74068402956478,56.15244668588493,100.0
31,19.237993461155593,32.82755099231243,43.787599469220034,100.0
32,25.856697043756803,18.539064837448954,45.05300937427391,100.0
33,27.467310462280437,49.543043080817945,35.08816448594192,100.0
34,24.17083384092058,49.47427843978828,55.077855752536934,100.0
35,15.204942459174308,22.3502254248774,51.57538911666356,100.0
36,27.9418625764102,59.98977770309626,44.50840671755716,100.0
37,18.81865607121814,51.59644963801756,29.338670813290022,100.0
38,20.665469335789385,64.71200069073723,58.56757005713399,100.0
39,22.312672214972007,43.522186001503044,50.18606702058254,100.0
40,23.658747774496135,45.53820850151742,42.00261223953641,100.0
41,19.495978327456353,52.1012116028023,55.13566836620844,100.0
42,22.597974204819895,47.83180073081596,37.15843931156325,100.0
43,21.184554009842223,63.58793587632552,17.01449044740766,100.0
44,23.64596628222283,69.12194713189218,54.66070805218613,100.0
45,20.457811597895613,38.2947076898537,51.05804264222189,100.0
46,21.665207571120444,81.37529453565021,28.99163817157933,100.0
47,18.705644049399936,32.44228544944467,34.00577011889141,100.0
48,23.871402925004784,48.679082838923755,67.66112405913475,100.0
49,18.42184646967732,34.69350224955977,23.602793252989336,100.0
50,17.024244129096992,61.23391958616819,32.10017518136276,100.0
51,21.10079961601935,55.78864820470996,42.347170471445104,100.0
52,21.53173808972022,63.71515376420306,58.11450114174996,100.0
53,22.828934563983523,49.29968812546825,33.945599214640566,100.0
54,18.48953956462374,53.0303030796812,49.398853942361676,100.0
55,14.672612266215861,56.560909477986975,50.18104177914765,100.0
56,16.002983882142146,43.91039409485637,40.942774289674986,100.0
57,23.175581209668316,52.97561891311178,38.569610006218355,100.0
58,25.38944511829818,44.89694831340435,66.97370227943861,100.0
59,18.38190328669941,47.365971520939546,63.47487684077226,100.0
60,23.613356027476687,31.462003754935623,22.656777564192364,100.0
61,28.438919826339237,47.141244121545384,43.248637679570685,100.0
62,24.855696386617822,51.832829534357806,47.595437963878325,100.0
63,23.715995652949005,42.56353285392846,69.68113501428223,100.0
64,22.6120209523876,61.829328904981814,30.69563090093875,100.0
65,20.00130497864314,33.5486302276947,47.4989853838811,100.0
66,27.123241426097675,54.711148286325866,48.633741549669786,100.0
67,20.108338430956383,45.813322008190525,28.987326837237404,100.0
68,20.363879685563987,38.28004299405115,51.85049211261051,100.0
69,20.434134917988025,41.25707818390451,70.11924859135807,100.0
70,18.08546855478035,55.13997652167481,44.69786461767917,100.0
71,24.00314522191897,63.83735154005347,31.542688416705563,100.0
72,22.711181373209154,73.3356867412441,61.547091159457516,100.0
73,23.27618940644648,51.02501307161599,46.20431265300221,100.0
74,18.00908008964511,51.315784968484984,50.77814320586846,100.0
75,24.07442661954577,42.05062653502013,49.14799556762436,100.0
76,15.307866669073055,54.35886039197682,44.810155493092246,100.0
77,21.182681089832048,23.02564500074895,55.40623637447405,100.0
78,25.407669356031068,58.26228685933951,47.19969618524709,100.0
79,21.887717287810673,26.259892159883737,71.72399432562118,100.0
80,18.59748238596039,34.931619205835126,47.40736607132146,100.0
81,19.58167466942406,54.502358221227794,71.68414501473126,100.0
82,18.194800437869446,47.94108547592691,46.09583885683095,100.0
83,19.548508678765025,52.812938725385756,46.186294694193954,100.0
84,22.506560726000856,44.31351495529624,51.42123661524307,100.0
85,23.33700120869168,38.17385803052783,50.15222924803305,100.0
86,18.526702389916206,56.81825197757274,56.68645481801086,100.0
87,21.123892861221364,54.8301243970286,64.79331494753285,100.0
88,18.541762924111843,56.103671258893556,66.1809220406595,100.0
89,22.77653330727377,65.76615710554056,71.83976202675237,100.0
90,17.21421576642615,60.22067771224441,32.20550897866745,100.0
91,20.665554516656442,42.63036313141749,53.81261323073377,100.0
92,20.072130624065895,62.44660699883137,51.75740419161833,100.0
93,17.162295558069108,79.1838500801949,47.756114879425596,100.0
94,20.01440354498158,57.23214696304071,38.81099049984229,100.0
95,14.619559303673224,24.858302526061237,46.07631856693046,100.0
96,16.241025546240706,51.44738567290157,51.15629881433003,100.0
97,16.202877917812557,61.2488500884684,66.21144667335551,100.0
98,14.963946743321173,59.349592033651625,53.95955825809003,100.0
99,25.129018910577827,64.0624666093732,37.88292135219781,100.0
100,22.607304688124138,55.159376423482506,54.01423465134965,100.0
101,19.4469576275529,71.35177707636127,36.30358340257471,100.0
102,14.44959766451565,59.38136988721065,40.70390480355615,100.0
103,20.409955360855598,36.84795435575612,44.26154115077601,100.0
104,20.90164464490324,63.58179088328968,42.81227674295972,100.0
105,21.324467918563638,53.638799960041325,46.851013255130326,100.0
106,20.571164491300614,61.34384572046535,56.37442264056211,100.0
107,19.54580142187184,63.776829072740206,60.77100277705703,100.0
108,14.448474501183194,54.89577285420441,47.56626884854024,100.0
109,27.180030804712203,45.63585520557415,65.1425304156714,100.0
110,22.41087064786578,42.102309514003295,30.49134784387302,100.0
111,20.03562921063423,54.048521248916224,47.02924508593388,100.0
112,19.545305602362497,43.033154032034034,54.26220206627074,100.0
113,17.332337342144726,39.00191498319335,62.89603942695903,100.0
114,20.75436210353583,59.48637712208779,53.79052541747126,100.0
115,20.674017912776634,38.173094647902815,55.82287978271508,100.0
116,20.73871725733716,65.12891192450275,67.76279241320623,100.0
117,22.67215727465051,45.567400253331755,40.806300870834825,100.0
118,28.823499515144725,51.352023079308026,53.2489233607565,100.0
119,15.40939858776458,42.86704413684162,45.26739983146123,100.0
120,20.227878465918266,52.10041154244881,47.52965135538569,100.0
121,21.601533570082506,41.655245684980116,44.69763305070362,100.0
122,25.582345464114233,33.20820228245331,74.24357669497961,100.0
123,16.0885214215812,39.578122594452466,44.73939479916117,100.0
124,26.56944731673111,46.258685034857336,37.42945440514906,100.0
125,26.505272454631225,45.58256329809477,43.69850596563102,100.0
126,25.684354221154866,29.17641633380106,72.01372615508521,100.0
127,26.250300808998254,40.69254918624603,59.80545924261133,100.0
128,28.991985136989573,50.84587804027917,33.94112449500012,100.0
129,18.4567556315573,67.01123259712294,35.84061488416164,100.0
130,27.23977154260712,49.58581011784434,52.54551072189646,100.0
131,21.27062885396335,56.10451294975148,46.69178499689358,100.0
132,15.569921825694543,55.922585302807875,48.12052291877208,100.0
133,19.932245113370822,65.66153897899305,52.49014756651413,100.0
134,21.712286649791043,25.294622110118073,59.80629964079994,100.0
135,21.187471412105776,54.981264106465105,39.77218951304192,100.0
136,21.173351723685872,37.268228452376455,56.58598226275813,100.0
137,18.57612701815214,42.03843115365843,57.52379428801684,100.0
138,20.922729523194935,70.52258633272294,47.5791698432287,100.0
139,20.203115807145146,74.9561088978026,33.694501278757286,100.0
140,16.949453735719747,59.79082093798039,49.21033600737188,100.0
