unit_id,CropYield,DissolvedO2Nutrient,PARLight
0,17.532928880245784,58.21814715209816,56.51395115146185
1,19.551512848786192,64.31756460593323,48.80507517614099
2,13.80926097492216,55.026215970058225,68.07712159279899
3,16.500339142202627,52.59643870725013,27.72249275401073
4,18.313999914882757,46.6920561687009,56.83396043061869
5,19.881673471231586,53.516827266436074,38.30448054933903
6,16.733926252078927,65.19145331460092,59.34337878061037
7,17.184500650053693,47.62970294976863,61.92915602801796
8,18.772200359756937,44.50235586747886,64.4324182245363
9,21.227307151845682,69.00065410579106,18.497703465669865
10,17.26488684654367,49.127275046207195,53.476421134290085
11,22.705225665883447,45.32518294835229,46.3735545317765
12,15.569816812675011,51.42856580257971,42.08822784554078
13,23.547588747850885,54.67270239090435,38.74443626141551
14,19.298528307145734,26.385868122906786,76.99233200077106
15,22.532913941610037,63.538897927158516,54.09995759982987
16,25.415026985024276,52.700772179569285,35.29967096198377
17,19.381753597136964,41.5634345236521,66.06351925343701
18,24.594307128148678,66.88762135326884,59.33015244400299
19,15.212729273460798,76.52702496929824,54.51688692163358
20,20.456583742064304,68.13998271451767,72.6015070387311
21,15.166041952870689,50.01061703645216,53.247392432713575
22,17.649601473337153,48.65998281721278,26.519407793386833
23,21.097496364203888,41.089285117588204,60.20795068322434
24,23.367538571352384,36.575885628001465,50.924012987832356
25,13.50687584202592,47.044785355446066,37.60621375867305
26,21.112725407042245,66.56723253652737,59.9011684437838
27,17.08275773339801,43.36417718911638,67.08632622877627
28,23.82816784502503,63.40646638239404,52.624230344332815
29,14.59062054531138,57.38052655061969,45.85745148391458
30,18.542242726152605,55.97328962607759,42.29781113909543
31,23.0842806016249,41.73826219611014,35.292468542339684
32,18.126547392687343,43.56964969101583,61.81033074923702
33,17.58508205929234,41.075241073391815,47.10618903363183
34,24.15468299004523,53.86363360964922,59.981823324459825
35,16.2484491339915,66.72811324759056,52.21308502641231
36,19.062141936391008,51.6473659852474,54.12129539669956
37,19.909646896463272,44.038413961067526,51.755009699815055
38,19.75968646214123,26.274518575664864,64.86067722042071
39,19.4476149393251,55.27536571995546,44.050520373712025
40,15.689501872872398,60.02994563634449,65.15962161493177
41,19.080656106657585,38.022030114660566,63.00859585384591
42,19.622093386897017,51.77306014142009,27.428893009147483
43,16.022574240682825,60.81553992692758,45.26214994602417
44,24.20568334578396,76.40019325905806,53.6944678538801
45,22.914135796966377,31.557583223633152,56.05104660613078
46,20.7885685664421,73.73359854363102,74.67093717418014
47,18.4124560565145,19.42044868300844,45.61287240835446
48,21.906510537446238,55.40522711357469,37.37528318224369
49,21.923469253345385,81.68899474720374,45.642207136426386
50,24.73478160042842,47.6190061830433,40.77848521724347
51,22.99081339290594,75.00895938520182,43.948258535037795
52,22.265860433616048,26.919047837569703,50.50108625023573
53,13.88467606036849,53.396233585219015,50.75901818354263
54,17.873476838422285,45.55736452066932,22.84640465783129
55,17.671525610984283,58.07351415410717,46.076234987527485
56,21.32232453440422,49.25293618937007,47.358122788961765
57,22.597660866954165,47.36279300837295,58.23529979893832
58,23.39343494789571,30.732211528919294,40.594347944781404
59,13.54825273595107,44.3756540629208,50.3710871729208
60,21.658029147846815,44.11950712047827,50.04570308976306
